groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts_y
AT3G26890+AT3G26900	E005	1061.79718700398	0.0015312509241136	104.001473903913	2.02165605691807e-24	1.0982620417888101e-20	37.473860037671	47.6896542296547	0.896439879928462	3	9907639	9908052	414	-	831	843	1094	1212	1179	1276	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E005	AT3G26890+AT3G26900	E005	570.489928478705	0.0010799873685045	30.7150721608998	2.98834772331246e-08	8.4949440265833e-05	25.7930261049832	30.7092324107515	0.525901416280021	3	9907639	9908052	414	-	510	473	616	722	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E009	1665.03536346393	0.0019313487312958	103.990247668075	2.03314347801977e-24	1.0982620417888101e-20	44.8574999312538	55.905303057085	0.886763629852489	3	9909318	9910792	1475	-	1259	1388	1585	1797	1844	2299	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E009	AT3G26890+AT3G26900	E009	1262.72272923258	0.0026778108117682	41.6411436164074	1.0966102627811601e-10	6.88368580594041e-07	36.5508999743795	45.390727953547	0.68312566523479	3	9909318	9910792	1475	-	984	1064	1546	1559	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E011	80.3925411692743	0.0279992506633318	28.4747268800668	9.49295886282225e-08	5.94836396711532e-05	8.44078223483233	16.747957191911	2.02801271492308	3	9910873	9910944	72	-	37	31	96	71	149	109	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"	AT3G26890+AT3G26900:E011	AT3G26890+AT3G26900	E011	27.9509866620387	0.0375324867700843	15.4563731847656	8.44317487528593e-05	0.0226882855539982	4.10515222619651	8.40478402074166	2.07194793236906	3	9910873	9910944	72	-	12	12	34	62	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"
AT3G26890+AT3G26900	E012	183.340159478529	0.0065200638886132	100.141518782108	1.4188776300264802e-23	7.170000596738981e-20	12.8864060757055	24.5375625847349	1.96370007235728	3	9910945	9911367	423	-	94	67	198	224	267	277	"c(""AT3G26890.8"", ""AT3G26890.7"")"	AT3G26890+AT3G26900:E012	AT3G26890+AT3G26900	E012	72.3907316004327	0.00542997839001	66.7454654041301	3.08927233837842e-16	4.84802597334064e-12	6.69872850236325	13.3999856267946	2.01154839318909	3	9910945	9911367	423	-	30	34	113	131	"c(""AT3G26890.8"", ""AT3G26890.7"")"
AT3G26890+AT3G26900	E030	719.727719292327	0.000479565741448	141.902822771087	1.02124448259127e-32	1.14271421919205e-28	40.8763146239237	35.2777603773027	-0.52459735276798	3	9912774	9912873	100	-	1024	1056	512	543	528	638	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E030	AT3G26890+AT3G26900	E030	632.335188152768	0.0021622092117001	13.3385578552357	0.0002600042269858	0.0421026738953376	30.8129680194455	27.59979319898	-0.332967214449747	3	9912774	9912873	100	-	761	665	536	532	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G26890+AT3G26900	E031	670.444441687233	0.0005283048583013	163.300279980967	2.15090586600595e-37	4.2117963215195395e-33	40.1899488463537	33.8560589985325	-0.604650947165675	3	9913002	9913084	83	-	972	1021	447	487	489	591	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E031	AT3G26890+AT3G26900	E031	878.13624488834	0.0005211387900014	36.9088865952312	1.2378048028825601e-09	6.26612727487624e-06	35.9680683972935	32.2805230799472	-0.332425361377462	3	9913002	9913084	83	-	1018	962	698	788	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G26890+AT3G26900	E032	506.054334783996	0.0012763409835229	91.0888672376568	1.37362337692445e-21	6.3288485071167194e-18	35.9229188904376	29.9989571505354	-0.612243708260657	3	9913212	9913299	88	-	756	754	341	353	345	482	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E032	AT3G26890+AT3G26900	E032	747.062988179991	0.0009996672614657	22.7949996412742	1.80234037364197e-06	0.0018486475632418	33.3056160010757	29.9567401336615	-0.322906348808209	3	9913212	9913299	88	-	842	838	582	688	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G27700	E001	836.270186787454	0.0006008925102635	553.880313291385	1.80247670961747e-122	2.82361581514996e-117	29.1745376421566	40.2931968296572	1.11331952901878	3	10256895	10257116	222	-	297	332	1003	974	1138	1440	AT3G27700.1	AT3G27700:E001	AT3G27700	E001	221.991731336353	0.0032218079892167	20.5701271495106	5.74861866516557e-06	0.0043164424676703	15.9085551379369	19.4677636256769	0.592832006029615	3	10256895	10257116	222	-	173	144	291	309	AT3G27700.1
AT3G30390	E006	208.535164740164	0.0016222581731259	39.755905280205	2.8776919995137003e-10	3.08764525416315e-07	18.526876681758	23.3376557334426	0.714673737907619	3	11978927	11979037	111	-	134	171	197	189	275	319	"c(""AT3G30390.2"", ""AT3G30390.3"")"	AT3G30390:E006	AT3G30390	E006	141.832041723001	0.0061310253162497	16.5803180125792	4.66324683831103e-05	0.0160146693796241	12.2106364365972	16.1305296580503	0.812377723732112	3	11978927	11979037	111	-	105	87	206	189	"c(""AT3G30390.2"", ""AT3G30390.3"")"
AT3G46640	E009	190.703096277626	0.0014331353399717	120.9752256239	3.8693387834752897e-28	3.5655274065233604e-24	25.1097494056412	17.888243602512	-1.05331457382013	3	17185355	17186959	1605	+	237	259	152	127	164	213	AT3G46640.2	AT3G46640:E009	AT3G46640	E009	314.815860365716	0.0047100734168504	14.9203275301172	0.0001121480457331	0.0259579719247067	23.3562695763702	19.0630257914754	-0.600887038140358	3	17185355	17186959	1605	+	284	319	328	333	AT3G46640.2
AT3G49060+AT3G49055	E021	12.3612295809607	0.0349265339063593	14.2954434104705	0.00015624262988	0.028761128620412	2.93525225700773	6.40470466631166	2.25922399949913	3	18191186	18191703	518	-	4	3	12	12	25	21	AT3G49060.3	AT3G49060+AT3G49055:E021	AT3G49060+AT3G49055	E021	11.9275730868461	0.0683813576578525	16.9087522850215	3.92203261807623e-05	0.0144142506039185	1.77512527819468	5.64190622007769	3.33886934516229	3	18191186	18191703	518	-	4	0	26	22	AT3G49060.3
AT3G53560+AT3G53570	E002	2422.45674737934	0.0023682159383565	18.9416140960963	1.3478039771956e-05	0.0039464708156195	60.4732589562003	56.3207249298234	-0.312209990696992	3	19859627	19861097	1471	-	2284	2556	2282	2223	2306	3069	"c(""AT3G53560.2"", ""AT3G53560.1"")"	AT3G53560+AT3G53570:E002	AT3G53560+AT3G53570	E002	2950.7979464091	0.0005587670164596	55.5190516732579	9.25576084429377e-14	8.54421061797568e-10	60.7479826939554	57.8750017201344	-0.166618206105252	3	19859627	19861097	1471	-	2916	2874	2988	3047	"c(""AT3G53560.2"", ""AT3G53560.1"")"
AT3G56130	E006	85.6868152026594	0.0188411263009282	14.667280994551	0.000128253371375	0.0247427920352795	17.3373139860961	12.1389671569542	-1.06571143235628	3	20827694	20827900	207	+	90	144	77	51	77	75	"c(""AT3G56130.3"", ""AT3G56130.2"")"	AT3G56130:E006	AT3G56130	E006	64.4885744372051	0.0057224578510216	24.5016051424897	7.42479570161796e-07	0.0010592551038641	11.4823765133399	7.6472464782868	-1.17881299841034	3	20827694	20827900	207	+	81	76	44	51	"c(""AT3G56130.3"", ""AT3G56130.2"")"
AT4G01935	E005	2600.84650921867	0.0007640433952215	52.878935788194	3.54753721367818e-13	6.24414381569791e-10	58.5105166188186	61.2641144537006	0.205069929493256	4	842097	842364	268	+	2513	2882	2636	2557	2301	2774	AT4G01935.1	AT4G01935:E005	AT4G01935	E005	2594.97932135197	0.0004895587106294	79.7488939471403	4.25148518445816e-19	7.413220238691151e-15	55.1124849491297	57.2239102553083	0.127220076402406	4	842097	842364	268	+	2169	2174	3088	3133	AT4G01935.1
AT4G14500	E011	170.960316009775	0.0019900377906849	21.7553371786468	3.09727019973602e-06	0.0011739636473383	21.7755865616656	18.1502891915161	-0.560410171756935	4	8337274	8337640	367	+	171	202	173	159	140	185	AT4G14500.1	AT4G14500:E011	AT4G14500	E011	262.353474979844	0.0015105959762831	19.7209410285386	8.96139779575278e-06	0.0057643302249948	20.837352467802	17.6303907458715	-0.492264361789891	4	8337274	8337640	367	+	286	276	237	242	AT4G14500.1
AT4G17570	E008	43.0316274851843	0.006020816528177	21.0764994778988	4.4130729006026e-06	0.0015711743091481	7.49065627740961	11.162160134995	1.16762430741014	4	9785984	9785995	12	-	19	26	58	46	47	69	"c(""AT4G17570.2"", ""AT4G17570.3"")"	AT4G17570:E008	AT4G17570	E008	63.0031800902253	0.0055775868856824	34.0197757876003	5.45547715341879e-09	2.12872770334439e-05	7.03359227710004	11.5671065077921	1.44227987488091	4	9785984	9785995	12	-	30	33	99	104	"c(""AT4G17570.2"", ""AT4G17570.3"")"
AT4G26530+AT4G26520+AT4G26510	E001	1254.68427172638	0.0012416007752271	112.802237244526	2.38406656346524e-26	1.55611998041649e-22	50.7233520056284	43.056141145552	-0.636999818705307	4	13381687	13383924	2238	+	1344	1536	1132	1167	1061	1311	"c(""AT4G26510.3"", ""AT4G26510.2"")"	AT4G26530+AT4G26520+AT4G26510:E001	AT4G26530+AT4G26520+AT4G26510	E001	1844.39791521116	0.0004061885193383	19.0735275665287	1.25777506670334e-05	0.0073105147775119	50.0742077035003	46.9229029658542	-0.211912377057196	4	13381687	13383924	2238	+	1829	1667	1845	2089	"c(""AT4G26510.3"", ""AT4G26510.2"")"
AT4G26965	E003	51.9577978721699	0.0099819424770528	49.3040818233189	2.19205899912217e-12	3.4339042633048503e-09	8.1873788129061	14.4700339692174	1.67788702124194	4	13539829	13539832	4	+	50	39	63	43	55	65	AT4G26965.2	AT4G26965:E003	AT4G26965	E003	55.2646618505061	0.010514592847203	23.4314696259092	1.2944357400804e-06	0.0015159484710937	7.03548683579916	11.0587736928791	1.31088788125235	4	13539829	13539832	4	+	31	46	65	87	AT4G26965.2
AT4G28706+AT4G28710	E008	202.636234121678	0.0024416706170989	23.8494570865244	1.04171254861728e-06	0.0004583886352977	24.1769675611402	19.8155435856391	-0.620227566872727	4	14168286	14168363	78	+	278	291	137	127	164	227	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E008	AT4G28706+AT4G28710	E008	315.722495685629	0.0012346333581606	20.3368016359731	6.49394693863991e-06	0.004653431904236	22.3872971293947	19.234121806041	-0.448708013653027	4	14168286	14168363	78	+	377	355	247	262	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E009	204.040057037687	0.0015510384945111	48.2738021980663	3.70671433190507e-12	5.5301353668723105e-09	24.8604531073026	19.3462943302262	-0.782304528168988	4	14168464	14168538	75	+	296	309	121	136	162	202	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E009	AT4G28706+AT4G28710	E009	341.379289613618	0.0016045605864364	17.901856818907	2.32594067895739e-05	0.010928508882918	23.2285464218298	20.0427037269748	-0.436860813337965	4	14168464	14168538	75	+	425	365	256	298	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E010	193.194994296735	0.0083659421320689	15.7753606156608	7.13253615620464e-05	0.0156095861452485	24.086773840462	18.9389931657233	-0.747158404470209	4	14168655	14168707	53	+	282	282	100	146	178	168	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E010	AT4G28706+AT4G28710	E010	184.202548338508	0.0046657376408742	14.5790553223756	0.0001344001023737	0.0290944308329444	17.6010298051018	14.147339420139	-0.639202015012776	4	14168655	14168707	53	+	253	195	124	149	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E011	287.312786770298	0.0057015528255841	14.1342950574157	0.0001702121218974	0.0306131679902104	28.0743936323563	23.3538092480952	-0.589343091154588	4	14168911	14169061	151	+	399	394	175	225	272	255	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"	AT4G28706+AT4G28710:E011	AT4G28706+AT4G28710	E011	388.476672913988	0.0015451177017274	14.0844797385103	0.0001747800298464	0.033327344913526	24.5037471345795	21.6829545488702	-0.363475549460778	4	14168911	14169061	151	+	463	419	298	353	"c(""AT4G28706.4"", ""AT4G28706.3"", ""AT4G28706.2"", ""AT4G28706.1"")"
AT4G28706+AT4G28710	E061	125.195541021211	0.0023678639804168	26.631347424586	2.46216324475655e-07	0.00013480402695	14.7454750470314	18.5281115662827	0.689420134522384	4	14181476	14181558	83	+	101	98	136	107	150	173	AT4G28710.1	AT4G28706+AT4G28710:E061	AT4G28706+AT4G28710	E061	101.530076360497	0.0037290419083078	17.4303458425673	2.98029818313221e-05	0.0128489333565143	10.4484887214687	13.8433289031177	0.81852785495439	4	14181476	14181558	83	+	87	69	127	134	AT4G28710.1
AT4G35770	E007	281.577238077553	0.0028641769172878	116.972342157965	2.9109885700975e-27	2.07278264310415e-23	29.9734648960629	20.8249060457133	-1.16207038632362	4	16945675	16945774	100	+	479	534	129	130	202	200	"c(""AT4G35770.4"", ""AT4G35770.5"")"	AT4G35770:E007	AT4G35770	E007	6.77369242246674	0.0629197952302302	15.4486813624994	8.47760718763976e-05	0.0227176631858625	0.0265603717110423	3.88748618453954	14.3880728984561	4	16945675	16945774	100	+	0	0	16	14	"c(""AT4G35770.4"", ""AT4G35770.5"")"
AT4G38260+AT4G09695	E001	3132.9875757887	0.0052094589936015	27.813258734347	1.33607343519077e-07	7.95812075169218e-05	68.1094562444469	59.462622343735	-0.630575206704126	4	17935407	17936920	1514	-	3307	3472	2727	2636	3130	3710	AT4G09695.1	AT4G38260+AT4G09695:E001	AT4G38260+AT4G09695	E001	3842.86962115036	0.000445640241641	32.2752701299594	1.33805512966279e-08	4.46770913942789e-05	66.9283364943531	65.3636864688601	-0.0844033741214698	4	17935407	17936920	1514	-	3789	3688	3827	4120	AT4G09695.1
AT5G18620	E003	114.545428567201	0.0092933379974452	69.0215208355698	9.739483648712299e-17	2.5428493208968e-13	9.28167311499871	18.0173266541216	1.97185382537087	5	6196327	6196335	9	-	32	32	156	158	156	168	AT5G18620.2	AT5G18620:E003	AT5G18620	E003	76.7786406617001	0.006111527325158	29.6019529054184	5.30514618084025e-08	0.0001408037666597	8.08075370330869	12.5170801911279	1.27013832294038	5	6196327	6196335	9	-	41	41	107	135	AT5G18620.2
AT5G19320+AT5G19330	E002	824.006435663972	0.0021158446188196	30.4468041505358	3.43148171261505e-08	2.39976996984184e-05	42.5817342267095	37.2126094350512	-0.488518985156825	5	6505096	6506974	1879	-	873	1036	708	734	768	841	"c(""AT5G19320.1"", ""AT5G19320.2"")"	AT5G19320+AT5G19330:E002	AT5G19320+AT5G19330	E002	1298.14549983166	0.0009920490621036	27.3933528017297	1.66000860326425e-07	0.0003383205326218	43.7890489007785	39.0122998107143	-0.365023344731107	5	6505096	6506974	1879	-	1293	1263	1235	1416	"c(""AT5G19320.1"", ""AT5G19320.2"")"
AT5G20490	E039	80.7338293785353	0.0090471973753485	14.5670343382884	0.0001352602623151	0.0258085147529823	15.9562671723913	12.1829496067629	-0.804345377731799	5	6936002	6936145	144	-	91	81	51	59	82	135	"c(""AT5G20490.3"", ""AT5G20490.2"", ""AT5G20490.1"")"	AT5G20490:E039	AT5G20490	E039	113.672412190912	0.0030775275151867	14.1632946420021	0.0001676085189611	0.0325877157774147	14.2415358801886	11.4148297219761	-0.644312274371202	5	6936002	6936145	144	-	113	118	106	117	"c(""AT5G20490.3"", ""AT5G20490.2"", ""AT5G20490.1"")"
AT5G25570+AT5G25560	E035	72.6915213113174	0.0085781251374913	18.2844161089841	1.90257239870667e-05	0.0052196457338388	15.5865224043027	11.4690571176816	-0.912213695934499	5	8902986	8903216	231	+	91	97	63	64	48	73	"c(""AT5G25570.2"", ""AT5G25570.1"", ""AT5G25570.3"")"	AT5G25570+AT5G25560:E035	AT5G25570+AT5G25560	E035	67.8463197218207	0.0069942018749952	17.7069318861108	2.57685852678705e-05	0.0116401265876239	11.6362158609503	8.21204234476664	-1.01117129227437	5	8902986	8903216	231	+	72	79	55	62	"c(""AT5G25570.2"", ""AT5G25570.1"", ""AT5G25570.3"")"
AT5G35330	E008	37.0158248388779	0.020199394641913	30.4373809072044	3.44819097384531e-08	2.40073783304362e-05	12.770161209353	7.07954884567798	-1.72965739981475	5	13525621	13525641	21	-	56	79	16	20	17	34	"c(""AT5G35330.3"", ""AT5G35330.2"", ""AT5G35330.4"")"	AT5G35330:E008	AT5G35330	E008	19.2305955082483	0.0403820821142174	13.6186028618415	0.0002239552865229	0.0385790637424148	6.63955763543569	3.20079022649429	-2.10808526369752	5	13525621	13525641	21	-	37	21	6	9	"c(""AT5G35330.3"", ""AT5G35330.2"", ""AT5G35330.4"")"
AT5G46410+AT5G46420	E008	273.355941712334	0.0042217728487854	75.1115261228383	4.44861676209767e-18	1.3401629096463901e-14	20.0350010372373	29.4139093593996	1.21916047750546	5	18827427	18827764	338	+	264	249	258	242	309	338	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"	AT5G46410+AT5G46420:E008	AT5G46410+AT5G46420	E008	194.920573948122	0.0050642640037542	18.3549562916004	1.83341422982402e-05	0.0095587883222762	14.5841262969146	19.0978520116971	0.790419020399718	5	18827427	18827764	338	+	160	201	210	214	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"
AT5G46410+AT5G46420	E009	348.808197410852	0.0025240312224835	119.460120209761	8.30482945015546e-28	6.84720075276713e-24	22.3780743492638	32.6893131213551	1.22895527323439	5	18827998	18828786	789	+	329	322	334	331	385	412	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"	AT5G46410+AT5G46420:E009	AT5G46410+AT5G46420	E009	191.581390564566	0.0275250499190416	12.786809313417	0.0003490719854474	0.0492157754718275	13.2573027914181	20.4465994181059	1.26990247342967	5	18827998	18828786	789	+	114	183	205	285	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"
AT5G49970	E014	33.7256155214517	0.0128974684324665	50.5357395614472	1.17014356842015e-12	1.9500567051080102e-09	3.93471607442396	10.4426022169755	2.83916482597124	5	20332470	20332486	17	+	5	7	47	34	61	55	AT5G49970.2	AT5G49970:E014	AT5G49970	E014	6.34238117863089	0.0874250064376265	20.2842526951761	6.67476937286064e-06	0.0047397205088343	0.0326548087648462	4.35092135098395	14.1173116681593	5	20332470	20332486	17	+	0	0	16	12	AT5G49970.2
AT5G54280	E001	7326.87041435124	0.0010046254830109	14.0058053619234	0.000182247074715	0.0323688988075582	74.8794983600395	78.935211868369	0.281048029547216	5	22039383	22039388	6	-	3886	4306	8976	8775	8496	10340	AT5G54280.1	AT5G54280:E001	AT5G54280	E001	981.579380284761	0.0017382291672549	24.561410999618	7.19788240374339e-07	0.0010414402618868	33.6509054035782	38.1686011279777	0.389642230925672	5	22039383	22039388	6	-	669	662	1146	1607	AT5G54280.1
AT5G54280	E004	126.708723877303	0.0024074534559898	18.5925628529487	1.61850741108957e-05	0.0045356426290161	18.1813845030439	15.4681206067839	-0.488473524290802	5	22040469	22040584	116	-	91	122	129	128	126	179	"c(""AT5G54280.1"", ""AT5G54280.2"")"	AT5G54280:E004	AT5G54280	E004	159.94623568281	0.0046206650016144	14.0238409341764	0.0001805074013811	0.034030552514347	16.9283595979503	13.4849911304028	-0.664719376500975	5	22040469	22040584	116	-	148	173	144	175	"c(""AT5G54280.1"", ""AT5G54280.2"")"
AT5G54280	E005	153.633657455399	0.0059999931399918	14.2840497358407	0.0001571912301664	0.0289017847277337	20.000929135679	16.9374802763673	-0.507089306335504	5	22040666	22040909	244	-	112	149	131	162	166	222	"c(""AT5G54280.1"", ""AT5G54280.2"")"	AT5G54280:E005	AT5G54280	E005	152.064398954939	0.0035547380529461	18.5122437424046	1.68816336808725e-05	0.0090164662281704	16.6365928667937	13.0512726364446	-0.709024245422338	5	22040666	22040909	244	-	152	158	120	179	"c(""AT5G54280.1"", ""AT5G54280.2"")"
AT5G56100+AT5G56090	E009	1042.29937895535	0.0020038216633743	13.6128900030166	0.0002246378157146	0.0378781452193521	44.8632748597845	42.5250614425451	-0.201511102829556	5	22716998	22717849	852	+	1115	1295	990	795	936	1165	AT5G56100.1	AT5G56100+AT5G56090:E009	AT5G56100+AT5G56090	E009	500.810341927051	0.0009734135966567	14.4747263753046	0.0001420527374563	0.0299630082550594	25.5515951427012	27.158185186655	0.182820801417055	5	22716998	22717849	852	+	370	419	588	675	AT5G56100.1
