groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT1G24460	E013	423.42197260279	0.0018878342138358	11.3684636694339	0.0007470164137994	0.0257793653437918	29.5452328214021	31.340140011264	0.183225449472864	1	8672064	8672145	82	+	346	579	459	410	584	546	424	311	383	539	575	189	"c(""AT1G24460.2"", ""AT1G24460.1"")"	AT1G24460:E013	AT1G24460	E013	157.168478497694	0.0008320724361826	18.4054678077297	0.0001007635470779	0.0032508375821315	19.7037283377595	20.7996594174253	17.6694518831136	0.1587542161972	-0.318829511958785	1	8672064	8672145	82	+	175	172	144	148	136	172	"c(""AT1G24460.2"", ""AT1G24460.1"")"
AT1G26180	E006	118.122465029853	0.0053607999159413	39.6662676215855	3.01284636426645e-10	5.89054504876439e-08	14.3245352191439	18.2042224601392	0.706808130015237	1	9055961	9056052	92	+	83	94	118	87	124	95	154	108	138	173	186	69	AT1G26180.2	AT1G26180:E006	AT1G26180	E006	96.8424728327237	0.0019421877344569	15.4160580677869	0.0004492059749417	0.01046641734385	13.2604162798326	15.8723540997255	16.5401011005204	0.5231955335892	0.643354806245844	1	9055961	9056052	92	+	63	78	111	101	110	127	AT1G26180.2
AT1G26208+AT1G26218+AT1G26230	E012	48.8444261799638	0.0157641232481259	29.1422810657338	6.72531510294836e-08	9.09063333322976e-06	8.28114986731836	11.9587208593132	1.06933228107164	1	9069093	9069235	143	-	28	41	23	26	32	14	79	56	68	106	111	18	"c(""AT1G26208.2"", ""AT1G26208.1"")"	AT1G26208+AT1G26218+AT1G26230:E012	AT1G26208+AT1G26218+AT1G26230	E012	12.3428341901278	0.0122384224073642	15.1778626213636	0.0005060215449241	0.0114275735978807	3.35783713879937	5.41733886495268	6.95167008975767	1.38115447968815	2.10180783260388	1	9069093	9069235	143	-	4	4	11	15	17	27	"c(""AT1G26208.2"", ""AT1G26208.1"")"
AT1G26540	E007	77.905468763685	0.0099256866619342	11.429786148585	0.0007227600398255	0.0251324003516052	14.3152283230488	12.2277437487262	-0.461485494758477	1	9169578	9170000	423	-	64	88	50	42	64	72	98	70	102	180	118	28	AT1G26540.1	AT1G26540:E007	AT1G26540	E007	75.7223681985068	0.0021947820111892	15.9288244154259	0.0003476159749716	0.0085623597072093	15.2592031278842	12.0123403006812	13.1727200622535	-0.69546388660741	-0.42769528763271	1	9169578	9170000	423	-	52	65	80	59	103	105	AT1G26540.1
AT1G26580	E006	202.522668219301	0.0043420655896748	48.0738754393744	4.10459031604066e-12	1.00313255473808e-09	24.0334190204065	19.3175515998377	-0.654859872057006	1	9185765	9185876	112	+	199	307	216	211	288	246	155	156	156	293	312	69	AT1G26580.3	AT1G26580:E006	AT1G26580	E006	47.4745846408301	0.0081331786106907	15.3328323512844	0.0004682931001807	0.010770460468714	13.0917755122628	8.94642861562852	10.3078440730822	-1.10385882726209	-0.6936186188609	1	9185765	9185876	112	+	60	46	34	35	48	67	AT1G26580.3
AT1G26850	E008	6381.38338301101	0.0007971425904648	10.9666342778886	0.0009276709693892	0.0301928772581727	90.4963691604994	88.4534394402944	-0.105211177752969	1	9302782	9303439	658	-	5717	8135	7623	6643	8900	8316	5653	4808	5438	8917	8048	2619	"c(""AT1G26850.2"", ""AT1G26850.1"", ""AT1G26850.3"")"	AT1G26850:E008	AT1G26850	E008	1779.86855803744	0.000450075358521	22.5152002547204	1.29088152487407e-05	0.0006243031879093	59.9920943400186	59.9340079577872	63.4260626831922	-0.0031887347327312	0.184516949803131	1	9302782	9303439	658	-	1563	1736	1646	1610	1971	2319	"c(""AT1G26850.2"", ""AT1G26850.1"", ""AT1G26850.3"")"
AT1G26850	E009	900.270884970453	0.0035183500993736	25.5425122740207	4.32742144215722e-07	4.89463552540196e-05	45.1607547079552	40.3121682568705	-0.376491128276989	1	9303845	9303908	64	-	856	1201	1080	1058	1504	1314	659	593	720	1278	1011	314	"c(""AT1G26850.1"", ""AT1G26850.3"")"	AT1G26850:E009	AT1G26850	E009	259.201386259154	0.0010289220280115	36.7481252926262	1.04772180523429e-08	1.39884082901455e-06	27.5368233158336	21.948600657082	24.7095784335192	-0.670460731005737	-0.321122595937267	1	9303845	9303908	64	-	296	325	205	181	234	337	"c(""AT1G26850.1"", ""AT1G26850.3"")"
AT1G27100	E003	1771.21159595356	0.0029081019116024	18.2712562493978	1.91576158827313e-05	0.0013579169493537	58.3459787570651	54.4282022247174	-0.251482031973659	1	9410451	9411368	918	-	1912	2867	2111	1779	3225	2581	1701	1036	1454	1175	2119	700	AT1G27100.1	AT1G27100:E003	AT1G27100	E003	325.459851871026	0.0015538622263455	27.7431321940879	9.45486622975262e-07	6.99003956068159e-05	25.3104852745466	27.6338949688027	30.2707016536545	0.260517635975617	0.53229950636333	1	9410451	9411368	918	-	257	331	290	274	379	465	AT1G27100.1
AT1G27320	E001	4381.8706620231	0.0016630037155501	12.6878216887116	0.0003680447756345	0.0150247898563288	80.3928012874791	77.786813212341	-0.140502492188055	1	9486889	9488286	1398	+	4095	5935	4595	4703	7044	5703	3508	2824	3721	5606	5440	2155	AT1G27320.1	AT1G27320:E001	AT1G27320	E001	638.330029443504	0.0002827939222557	32.3345174206636	9.52025880297814e-08	9.74292743115187e-06	37.9992643691442	36.0935273345979	40.3476655189925	-0.156580856632273	0.183592100915531	1	9486889	9488286	1398	+	619	608	492	524	784	878	AT1G27320.1
AT1G27320	E002	2008.11424693469	0.000751530053789	13.1479382415941	0.0002878357914523	0.0125190274634022	60.5138033823355	58.5081556720234	-0.124617337210424	1	9488568	9488849	282	+	1828	2800	2127	2233	2965	2644	1661	1412	1734	2460	2632	898	AT1G27320.1	AT1G27320:E002	AT1G27320	E002	323.597609364773	0.0009898913521983	12.8075904433115	0.001655263246197	0.0277465791021636	29.0250084209824	25.7979167783892	27.7791770065194	-0.350305590634807	-0.130672287574724	1	9488568	9488849	282	+	340	359	242	264	373	387	AT1G27320.1
AT1G27430	E011	1068.54702606334	0.0014016614141607	18.4125085603034	1.77886411845804e-05	0.0012735240274742	47.1787971059662	44.5992413797173	-0.189985660001399	1	9525390	9526220	831	-	1089	1729	1210	1135	1543	1413	787	732	821	1362	1246	489	"c(""AT1G27430.1"", ""AT1G27430.3"", ""AT1G27430.2"")"	AT1G27430:E011	AT1G27430	E011	197.496494018014	0.0010797491456347	28.8345757578423	5.47837087970759e-07	4.38629939025273e-05	22.6558988610332	18.7309487019559	22.8937725984984	-0.558334989623146	0.0307641701947983	1	9525390	9526220	831	-	211	243	119	127	251	256	"c(""AT1G27430.1"", ""AT1G27430.3"", ""AT1G27430.2"")"
AT1G27595	E007	738.459075054677	0.0063350310241128	21.9986620505455	2.72840595773638e-06	0.0002510316903366	36.1637194487096	41.7874642494716	0.468909042936001	1	9593852	9594586	735	+	541	802	709	592	1029	711	693	719	777	923	1072	443	AT1G27595.2	AT1G27595:E007	AT1G27595	E007	194.938054865986	0.0030804395084858	33.541960236125	5.20542122554171e-08	5.79494084561286e-06	18.2310519148116	24.4702496644934	21.3175526464815	0.864690482490101	0.458360981330956	1	9593852	9594586	735	+	123	128	241	235	222	231	AT1G27595.2
AT1G27595	E008	334.513663638355	0.0025781998035948	11.3838459739606	0.0007408556526019	0.0256223657162726	28.1496420279839	26.2059412373019	-0.21910328412619	1	9595606	9595780	175	+	372	517	380	365	420	468	299	220	273	399	389	135	AT1G27595.1	AT1G27595:E008	AT1G27595	E008	94.8303988885632	0.0077423008937397	13.6309075572067	0.0010966954263261	0.0205500424242963	15.4361445341729	12.5990319711975	16.8793998171445	-0.590615095519151	0.260607607913371	1	9595606	9595780	175	+	97	82	54	70	136	146	AT1G27595.1
AT1G27630	E005	512.832437965729	0.0025912377381324	47.1769620215073	6.48583068890193e-12	1.5437405010141202e-09	29.7064643884719	34.7379894722042	0.49013013656189	1	9611877	9612008	132	+	292	486	422	347	404	331	542	590	572	955	941	313	"c(""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"	AT1G27630:E005	AT1G27630	E005	313.474986641436	0.0032774558900794	16.8788700438314	0.0002161722483696	0.0059080919175823	23.0463402704365	27.3187337292916	27.8810785955729	0.503149662096751	0.563734533089635	1	9611877	9612008	132	+	156	128	330	366	429	532	"c(""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"
AT1G27630	E006	1367.98948501702	0.0015603297440454	34.8602571428478	3.5423841177748904e-09	5.99148124027194e-07	47.9733423146221	52.0869920579405	0.285320196564028	1	9612009	9612429	421	+	847	1456	1136	1015	1283	959	1568	1443	1434	2305	2300	836	"c(""AT1G27630.5"", ""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"	AT1G27630:E006	AT1G27630	E006	788.518382259566	0.0007217318906366	12.7123663285011	0.0017359800334993	0.0287479890734336	39.4643696169488	42.8675232941011	41.2464706110782	0.254736639728502	0.135692843706193	1	9612009	9612429	421	+	409	460	824	966	1035	1141	"c(""AT1G27630.5"", ""AT1G27630.3"", ""AT1G27630.6"", ""AT1G27630.2"")"
AT1G27660	E006	54.7093664656452	0.0061644291448686	21.0117017295128	4.56486785649582e-06	0.0003962459713573	10.0797742353754	12.3806226652259	0.599495801979982	1	9625326	9625385	60	+	31	51	48	43	49	61	65	66	55	91	102	20	AT1G27660.1	AT1G27660:E006	AT1G27660	E006	111.701045612803	0.0019189962510968	13.992549983965	0.0009152850675432	0.0179163227091421	13.9227430912106	16.3522781738574	16.2591279493869	0.468363866010326	0.451704143049062	1	9625326	9625385	60	+	33	55	127	149	121	211	AT1G27660.1
AT1G27770	E010	65.2280849247189	0.0240999998128235	109.248651138152	1.4315307192458302e-25	1.10377067175202e-22	6.42011992726708	14.8984539134777	2.45085555057603	1	9675233	9675308	76	-	11	31	14	15	13	20	74	89	78	166	141	75	AT1G27770.3	AT1G27770:E010	AT1G27770	E010	24.1825603174398	0.0071710641032645	33.1272158497857	6.40496082528773e-08	6.95863612155871e-06	3.57886344911208	8.3684837396676	8.80149317774482	2.4542545914208	2.60025059241431	1	9675233	9675308	76	-	5	3	38	30	34	39	AT1G27770.3
AT1G27900	E005	52.0939761303787	0.014258426142162	93.9173827819765	3.28972336967093e-22	1.9790397379040202e-19	7.1526337007308	13.5363025268963	1.85656215339478	1	9716340	9716398	59	-	14	39	27	23	25	18	54	59	74	129	101	45	"c(""AT1G27900.3"", ""AT1G27900.2"")"	AT1G27900:E005	AT1G27900	E005	36.8535173524479	0.0066882096677278	34.6426423013119	3.0022427517899e-08	3.56892543811537e-06	5.6961613103729	10.9960411618181	10.2578537949686	1.90298371377014	1.70156197527155	1	9716340	9716398	59	-	17	6	52	45	50	56	"c(""AT1G27900.3"", ""AT1G27900.2"")"
AT1G27900	E006	69.7178632893577	0.0102146125904655	215.113833729653	1.05252990315641e-48	3.7578063272866e-45	6.86549822320384	16.2526659018573	2.51273347382316	1	9716399	9716537	139	-	15	34	32	22	18	13	93	81	111	168	163	58	AT1G27900.3	AT1G27900:E006	AT1G27900	E006	45.2612672336148	0.0112005917735515	39.2205542442321	3.0434407919572504e-09	4.61802253344208e-07	5.93947083385461	11.96807503264	11.7249749856745	2.02784034473888	1.96829336479978	1	9716399	9716537	139	-	17	8	63	52	70	68	AT1G27900.3
AT1G28060+AT1G28070	E015	314.746973808986	0.0042678819017258	49.6685017230872	1.82045225188735e-12	4.64971250749553e-10	29.0190148374946	23.6042116359644	-0.630070028920922	1	9783517	9784091	575	+	431	530	475	301	490	423	247	180	200	352	311	112	AT1G28070.1	AT1G28060+AT1G28070:E015	AT1G28060+AT1G28070	E015	192.549913180611	0.000861522450435	14.7520763536289	0.0006260763829507	0.0133896380319182	20.2709681818181	23.3190775306521	20.7346181158019	0.411885039418321	0.0663543533178839	1	9783517	9784091	575	+	157	179	197	212	196	224	AT1G28070.1
AT1G28330	E009	8337.9541349244	0.0007724323015232	22.7942085856413	1.80308239375523e-06	0.0001751175799474	95.5418785772086	98.1563501778468	0.131398326913144	1	9934451	9934566	116	-	8460	12457	11257	8944	11934	11599	7466	5333	6710	7818	10511	3446	"c(""AT1G28330.5"", ""AT1G28330.3"", ""AT1G28330.6"", ""AT1G28330.2"")"	AT1G28330:E009	AT1G28330	E009	4867.36265129642	8.70143359396436e-05	21.0333158516463	2.70815485896257e-05	0.001140398584392	90.5951138995599	93.323522857506	92.7028548120915	0.112970972488789	0.0874313114826588	1	9934451	9934566	116	-	4381	4461	4920	4895	4776	6109	"c(""AT1G28330.5"", ""AT1G28330.3"", ""AT1G28330.6"", ""AT1G28330.2"")"
AT1G28520	E004	163.284814763304	0.0118712223036455	108.964037864658	1.65257115990934e-25	1.2682479753936e-22	13.2827871956012	22.5392605453062	1.56575367700335	1	10029268	10029435	168	+	59	78	82	57	98	89	178	170	204	391	346	152	"c(""AT1G28520.4"", ""AT1G28520.2"")"	AT1G28520:E004	AT1G28520	E004	70.5461085561306	0.0032927112530022	29.6909454693811	3.57020463996505e-07	3.059725212282e-05	10.3264725486985	12.7950671312273	15.2152547964245	0.621794518759244	1.12559023767491	1	10029268	10029435	168	+	39	41	51	74	112	122	"c(""AT1G28520.4"", ""AT1G28520.2"")"
AT1G28520	E005	260.8903124468	0.0122844090818203	134.731749348633	3.7793035606646204e-31	4.53052979835819e-28	16.2539715243462	28.4486765577918	1.68067028087601	1	10029436	10029673	238	+	88	134	112	82	136	148	287	266	323	673	622	223	AT1G28520.2	AT1G28520:E005	AT1G28520	E005	74.4563418533405	0.0025000293086584	33.1389719354533	6.36742262486584e-08	6.92275574195726e-06	10.5168670258606	13.4398771007875	15.5362970725657	0.711695515179001	1.13346599949901	1	10029436	10029673	238	+	39	44	62	76	102	143	AT1G28520.2
AT1G28960	E007	199.733212735352	0.0056626490125824	25.8095747294491	3.76814561552987e-07	4.32157884587781e-05	23.2095066416578	19.4964678843783	-0.522092277564938	1	10109862	10109925	64	-	207	319	254	191	374	317	171	91	161	225	250	61	"c(""AT1G28960.6"", ""AT1G28960.3"", ""AT1G28960.1"")"	AT1G28960:E007	AT1G28960	E007	73.084254616944	0.0048349530792953	11.9742927587972	0.0025108187610747	0.0374702096232605	15.2048078991345	12.8160723437821	11.8667941981257	-0.4970312832353	-0.720439477225493	1	10109862	10109925	64	-	64	103	75	63	61	74	"c(""AT1G28960.6"", ""AT1G28960.3"", ""AT1G28960.1"")"
AT1G29370	E002	1034.38770078537	0.0009126591658482	19.0854014695192	1.24997374652433e-05	0.0009455812452288	44.2256148356625	46.4309065853868	0.163856709517551	1	10277890	10278406	517	-	848	1323	1213	960	1278	1155	1050	809	934	1535	1336	498	"c(""AT1G29370.1"", ""AT1G29370.2"")"	AT1G29370:E002	AT1G29370	E002	544.994163461224	0.0016160913905403	28.931557426573	5.21905806175305e-07	4.22053147612698e-05	35.2867753368271	38.131765645028	33.0925581555813	0.235742686814605	-0.193881695343554	1	10277890	10278406	517	-	478	522	613	536	535	604	"c(""AT1G29370.1"", ""AT1G29370.2"")"
AT1G29400	E011	3726.80450768439	0.0005862092696923	12.5169930619793	0.0004032673764379	0.0161338386765311	75.6609273920545	73.8924190783326	-0.0976628087832978	1	10293054	10293493	440	-	3563	5235	4503	4090	5962	4976	3354	2299	3151	4387	4436	1527	"c(""AT1G29400.3"", ""AT1G29400.1"", ""AT1G29400.2"")"	AT1G29400:E011	AT1G29400	E011	721.837538492789	0.0011267759067261	22.9383408064652	1.04472643007039e-05	0.0005249145173517	41.0786604008608	37.0120729915028	41.5624046258955	-0.319021840202922	0.0360723639359861	1	10293054	10293493	440	-	824	808	449	427	923	990	"c(""AT1G29400.3"", ""AT1G29400.1"", ""AT1G29400.2"")"
AT1G29400	E012	1438.3115363724	0.0005599780308767	15.0973705228042	0.0001021054142165	0.0054639870927367	52.9302104636255	50.9294889241965	-0.135310113049192	1	10293570	10293719	150	-	1448	2047	1747	1524	2224	2020	1275	923	1217	1530	1666	614	"c(""AT1G29400.3"", ""AT1G29400.1"", ""AT1G29400.2"")"	AT1G29400:E012	AT1G29400	E012	336.751456361165	0.0006095571828221	17.7445631979852	0.0001402222913807	0.0042087538312582	28.0252433494938	25.8349565441743	29.3502849238675	-0.241622250457587	0.137685253376841	1	10293570	10293719	150	-	375	358	218	197	412	514	"c(""AT1G29400.3"", ""AT1G29400.1"", ""AT1G29400.2"")"
AT1G29470	E009	13811.2051029812	0.0005703224120342	10.5801022169148	0.0011431133911037	0.0352654161677092	112.705851772733	110.974023930078	-0.0840425544174774	1	10312458	10313407	950	-	12077	19451	15183	13809	18031	16462	14222	11055	12410	18744	17757	5383	"c(""AT1G29470.2"", ""AT1G29470.1"")"	AT1G29470:E009	AT1G29470	E009	3059.80199904466	8.01474973992402e-05	83.8846404970352	6.09090404627816e-19	4.2665809412025005e-16	76.3326087224097	74.6367288904209	79.4686847104385	-0.079067992840006	0.143276057081996	1	10312458	10313407	950	-	2706	2927	2693	2783	3383	4206	"c(""AT1G29470.2"", ""AT1G29470.1"")"
AT1G29850	E005	491.252424187703	0.0018507930110393	115.748671746242	5.39514442993434e-27	4.8684360440493205e-24	28.8332614317123	35.8008817983074	0.678199256725836	1	10448846	10448848	3	+	360	512	456	379	523	449	671	543	472	586	799	245	AT1G29850.2	AT1G29850:E005	AT1G29850	E005	207.155595469752	0.0019211930696742	42.7209779705728	5.2875867172004e-10	9.55415227254234e-08	18.4261441935823	23.7184890579688	24.3684801883631	0.74143374458357	0.821250485801397	1	10448846	10448848	3	+	143	145	208	252	229	288	AT1G29850.2
AT1G30450	E018	235.23649890427	0.0048960448061615	11.483226670582	0.0007022710112176	0.0246268804208804	21.5592079953462	24.2240782749942	0.350944333994312	1	10769248	10769264	17	+	207	231	198	202	289	222	295	200	263	390	287	111	"c(""AT1G30450.3"", ""AT1G30450.2"", ""AT1G30450.4"", ""AT1G30450.1"")"	AT1G30450:E018	AT1G30450	E018	119.57662649743	0.0015566223263998	24.0779087174858	5.90947029745746e-06	0.0003279841535643	17.4518498525692	18.5806367328157	14.6787939093751	0.183197972381092	-0.504461344569394	1	10769248	10769264	17	+	122	111	131	143	89	120	"c(""AT1G30450.3"", ""AT1G30450.2"", ""AT1G30450.4"", ""AT1G30450.1"")"
AT1G30450	E019	270.878290846752	0.0047873573953541	11.2172667561669	0.000810397628184	0.0273967112539968	23.1403674586183	25.8908749998398	0.340257907401742	1	10769265	10769532	268	+	225	284	235	233	344	246	314	248	306	469	322	121	"c(""AT1G30450.3"", ""AT1G30450.2"", ""AT1G30450.1"")"	AT1G30450:E019	AT1G30450	E019	142.340299199704	0.0010240692658568	33.5920213807748	5.07674370732303e-08	5.66402141938615e-06	19.1725499637146	20.2407840322478	15.849867458336	0.158885550693458	-0.555890216686897	1	10769265	10769532	268	+	141	141	149	177	104	140	"c(""AT1G30450.3"", ""AT1G30450.2"", ""AT1G30450.1"")"
AT1G30460	E002	1171.38669074345	0.0015895772668514	13.9003812404023	0.00019275936523	0.0091720815278413	46.7147305168406	48.8043086299737	0.149590281835652	1	10771186	10772221	1036	-	1006	1511	1380	1054	1394	1020	1251	983	1156	1572	1760	529	"c(""AT1G30460.1"", ""AT1G30460.2"")"	AT1G30460:E002	AT1G30460	E002	558.797134564822	0.0014479821418623	22.0302599986984	1.64509061140453e-05	0.0007594193975799	34.9154860562801	38.2364505382821	34.6397936887462	0.276133898369531	-0.0239773537578074	1	10771186	10772221	1036	-	517	576	560	561	549	607	"c(""AT1G30460.1"", ""AT1G30460.2"")"
AT1G30610	E002	1371.14415082185	0.0011851302593935	14.164813990784	0.000167473221872	0.0081980513187768	52.0956843145079	50.0834243906336	-0.137569667902392	1	10846543	10848003	1461	+	1248	1973	1495	1246	2021	1412	1170	1100	1122	2028	1819	654	"c(""AT1G30610.1"", ""AT1G30610.2"")"	AT1G30610:E002	AT1G30610	E002	564.120852066308	0.0022969868930707	12.7396497626066	0.0017124590829122	0.0284493716778461	36.3264749533587	34.0523969404991	38.0004045910659	-0.195741443055596	0.137139549476094	1	10846543	10848003	1461	+	505	592	508	504	624	696	"c(""AT1G30610.1"", ""AT1G30610.2"")"
AT1G30880	E001	77.6298996588972	0.0121994351700165	18.29936175968	1.88770402281792e-05	0.0013409230409837	14.9886858394456	11.9278699380726	-0.669037034511538	1	10993002	10993072	71	-	83	148	101	95	118	96	89	34	64	84	70	23	AT1G30880.1	AT1G30880:E001	AT1G30880	E001	22.4785142493328	0.0411869752510459	14.9802750732064	0.0005585661319077	0.0123131766103525	5.78554959711326	5.556945132485	10.2641172068894	-0.116474717810452	1.65834304786777	1	10993002	10993072	71	-	16	12	11	14	51	36	AT1G30880.1
AT1G31420	E014	331.192025771371	0.0029624063696051	36.8815910324455	1.25525583846425e-09	2.29313878601401e-07	29.155846121432	25.0395152695343	-0.465885426006395	1	11252756	11252758	3	+	286	472	392	401	562	478	334	231	275	352	326	117	"c(""AT1G31420.3"", ""AT1G31420.1"")"	AT1G31420:E014	AT1G31420	E014	281.880108053952	0.0011378880635078	24.4193228377174	4.98208829310959e-06	0.0002825955475199	28.5008967377723	24.2764749795644	24.6090603631639	-0.47578370402123	-0.43558192248951	1	11252756	11252758	3	+	322	317	255	254	248	301	"c(""AT1G31420.3"", ""AT1G31420.1"")"
AT1G31850	E004	38.7191215476149	0.0128374815026256	100.153826440989	1.41008791105121e-23	9.41388446373017e-21	11.9436937012904	5.84064899100417	-2.07724225498635	1	11430449	11430452	4	+	62	73	83	65	69	83	5	6	6	32	19	12	"c(""AT1G31850.3"", ""AT1G31850.2"", ""AT1G31850.4"")"	AT1G31850:E004	AT1G31850	E004	14.0711867077916	0.11139052887341	13.162556781406	0.0013860762147862	0.0243698634739277	8.80247959544482	3.40708796252392	3.9413954724227	-2.74256931472527	-2.32200647493351	1	11430449	11430452	4	+	18	42	1	8	6	9	"c(""AT1G31850.3"", ""AT1G31850.2"", ""AT1G31850.4"")"
AT1G31910	E015	1025.60479497521	0.0071995795586312	36.7468663794145	1.3450664899310901e-09	2.44203203181314e-07	40.5094163819213	48.781550899119	0.622858010430638	1	11461826	11463896	2071	+	641	1158	917	676	919	931	1468	953	1270	1630	1704	438	AT1G31910.1	AT1G31910:E015	AT1G31910	E015	374.303425510878	0.0026953830886988	21.6719107577629	1.96790610395881e-05	0.000882457187325	26.4454401955285	32.1613659635285	30.2549284541831	0.583956729767289	0.400776780338052	1	11461826	11463896	2071	+	285	305	435	359	416	475	AT1G31910.1
AT1G32070	E001	553.066162398065	0.0054780017260951	18.8777055589703	1.39372031173938e-05	0.0010333498548625	32.1685930409815	36.5915006261133	0.407882915957398	1	11534607	11534618	12	-	408	653	642	504	661	579	628	495	598	737	763	228	AT1G32070.1	AT1G32070:E001	AT1G32070	E001	272.795452832802	0.0004979379961199	21.9581675304052	1.70547164952338e-05	0.0007826191560478	24.4810790476864	27.573754869011	24.1916814022138	0.352564070521329	-0.035127087220042	1	11534607	11534618	12	-	239	281	322	270	227	306	AT1G32070.1
AT1G33055+AT1G33050	E013	14161.6533239421	0.0006490574791842	10.9718036571843	0.0009250867753306	0.0301326559472626	113.032260201267	112.005305076433	-0.049775131827996	1	11968971	11970511	1541	-	12397	19370	15621	13791	20947	18972	13326	10862	11905	15499	18371	6811	"c(""AT1G33050.5"", ""AT1G33050.2"", ""AT1G33050.3"", ""AT1G33050.1"", ""AT1G33050.6"", ""AT1G33050.4"")"	AT1G33055+AT1G33050:E013	AT1G33055+AT1G33050	E013	1778.31717064766	0.0005583456114318	14.9175322856112	0.0005763668873667	0.0125808393174989	62.3873766059161	59.599247591084	61.3245361117095	-0.151121170096992	-0.0569965780663839	1	11968971	11970511	1541	-	1598	1787	1653	1838	1779	2120	"c(""AT1G33050.5"", ""AT1G33050.2"", ""AT1G33050.3"", ""AT1G33050.1"", ""AT1G33050.6"", ""AT1G33050.4"")"
AT1G33055+AT1G33050	E019	1241.4405756641	0.0045680225781742	80.1606801598502	3.45167930006796e-19	1.63837050522763e-16	43.4176942537815	53.5966341379728	0.722964874805539	1	11971533	11972580	1048	-	696	1198	985	853	1656	1230	1460	972	1204	1861	2081	911	AT1G33055.1	AT1G33055+AT1G33050:E019	AT1G33055+AT1G33050	E019	323.931264105041	0.008146192879295	15.3615539872649	0.0004616160866423	0.010656836326179	25.4055134252222	25.4362535068377	31.7922476942816	0.0035795201208461	0.668160560849717	1	11971533	11972580	1048	-	249	244	230	337	424	516	AT1G33055.1
AT1G33470	E006	211.589930851755	0.0044115687283525	19.793904731274	8.62573081410854e-06	0.0006903611223502	23.331081371914	20.3148004074613	-0.415284767115601	1	12145684	12145686	3	+	249	305	327	251	250	329	140	104	155	299	229	79	"c(""AT1G33470.1"", ""AT1G33470.3"")"	AT1G33470:E006	AT1G33470	E006	137.537449167799	0.0012868760399652	38.6772119890731	3.99346726555257e-09	5.86802528102833e-07	21.0299324108512	16.510567573474	16.3893862729781	-0.707942446951924	-0.729429454964967	1	12145684	12145686	3	+	168	198	109	101	121	128	"c(""AT1G33470.1"", ""AT1G33470.3"")"
AT1G33700	E001	1103.22776080129	0.0051464472523933	37.4013134389662	9.61573490268873e-10	1.77839118754321e-07	43.0269653017715	50.3729716885574	0.535121443932519	1	12208308	12208852	545	-	1023	1605	1349	1166	1472	1374	978	787	882	1279	1439	528	"c(""AT1G33700.2"", ""AT1G33700.1"")"	AT1G33700:E001	AT1G33700	E001	413.834268520982	0.0097516688189173	26.2185029932507	2.02639643684943e-06	0.0001314980422129	34.7978449657987	33.2732300829456	25.7824458563197	-0.13524899413931	-0.896726626191336	1	12208308	12208852	545	-	425	446	468	350	384	411	"c(""AT1G33700.2"", ""AT1G33700.1"")"
AT1G33770	E006	28.3461979353718	0.0299327836420103	16.0837529458501	6.06017337065367e-05	0.0035609101717681	7.34200130121431	8.02426671364339	0.257662720102481	1	12243912	12244206	295	+	20	25	13	25	11	19	35	25	27	43	54	28	AT1G33770.1	AT1G33770:E006	AT1G33770	E006	11.3392118895056	0.012060121383413	15.6084352841589	0.0004080105026592	0.0097146141814296	3.33232464269264	5.14129691861524	6.63214397391161	1.25209761244275	1.98780357352766	1	12243912	12244206	295	+	5	3	13	10	18	22	AT1G33770.1
