groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT1G53800	E008	44.0904282343984	0.0185869688377589	83.5985687168464	6.06169377348271e-20	5.8165740315175e-17	14.9104429722781	5.52801163750701	-2.87767393130038	1	20082696	20082705	10	+	70	62	68	11	23	14	AT1G53800.4	AT1G53800:E008	AT1G53800	E008	11.106118301863	0.0200346496353954	18.3827479389718	1.80686562537099e-05	0.0050097188308958	7.2427148361822	3.80196738418749	-1.86886461594398	1	20082696	20082705	10	+	16	23	6	5	9	7	AT1G53800.4
AT1G54030	E005	62.7489385157617	0.0032476902156305	37.6092532037151	8.64334815371956e-10	3.02280920738169e-07	10.3267512868061	14.8930750859562	1.0653305581464	1	20169030	20169099	70	+	32	50	53	87	79	88	AT1G54030.2	AT1G54030:E005	AT1G54030	E005	89.1240370919475	0.0166385094124788	28.3801248323052	9.96834687730161e-08	6.19667251993275e-05	9.20599263017533	15.3611356664295	1.5141104094908	1	20169030	20169099	70	+	30	29	143	98	110	137	AT1G54030.2
AT1G54440	E018	92.103068491397	0.0019944780802608	61.1299407982241	5.3429379900425405e-15	3.36189044922635e-12	12.4874996159004	18.1790090985454	1.09693445381578	1	20326957	20327359	403	+	45	76	81	134	139	101	AT1G54440.4	AT1G54440:E018	AT1G54440	E018	60.0074892702523	0.0041946755137762	57.7040360258264	3.04677017458772e-14	6.0415524226521e-11	7.89777969222826	13.8754418165243	1.65776563083312	1	20326957	20327359	403	+	32	23	69	74	85	84	AT1G54440.4
AT1G55490	E016	10.3098144663676	0.179251799474306	11.860470184144	0.000573380660962	0.0356257114032777	2.22571810863477	6.58870999880938	3.13440007966723	1	20718707	20718830	124	-	0	5	0	31	20	12	AT1G55490.5	AT1G55490:E016	AT1G55490	E016	18.5341681592582	0.0165937572512654	23.3010234898538	1.38526270972517e-06	0.0005880871924224	3.68106498380152	7.81436191910582	2.18363074977175	1	20718707	20718830	124	-	4	7	25	18	26	36	AT1G55490.5
AT1G55490	E017	17.338698400479	0.0211045562521258	25.0321680766055	5.63817715445088e-07	0.0001130064410604	3.88333492826675	8.17055733030654	2.15023983383901	1	20718831	20718847	17	-	4	9	2	40	30	26	"c(""AT1G55490.3"", ""AT1G55490.5"")"	AT1G55490:E017	AT1G55490	E017	26.3200905892469	0.0374884095676165	20.6039285197558	5.64800963563885e-06	0.0019402894856186	4.29353328977608	9.30079451460759	2.24701736421447	1	20718831	20718847	17	-	5	10	44	25	26	55	"c(""AT1G55490.3"", ""AT1G55490.5"")"
AT1G55490	E018	21.1835936863898	0.0077434571331124	25.6671510973406	4.05673906967279e-07	8.520261961243e-05	4.90961199040544	8.74809775531449	1.67074069635164	1	20718848	20718885	38	-	8	9	7	38	41	31	"c(""AT1G55490.3"", ""AT1G55490.5"", ""AT1G55490.4"")"	AT1G55490:E018	AT1G55490	E018	35.7805187143264	0.039940221394597	14.2563958374523	0.0001595177970466	0.0291244544789645	5.95283847535055	10.5714484100103	1.67569016633317	1	20718848	20718885	38	-	8	21	53	34	36	72	"c(""AT1G55490.3"", ""AT1G55490.5"", ""AT1G55490.4"")"
AT1G55490	E019	19.8870769012737	0.0108785764429797	19.4376031247384	1.03940296691316e-05	0.0014844608140481	4.91643367672762	8.37949983400338	1.54203481107805	1	20718886	20719068	183	-	10	6	8	34	41	26	"c(""AT1G55490.3"", ""AT1G55490.4"")"	AT1G55490:E019	AT1G55490	E019	43.8866617711806	0.0341086555684092	20.7088142009305	5.34693086215458e-06	0.0018490229876782	6.15754836583228	11.8045908207088	1.90260575970304	1	20718886	20719068	183	-	10	21	63	44	44	94	"c(""AT1G55490.3"", ""AT1G55490.4"")"
AT1G56500	E002	3373.06978349475	0.0018693141955649	20.3125765783728	6.57668697380426e-06	0.0009957778610336	82.1773536077518	75.3981483664699	-0.32542752678982	1	21159744	21160129	386	+	2938	3775	3897	3298	3459	2929	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"	AT1G56500:E002	AT1G56500	E002	1054.60326208059	0.0008367137994584	17.9133030789968	2.31199388731335e-05	0.0061594977284933	45.2788171511087	42.3818181609061	-0.249257195582144	1	21159744	21160129	386	+	1112	1263	900	946	914	1251	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"
AT1G56612	E005	163.847462726492	0.0011472246067656	15.3039241150997	9.15261846807694e-05	0.0089674633912179	18.3273369468521	20.7301830481362	0.362642598310076	1	21214790	21215106	317	-	82	105	106	230	294	207	"c(""AT1G56612.3"", ""AT1G56612.2"")"	AT1G56612:E005	AT1G56612	E005	222.451655335808	0.0053517412317293	23.9387489282792	9.94497850741903e-07	0.0004425854469159	17.9870022972772	22.4594016746652	0.684418197123683	1	21214790	21215106	317	-	131	94	269	256	277	338	"c(""AT1G56612.3"", ""AT1G56612.2"")"
AT1G58602	E002	447.679049281267	0.000453453963248	119.618078256408	7.66916777602643e-28	1.22650763401389e-24	29.2944037758021	36.8081898314224	0.696469229761581	1	21746373	21746499	127	+	306	471	495	491	509	465	"c(""AT1G58602.1"", ""AT1G58602.2"")"	AT1G58602:E002	AT1G58602	E002	237.672065952145	0.0063659849487906	19.9331390982427	8.0198089854757e-06	0.0025586947397	20.4986553202572	25.0722672854789	0.631281531119965	1	21746373	21746499	127	+	210	209	251	222	201	364	"c(""AT1G58602.1"", ""AT1G58602.2"")"
AT1G58602	E003	1216.30618065926	0.0006438284222318	91.5256819619398	1.10153252547737e-21	1.20798777597529e-18	48.2156237681233	55.6898242951215	0.473758778105692	1	21753884	21754088	205	+	934	1301	1484	1305	1283	1087	"c(""AT1G58602.1"", ""AT1G58602.2"")"	AT1G58602:E003	AT1G58602	E003	705.276247927619	0.0008679245627432	118.882660304413	1.11111701675645e-27	8.28850966233005e-24	33.2980997643728	39.862093368108	0.631704813133329	1	21753884	21754088	205	+	595	645	757	720	648	923	"c(""AT1G58602.1"", ""AT1G58602.2"")"
AT1G59750	E017	196.570092569368	0.0026623364671547	19.2062297076227	1.17329870392412e-05	0.0016361176204674	23.7305821977802	19.8803982834598	-0.523619041887089	1	21983072	21983080	9	+	178	233	295	150	176	147	"c(""AT1G59750.1"", ""AT1G59750.3"")"	AT1G59750:E017	AT1G59750	E017	130.797266733516	0.0032401567490473	13.6698192459121	0.000217928916736	0.0371884538829414	19.2629406703795	16.2477942334539	-0.517110320531557	1	21983072	21983080	9	+	174	149	96	110	128	128	"c(""AT1G59750.1"", ""AT1G59750.3"")"
AT1G59990+AT1G60000	E017	2632.48130049594	0.0012206281707191	59.1148286945223	1.4873417102419e-14	8.885275205192149e-12	77.8034206197703	65.6581006608498	-0.616573900867175	1	22094345	22094562	218	-	1967	3006	3439	2831	2544	2238	"c(""AT1G60000.1"", ""AT1G60000.2"")"	AT1G59990+AT1G60000:E017	AT1G59990+AT1G60000	E017	720.509013967904	0.0006226993276042	13.0170688862044	0.0003086645662261	0.0474048251259457	38.8771449899762	36.3380756257649	-0.239544978068455	1	22094345	22094562	218	-	828	763	686	686	590	783	"c(""AT1G60000.1"", ""AT1G60000.2"")"
AT1G61660	E007	100.016350870874	0.0027170098506098	40.791710276739	1.69349952487557e-10	6.6496926356559e-08	18.2505778035851	13.3053910385129	-0.923802713599321	1	22754361	22754369	9	-	93	124	138	71	96	76	"c(""AT1G61660.7"", ""AT1G61660.4"", ""AT1G61660.3"", ""AT1G61660.6"", ""AT1G61660.5"")"	AT1G61660:E007	AT1G61660	E007	26.2994118133959	0.0115208992628905	13.7264485455287	0.0002114556212951	0.0363610823129901	9.81287764830115	6.7487515686669	-1.09250888948744	1	22754361	22754369	9	-	36	43	17	24	14	23	"c(""AT1G61660.7"", ""AT1G61660.4"", ""AT1G61660.3"", ""AT1G61660.6"", ""AT1G61660.5"")"
AT1G65960	E013	64.688421206375	0.0106637484663013	23.587918214218	1.1933444360851e-06	0.0002194181691881	10.2280565002733	15.110049749289	1.13542663863801	1	24557432	24557730	299	+	30	38	54	111	109	66	AT1G65960.2	AT1G65960:E013	AT1G65960	E013	880.758245078715	0.0048458759163862	16.4455681018581	5.00670929911707e-05	0.0118655223165701	44.0841703888166	38.4141121211392	-0.505662684641873	1	24557432	24557730	299	+	1200	1104	686	566	728	1044	AT1G65960.2
AT1G66940	E007	68.9384242853638	0.0025196438243167	39.0199945368319	4.19487150409398e-10	1.53342529053226e-07	11.0464563634386	15.514213269997	0.989100730782613	1	24973603	24973729	127	-	33	57	65	106	92	78	"c(""AT1G66940.3"", ""AT1G66940.2"")"	AT1G66940:E007	AT1G66940	E007	84.8128159772689	0.0035835154489941	91.951185865086	8.88411138216032e-22	4.21731459466114e-18	7.78934111713951	15.6818184383581	2.06417011369137	1	24973603	24973729	127	-	19	26	115	134	82	148	"c(""AT1G66940.3"", ""AT1G66940.2"")"
AT1G67700	E010	1924.71055864661	0.0004046909060893	202.291252396073	6.604549706850281e-46	2.4142774202207697e-42	57.8696839822326	68.4073541903608	0.580672750265057	1	25375713	25375726	14	+	1192	1734	1904	2582	2315	2132	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"	AT1G67700:E010	AT1G67700	E010	1812.95358313782	0.0006757664077306	86.1089888345212	1.70287040134151e-20	6.83995010540897e-17	49.2074736685295	55.0215092872664	0.458510434588717	1	25375713	25375726	14	+	1456	1613	2030	2067	1667	2125	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"
AT1G70100	E010	124.820784469925	0.0052450584948473	28.2493648074489	1.06649623537959e-07	2.54648782298335e-05	15.1030229793977	20.1045184039238	0.838829807025364	1	26405497	26405597	101	+	77	89	102	173	212	122	"c(""AT1G70100.5"", ""AT1G70100.2"", ""AT1G70100.1"")"	AT1G70100:E010	AT1G70100	E010	142.546200954257	0.0015948094357532	14.5849972886107	0.0001339769617607	0.0256574071072598	16.2872365688834	19.0096441391484	0.46926498984734	1	26405497	26405597	101	+	110	119	140	164	150	184	"c(""AT1G70100.5"", ""AT1G70100.2"", ""AT1G70100.1"")"
AT1G70180	E013	47.0884932610998	0.0113014498292353	15.891193313429	6.70901753095458e-05	0.0069596990643747	8.7670805811961	12.4625328466461	1.02086950512466	1	26428458	26428659	202	+	28	29	24	65	87	59	AT1G70180.6	AT1G70180:E013	AT1G70180	E013	26.0649186823315	0.0552001363264038	15.9284418101603	6.57827395209983e-05	0.0146794839194351	4.02284459134302	8.86984015735329	2.29666304279935	1	26428458	26428659	202	+	4	8	35	47	36	27	AT1G70180.6
AT1G71310	E005	63.728730654073	0.0086780167268644	15.6476969723549	7.63054488813722e-05	0.0076972244196827	10.7533097476547	14.2613706546386	0.821385007990947	1	26878861	26879289	429	-	27	47	51	101	77	95	AT1G71310.3	AT1G71310:E005	AT1G71310	E005	60.2622326304725	0.0053424932304384	14.3459051118315	0.0001521101703023	0.0282367029564854	9.91555426388594	12.8599175747526	0.766581308509239	1	26878861	26879289	429	-	41	40	62	71	67	88	AT1G71310.3
AT1G72640	E005	118.669052208387	0.0082605441356273	21.0473280733763	4.48077252606574e-06	0.0007158512028375	19.7655468405713	14.9631303814683	-0.815906012696964	1	27346665	27346745	81	-	102	126	108	140	127	112	AT1G72640.3	AT1G72640:E005	AT1G72640	E005	95.100964994271	0.0045368030756145	20.48765246971	6.0017175190452e-06	0.0020438718538988	16.9252876840068	12.8516027785289	-0.823944577115477	1	27346665	27346745	81	-	98	79	100	113	84	96	AT1G72640.3
AT1G72640	E012	367.753088904461	0.0012351243780956	128.877082858865	7.215100917950389e-30	1.25878914083287e-26	34.7751878917798	25.7171222133574	-0.912285739598286	1	27347659	27347661	3	-	268	363	470	435	383	328	AT1G72640.1	AT1G72640:E012	AT1G72640	E012	134.455848523219	0.0020803829686898	45.3467224606309	1.6506400367342198e-11	2.32951408139179e-08	20.5045569694646	15.0668455275409	-0.9359905318764	1	27347659	27347661	3	-	131	135	138	127	117	167	AT1G72640.1
AT1G72930	E003	136.62535611994	0.0018918110953551	229.800743675053	6.58866075343155e-52	3.06532450143741e-48	13.4606808049289	25.0999798396751	1.83215676192335	1	27439931	27439973	43	+	67	117	138	172	191	166	AT1G72930.2	AT1G72930:E003	AT1G72930	E003	39.212769439143	0.0129278588568629	21.7818514170426	3.05476056910542e-06	0.0011614911472609	7.45559327812099	11.4942726096362	1.26772287035087	1	27439931	27439973	43	+	34	23	40	41	48	53	AT1G72930.2
AT1G73090	E002	224.458867801449	0.0012670824549258	11.3464948964358	0.0007559049903838	0.0433999516023613	22.0914073844238	24.3835965993653	0.292977789157471	1	27488621	27488816	196	+	118	177	180	352	312	259	"c(""AT1G73090.1"", ""AT1G73090.2"")"	AT1G73090:E002	AT1G73090	E002	484.949008751594	0.0020774148257473	18.9541111069034	1.33900442039554e-05	0.0039280471996966	33.5628995365396	30.0284160276509	-0.374314212419854	1	27488621	27488816	196	+	500	525	481	438	442	540	"c(""AT1G73090.1"", ""AT1G73090.2"")"
AT1G73990	E011	590.356646343637	0.0004965034395824	13.8730208856056	0.0001955860498281	0.0161096170762424	36.2307205789681	38.5654535170365	0.1933938452409	1	27827849	27827954	106	+	394	556	618	701	770	588	"c(""AT1G73990.1"", ""AT1G73990.2"")"	AT1G73990:E011	AT1G73990	E011	525.586565521372	0.0006912213900931	13.4057436924331	0.0002508549802924	0.041076867085186	31.2661497937219	33.5059730511873	0.233956485002063	1	27827849	27827954	106	+	437	521	502	567	525	635	"c(""AT1G73990.1"", ""AT1G73990.2"")"
AT1G76020	E006	66.8805920150454	0.0133769878572926	28.5121574292498	9.31119888390956e-08	2.25837024430748e-05	10.5157626273637	16.0633678085322	1.23373253741832	1	28533072	28533291	220	-	46	87	52	83	82	59	AT1G76020.2	AT1G76020:E006	AT1G76020	E006	60.8128748310255	0.0207679650687724	15.4018469043945	8.69033146054001e-05	0.0182243347249868	8.96302065208891	13.5310505296996	1.2134854914021	1	28533072	28533291	220	-	39	31	61	105	60	71	AT1G76020.2
AT1G77080	E007	86.9787620895289	0.0102074939191858	83.0529047750825	7.98864593027286e-20	7.57096796095551e-17	10.2858259399983	19.898661728078	1.92623014772505	1	28955864	28958310	2447	+	34	75	50	137	124	125	"c(""AT1G77080.10"", ""AT1G77080.9"", ""AT1G77080.6"", ""AT1G77080.7"")"	AT1G77080:E007	AT1G77080	E007	113.090973058954	0.0072161485710533	151.600653562945	7.746524923834861e-35	1.0112571853071499e-30	9.03694865769459	21.0019655799971	2.52048139905928	1	28955864	28958310	2447	+	52	37	139	148	158	157	"c(""AT1G77080.10"", ""AT1G77080.9"", ""AT1G77080.6"", ""AT1G77080.7"")"
AT1G77080	E008	5.95323516034464	0.0789899871822177	13.2807178632038	0.0002681498010437	0.0204688389612368	2.30124260885555	5.61856700830413	2.57759358327449	1	28958311	28958333	23	+	0	6	2	8	9	13	"c(""AT1G77080.9"", ""AT1G77080.3"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"")"	AT1G77080:E008	AT1G77080	E008	7.44041010891646	0.0659044773976851	27.7255486224463	1.39804101094156e-07	8.20246893056241e-05	0.96322423305422	5.97189195597204	5.2729901157027	1	28958311	28958333	23	+	0	1	10	5	16	15	"c(""AT1G77080.9"", ""AT1G77080.3"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"")"
AT1G77890+AT1G77910	E010	28.0841579624488	0.0058199263268992	13.5618470894632	0.0002308298302261	0.0182676823889801	9.49651878224017	6.80315496049064	-0.965755360179333	1	29293273	29293278	6	+	29	39	45	20	15	18	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"	AT1G77890+AT1G77910:E010	AT1G77890+AT1G77910	E010	17.5635628277896	0.0132881856908516	16.7231486405811	4.32500439111256e-05	0.0104879347968509	8.49323423413826	5.22476516212774	-1.41285733771468	1	29293273	29293278	6	+	27	28	15	11	7	17	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"
AT1G77930	E006	124.953439479102	0.0019544888243753	47.7995920253207	4.7209026343222295e-12	2.28643590361985e-09	15.0587378112031	20.3242363796415	0.879446346742405	1	29302164	29302248	85	+	65	90	122	172	162	165	AT1G77930.3	AT1G77930:E006	AT1G77930	E006	97.4987728011381	0.0032709315738411	16.2324441946779	5.60263516174014e-05	0.0129821985130729	12.518985076919	15.7856443905153	0.69147961735763	1	29302164	29302248	85	+	67	55	125	115	111	117	AT1G77930.3
AT1G78690	E006	6.30133548929063	0.0529451289740735	11.401620784775	0.0007338005687646	0.0425565614103684	2.38902104231633	5.27410820852975	2.28671116696823	1	29597211	29597235	25	+	2	2	3	6	9	17	AT1G78690.3	AT1G78690:E006	AT1G78690	E006	11.1112811045197	0.0335152017326937	14.4634548473281	0.0001429053462313	0.0270367249973776	2.72071478121607	6.10274667152704	2.33824827278919	1	29597211	29597235	25	+	2	4	14	10	17	23	AT1G78690.3
AT1G79190	E012	19.6039006445547	0.0177721062279325	15.8338535435973	6.91540988395118e-05	0.0071208777966668	4.73688384427592	8.10940492418251	1.5546379236251	1	29792211	29792228	18	+	3	12	5	30	45	31	AT1G79190.2	AT1G79190:E012	AT1G79190	E012	12.0201815987039	0.0171535524620019	21.6190897471177	3.32525726093144e-06	0.0012461918670799	2.08592241758016	6.02341111363579	3.06760453589987	1	29792211	29792228	18	+	1	2	12	16	19	26	AT1G79190.2
AT1G79270	E005	22.5846443150547	0.0117142495212104	20.3630405910308	6.40550679151253e-06	0.0009785447340307	5.02986023317314	8.73782833477301	1.59742749689931	1	29816511	29816515	5	+	10	6	7	41	50	29	AT1G79270.2	AT1G79270:E005	AT1G79270	E005	15.0717636418734	0.0627302109122048	13.3135656005885	0.0002634928203735	0.0422757568614239	3.11022818048784	7.10227191671403	2.3924940585603	1	29816511	29816515	5	+	5	3	13	27	28	15	AT1G79270.2
AT1G80780	E003	520.947416754628	0.003013891302842	39.9984482974554	2.54164682385895e-10	9.68285451283038e-08	31.3657079440348	37.4671965243125	0.544700321758778	1	30358296	30358378	83	+	231	313	439	749	814	718	AT1G80780.2	AT1G80780:E003	AT1G80780	E003	354.632309927821	0.0011785336610758	46.2822596443838	1.02386815094399e-11	1.47147700533649e-08	23.1129088252036	27.7969380389253	0.58959639057859	1	30358296	30358378	83	+	187	206	362	418	425	595	AT1G80780.2
AT2G01130+AT2G01140	E006	203.063515769636	0.0066820094562508	13.7700261680662	0.0002066064418578	0.0168366703919493	23.717943656485	20.9168802407287	-0.372164127897265	2	90046	90351	306	-	178	247	237	170	180	203	"c(""AT2G01130.2"", ""AT2G01130.1"")"	AT2G01130+AT2G01140:E006	AT2G01130+AT2G01140	E006	145.803607082899	0.0019213766770548	19.3575193055224	1.08391594116642e-05	0.0033293647061882	20.3007236389707	16.9872848062649	-0.544054591968736	2	90046	90351	306	-	167	176	122	130	129	154	"c(""AT2G01130.2"", ""AT2G01130.1"")"
AT2G01420	E008	458.960113147631	0.0007703644505506	69.4656773471123	7.77558899828797e-17	5.9392347209311e-14	30.2478910334111	36.4505413165144	0.569579831583361	2	182005	182016	12	-	325	448	510	496	547	477	"c(""AT2G01420.3"", ""AT2G01420.2"")"	AT2G01420:E008	AT2G01420	E008	268.819064268843	0.0081538420600914	15.3564842687447	8.90149027827817e-05	0.0185985760697507	20.3848805228233	25.3781893942497	0.687158121663456	2	182005	182016	12	-	160	176	293	375	323	296	"c(""AT2G01420.3"", ""AT2G01420.2"")"
AT2G02080	E006	37.795507676228	0.00466478706103	188.104867666672	8.24153564233071e-43	2.63608951493132e-39	4.46723118729832	14.6741634188737	3.44662186383331	2	520977	520980	4	-	5	12	12	65	79	70	"c(""AT2G02080.6"", ""AT2G02080.2"")"	AT2G02080:E006	AT2G02080	E006	45.7309588978856	0.0087676900791442	48.4621935479653	3.36718126897807e-12	5.07188153988416e-09	5.68354274993966	11.7311510463065	2.11668153377121	2	520977	520980	4	-	12	12	52	49	71	91	"c(""AT2G02080.6"", ""AT2G02080.2"")"
AT2G02370	E004	3.27165171164108	0.0586133776163979	19.4452842732448	1.03523123483631e-05	0.0014798794365402	0.0405051640697707	4.03645866394362	13.2789307226446	2	621366	621374	9	+	0	0	0	6	6	9	"c(""AT2G02370.2"", ""AT2G02370.3"")"	AT2G02370:E004	AT2G02370	E004	14.3223313327	0.0442854620342035	19.133858891792	1.21863709524512e-05	0.0036501326624156	1.80175816049677	6.27817352508842	3.61073013113337	2	621366	621374	9	+	0	2	18	20	13	39	"c(""AT2G02370.2"", ""AT2G02370.3"")"
AT2G02370	E005	12.5495344134066	0.0212257344235993	28.0700762027274	1.17001027444859e-07	2.76356426824757e-05	3.0198438627292	7.30041288870532	2.55039643009964	2	621375	621820	446	+	4	5	1	17	27	25	AT2G02370.3	AT2G02370:E005	AT2G02370	E005	37.0383064422246	0.0193022902253272	15.6931236940458	7.44945026738293e-05	0.0161406816498765	5.68945756536331	9.65823068852463	1.54182057408323	2	621375	621820	446	+	11	9	38	52	40	84	AT2G02370.3
AT2G02790	E010	17.5069706722834	0.0090860440821168	39.6275755117308	3.0731321934852503e-10	1.14797563422333e-07	3.57760946225241	8.38324560405511	2.46143401844823	2	790798	790895	98	+	4	3	6	34	34	31	AT2G02790.1	AT2G02790:E010	AT2G02790	E010	19.3686209265424	0.0436469835200989	16.1927358582686	5.72130885532906e-05	0.0131415612141497	3.43917749424706	7.75527867201905	2.35804791284961	2	790798	790895	98	+	5	4	41	23	20	24	AT2G02790.1
AT2G04360	E003	28.8156997415003	0.0215183065848506	15.255517773948	9.39020263225026e-05	0.0091294352990238	6.28400208322668	10.0365733301354	1.35571777478855	2	1519947	1520012	66	-	11	19	10	46	65	32	AT2G04360.3	AT2G04360:E003	AT2G04360	E003	52.585375803368	0.0037780170240167	55.0447627202911	1.17815837702209e-13	2.2309250765096801e-10	7.46999999838287	13.1645221624284	1.66361436625454	2	1519947	1520012	66	-	20	31	63	74	61	72	AT2G04360.3
AT2G04790	E008	38.905894966296	0.0168195910402564	44.7621228885547	2.2248517700597798e-11	9.759471207350811e-09	12.7446629349185	6.39311909884805	-1.99991861957788	2	1679887	1679909	23	+	56	54	55	14	27	16	"c(""AT2G04790.11"", ""AT2G04790.9"", ""AT2G04790.4"", ""AT2G04790.6"", ""AT2G04790.12"", ""AT2G04790.3"", ""AT2G04790.5"", ""AT2G04790.16"", ""AT2G04790.7"")"	AT2G04790:E008	AT2G04790	E008	27.7751732613248	0.0098268553838903	46.3166941905714	1.0060312943516e-11	1.45922976224784e-08	11.2800809866879	5.84887243651239	-1.9178142420131	2	1679887	1679909	23	+	47	61	17	12	7	21	"c(""AT2G04790.11"", ""AT2G04790.9"", ""AT2G04790.4"", ""AT2G04790.6"", ""AT2G04790.12"", ""AT2G04790.3"", ""AT2G04790.5"", ""AT2G04790.16"", ""AT2G04790.7"")"
AT2G05310	E002	657.321381772513	0.0009681532249412	33.001631485251	9.208156928723581e-09	2.74510355974161e-06	37.0820878734603	41.7035067193372	0.366375396225585	2	1933536	1933847	312	-	444	651	711	832	772	625	AT2G05310.2	AT2G05310:E002	AT2G05310	E002	767.051361405176	0.0004741093890566	14.4641115920162	0.0001428555272245	0.0270367249973776	36.4055333741282	38.369443399259	0.18596318750647	2	1933536	1933847	312	-	625	621	875	820	730	986	AT2G05310.2
AT2G06025	E003	41.3159962946028	0.005732815303135	11.7465026361041	0.0006095767451284	0.037202269615139	11.1459483542127	8.54672090032815	-0.770075914394092	2	2348136	2348248	113	+	47	51	65	31	27	22	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"	AT2G06025:E003	AT2G06025	E003	23.6232224758233	0.0298457576673911	13.0868495190311	0.0002973760729835	0.0461233233515009	9.89790770009138	6.01040279055961	-1.4544344070571	2	2348136	2348248	113	+	28	49	17	15	10	23	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT2G06025	E005	54.2715851594776	0.0075923487431063	15.7692848969034	7.15547881364142e-05	0.0073251503355381	12.9122175989162	9.58946610491341	-0.864157289651324	2	2350017	2350115	99	+	59	87	73	41	38	22	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"	AT2G06025:E005	AT2G06025	E005	30.6553307838937	0.0237127191527879	28.8524670375305	7.81063514646659e-08	5.01455580723067e-05	11.9550284798324	6.26340911999328	-1.89051027234715	2	2350017	2350115	99	+	47	66	15	14	13	29	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT2G06025	E006	15.1083278590945	0.0118626541294367	17.506613619003	2.86309996629032e-05	0.0034748753978225	7.3033696824485	4.16942772156057	-1.62018329782098	2	2350116	2350118	3	+	17	24	29	7	9	3	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"	AT2G06025:E006	AT2G06025	E006	10.8057467270742	0.0735492838743826	15.6982805852653	7.42916739843024e-05	0.0161190295193753	7.60583046480029	3.31328194106159	-2.40915446352451	2	2350116	2350118	3	+	21	24	1	4	4	11	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT2G06025	E007	26.9746969781062	0.0086545608972007	18.2834235187309	1.90356401277998e-05	0.0024746332166139	9.40937757779739	6.12730791174641	-1.24160154826572	2	2350119	2350201	83	+	33	35	48	11	16	14	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"", ""AT2G06025.5"", ""AT2G06025.6"", ""AT2G06025.7"")"	AT2G06025:E007	AT2G06025	E007	22.6719104229404	0.0107555905063162	33.5794006397673	6.8413423255027705e-09	5.73106929398214e-06	10.1745168468895	5.43992726553576	-1.82466556074167	2	2350119	2350201	83	+	44	37	9	15	14	15	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"", ""AT2G06025.5"", ""AT2G06025.6"", ""AT2G06025.7"")"
AT2G06025	E015	122.013568571125	0.0124987746404271	19.4896777380566	1.011447812853e-05	0.0014512858196945	14.9033751461145	20.4303453435442	0.925081369742976	2	2351549	2351671	123	+	49	114	137	141	167	156	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"	AT2G06025:E015	AT2G06025	E015	209.272121562843	0.002648415558443	45.0953495401481	1.8767053763643398e-11	2.60167832405511e-08	17.4183104060068	23.0106696068032	0.857997800073092	2	2351549	2351671	123	+	108	138	236	278	249	263	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"
