groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Wang_Col.0_1.bam	countData.Wang_Col.0_2.bam	countData.Wang_fio1_1.bam	countData.Wang_fio1_2.bam	transcripts_y
AT2G17700	E015	344.193784472794	0.0032485013292375	12.9852316754098	0.0003139574901167	0.0133441683532229	28.7582848960919	26.190175066516	-0.286805930323348	2	7689076	7689445	370	-	380	483	458	352	450	471	289	206	252	381	431	175	AT2G17700.1	AT2G17700:E015	AT2G17700	E015	145.695311124925	0.008014262171538	17.1235309339638	3.50256564015482e-05	0.0137716341747368	12.1918431301353	16.4162687430896	0.868282855758026	2	7689076	7689445	370	-	97	91	226	190	AT2G17700.1
AT2G22125	E003	673.084910694027	0.0007500015635271	17.905680894321	2.32127182437677e-05	0.001597097252874	38.6877344994441	36.3158974438548	-0.203633276828915	2	9407180	9407253	74	+	654	1022	746	777	955	940	489	498	522	872	791	282	AT2G22125.1	AT2G22125:E003	AT2G22125	E003	133.764335783143	0.0045705111323684	13.911226255851	0.000191650354131	0.0353595009244037	12.2239388651543	15.4618521520315	0.685324943628649	2	9407180	9407253	74	+	95	102	157	198	AT2G22125.1
AT2G22570	E004	144.491814578447	0.0060056564628056	189.123546075406	4.9390596323524595e-43	1.32975678941067e-39	13.2768342267224	22.2906094348044	1.53371724034733	2	9589983	9590080	98	-	64	151	68	73	119	78	196	165	168	268	310	90	AT2G22570.2	AT2G22570:E004	AT2G22570	E004	6.86367864253401	0.0606771152320921	15.1365725832469	0.000100007025893	0.0244839353828703	1.22729797893189	4.41066446491357	3.69248890454929	2	9589983	9590080	98	-	0	2	14	14	AT2G22570.2
AT2G24070	E006	45.840024055162	0.0193480972810773	22.655615475644	1.93793014117203e-06	0.0001862317980953	12.0297620617131	8.60905683394174	-0.973909402254448	2	10232706	10234033	1328	-	58	62	95	70	54	69	23	32	37	49	42	5	"c(""AT2G24070.1"", ""AT2G24070.2"", ""AT2G24070.3"")"	AT2G24070:E006	AT2G24070	E006	73.7425100628503	0.009015491314962	16.4217926986888	5.06989882210606e-05	0.0168922355000409	8.4247821043387	11.9113194110724	1.00503699779804	2	10232706	10234033	1328	-	53	36	111	108	"c(""AT2G24070.1"", ""AT2G24070.2"", ""AT2G24070.3"")"
AT2G31450+AT2G31440	E007	390.628603142843	0.0024093383346711	55.1229871980904	1.13219015117544e-13	3.27362417091277e-11	31.0346340942644	26.4172755444964	-0.496530141587012	2	13400859	13401080	222	-	495	656	587	521	641	567	279	199	217	386	331	146	"c(""AT2G31440.2"", ""AT2G31440.1"")"	AT2G31450+AT2G31440:E007	AT2G31450+AT2G31440	E007	200.86477767022	0.0018011518134493	19.6010290581832	9.54177918839152e-06	0.0060379070556994	18.4600979637841	15.3341181893221	-0.543943655620551	2	13400859	13401080	222	-	219	209	178	192	"c(""AT2G31440.2"", ""AT2G31440.1"")"
AT2G35390	E011	556.420947144455	0.003478749362495	435.937405787	8.29148878726717e-97	1.23793435137315e-92	19.4276988679644	35.4415190544887	1.83979254290107	2	14897108	14897215	108	-	95	117	98	98	163	109	769	773	865	1190	1386	558	AT2G35390.1	AT2G35390:E011	AT2G35390	E011	90.272600919792	0.003918909026446	23.3024613066788	1.38422754284648e-06	0.0015741174820756	9.13824020787195	12.8115960917326	0.981510444098149	2	14897108	14897215	108	-	44	48	138	151	AT2G35390.1
AT2G35390	E012	789.792169488066	0.0061490165834717	311.564572594334	9.96313021960625e-70	6.81777000927656e-66	23.3219584259759	41.4431631684371	1.79861174138669	2	14897216	14897437	222	-	118	174	128	163	243	169	1116	1068	1166	1677	1877	854	"c(""AT2G35390.4"", ""AT2G35390.1"")"	AT2G35390:E012	AT2G35390	E012	129.207128530011	0.0033711996393087	39.0215272621898	4.19157938162e-10	2.26823704805865e-06	10.5581945885188	15.4971699937975	1.11778936013948	2	14897216	14897437	222	-	58	65	194	231	"c(""AT2G35390.4"", ""AT2G35390.1"")"
AT2G36680	E007	332.394318453642	0.0038016153890436	366.256743958083	1.222441366525e-81	1.05665258161649e-77	17.6010829614097	31.2242788408339	1.73382896214205	2	15369367	15369448	82	-	96	153	134	101	171	110	438	406	478	681	836	271	"c(""AT2G36680.4"", ""AT2G36680.3"")"	AT2G36680:E007	AT2G36680	E007	15.1270750897199	0.0245011269311076	15.6750428924577	7.52100600251128e-05	0.0208898936810637	2.74544369398527	5.91146873224378	2.21519612467015	2	15369367	15369448	82	-	4	5	30	26	"c(""AT2G36680.4"", ""AT2G36680.3"")"
AT2G36810	E003	788.737768677246	0.0013182433308307	12.0266953385147	0.0005244397548704	0.0196643355757725	39.2156451801611	41.3150010286564	0.170440130281923	2	15425479	15425918	440	-	682	980	847	732	1030	901	736	634	747	1024	1150	385	"c(""AT2G36810.3"", ""AT2G36810.1"", ""AT2G36810.2"")"	AT2G36810:E003	AT2G36810	E003	365.192305053685	0.0014288752877079	15.3871266208733	8.7582947556761e-05	0.0230612072869632	21.1341936317113	23.9993508476651	0.377350205395748	2	15425479	15425918	440	-	270	274	470	488	"c(""AT2G36810.3"", ""AT2G36810.1"", ""AT2G36810.2"")"
AT2G39090	E016	118.163958090702	0.0023842107726623	19.4556517766211	1.02962715522031e-05	0.0008029331764299	17.6734280143048	15.4554825226862	-0.395797642072207	2	16316274	16316336	63	-	123	177	157	120	182	192	100	70	88	140	148	37	"c(""AT2G39090.2"", ""AT2G39090.1"")"	AT2G39090:E016	AT2G39090	E016	26.982930957111	0.0259525597212473	15.2575040249927	9.38033285469423e-05	0.023477910928549	4.13337554950962	7.63994921840859	1.77586093624522	2	16316274	16316336	63	-	8	12	40	56	"c(""AT2G39090.2"", ""AT2G39090.1"")"
AT2G39730	E003	35325.5528616278	0.0004706083356143	612.861708717501	2.66884848380091e-135	8.766206483831811e-131	131.675177980901	143.305096788265	0.546708251729122	2	16571180	16571190	11	-	20308	34658	23143	19849	24680	24024	53499	37398	43762	54223	63508	22492	"c(""AT2G39730.3"", ""AT2G39730.2"")"	AT2G39730:E003	AT2G39730	E003	19903.6687637267	0.0001167810411284	497.136101620029	3.99117089091184e-110	6.2633843908168604e-105	111.376015446941	123.635890865401	0.506742671267084	2	16571180	16571190	11	-	15548	15079	24525	26551	"c(""AT2G39730.3"", ""AT2G39730.2"")"
AT2G41060+AT2G41070	E003	3687.2284743489	0.0012596829308328	29.9906948407829	4.34124568331801e-08	6.03190745399902e-06	76.1966331566432	72.6507574685196	-0.196247507939281	2	17127006	17128506	1501	+	3201	4717	3784	3444	4534	3698	3566	3229	3323	4665	5512	1951	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"	AT2G41060+AT2G41070:E003	AT2G41060+AT2G41070	E003	1355.27319039037	0.0005698898326554	16.378743166507	5.18636225787134e-05	0.017098760829622	42.7374003739028	41.7344595690292	-0.0753142667947664	2	17127006	17128506	1501	+	1308	1159	1416	1600	"c(""AT2G41060.2"", ""AT2G41060.1"", ""AT2G41060.3"")"
AT2G41640+AT2G41650	E005	815.224063323556	0.0045483965139208	14.08184132529	0.0001750253783415	0.0084867930132217	42.3637368600643	39.4911860340553	-0.230344742704185	2	17361178	17362318	1141	+	750	1098	1048	720	1071	1180	788	599	741	899	1042	349	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"	AT2G41640+AT2G41650:E005	AT2G41640+AT2G41650	E005	218.310868482743	0.0016211156166802	13.7444819714904	0.0002094351627496	0.0373912053759497	16.3376819375225	18.9896831361784	0.441661962354414	2	17361178	17362318	1141	+	182	174	254	282	"c(""AT2G41640.3"", ""AT2G41640.1"", ""AT2G41640.2"")"
AT2G41640+AT2G41650	E008	1210.71954980153	0.006730865721749	12.9935733458576	0.0003125619061904	0.0133124136352369	46.0001549254862	50.4909528608854	0.319378510630752	2	17362891	17363788	898	+	774	1273	1345	1034	1444	1241	1148	1275	1146	1626	1862	677	"c(""AT2G41640.2"", ""AT2G41650.1"")"	AT2G41640+AT2G41650:E008	AT2G41640+AT2G41650	E008	479.919421081854	0.0038141075818129	293.518272945565	8.51083419611216e-66	6.67806860615039e-61	32.5844785059053	14.7872938525535	-2.3481261600515	2	17362891	17363788	898	+	718	762	166	156	"c(""AT2G41640.2"", ""AT2G41650.1"")"
AT2G41840+AT2G41835	E001	403.704254538532	0.0092500323668476	26.5115868344359	2.61962152094284e-07	3.11531992489127e-05	32.4257089493146	27.2227284867869	-0.541740421563174	2	17457699	17458760	1062	-	392	586	560	411	605	557	349	217	353	424	592	151	AT2G41835.1	AT2G41840+AT2G41835:E001	AT2G41840+AT2G41835	E001	206.372404337473	0.0055000035916929	12.8555762408376	0.0003364750775558	0.0481343394675625	18.8692403823892	15.2785925378366	-0.619046200684855	2	17457699	17458760	1062	-	236	222	148	212	AT2G41835.1
AT2G44650+AT2G44660	E012	686.469243299834	0.0016443667131849	34.4272000975201	4.424959705253031e-09	7.3258062733177e-07	39.7905051574342	36.1177559955451	-0.312453568998233	2	18422102	18422839	738	-	654	905	832	621	861	877	716	511	520	860	987	311	AT2G44660.1	AT2G44650+AT2G44660:E012	AT2G44650+AT2G44660	E012	285.804620392002	0.0025432830465636	20.1106491437288	7.30885876049582e-06	0.0050536467277807	22.1188868079525	18.1264220495476	-0.587452687372022	2	18422102	18422839	738	-	310	295	237	296	AT2G44660.1
AT3G01540	E006	2613.19413700829	0.004473997777088	13.4877310197633	0.0002401283860314	0.010858140169249	63.0322643687335	68.338566690055	0.312202619955935	3	213210	213212	3	-	2266	3464	2648	2429	2864	2226	3273	2321	2591	3096	3943	1198	"c(""AT3G01540.2"", ""AT3G01540.4"", ""AT3G01540.3"")"	AT3G01540:E006	AT3G01540	E006	1228.93587172003	0.0004728563898932	16.1380037378093	5.88903835492343e-05	0.0184464355718667	38.8801334713071	41.6823773905587	0.218944921670756	3	213210	213212	3	-	1050	930	1470	1576	"c(""AT3G01540.2"", ""AT3G01540.4"", ""AT3G01540.3"")"
AT3G01790	E001	1350.15109079356	0.0023825224196582	134.472280817998	4.30692431951684e-31	5.05239139173492e-28	46.1652895015606	55.4137892018866	0.636132306998372	3	283179	283660	482	-	1062	1633	1606	1236	1642	1359	1520	1195	1300	1775	1781	637	AT3G01790.2	AT3G01790:E001	AT3G01790	E001	616.340760705337	0.0008991372964185	30.9051712752231	2.70948842759067e-08	8.17697554673522e-05	27.2789780153911	31.2143339738547	0.407487751973747	3	283179	283660	482	-	572	474	747	713	AT3G01790.2
AT3G03776	E003	50.2273433733631	0.0087143028571789	9.89362693876518	0.0016585215504787	0.045694063291097	11.3083891140712	10.0489506616848	-0.343953411980901	3	954144	954625	482	-	15	56	27	53	57	39	98	35	49	75	100	24	"c(""AT3G03776.1"", ""AT3G03776.3"", ""AT3G03776.2"")"	AT3G03776:E003	AT3G03776	E003	8.02119170655015	0.139687138779558	15.8693825557944	6.78678417710675e-05	0.0197965953103632	3.14859773112076	3.58206917477503	0.372406134196042	3	954144	954625	482	-	3	8	12	10	"c(""AT3G03776.1"", ""AT3G03776.3"", ""AT3G03776.2"")"
AT3G04610	E009	602.467721774	0.0060383533027428	62.6947624378533	2.4135665486118802e-15	8.240849509597209e-13	30.7139913703168	39.25107501501	0.778651006081152	3	1254283	1254768	486	-	356	670	452	340	498	463	631	653	656	1255	1086	338	"c(""AT3G04610.2"", ""AT3G04610.3"")"	AT3G04610:E009	AT3G04610	E009	77.2930041400683	0.0079695609035514	20.4292380006239	6.1877189588518e-06	0.004495578351535	8.31308474639806	12.3114151338331	1.13981894579845	3	1254283	1254768	486	-	48	36	108	134	"c(""AT3G04610.2"", ""AT3G04610.3"")"
AT3G06400	E016	85.0398782978002	0.0194967019547935	141.980562991865	9.82044886752529e-33	1.41476487579948e-29	7.72747641309607	17.9217642582562	2.4589005715707	3	1944683	1944688	6	+	20	36	22	24	38	33	81	135	89	234	193	77	AT3G06400.3	AT3G06400:E016	AT3G06400	E016	16.2596553631123	0.0807463060902141	14.276897484464	0.0001577896642954	0.0317320125182708	2.20879108516357	6.44424875601487	3.09250770842476	3	1944683	1944688	6	+	2	4	42	22	AT3G06400.3
AT3G09670	E003	5.49225781872905	0.0611622505035594	32.6378307349414	1.11032423917626e-08	1.71543528173467e-06	4.6953130068942	1.34811769736879	-3.60300281690229	3	2966514	2966520	7	+	5	8	13	15	17	12	0	2	0	1	0	1	AT3G09670.2	AT3G09670:E003	AT3G09670	E003	6.56546020518141	0.0994540751091478	20.1993795225365	6.97755641870942e-06	0.0048883701176093	4.29209722855981	0.0259799856826817	-14.7377834047525	3	2966514	2966520	7	+	16	8	0	0	AT3G09670.2
AT3G09800	E010	157.299142668279	0.0034563477980654	151.636254256772	7.608972146977081e-35	1.24963671364234e-31	14.3491845062675	21.438140052108	1.18902226017676	3	3007939	3008263	325	-	68	119	84	62	112	75	220	215	181	315	342	94	"c(""AT3G09800.3"", ""AT3G09800.4"")"	AT3G09800:E010	AT3G09800	E010	23.3101777483773	0.023459074651755	14.7913566394893	0.0001200846441357	0.027154183413347	3.86191977324728	7.17217824281443	1.78917310748643	3	3007939	3008263	325	-	10	8	36	46	"c(""AT3G09800.3"", ""AT3G09800.4"")"
AT3G13800	E006	68.0859474106231	0.0117182176370908	12.9018950038541	0.0003282496234114	0.013773401163031	13.8399473934667	11.3580917326007	-0.577800929327523	3	4539066	4539069	4	+	80	100	82	64	115	65	65	47	56	50	103	31	"c(""AT3G13800.2"", ""AT3G13800.3"")"	AT3G13800:E006	AT3G13800	E006	4.41959909776038	0.152255310316543	13.6952420063184	0.0002149985013946	0.0378996534109362	3.58350082009176	0.0248124338352795	-14.3493755907259	3	4539066	4539069	4	+	6	10	0	0	"c(""AT3G13800.2"", ""AT3G13800.3"")"
AT3G14415	E010	343.980634000525	0.0033288734186744	199.927563337152	2.1659040468436202e-45	6.587236174467049e-42	21.2827959217413	31.2839855926317	1.17448587142906	3	4819755	4819772	18	+	151	288	183	180	255	188	491	352	419	627	663	267	AT3G14415.2	AT3G14415:E010	AT3G14415	E010	186.495198566408	0.0077068506836513	14.7379603019744	0.0001235338554744	0.0277343225657626	13.9760672510295	18.381398503245	0.802201780642613	3	4819755	4819772	18	+	112	135	275	250	AT3G14415.2
AT3G15530+AT3G15520	E021	2503.04747068379	0.0035037426643343	33.2577488398457	8.071747039858571e-09	1.27587984586146e-06	61.0603136855825	68.0946798765604	0.417766985720631	3	5252875	5253632	758	-	1866	2948	2771	2288	2594	2490	2848	2173	2711	3211	3518	1303	"c(""AT3G15530.1"", ""AT3G15530.2"")"	AT3G15530+AT3G15520:E021	AT3G15530+AT3G15520	E021	1242.28473525436	0.0004175874378738	13.4453790906269	0.0002456103879861	0.0409605566387403	39.4694034000604	41.7093066537381	0.173872899985678	3	5252875	5253632	758	-	1082	1111	1323	1523	"c(""AT3G15530.1"", ""AT3G15530.2"")"
AT3G20250	E001	5.10541433261356	0.0543524072537452	11.1686857290854	0.0008318953727478	0.0278881079520579	2.56669408566808	4.44071269478388	1.58335220407931	3	7058871	7058901	31	-	4	4	3	4	3	4	13	3	7	10	8	1	AT3G20250.2	AT3G20250:E001	AT3G20250	E001	14.2743200242906	0.0387278656078701	14.253107877481	0.0001597967151972	0.031869758290824	2.63633954216277	5.93985790062558	2.34610152678145	3	7058871	7058901	31	-	5	4	31	21	AT3G20250.2
AT3G22850+AT3G22845	E003	2385.56960263939	0.002131724115945	52.2237673745852	4.95230999007377e-13	1.3552309199362002e-10	60.7044182733267	66.7289779556064	0.360338111854189	3	8087844	8088030	187	+	2123	3057	2860	2358	3390	3145	2421	1530	2078	3124	3272	983	"c(""AT3G22845.2"", ""AT3G22845.1"")"	AT3G22850+AT3G22845:E003	AT3G22850+AT3G22845	E003	799.346097460351	0.0006458913544382	17.2342470151545	3.30425895103909e-05	0.0134336958923709	31.8198209975232	34.2007312470763	0.220905189511527	3	8087844	8088030	187	+	675	646	944	995	"c(""AT3G22845.2"", ""AT3G22845.1"")"
AT3G24575+AT3G04755	E001	439.905337208578	0.0135785076415685	188.262813760438	7.612550988553169e-43	2.01649108701946e-39	20.104002114361	36.6268105131547	1.84289626952747	3	8967516	8968260	745	+	176	178	180	143	219	188	456	532	612	1209	876	364	AT3G04755.1	AT3G24575+AT3G04755:E001	AT3G24575+AT3G04755	E001	59.3597353206944	0.0148111758666486	13.2077303746983	0.0002787967862291	0.0436645294009225	7.46448271469339	10.7916870282845	1.06857651681547	3	8967516	8968260	745	+	44	26	72	108	AT3G04755.1
AT3G26000+AT3G25990	E001	23.80179643805	0.0100831754965849	17.4011493794808	3.02642909533722e-05	0.0019841776574268	8.50205370862028	6.33558957147503	-0.852560248153359	3	9504677	9505048	372	-	26	47	37	30	34	39	22	16	12	19	22	6	AT3G25990.1	AT3G26000+AT3G25990:E001	AT3G26000+AT3G25990	E001	25.5473794864543	0.0202925849165023	14.5190444760479	0.0001387497614539	0.0297111226571178	4.37391862870456	7.61331795347294	1.6023730627545	3	9504677	9505048	372	-	10	16	36	46	AT3G25990.1
AT3G26090+AT3G26085	E021	291.134849783132	0.0039661251927604	93.7230485639711	3.62910215074454e-22	2.15947356674304e-19	28.8191044283513	21.7713078133338	-0.851974612416726	3	9533949	9534022	74	+	313	535	377	358	476	534	198	127	209	262	301	102	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E021	AT3G26090+AT3G26085	E021	76.9196474290135	0.0056882224028273	13.1595911539385	0.0002860512915965	0.0443142302483087	12.0219457092613	9.038441169436	-0.828182501798538	3	9533949	9534022	74	+	81	87	71	65	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26090+AT3G26085	E025	394.950116953547	0.0016171029188179	110.964257471768	6.02471932755784e-26	4.85025345393862e-23	32.441933383904	26.3200364743587	-0.64640246636397	3	9535013	9535134	122	+	490	650	523	430	662	581	314	221	271	433	434	120	"c(""AT3G26090.1"", ""AT3G26090.2"")"	AT3G26090+AT3G26085:E025	AT3G26090+AT3G26085	E025	93.2742185117704	0.006852084384921	16.3127220761501	5.37022010718383e-05	0.0174845230630802	13.3956600525017	9.7849695108103	-0.913088962475734	3	9535013	9535134	122	+	102	107	66	94	"c(""AT3G26090.1"", ""AT3G26090.2"")"
AT3G26744	E008	132.52897874111	0.0086188355066922	21.7928426771977	3.0373106395201e-06	0.0002765097566239	15.2422215961419	18.8094133623225	0.621424346906155	3	9833604	9833785	182	-	78	128	95	89	129	72	168	169	119	270	267	58	AT3G26744.5	AT3G26744:E008	AT3G26744	E008	21.6412038697812	0.0192056734460702	17.2728038851414	3.23788081742668e-05	0.0133365846341099	3.72195123377378	7.08224546181228	1.85926421241313	3	9833604	9833785	182	-	8	10	38	36	AT3G26744.5
AT3G26890+AT3G26900	E005	3538.3208188347	0.0010113486241734	115.071379600382	7.59151335406238e-27	6.70306140410953e-24	68.9125397376298	77.9159910588545	0.501737578513678	3	9907639	9908052	414	-	2752	4325	3430	3038	4552	4021	3704	2972	3427	5043	5094	1747	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E005	AT3G26890+AT3G26900	E005	570.489928478705	0.0010799873685045	30.7150721608998	2.98834772331246e-08	8.4949440265833e-05	25.7930261049832	30.7092324107515	0.525901416280021	3	9907639	9908052	414	-	510	473	616	722	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E009	7624.99308517267	0.0007782470191014	172.431975877112	2.17781114536508e-39	4.58546512853331e-36	89.6933314341122	98.9809483875376	0.470552542937185	3	9909318	9910792	1475	-	6254	9362	7490	6867	9490	8547	7104	6286	7141	10749	11287	4092	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"	AT3G26890+AT3G26900:E009	AT3G26890+AT3G26900	E009	1262.72272923258	0.0026778108117682	41.6411436164074	1.0966102627811601e-10	6.88368580594041e-07	36.5508999743795	45.390727953547	0.68312566523479	3	9909318	9910792	1475	-	984	1064	1546	1559	"c(""AT3G26890.2"", ""AT3G26890.1"", ""AT3G26890.7"", ""AT3G26890.4"", ""AT3G26890.3"", ""AT3G26890.8"", ""AT3G26890.6"", ""AT3G26890.5"")"
AT3G26890+AT3G26900	E011	335.110819297231	0.0080464678653035	97.5171935926495	5.339064870934171e-23	3.37248193032023e-20	21.3792377795974	32.3441255131829	1.26514961735044	3	9910873	9910944	72	-	224	317	213	202	249	291	296	362	379	653	637	222	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"	AT3G26890+AT3G26900:E011	AT3G26890+AT3G26900	E011	27.9509866620387	0.0375324867700843	15.4563731847656	8.44317487528593e-05	0.0226882855539982	4.10515222619651	8.40478402074166	2.07194793236906	3	9910873	9910944	72	-	12	12	34	62	"c(""AT3G26890.3"", ""AT3G26890.6"", ""AT3G26890.8"", ""AT3G26890.7"")"
AT3G26890+AT3G26900	E012	756.222705698132	0.0078593737983852	157.104613502595	4.8561325420613394e-36	8.57561677040664e-33	29.8344236555075	47.3112020509961	1.48980306470357	3	9910945	9911367	423	-	443	612	437	433	610	487	686	816	903	1466	1313	648	"c(""AT3G26890.8"", ""AT3G26890.7"")"	AT3G26890+AT3G26900:E012	AT3G26890+AT3G26900	E012	72.3907316004327	0.00542997839001	66.7454654041301	3.08927233837842e-16	4.84802597334064e-12	6.69872850236325	13.3999856267946	2.01154839318909	3	9910945	9911367	423	-	30	34	113	131	"c(""AT3G26890.8"", ""AT3G26890.7"")"
AT3G26890+AT3G26900	E030	1683.32371888489	0.0013926748522417	151.408723884055	8.532091276935221e-35	1.38736872732042e-31	58.5726858553481	51.4738163594928	-0.463018576000264	3	9912774	9912873	100	-	1785	2922	2289	2101	2977	2314	1263	1009	1123	1428	1849	629	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E030	AT3G26890+AT3G26900	E030	632.335188152768	0.0021622092117001	13.3385578552357	0.0002600042269858	0.0421026738953376	30.8129680194455	27.59979319898	-0.332967214449747	3	9912774	9912873	100	-	761	665	536	532	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G26890+AT3G26900	E031	1599.18743328739	0.0027397380488121	88.0383197989402	6.4198627029972904e-21	3.4682463534166097e-18	57.4248327749585	50.3074243021245	-0.470551415964142	3	9913002	9913084	83	-	1664	2779	2192	2061	2767	2212	1202	978	1043	1230	1738	640	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E031	AT3G26890+AT3G26900	E031	878.13624488834	0.0005211387900014	36.9088865952312	1.2378048028825601e-09	6.26612727487624e-06	35.9680683972935	32.2805230799472	-0.332425361377462	3	9913002	9913084	83	-	1018	962	698	788	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G26890+AT3G26900	E032	1409.71869478445	0.0024207708673117	98.9732839100876	2.5593119487746702e-23	1.6812836798846502e-20	54.6694045725798	47.5923769436376	-0.484139568563643	3	9913212	9913299	88	-	1456	2539	1906	1755	2430	2031	1073	882	923	1092	1447	558	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"	AT3G26890+AT3G26900:E032	AT3G26890+AT3G26900	E032	747.062988179991	0.0009996672614657	22.7949996412742	1.80234037364197e-06	0.0018486475632418	33.3056160010757	29.9567401336615	-0.322906348808209	3	9913212	9913299	88	-	842	838	582	688	"c(""AT3G26900.3"", ""AT3G26900.2"", ""AT3G26900.1"")"
AT3G30390	E006	1629.97903110683	0.0049553299266307	11.9129945439956	0.000557437174392	0.0206284411953021	52.5659415171208	57.0734020939926	0.294492324508049	3	11978927	11979037	111	-	1265	1748	1564	1715	2410	1956	1803	1033	1662	2385	2143	769	"c(""AT3G30390.2"", ""AT3G30390.3"")"	AT3G30390:E006	AT3G30390	E006	141.832041723001	0.0061310253162497	16.5803180125792	4.66324683831103e-05	0.0160146693796241	12.2106364365972	16.1305296580503	0.812377723732112	3	11978927	11979037	111	-	105	87	206	189	"c(""AT3G30390.2"", ""AT3G30390.3"")"
AT3G46200	E011	19.275203750479	0.0396540337502828	10.0175198330961	0.0015505812752851	0.0435531151022111	5.65479269525142	7.90012043100253	0.968489626198437	3	16970545	16970622	78	+	12	18	17	18	24	9	28	24	17	35	42	3	AT3G46200.3	AT3G46200:E011	AT3G46200	E011	7.87097201736443	0.0590521256305936	27.1243686643761	1.90777880878677e-07	0.0003742370453021	0.0481073527797946	4.86947175886979	13.3246673623546	3	16970545	16970622	78	+	0	0	17	18	AT3G46200.3
AT3G49060+AT3G49055	E021	63.1923011945437	0.0145024904134599	71.8505562638762	2.32128078398062e-17	9.750091706258461e-15	8.63557273195448	14.668018196091	1.54562987019126	3	18191186	18191703	518	-	25	42	39	35	33	46	86	61	68	138	119	53	AT3G49060.3	AT3G49060+AT3G49055:E021	AT3G49060+AT3G49055	E021	11.9275730868461	0.0683813576578525	16.9087522850215	3.92203261807623e-05	0.0144142506039185	1.77512527819468	5.64190622007769	3.33886934516229	3	18191186	18191703	518	-	4	0	26	22	AT3G49060.3
AT3G53560+AT3G53570	E002	3116.78087074411	0.007049899695294	17.0561659645116	3.62903484297828e-05	0.0023163764101516	73.7583812107134	66.8705325056487	-0.391607674150132	3	19859627	19861097	1471	-	2943	4089	4046	3283	3638	3686	2968	2478	2383	4761	3967	1209	"c(""AT3G53560.2"", ""AT3G53560.1"")"	AT3G53560+AT3G53570:E002	AT3G53560+AT3G53570	E002	2950.7979464091	0.0005587670164596	55.5190516732579	9.25576084429377e-14	8.54421061797568e-10	60.7479826939554	57.8750017201344	-0.166618206105252	3	19859627	19861097	1471	-	2916	2874	2988	3047	"c(""AT3G53560.2"", ""AT3G53560.1"")"
AT3G56130	E006	461.269578308693	0.004226693174138	104.093080658419	1.93031170141652e-24	1.39655925703541e-21	36.0601743497618	27.2404105814401	-0.875898109241282	3	20827694	20827900	207	+	486	707	609	611	829	543	396	321	299	417	515	167	"c(""AT3G56130.3"", ""AT3G56130.2"")"	AT3G56130:E006	AT3G56130	E006	64.4885744372051	0.0057224578510216	24.5016051424897	7.42479570161796e-07	0.0010592551038641	11.4823765133399	7.6472464782868	-1.17881299841034	3	20827694	20827900	207	+	81	76	44	51	"c(""AT3G56130.3"", ""AT3G56130.2"")"
