groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1_x	log2fold_fio1_Col_0_x	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Parker_Col.0_20c_1.bam	countData.Parker_Col.0_20c_2.bam	countData.Parker_Col.0_20c_3.bam	countData.Parker_Col.0_20c_4.bam	countData.Parker_Col.0_20c_5.bam	countData.Parker_Col.0_20c_6.bam	countData.Parker_fio1_20c_1.bam	countData.Parker_fio1_20c_2.bam	countData.Parker_fio1_20c_3.bam	countData.Parker_fio1_20c_4.bam	countData.Parker_fio1_20c_5.bam	countData.Parker_fio1_20c_6.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1_y	log2fold_fio1_Col_0_y	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Parker_fio1.1_2.bam	countData.Parker_fio1.5_1.bam	countData.Parker_fio1.5_2.bam	transcripts_y
AT1G55490	E017	19.625145517037	0.0167420462217353	74.9752729737605	4.76646474985764e-18	2.1043173085984402e-15	3.8807350039188	8.6998074960629	2.33665498997961	1	20718831	20718847	17	-	2	7	12	6	9	8	30	27	18	47	46	17	"c(""AT1G55490.3"", ""AT1G55490.5"")"	AT1G55490:E017	AT1G55490	E017	26.3200905892469	0.0374884095676165	20.6039285197558	5.64800963563885e-06	0.0019402894856186	4.29353328977608	9.30079451460759	2.24701736421447	1	20718831	20718847	17	-	5	10	44	25	26	55	"c(""AT1G55490.3"", ""AT1G55490.5"")"
AT1G55490	E018	21.0389744907627	0.0264415353708207	61.4342940127962	4.57767388831568e-15	1.50963963459008e-12	4.06129925669083	8.95105476979185	2.28794389724279	1	20718848	20718885	38	-	4	7	12	10	9	6	30	31	14	54	48	19	"c(""AT1G55490.3"", ""AT1G55490.5"", ""AT1G55490.4"")"	AT1G55490:E018	AT1G55490	E018	35.7805187143264	0.039940221394597	14.2563958374523	0.0001595177970466	0.0291244544789645	5.95283847535055	10.5714484100103	1.67569016633317	1	20718848	20718885	38	-	8	21	53	34	36	72	"c(""AT1G55490.3"", ""AT1G55490.5"", ""AT1G55490.4"")"
AT1G55490	E019	21.4408035628168	0.0211280760155708	84.9898943650816	2.9989390669386703e-20	1.5391305026296e-17	3.75024783665685	9.28132996475631	2.62342639872017	1	20718886	20719068	183	-	3	4	14	6	9	5	31	28	20	72	45	17	"c(""AT1G55490.3"", ""AT1G55490.4"")"	AT1G55490:E019	AT1G55490	E019	43.8866617711806	0.0341086555684092	20.7088142009305	5.34693086215458e-06	0.0018490229876782	6.15754836583228	11.8045908207088	1.90260575970304	1	20718886	20719068	183	-	10	21	63	44	44	94	"c(""AT1G55490.3"", ""AT1G55490.4"")"
AT1G56500	E002	2364.62750587613	0.0016218786145732	50.8635671318546	9.90145012204303e-13	2.60598550712079e-10	66.4851787391429	60.3892175268479	-0.36549154314984	1	21159744	21160129	386	+	2184	3601	2590	2324	2769	2620	2563	1656	2177	2734	3320	1102	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"	AT1G56500:E002	AT1G56500	E002	1054.60326208059	0.0008367137994584	17.9133030789968	2.31199388731335e-05	0.0061594977284933	45.2788171511087	42.3818181609061	-0.249257195582144	1	21159744	21160129	386	+	1112	1263	900	946	914	1251	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"
AT1G56500	E009	1151.5953441044	0.0007272884875903	52.3876543922417	4.55578958750327e-13	1.24909254680273e-10	49.7261708796358	45.2571428747252	-0.321349709920526	1	21161627	21161751	125	+	970	1613	1233	1094	1457	1363	1121	895	1073	1449	1628	543	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"	AT1G56500:E009	AT1G56500	E009	463.343510136747	0.0013718383758534	20.4221596499136	6.21064714962877e-06	0.0020922802092121	33.252512334832	29.706826944042	-0.378245603427374	1	21161627	21161751	125	+	544	555	399	418	348	533	"c(""AT1G56500.2"", ""AT1G56500.1"", ""AT1G56500.3"")"
AT1G56612	E005	761.187848584073	0.0016352945260167	141.626799299929	1.17350377456596e-32	1.66143855090101e-29	34.978038392822	41.1646641310398	0.525696535885718	1	21214790	21215106	317	-	410	610	531	365	651	527	976	853	885	1316	1465	516	"c(""AT1G56612.3"", ""AT1G56612.2"")"	AT1G56612:E005	AT1G56612	E005	222.451655335808	0.0053517412317293	23.9387489282792	9.94497850741903e-07	0.0004425854469159	17.9870022972772	22.4594016746652	0.684418197123683	1	21214790	21215106	317	-	131	94	269	256	277	338	"c(""AT1G56612.3"", ""AT1G56612.2"")"
AT1G58180	E010	336.567123011047	0.0028603765759946	26.9374891238497	2.10142993478769e-07	2.54538679090009e-05	29.1453212989357	25.5394687931417	-0.404691877995644	1	21538199	21538298	100	-	341	526	361	344	579	437	284	195	251	403	446	148	AT1G58180.5	AT1G58180:E010	AT1G58180	E010	79.7394010509558	0.0046831156409944	14.3624207098461	0.0001507817057037	0.0281193520975007	15.7024008751936	12.4757797343275	-0.685825376020212	1	21538199	21538298	100	-	93	110	68	63	59	88	AT1G58180.5
AT1G58180	E017	911.20513769144	0.0022568791068262	157.500127500566	3.9798481665416896e-36	7.104548087907339e-33	37.3519426721672	47.2121332134953	0.774132582388024	1	21539301	21539393	93	-	515	914	694	588	996	754	1054	959	1023	1527	1594	520	AT1G58180.3	AT1G58180:E017	AT1G58180	E017	181.546692870688	0.0031156853033333	49.1239436526981	2.4028913635604597e-12	3.726908295885871e-09	15.8164936569103	21.9266238865461	0.998295224229601	1	21539301	21539393	93	-	98	108	209	216	225	254	AT1G58180.3
AT1G58602	E010	302.496349979716	0.0028777714294985	18.8226588803083	1.43452721395063e-05	0.0010583794851821	23.8975674912401	26.7019803332106	0.337194454704457	1	21764770	21765050	281	+	146	280	252	216	325	215	360	356	329	431	568	181	AT1G58602.1	AT1G58602:E010	AT1G58602	E010	116.000111123557	0.0210888821806262	13.7920023824197	0.0002042036526863	0.0355424562469282	13.3083821009048	18.5396490133325	0.997001577507628	1	21764770	21765050	281	+	74	96	160	147	82	142	AT1G58602.1
AT1G59840	E013	696.02232011228	0.0077079594491944	12.9612072351593	0.0003180120499192	0.0134746529882211	40.3105320674382	35.9725893025367	-0.367702862796733	1	22028487	22029379	893	+	634	1156	726	626	988	1006	570	444	573	840	854	371	AT1G59840.2	AT1G59840:E013	AT1G59840	E013	269.569045731746	0.0025694552417719	19.2109287914526	1.17041410284818e-05	0.0035375248922136	22.0227043639808	25.7931885652361	0.499309577238855	1	22028487	22029379	893	+	228	224	295	312	219	360	AT1G59840.2
AT1G60990	E002	258.294350184665	0.0056931866515445	23.2136886560712	1.44961801477655e-06	0.000144990052255	25.8866473632769	21.9805633502179	-0.494420945499174	1	22462391	22462393	3	-	300	433	425	284	411	323	250	133	179	232	272	88	AT1G60990.2	AT1G60990:E002	AT1G60990	E002	226.416788855601	0.005774040232341	12.9938655774786	0.0003125131286161	0.0477617625599743	19.8674963639541	23.9422010916109	0.581305623403859	1	22462391	22462393	3	-	190	168	242	288	200	283	AT1G60990.2
AT1G65960	E013	3033.69763814955	0.0258724770058567	17.6794646335525	2.61433828326874e-05	0.0017620296355627	76.1339276268975	62.1160966380357	-0.8051170972135	1	24557432	24557730	299	+	3446	5483	3254	3401	7186	3534	2634	1961	1966	1791	3133	1223	AT1G65960.2	AT1G65960:E013	AT1G65960	E013	880.758245078715	0.0048458759163862	16.4455681018581	5.00670929911707e-05	0.0118655223165701	44.0841703888166	38.4141121211392	-0.505662684641873	1	24557432	24557730	299	+	1200	1104	686	566	728	1044	AT1G65960.2
AT1G66520	E001	210.699056605406	0.0076607283105271	13.7969739201705	0.0002036640015455	0.0095648116390708	20.4036933894456	23.3578524361884	0.405709651814897	1	24816128	24816419	292	-	189	326	359	253	310	243	162	129	157	289	244	68	AT1G66520.1	AT1G66520:E001	AT1G66520	E001	188.478418717196	0.0040542616343732	15.0239491333497	0.0001061554408974	0.0213746299838992	19.3764421696756	22.7307366140795	0.494757211652704	1	24816128	24816419	292	-	194	261	171	159	159	190	AT1G66520.1
AT1G66760	E003	230.991359105855	0.0020826069258029	1035.99649691525	2.69191770927101e-227	4.42099029228997e-222	10.8383393284497	28.5403488787846	2.87761471460992	1	24902359	24902436	78	+	46	70	44	46	61	44	384	332	328	512	619	180	AT1G66760.3	AT1G66760:E003	AT1G66760	E003	58.9234624462418	0.021274243709381	55.6110318163861	8.83265648106319e-14	1.70821395440927e-10	4.74231062888634	13.321945780036	3.0181117404427	1	24902359	24902436	78	+	7	9	53	58	105	146	AT1G66760.3
AT1G66940	E007	91.1838553063592	0.0073266697180901	67.689843792543	1.9134663988490799e-16	7.42066935823338e-14	11.3641995009642	16.2950115561008	1.05635601705955	1	24973603	24973729	127	-	42	55	94	45	47	50	149	125	114	168	132	52	"c(""AT1G66940.3"", ""AT1G66940.2"")"	AT1G66940:E007	AT1G66940	E007	84.8128159772689	0.0035835154489941	91.951185865086	8.88411138216032e-22	4.21731459466114e-18	7.78934111713951	15.6818184383581	2.06417011369137	1	24973603	24973729	127	-	19	26	115	134	82	148	"c(""AT1G66940.3"", ""AT1G66940.2"")"
AT1G67060	E006	160.871458882723	0.009612984193042	10.7694881286931	0.0010318704261727	0.0326461459894447	17.7608423375499	20.5377124688477	0.431971100400811	1	25037199	25038083	885	+	110	221	202	126	199	158	126	120	161	241	238	98	AT1G67060.2	AT1G67060:E006	AT1G67060	E006	57.5214586559486	0.0049287892516887	12.9599365808415	0.0003182279600284	0.0483990741692997	9.53731113287044	12.4043900898963	0.773734723304585	1	25037199	25038083	885	+	36	35	70	58	67	87	AT1G67060.2
AT1G67700	E010	2379.33429366354	0.0009192503479227	310.497316192804	1.70171952880314e-69	1.11790720661759e-65	57.2459605374101	68.0666919233548	0.654033275266023	1	25375713	25375726	14	+	1528	2563	1947	1500	2364	2029	3232	2359	2694	3522	3886	1340	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"	AT1G67700:E010	AT1G67700	E010	1812.95358313782	0.0006757664077306	86.1089888345212	1.70287040134151e-20	6.83995010540897e-17	49.2074736685295	55.0215092872664	0.458510434588717	1	25375713	25375726	14	+	1456	1613	2030	2067	1667	2125	"c(""AT1G67700.1"", ""AT1G67700.4"", ""AT1G67700.3"")"
AT1G69340	E002	187.702166359177	0.0045819162777622	78.6229556742966	7.517081102476661e-19	3.50723086256235e-16	17.0215442268301	22.9593497988568	0.89203837996966	1	26065898	26066226	329	+	117	155	109	119	169	139	224	213	208	311	310	140	AT1G69340.2	AT1G69340:E002	AT1G69340	E002	63.1569793749431	0.0096359235599765	34.5337942110173	4.18914753432647e-09	3.68673224464781e-06	7.78765321676754	13.3494712437641	1.58371767041842	1	26065898	26066226	329	+	24	21	67	101	85	88	AT1G69340.2
AT1G69750	E006	1108.02420550424	0.001075578395374	27.3754701804351	1.67543063871138e-07	2.07981348946974e-05	45.2691006514358	47.870788717167	0.189609740617284	1	26235777	26236361	585	+	801	1250	1073	991	1388	1153	1108	907	975	1685	1928	585	"c(""AT1G69750.1"", ""AT1G69750.3"", ""AT1G69750.5"", ""AT1G69750.2"", ""AT1G69750.4"")"	AT1G69750:E006	AT1G69750	E006	345.582719281523	0.0025706247629843	43.028167311737	5.395740089358579e-11	6.65553918486772e-08	23.6993484147963	28.7913828692085	0.625540750441587	1	26235777	26236361	585	+	233	273	448	392	345	396	"c(""AT1G69750.1"", ""AT1G69750.3"", ""AT1G69750.5"", ""AT1G69750.2"", ""AT1G69750.4"")"
AT1G70100	E010	371.736848294625	0.0030803737795851	99.1601096691386	2.3289110188039102e-23	1.5360711423301302e-20	24.4087271033264	31.3081005888336	0.764297538104298	1	26405497	26405597	101	+	224	307	283	219	333	322	444	371	414	566	700	265	"c(""AT1G70100.5"", ""AT1G70100.2"", ""AT1G70100.1"")"	AT1G70100:E010	AT1G70100	E010	142.546200954257	0.0015948094357532	14.5849972886107	0.0001339769617607	0.0256574071072598	16.2872365688834	19.0096441391484	0.46926498984734	1	26405497	26405597	101	+	110	119	140	164	150	184	"c(""AT1G70100.5"", ""AT1G70100.2"", ""AT1G70100.1"")"
AT1G70180	E013	94.7827346611982	0.0135389923293375	69.7978548223538	6.57042998403355e-17	2.6885201990530402e-14	11.0367116811825	17.5935377128259	1.36815757206012	1	26428458	26428659	202	+	44	63	43	46	72	91	118	103	99	215	157	74	AT1G70180.6	AT1G70180:E013	AT1G70180	E013	26.0649186823315	0.0552001363264038	15.9284418101603	6.57827395209983e-05	0.0146794839194351	4.02284459134302	8.86984015735329	2.29666304279935	1	26428458	26428659	202	+	4	8	35	47	36	27	AT1G70180.6
AT1G70770+AT1G09193	E006	3524.52601239908	0.0009088053787248	11.3945446258648	0.0007366010315196	0.0255056842944427	73.9155260183029	72.9531110194783	-0.053582929564401	1	26688581	26688903	323	-	3187	4782	4155	3341	4475	4284	3485	2468	3151	4884	4755	1545	"c(""AT1G70770.1"", ""AT1G70770.2"")"	AT1G70770+AT1G09193:E006	AT1G70770+AT1G09193	E006	1539.35706784508	0.0008752531924718	21.5735591430169	3.40513975131102e-06	0.0012730834184304	48.4427914497352	50.5351839096228	0.168956583456799	1	26688581	26688903	323	-	1321	1461	1624	1497	1507	1937	"c(""AT1G70770.1"", ""AT1G70770.2"")"
AT1G71310	E005	104.418028916508	0.0104659037968161	49.6348220673249	1.8519728732683098e-12	4.715553626707e-10	12.8957805129019	17.880955286375	0.961583283863504	1	26878861	26879289	429	-	50	90	104	82	118	71	120	95	114	172	198	64	AT1G71310.3	AT1G71310:E005	AT1G71310	E005	60.2622326304725	0.0053424932304384	14.3459051118315	0.0001521101703023	0.0282367029564854	9.91555426388594	12.8599175747526	0.766581308509239	1	26878861	26879289	429	-	41	40	62	71	67	88	AT1G71310.3
AT1G72640	E005	112.704805912653	0.0104818455355957	27.233717263208	1.80287039795189e-07	2.22790828590244e-05	18.076446235823	14.0495438495473	-0.742798125050832	1	27346665	27346745	81	-	97	122	117	91	119	109	90	101	111	185	155	73	AT1G72640.3	AT1G72640:E005	AT1G72640	E005	95.100964994271	0.0045368030756145	20.48765246971	6.0017175190452e-06	0.0020438718538988	16.9252876840068	12.8516027785289	-0.823944577115477	1	27346665	27346745	81	-	98	79	100	113	84	96	AT1G72640.3
AT1G72640	E012	236.948068930846	0.0011588875436944	330.274999022629	8.37321568366222e-74	6.5483331340915e-70	28.0682861060349	18.7986208074906	-1.20882380115354	1	27347659	27347661	3	-	222	362	249	239	312	265	230	173	207	269	306	122	AT1G72640.1	AT1G72640:E012	AT1G72640	E012	134.455848523219	0.0020803829686898	45.3467224606309	1.6506400367342198e-11	2.32951408139179e-08	20.5045569694646	15.0668455275409	-0.9359905318764	1	27347659	27347661	3	-	131	135	138	127	117	167	AT1G72640.1
AT1G72930	E003	12.9308566849223	0.0503057610172677	19.6792833721769	9.15889195064756e-06	0.0007270097355431	4.03874404802252	6.91624412501125	1.55598555472172	1	27439931	27439973	43	+	9	19	3	7	5	9	25	9	21	21	27	5	AT1G72930.2	AT1G72930:E003	AT1G72930	E003	39.212769439143	0.0129278588568629	21.7818514170426	3.05476056910542e-06	0.0011614911472609	7.45559327812099	11.4942726096362	1.26772287035087	1	27439931	27439973	43	+	34	23	40	41	48	53	AT1G72930.2
AT1G75110+AT1G75100	E011	190.252291940212	0.0194287558897287	51.8607466321492	5.95796841780389e-13	1.60145510506181e-10	25.6657910595033	16.7914261503964	-1.26958702712809	1	28194069	28195460	1392	-	171	237	317	185	270	212	184	126	155	234	231	84	AT1G75110.1	AT1G75110+AT1G75100:E011	AT1G75110+AT1G75100	E011	82.4675850244797	0.0035328635194376	14.0529291967119	0.0001777367803995	0.0317478017367764	15.3768641149595	12.4990835309886	-0.61739365719788	1	28194069	28195460	1392	-	66	92	72	84	87	100	AT1G75110.1
AT1G76020	E006	71.0903032990978	0.0161515282709677	45.0721957522413	1.8990260699542297e-11	4.30774654034148e-09	10.4407172737021	15.5464431758488	1.16477354857211	1	28533072	28533291	220	-	47	109	64	57	63	85	68	47	67	103	115	50	AT1G76020.2	AT1G76020:E006	AT1G76020	E006	60.8128748310255	0.0207679650687724	15.4018469043945	8.69033146054001e-05	0.0182243347249868	8.96302065208891	13.5310505296996	1.2134854914021	1	28533072	28533291	220	-	39	31	61	105	60	71	AT1G76020.2
AT1G77080	E007	462.224804262977	0.0075883639738836	213.071057711705	2.93677476674335e-48	1.0048174864412401e-44	23.2934708239638	39.1158095789841	1.61339017853859	1	28955864	28958310	2447	+	234	403	325	240	401	320	404	532	583	949	811	327	"c(""AT1G77080.10"", ""AT1G77080.9"", ""AT1G77080.6"", ""AT1G77080.7"")"	AT1G77080:E007	AT1G77080	E007	113.090973058954	0.0072161485710533	151.600653562945	7.746524923834861e-35	1.0112571853071499e-30	9.03694865769459	21.0019655799971	2.52048139905928	1	28955864	28958310	2447	+	52	37	139	148	158	157	"c(""AT1G77080.10"", ""AT1G77080.9"", ""AT1G77080.6"", ""AT1G77080.7"")"
AT1G77080	E008	34.1788270817319	0.0193586905059776	47.8661057325912	4.56342901376353e-12	1.11031270190876e-09	6.47687977237484	11.2644669155038	1.60710403193865	1	28958311	28958333	23	+	26	19	22	27	23	23	39	33	25	79	73	24	"c(""AT1G77080.9"", ""AT1G77080.3"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"")"	AT1G77080:E008	AT1G77080	E008	7.44041010891646	0.0659044773976851	27.7255486224463	1.39804101094156e-07	8.20246893056241e-05	0.96322423305422	5.97189195597204	5.2729901157027	1	28958311	28958333	23	+	0	1	10	5	16	15	"c(""AT1G77080.9"", ""AT1G77080.3"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"")"
AT1G77080	E011	675.860967036144	0.0005821850135073	33.7945586875052	6.12499387923694e-09	9.94975266839606e-07	38.3754054002215	36.125551644009	-0.19419570469003	1	28958602	28958663	62	+	751	1043	930	754	1134	989	468	403	436	692	754	294	"c(""AT1G77080.9"", ""AT1G77080.2"", ""AT1G77080.5"", ""AT1G77080.8"", ""AT1G77080.3"", ""AT1G77080.4"", ""AT1G77080.11"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"", ""AT1G77080.12"")"	AT1G77080:E011	AT1G77080	E011	257.62874882532	0.0013141261416146	16.5612297998395	4.71042141020285e-05	0.0112484288834009	25.837327057976	22.8669021922924	-0.387124907264108	1	28958602	28958663	62	+	384	420	193	166	179	188	"c(""AT1G77080.9"", ""AT1G77080.2"", ""AT1G77080.5"", ""AT1G77080.8"", ""AT1G77080.3"", ""AT1G77080.4"", ""AT1G77080.11"", ""AT1G77080.10"", ""AT1G77080.7"", ""AT1G77080.6"", ""AT1G77080.12"")"
AT1G77890+AT1G77910	E010	64.4914296089264	0.010573447724319	64.0542805221686	1.2103802650040602e-15	4.24750366842194e-13	14.1872581321594	8.93863214549867	-1.34762720375165	1	29293273	29293278	6	+	101	182	97	84	120	117	40	21	26	38	30	11	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"	AT1G77890+AT1G77910:E010	AT1G77890+AT1G77910	E010	17.5635628277896	0.0132881856908516	16.7231486405811	4.32500439111256e-05	0.0104879347968509	8.49323423413826	5.22476516212774	-1.41285733771468	1	29293273	29293278	6	+	27	28	15	11	7	17	"c(""AT1G77890.4"", ""AT1G77890.1"", ""AT1G77890.2"", ""AT1G77890.5"")"
AT1G77930	E006	179.649282430198	0.0030065665125051	91.3304251637733	1.2157685841159e-21	6.9570768678231e-19	16.4250652630741	21.8250523772533	0.845069068303269	1	29302164	29302248	85	+	100	152	85	73	140	102	253	218	195	296	389	129	AT1G77930.3	AT1G77930:E006	AT1G77930	E006	97.4987728011381	0.0032709315738411	16.2324441946779	5.60263516174014e-05	0.0129821985130729	12.518985076919	15.7856443905153	0.69147961735763	1	29302164	29302248	85	+	67	55	125	115	111	117	AT1G77930.3
AT1G78690	E006	26.94464229148	0.0191189455461603	57.4673815608583	3.43631010934751e-14	1.0412400034656099e-11	5.6140979175278	10.1955078094939	1.73039018923829	1	29597211	29597235	25	+	6	32	26	11	16	15	34	43	27	54	52	13	AT1G78690.3	AT1G78690:E006	AT1G78690	E006	11.1112811045197	0.0335152017326937	14.4634548473281	0.0001429053462313	0.0270367249973776	2.72071478121607	6.10274667152704	2.33824827278919	1	29597211	29597235	25	+	2	4	14	10	17	23	AT1G78690.3
AT1G79190	E012	46.2594114212464	0.0104399379567009	118.294057152422	1.49497416717916e-27	1.41607915523929e-24	6.55989040030613	13.0289382503865	1.99529457181669	1	29792211	29792228	18	+	21	22	23	17	31	11	81	63	54	84	108	30	AT1G79190.2	AT1G79190:E012	AT1G79190	E012	12.0201815987039	0.0171535524620019	21.6190897471177	3.32525726093144e-06	0.0012461918670799	2.08592241758016	6.02341111363579	3.06760453589987	1	29792211	29792228	18	+	1	2	12	16	19	26	AT1G79190.2
AT1G79270	E005	52.1831442131224	0.0185428378137186	21.8567485580023	2.93781548515291e-06	0.0002686432699095	9.18189197625151	12.4396743637263	0.884697161372738	1	29816511	29816515	5	+	39	37	20	42	41	62	53	46	67	91	95	34	AT1G79270.2	AT1G79270:E005	AT1G79270	E005	15.0717636418734	0.0627302109122048	13.3135656005885	0.0002634928203735	0.0422757568614239	3.11022818048784	7.10227191671403	2.3924940585603	1	29816511	29816515	5	+	5	3	13	27	28	15	AT1G79270.2
AT1G80260	E019	587.78491435109	0.0013428725016965	13.0477087719655	0.0003036556601326	0.0130344697326968	34.3152977673749	36.3401325409532	0.182422405529612	1	30180347	30180741	395	+	562	864	809	541	855	714	498	470	431	715	743	253	"c(""AT1G80260.3"", ""AT1G80260.1"", ""AT1G80260.2"")"	AT1G80260:E019	AT1G80260	E019	401.973921255409	0.0014570567101594	13.4108023065893	0.0002501793861956	0.0410378023102901	27.7514223183409	30.1531090880429	0.272613879132507	1	30180347	30180741	395	+	389	369	398	405	395	476	"c(""AT1G80260.3"", ""AT1G80260.1"", ""AT1G80260.2"")"
AT1G80780	E003	1397.46953497949	0.0005764935621466	660.299023438143	1.2861847005529901e-145	5.28081714353046e-141	44.2106497645298	54.7221489464857	0.73664594508446	1	30358296	30358378	83	+	739	1058	944	779	1098	992	1826	1497	1624	2365	2680	1005	AT1G80780.2	AT1G80780:E003	AT1G80780	E003	354.632309927821	0.0011785336610758	46.2822596443838	1.02386815094399e-11	1.47147700533649e-08	23.1129088252036	27.7969380389253	0.58959639057859	1	30358296	30358378	83	+	187	206	362	418	425	595	AT1G80780.2
AT1G80780	E004	10577.7584559851	0.0005597975969884	129.328616917787	5.7470490128768e-30	6.20953522028147e-27	105.955568529553	101.441986182604	-0.222790027117227	1	30358379	30359324	946	+	7937	11732	10767	9090	13188	12698	10583	8807	9816	14371	16111	5882	"c(""AT1G80780.2"", ""AT1G80780.3"", ""AT1G80780.1"")"	AT1G80780:E004	AT1G80780	E004	2219.96718523715	0.0005210689303619	22.7461336835527	1.84875722205613e-06	0.0007641464811333	56.397161319502	54.8455871183126	-0.118898075654981	1	30358379	30359324	946	+	1684	1891	2096	2289	2499	3122	"c(""AT1G80780.2"", ""AT1G80780.3"", ""AT1G80780.1"")"
AT2G01060	E007	101.496453123433	0.0066973195115337	141.13467980664	1.50346179738725e-32	2.07492888998742e-29	10.5644995315126	18.1469298076169	1.58731023438715	2	74586	74784	199	-	51	55	47	32	74	42	139	113	161	170	238	72	AT2G01060.2	AT2G01060:E007	AT2G01060	E007	29.423084899563	0.0121641906878823	14.9911859555335	0.0001080145060643	0.0216377089565029	5.6550722632055	9.0735615883976	1.37655330632487	2	74586	74784	199	-	11	12	37	27	40	57	AT2G01060.2
AT2G01130+AT2G01140	E006	396.308599552654	0.0070720074456071	21.3587373880852	3.80880926492723e-06	0.0003381234395662	31.1176456058653	27.6992026275001	-0.359815478415376	2	90046	90351	306	-	413	605	556	486	649	562	301	228	223	578	447	124	"c(""AT2G01130.2"", ""AT2G01130.1"")"	AT2G01130+AT2G01140:E006	AT2G01130+AT2G01140	E006	145.803607082899	0.0019213766770548	19.3575193055224	1.08391594116642e-05	0.0033293647061882	20.3007236389707	16.9872848062649	-0.544054591968736	2	90046	90351	306	-	167	176	122	130	129	154	"c(""AT2G01130.2"", ""AT2G01130.1"")"
AT2G01420	E008	458.747942987073	0.0014434875941359	126.487348041419	2.40530264832694e-29	2.48445072037755e-26	28.0882675980437	34.3559108688649	0.62788457948856	2	182005	182016	12	-	306	525	427	329	438	436	605	484	466	574	745	251	"c(""AT2G01420.3"", ""AT2G01420.2"")"	AT2G01420:E008	AT2G01420	E008	268.819064268843	0.0081538420600914	15.3564842687447	8.90149027827817e-05	0.0185985760697507	20.3848805228233	25.3781893942497	0.687158121663456	2	182005	182016	12	-	160	176	293	375	323	296	"c(""AT2G01420.3"", ""AT2G01420.2"")"
AT2G01930	E003	206.014815867164	0.0054974647300844	22.1456038013604	2.52734049183618e-06	0.0002350340790799	23.3213655210337	19.8255566720261	-0.486734082547768	2	428706	428900	195	-	216	283	200	181	302	220	223	161	187	205	257	110	"c(""AT2G01930.2"", ""AT2G01930.1"")"	AT2G01930:E003	AT2G01930	E003	39.8083933195661	0.0113416006064884	20.4133803350908	6.23920361825067e-06	0.0020973899682536	12.2336975435925	8.16653304933631	-1.18637438243989	2	428706	428900	195	-	59	52	36	21	30	41	"c(""AT2G01930.2"", ""AT2G01930.1"")"
AT2G02080	E006	109.784667364916	0.008495084985517	227.580340504744	2.00928649006237e-51	8.2497284708981e-48	9.67241994599638	20.1665322736717	2.15785020952381	2	520977	520980	4	-	28	59	46	47	59	40	135	130	160	283	210	87	"c(""AT2G02080.6"", ""AT2G02080.2"")"	AT2G02080:E006	AT2G02080	E006	45.7309588978856	0.0087676900791442	48.4621935479653	3.36718126897807e-12	5.07188153988416e-09	5.68354274993966	11.7311510463065	2.11668153377121	2	520977	520980	4	-	12	12	52	49	71	91	"c(""AT2G02080.6"", ""AT2G02080.2"")"
AT2G02370	E004	27.8734999552571	0.0313117910825557	80.0569594397711	3.63770636395425e-19	1.72169392381826e-16	3.97872479786426	10.0936938805831	2.69657954743883	2	621366	621374	9	+	6	10	5	7	12	2	39	39	70	48	48	22	"c(""AT2G02370.2"", ""AT2G02370.3"")"	AT2G02370:E004	AT2G02370	E004	14.3223313327	0.0442854620342035	19.133858891792	1.21863709524512e-05	0.0036501326624156	1.80175816049677	6.27817352508842	3.61073013113337	2	621366	621374	9	+	0	2	18	20	13	39	"c(""AT2G02370.2"", ""AT2G02370.3"")"
AT2G02370	E005	84.0855001396282	0.0130561850721557	190.759087792057	2.17090225969163e-43	6.042908812096209e-40	7.55271285276169	17.2905580089973	2.41909059280753	2	621375	621820	446	+	18	38	19	28	40	9	145	97	140	152	209	70	AT2G02370.3	AT2G02370:E005	AT2G02370	E005	37.0383064422246	0.0193022902253272	15.6931236940458	7.44945026738293e-05	0.0161406816498765	5.68945756536331	9.65823068852463	1.54182057408323	2	621375	621820	446	+	11	9	38	52	40	84	AT2G02370.3
