groupID_x	featureID_x	exonBaseMean_x	dispersion_x	stat_x	pvalue_x	padj_x	Col_0_x	fio1	log2fold_fio1_Col_0	genomicData.seqnames_x	genomicData.start_x	genomicData.end_x	genomicData.width_x	genomicData.strand_x	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts_x	uniqueID	groupID_y	featureID_y	exonBaseMean_y	dispersion_y	stat_y	pvalue_y	padj_y	Col_0_y	fio1.1	fio1.5	log2fold_fio1.1_Col_0	log2fold_fio1.5_Col_0	genomicData.seqnames_y	genomicData.start_y	genomicData.end_y	genomicData.width_y	genomicData.strand_y	countData.Sun_Col.0_1.bam	countData.Sun_Col.0_2.bam	countData.Sun_fio1.1_1.bam	countData.Sun_fio1.1_2.bam	countData.Sun_fio1.5_1.bam	countData.Sun_fio1.5_2.bam	transcripts_y
AT2G04790	E008	38.905894966296	0.0168195910402564	44.7621228885547	2.2248517700597798e-11	9.759471207350811e-09	12.7446629349185	6.39311909884805	-1.99991861957788	2	1679887	1679909	23	+	56	54	55	14	27	16	"c(""AT2G04790.11"", ""AT2G04790.9"", ""AT2G04790.4"", ""AT2G04790.6"", ""AT2G04790.12"", ""AT2G04790.3"", ""AT2G04790.5"", ""AT2G04790.16"", ""AT2G04790.7"")"	AT2G04790:E008	AT2G04790	E008	27.7751732613248	0.006885129863761	51.9642557680411	5.201220095982799e-12	1.397370175209e-09	11.3880465324027	5.8427254575729	5.86447057885573	-1.93116413246976	-1.92043059313029	2	1679887	1679909	23	+	47	61	17	12	7	21	"c(""AT2G04790.11"", ""AT2G04790.9"", ""AT2G04790.4"", ""AT2G04790.6"", ""AT2G04790.12"", ""AT2G04790.3"", ""AT2G04790.5"", ""AT2G04790.16"", ""AT2G04790.7"")"
AT2G05310	E002	657.321381772513	0.0009681532249412	33.001631485251	9.208156928723581e-09	2.74510355974161e-06	37.0820878734603	41.7035067193372	0.366375396225585	2	1933536	1933847	312	-	444	651	711	832	772	625	AT2G05310.2	AT2G05310:E002	AT2G05310	E002	767.051361405176	0.0002117138995784	18.7653041762239	8.41716755576246e-05	0.0028168499259583	39.7225731071777	42.3596604144666	42.7468440167964	0.197878194113398	0.226019971934289	2	1933536	1933847	312	-	625	621	875	820	730	986	AT2G05310.2
AT2G06025	E005	54.2715851594776	0.0075923487431063	15.7692848969034	7.15547881364142e-05	0.0073251503355381	12.9122175989162	9.58946610491341	-0.864157289651324	2	2350017	2350115	99	+	59	87	73	41	38	22	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"	AT2G06025:E005	AT2G06025	E005	30.6553307838937	0.0250962321510112	28.4236314511105	6.7280134743973e-07	5.21534934337237e-05	12.2496580222418	5.90318625894687	6.72713447339842	-2.11304300743123	-1.73544182390701	2	2350017	2350115	99	+	47	66	15	14	13	29	"c(""AT2G06025.4"", ""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT2G06025	E006	15.1083278590945	0.0118626541294367	17.506613619003	2.86309996629032e-05	0.0034748753978225	7.3033696824485	4.16942772156057	-1.62018329782098	2	2350116	2350118	3	+	17	24	29	7	9	3	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"	AT2G06025:E006	AT2G06025	E006	10.8057467270742	0.019113038875683	32.2587377802969	9.88790065663874e-08	1.00454522392869e-05	7.75304667563154	2.45238149804737	4.03374338294958	-3.32430341098661	-1.88783550240409	2	2350116	2350118	3	+	21	24	1	4	4	11	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"")"
AT2G06025	E007	26.9746969781062	0.0086545608972007	18.2834235187309	1.90356401277998e-05	0.0024746332166139	9.40937757779739	6.12730791174641	-1.24160154826572	2	2350119	2350201	83	+	33	35	48	11	16	14	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"", ""AT2G06025.5"", ""AT2G06025.6"", ""AT2G06025.7"")"	AT2G06025:E007	AT2G06025	E007	22.6719104229404	0.0073865145151025	37.7715206080477	6.280851327037191e-09	8.77523022473103e-07	10.3982006308654	5.37051525262672	5.62386474671132	-1.91100872227947	-1.77784407485906	2	2350119	2350201	83	+	44	37	9	15	14	15	"c(""AT2G06025.2"", ""AT2G06025.1"", ""AT2G06025.3"", ""AT2G06025.5"", ""AT2G06025.6"", ""AT2G06025.7"")"
AT2G06025	E015	122.013568571125	0.0124987746404271	19.4896777380566	1.011447812853e-05	0.0014512858196945	14.9033751461145	20.4303453435442	0.925081369742976	2	2351549	2351671	123	+	49	114	137	141	167	156	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"	AT2G06025:E015	AT2G06025	E015	209.272121562843	0.001282149186049	61.0387782298624	5.56669870977735e-14	2.0727305394954e-11	18.03037539773	24.5684014928123	23.4056743284659	0.9088778642704	0.765759126215207	2	2351549	2351671	123	+	108	138	236	278	249	263	"c(""AT2G06025.2"", ""AT2G06025.5"", ""AT2G06025.3"")"
AT2G07360	E025	240.126315527252	0.0013570921548574	14.7824128967477	0.0001206555443504	0.0110790943326079	25.8792301055022	22.8115196140145	-0.375452425387861	2	3055786	3056005	220	-	196	237	298	253	250	220	"c(""AT2G07360.1"", ""AT2G07360.2"")"	AT2G07360:E025	AT2G07360	E025	177.087291436133	0.002916605433763	24.2289282748227	5.47967844080444e-06	0.0003071302706942	21.7187795061088	17.3650288042269	22.2020175408561	-0.655376694971364	0.0647244258750197	2	3055786	3056005	220	-	187	166	110	123	212	299	"c(""AT2G07360.1"", ""AT2G07360.2"")"
AT2G09545+AT2G44798	E026	1.84483091191746	0.0928278165666532	14.7971817533748	0.0001197142763829	0.0110058280557348	0.0104340106419158	3.41739065286652	16.7118110601266	2	18469583	18470769	1187	-	0	0	0	4	4	4	AT2G44798.10	AT2G09545+AT2G44798:E026	AT2G09545+AT2G44798	E026	11.3025916351889	0.0236927417162085	50.2647913895105	1.21657596663866e-11	3.09502575021841e-09	0.997130628622415	6.67579262350628	6.92317040782183	5.48870166566409	5.59388457528065	2	18469583	18470769	1187	-	1	0	16	19	10	25	AT2G44798.10
AT2G11225	E001	387.957365953671	0.0005562412029697	18.0794211998872	2.11879074419515e-05	0.0027018101574441	29.2201961369936	32.2234361221757	0.296306180465495	2	4478424	4478511	88	+	284	400	452	440	423	367	AT2G11225.1	AT2G11225:E001	AT2G11225	E001	170.153214813104	0.0058125249328121	14.3437871036371	0.0007678673571183	0.0156872366208676	19.4986053511457	17.8348638555329	22.6283307326925	-0.26094179377872	0.437154803339907	2	4478424	4478511	88	+	139	184	125	102	230	274	AT2G11225.1
AT2G16930	E004	35.6920725747473	0.0123843731215527	83.7884775184798	5.50648193781752e-20	5.3170451063718505e-17	5.03320089702135	13.1377510777507	2.77962739119924	2	7341211	7341247	37	+	11	9	12	75	77	45	"c(""AT2G16930.1"", ""AT2G16930.4"", ""AT2G16930.3"")"	AT2G16930:E004	AT2G16930	E004	75.9006622086626	0.0169645708870887	47.0993319261286	5.92256753358301e-11	1.33415182827729e-08	7.91409021590732	15.4928460494327	16.1281098761708	1.94851242236458	2.06562806543894	2	7341211	7341247	37	+	15	38	93	96	101	127	"c(""AT2G16930.1"", ""AT2G16930.4"", ""AT2G16930.3"")"
AT2G17500	E004	51.8131596376526	0.0046163875377499	27.1532591017901	1.87948090511163e-07	4.23103670618459e-05	13.4106128334161	9.46744376520496	-1.01156805285025	2	7606824	7606870	47	+	51	62	69	55	45	28	"c(""AT2G17500.2"", ""AT2G17500.1"")"	AT2G17500:E004	AT2G17500	E004	24.2785829513006	0.0535352256839431	11.9069051900537	0.0025968591198816	0.0383974718211622	10.4656263459404	5.91532437296667	6.03949329635267	-1.65058908401331	-1.59056235964567	2	7606824	7606870	47	+	43	38	20	6	16	22	"c(""AT2G17500.2"", ""AT2G17500.1"")"
AT2G17970	E005	43.8585801299092	0.0080898531505297	15.3363716402774	8.9967573568555e-05	0.0088598224408834	8.21460759782516	11.4276947319927	0.957378744444305	2	7819426	7819511	86	-	12	13	32	73	91	60	"c(""AT2G17970.8"", ""AT2G17970.6"", ""AT2G17970.4"")"	AT2G17970:E005	AT2G17970	E005	51.268916346413	0.0038822553343201	26.4441929164541	1.81015793746199e-06	0.0001202117266468	7.30157030534096	11.8847195001233	11.5572724750835	1.41076565167863	1.32970617810071	2	7819426	7819511	86	-	7	21	65	72	71	80	"c(""AT2G17970.8"", ""AT2G17970.6"", ""AT2G17970.4"")"
AT2G18960	E019	10747.1822405608	8.46107593929117e-05	22.6032562691743	1.99146790960445e-06	0.0003478159108211	116.154406596904	118.286228234919	0.0861772007074215	2	8227172	8227622	451	+	6781	9851	10307	13329	13861	11997	"c(""AT2G18960.1"", ""AT2G18960.3"", ""AT2G18960.2"")"	AT2G18960:E019	AT2G18960	E019	5244.18208385004	4.78972843910913e-05	182.485751788241	2.3644083597607698e-40	6.59480779704475e-37	94.6548171309825	98.2963489553737	91.3720564100461	0.146996928737478	-0.135090677612412	2	8227172	8227622	451	+	4808	5071	5426	5462	4885	6028	"c(""AT2G18960.1"", ""AT2G18960.3"", ""AT2G18960.2"")"
AT2G20570	E008	1086.75216789432	0.001475345554794	18.0349800858738	2.16882972996823e-05	0.0027541805495618	44.628551894432	49.0388112926022	0.302890966860611	2	8857367	8857756	390	+	1146	1516	1861	669	681	554	"c(""AT2G20570.1"", ""AT2G20570.2"", ""AT2G20570.3"")"	AT2G20570:E008	AT2G20570	E008	727.63622627453	0.0005383961911636	12.3372548617284	0.0020941083372945	0.0329715508714223	40.9565834258666	42.0050300598777	39.0728346962952	0.0779206160641195	-0.14451072981173	2	8857367	8857756	390	+	696	658	747	777	664	855	"c(""AT2G20570.1"", ""AT2G20570.2"", ""AT2G20570.3"")"
AT2G21195	E002	130.333972428047	0.0023185359569535	15.864614939126	6.80390359992716e-05	0.0070343657892041	16.0601765294044	18.9976534836593	0.492542121122896	2	9083262	9083338	77	+	68	55	116	195	193	185	"c(""AT2G21195.2"", ""AT2G21195.3"")"	AT2G21195:E002	AT2G21195	E002	166.550282158579	0.0060922187262138	12.8572453584057	0.0016146732266775	0.027237800858995	16.9046792065946	21.2663651668229	20.3873943271725	0.67195053593293	0.548037637477571	2	9083262	9083338	77	+	83	102	217	210	153	256	"c(""AT2G21195.2"", ""AT2G21195.3"")"
AT2G21370	E011	69.9520597620252	0.0028989669538171	16.1259906541035	5.92650998269336e-05	0.0062751522596062	11.5400848275791	14.5114324676364	0.667000360541609	2	9139586	9139589	4	-	35	58	43	106	100	93	"c(""AT2G21370.3"", ""AT2G21370.2"")"	AT2G21370:E011	AT2G21370	E011	41.7828792212639	0.0036579090592607	17.2496796265873	0.0001795889708875	0.0050910968971485	8.11404940595909	9.47040735755985	11.6304166913716	0.447394293642514	1.04284999149443	2	9139586	9139589	4	-	24	18	35	42	64	78	"c(""AT2G21370.3"", ""AT2G21370.2"")"
AT2G21385+AT2G21390	E005	54.5626449279701	0.0033089112581357	33.8469658826207	5.96220030388748e-09	1.83442206945059e-06	9.30004603783533	13.7177422715126	1.12925681895724	2	9149977	9150091	115	+	24	40	32	79	87	79	AT2G21385.5	AT2G21385+AT2G21390:E005	AT2G21385+AT2G21390	E005	27.8145537682127	0.0046636153042187	13.7509611555218	0.0010328011780856	0.0196573073852859	6.22467061000424	9.04255014930351	9.45269773451005	1.07996386339091	1.20839735500055	2	9149977	9150091	115	+	17	19	28	33	31	43	AT2G21385.5
AT2G21590	E006	25.9627232178635	0.019697998397925	15.2932602925673	9.20443290003839e-05	0.0090067341181828	5.37231634614668	8.95152643111032	1.47711005992069	2	9238762	9238931	170	+	5	12	6	51	62	32	"c(""AT2G21590.2"", ""AT2G21590.4"")"	AT2G21590:E006	AT2G21590	E006	40.179352089537	0.0034119106522442	22.2760823153908	1.45482309243336e-05	0.0006898874538418	10.4435335148668	7.30856784415457	10.7327360322073	-1.03313134328758	0.0791716158773612	2	9238762	9238931	170	+	20	27	27	26	68	87	"c(""AT2G21590.2"", ""AT2G21590.4"")"
AT2G22570	E004	14.1776234692871	0.0160197140767923	24.3578834547247	7.99986860233042e-07	0.0001539122589618	4.0018990255019	7.8104572699701	1.93289469357915	2	9589983	9590080	98	-	4	10	6	22	27	21	AT2G22570.2	AT2G22570:E004	AT2G22570	E004	48.2114417520327	0.0046373572464097	57.4435567446571	3.35961987990288e-13	1.10835666085243e-10	6.69244923269181	11.8528253786774	13.1387874445921	1.65480822111811	1.9538762416102	2	9589983	9590080	98	-	22	15	51	66	59	86	AT2G22570.2
AT2G22990	E019	141.478182538607	0.0012609875154223	30.8362121885596	2.80749739739278e-08	7.65604041601623e-06	16.6653360855644	20.78663133233	0.649408879373736	2	9789747	9789750	4	+	125	177	175	127	130	115	"c(""AT2G22990.5"", ""AT2G22990.3"", ""AT2G22990.2"", ""AT2G22990.4"")"	AT2G22990:E019	AT2G22990	E019	95.1749166259705	0.0015814344880278	50.3961661819826	1.1392303831740199e-11	2.90789976973701e-09	11.5462611053863	15.4900586270067	17.6940083864113	0.854022205629112	1.242100536902	2	9789747	9789750	4	+	41	61	98	98	129	164	"c(""AT2G22990.5"", ""AT2G22990.3"", ""AT2G22990.2"", ""AT2G22990.4"")"
AT2G22990	E020	42.4764785892053	0.0071049702106646	27.8638126871374	1.30161518612821e-07	3.05094625230937e-05	8.38730195628978	12.7412741780462	1.21351097889473	2	9789751	9789752	2	+	36	44	39	46	56	36	AT2G22990.3	AT2G22990:E020	AT2G22990	E020	60.4056797184946	0.0024861170690215	51.8559652576511	5.49060520473858e-12	1.46740728578071e-09	9.50475078603486	10.6397783022074	15.3292335128488	0.326822725765591	1.3875264632114	2	9789751	9789752	2	+	28	41	49	43	101	118	AT2G22990.3
AT2G23980	E005	38.6876675073223	0.0063048879067007	32.1466956338154	1.42959630633614e-08	4.08726109705377e-06	7.40526472528259	11.8847184837697	1.37159163704123	2	10202912	10202980	69	-	16	25	20	68	67	48	"c(""AT2G23980.3"", ""AT2G23980.7"", ""AT2G23980.2"", ""AT2G23980.8"")"	AT2G23980:E005	AT2G23980	E005	113.16903420456	0.021184135770778	23.70014198947	7.13804952476736e-06	0.0003844872280184	11.429212874558	18.1846106577836	18.4542234944321	1.3515908617528	1.3946295017442	2	10202912	10202980	69	-	61	35	108	156	147	193	"c(""AT2G23980.3"", ""AT2G23980.7"", ""AT2G23980.2"", ""AT2G23980.8"")"
AT2G23985	E009	37.8243887079244	0.0064632263026242	39.7165496858133	2.93626782724082e-10	1.10491470469677e-07	7.20273056807503	12.1495775031937	1.51591772172119	2	10205475	10205501	27	+	15	23	26	49	56	67	"c(""AT2G23985.5"", ""AT2G23985.25"", ""AT2G23985.13"", ""AT2G23985.21"", ""AT2G23985.10"", ""AT2G23985.6"", ""AT2G23985.22"", ""AT2G23985.3"", ""AT2G23985.11"", ""AT2G23985.14"", ""AT2G23985.12"", ""AT2G23985.20"")"	AT2G23985:E009	AT2G23985	E009	27.9993990821809	0.0043939459458843	17.7555834837361	0.0001394517713083	0.0041930102762297	6.26209063895678	8.51166690578518	9.74435160206576	0.887525562280686	1.27908175344918	2	10205475	10205501	27	+	17	17	26	28	44	40	"c(""AT2G23985.5"", ""AT2G23985.25"", ""AT2G23985.13"", ""AT2G23985.21"", ""AT2G23985.10"", ""AT2G23985.6"", ""AT2G23985.22"", ""AT2G23985.3"", ""AT2G23985.11"", ""AT2G23985.14"", ""AT2G23985.12"", ""AT2G23985.20"")"
AT2G24270	E015	2313.86021123057	0.0011845932765639	14.5710965528579	0.0001349689728357	0.0120422749780918	65.2760355867046	69.8340728058039	0.239856810528318	2	10329619	10329721	103	-	1361	1888	1996	2969	3094	2964	AT2G24270.1	AT2G24270:E015	AT2G24270	E015	413.974941673143	0.0005650997284245	45.9966330671924	1.0279169710852001e-10	2.16903206143461e-08	27.9586119139196	30.0539530358208	33.6916167952456	0.215542210068957	0.558581316737355	2	10329619	10329721	103	-	248	261	421	363	548	732	AT2G24270.1
AT2G25450	E003	6928.5727466184	0.0003962053358659	13.0309236127782	0.000306389405621	0.0225884553818974	101.382543095667	99.4173979791269	-0.0839352213141371	2	10831061	10831655	595	-	6721	9093	9884	5294	5501	4769	AT2G25450.1	AT2G25450:E003	AT2G25450	E003	11458.7774350268	0.0001246418410459	38.9924894312704	3.4110532729865704e-09	5.11511278979254e-07	121.447873446167	119.973704212902	123.070697597925	-0.0538425579235025	0.0589922335877304	2	10831061	10831655	595	-	16424	17056	6446	6496	10134	12700	AT2G25450.1
AT2G25740	E002	119.518966513406	0.0054699735627073	55.8139290638648	7.96650940215851e-14	4.48021314473771e-11	10.6798367351462	17.6878840596936	1.47096192651272	2	10980345	10980620	276	+	24	27	24	260	218	213	AT2G25740.2	AT2G25740:E002	AT2G25740	E002	178.612317154638	0.009510623889783	54.867168049656	1.21827642212993e-12	3.63600997691177e-10	11.2166840948142	20.2542812301323	21.7378033809095	1.72165821712766	1.92922502522169	2	10980345	10980620	276	+	31	22	174	247	316	325	AT2G25740.2
AT2G25910	E004	39.7881413689086	0.0046756066355526	40.6323625434044	1.83738232354209e-10	7.17412181895966e-08	12.2113259687054	7.44022218876773	-1.43679019585811	2	11049623	11049625	3	-	39	55	69	20	25	28	AT2G25910.2	AT2G25910:E004	AT2G25910	E004	21.2257846801266	0.0076464808368911	29.1670954889664	4.63922769098052e-07	3.83864812924789e-05	10.038551734476	5.57797784357103	5.8841557932503	-1.69952095681773	-1.54513053550375	2	11049623	11049625	3	-	32	34	13	14	11	24	AT2G25910.2
AT2G26590	E016	69.262469739248	0.0053554478030316	13.5812547121004	0.0002284554798097	0.0181741221737996	14.7915225286936	11.7107958204029	-0.68011519889393	2	11314985	11314986	2	-	52	98	77	68	60	64	"c(""AT2G26590.3"", ""AT2G26590.2"")"	AT2G26590:E016	AT2G26590	E016	42.8933348505625	0.0036371065564038	23.9038232561578	6.44689700069418e-06	0.0003530855698994	12.5119321513526	8.37000369276916	9.33089047885647	-1.16503174419881	-0.85047069825346	2	11314985	11314986	2	-	55	67	25	30	36	46	"c(""AT2G26590.3"", ""AT2G26590.2"")"
AT2G26590	E017	69.7192107969232	0.005890410444219	12.7256567566958	0.0003606731753562	0.025624318654533	14.8225799454966	11.7710020699551	-0.671333279396583	2	11314987	11315019	33	-	52	99	77	70	60	64	AT2G26590.3	AT2G26590:E017	AT2G26590	E017	43.2472859678264	0.0035966933766683	22.722215764956	1.16394789259135e-05	0.0005737679640452	12.5119543250041	8.52039322970228	9.33089444019916	-1.11350581393726	-0.85047461469141	2	11314987	11315019	33	-	55	67	26	31	36	46	AT2G26590.3
AT2G27340	E003	94.6635092705033	0.0078193702292061	18.2679167229675	1.91912314426595e-05	0.0024920146460677	12.6273825604017	16.7667312024279	0.827404913913727	2	11697164	11697448	285	+	50	37	59	155	152	137	AT2G27340.2	AT2G27340:E003	AT2G27340	E003	101.884578695667	0.0015173070131256	29.5037572819546	3.92049142702133e-07	3.30999949286535e-05	12.2109565060809	16.1035038441818	16.5015905488989	0.804792772123529	0.876006548213499	2	11697164	11697448	285	+	32	52	134	110	141	159	AT2G27340.2
AT2G28060	E007	18.1019149166309	0.0137224427169532	12.5892735473348	0.0003879669109578	0.0269644906470589	7.93740228404388	5.13301319206704	-1.26053281876504	2	11952027	11952042	16	-	19	34	21	10	10	12	"c(""AT2G28060.4"", ""AT2G28060.2"", ""AT2G28060.3"")"	AT2G28060:E007	AT2G28060	E007	15.0908231084413	0.0108730381340425	14.7745619919435	0.0006190769398629	0.0132713970146183	7.54167030996783	4.61650889300205	4.81725856404239	-1.41823024047253	-1.29529998593014	2	11952027	11952042	16	-	29	27	7	9	4	14	"c(""AT2G28060.4"", ""AT2G28060.2"", ""AT2G28060.3"")"
AT2G28550	E007	66.2756321344828	0.0045386873882319	81.0297987762945	2.22339613972101e-19	2.04405993611597e-16	9.60247992876216	16.8877133986878	1.64376700184263	2	12226862	12226968	107	-	42	53	49	103	89	73	"c(""AT2G28550.2"", ""AT2G28550.4"")"	AT2G28550:E007	AT2G28550	E007	25.4074453104267	0.0076370159599182	16.098066907325	0.000319410498378	0.008020868704238	6.13069785081524	9.84020294013987	7.68177833028653	1.36871533645846	0.652022897188218	2	12226862	12226968	107	-	21	15	27	35	27	28	"c(""AT2G28550.2"", ""AT2G28550.4"")"
AT2G28550	E008	73.3421560600906	0.0027052255715359	104.556906885439	1.52742925409098e-24	1.95421844483823e-21	10.0804036620914	17.7780981413639	1.6535116672909	2	12226969	12227013	45	-	45	59	55	108	102	84	"c(""AT2G28550.6"", ""AT2G28550.3"", ""AT2G28550.2"", ""AT2G28550.4"")"	AT2G28550:E008	AT2G28550	E008	40.268507080096	0.0113482465372113	28.4680393412185	6.58027133197199e-07	5.11374419428822e-05	6.70187441759401	11.9752173457147	11.0064085861026	1.6805511699756	1.4358422685395	2	12226969	12227013	45	-	26	17	41	51	44	70	"c(""AT2G28550.6"", ""AT2G28550.3"", ""AT2G28550.2"", ""AT2G28550.4"")"
AT2G28550	E009	59.7853215319256	0.0037404860761055	63.3984835278849	1.6884795193719001e-15	1.11258480948141e-12	9.47181663118988	15.6117017153774	1.4536246709658	2	12227014	12227119	106	-	44	49	47	77	89	60	"c(""AT2G28550.6"", ""AT2G28550.2"")"	AT2G28550:E009	AT2G28550	E009	17.7271573324607	0.0091390066356103	19.1234792200671	7.03702752846201e-05	0.0024401497401248	4.33575684784643	8.1042759915041	7.18214710512865	1.80752299241206	1.45816781499266	2	12227014	12227119	106	-	10	8	19	23	25	23	"c(""AT2G28550.6"", ""AT2G28550.2"")"
AT2G29290	E008	341.021007878956	0.0007219869400226	17.1644911065328	3.42784346841903e-05	0.0040204492567331	27.0785139334598	29.9045075141284	0.298678113795717	2	12587743	12588174	432	+	295	419	491	272	308	266	AT2G29290.2	AT2G29290:E008	AT2G29290	E008	194.87803934508	0.00182285114271	16.2296088499551	0.0002990785156262	0.0076200695512647	23.7631335743755	19.996116318698	20.8140873828148	-0.507555227174298	-0.389940389593354	2	12587743	12588174	432	+	218	215	156	163	216	208	AT2G29290.2
AT2G30600	E022	500.995590333353	0.0007785377813361	12.0057357155658	0.0005303707011161	0.0337314887085159	32.3255751129294	34.897323161073	0.233987635880993	2	13041257	13041684	428	+	460	698	794	382	394	275	"c(""AT2G30600.4"", ""AT2G30600.5"", ""AT2G30600.3"", ""AT2G30600.1"", ""AT2G30600.2"")"	AT2G30600:E022	AT2G30600	E022	3098.7686583132	0.0002476752530711	31.6267634802966	1.35623694277059e-07	1.32857525186887e-05	78.0461151303444	78.1785485637904	74.7629494910426	0.0060393028783583	-0.151882521256756	2	13041257	13041684	428	+	2528	2510	3458	3256	3242	3788	"c(""AT2G30600.4"", ""AT2G30600.5"", ""AT2G30600.3"", ""AT2G30600.1"", ""AT2G30600.2"")"
AT2G30950	E012	292.410598340308	0.0042525097830649	12.6139328391175	0.0003828820668862	0.0267442601133091	24.7946291967101	28.9429066513042	0.463336585669421	2	13177065	13177223	159	+	181	282	302	378	406	260	AT2G30950.1	AT2G30950:E012	AT2G30950	E012	1413.25150461018	0.0002992352094666	66.0348634267205	4.5783775175366e-15	1.99531415186142e-12	56.032229373656	57.5589130793996	50.7771246889452	0.0873924220312965	-0.31605494085667	2	13177065	13177223	159	+	1544	1555	1488	1496	1045	1317	AT2G30950.1
AT2G31450+AT2G31440	E015	168.073768050556	0.0014218516980917	10.992204767108	0.0009149590149728	0.0498664031128071	19.2635401690747	21.72439684118	0.354590732321148	2	13401987	13402124	138	-	93	154	170	222	240	166	"c(""AT2G31450.2"", ""AT2G31450.1"")"	AT2G31450+AT2G31440:E015	AT2G31450+AT2G31440	E015	111.717033028895	0.0094839680856575	11.8364169781533	0.0026900150540669	0.039395174165555	14.1899799452448	18.5426875772233	16.1173804199637	0.780219142315004	0.370878606733008	2	13401987	13402124	138	-	79	86	141	146	76	150	"c(""AT2G31450.2"", ""AT2G31450.1"")"
AT2G32487	E004	37.1991356714145	0.0118213937687578	25.0630853226169	5.54849433843966e-07	0.0001115000439503	7.75370987889752	11.8981381521022	1.24179639987527	2	13791980	13792018	39	+	26	28	33	44	47	49	AT2G32487.2	AT2G32487:E004	AT2G32487	E004	14.621674663323	0.0143011850139015	17.5362713855828	0.0001556134216123	0.0045696846393296	3.84319668090529	7.82509576458733	5.98820641765005	2.05430305148333	1.28085983866906	2	13791980	13792018	39	+	3	10	15	13	22	29	AT2G32487.2
AT2G32700	E022	137.283948274097	0.0014279855067423	23.4970995454364	1.25102223281286e-06	0.0002291998131309	19.9658144027202	16.4041345787787	-0.576848288221891	2	13870117	13870122	6	+	130	181	193	113	97	104	"c(""AT2G32700.1"", ""AT2G32700.5"", ""AT2G32700.2"", ""AT2G32700.3"", ""AT2G32700.4"", ""AT2G32700.7"")"	AT2G32700:E022	AT2G32700	E022	80.3729805117771	0.0081774257911236	14.8302722046607	0.0006020704443369	0.012990326101823	16.0274044935408	11.6686328081976	12.8832787113631	-0.922816572113435	-0.635356702671415	2	13870117	13870122	6	+	120	122	36	62	67	75	"c(""AT2G32700.1"", ""AT2G32700.5"", ""AT2G32700.2"", ""AT2G32700.3"", ""AT2G32700.4"", ""AT2G32700.7"")"
AT2G32830	E001	28.4990148218237	0.0119981551438981	14.8195664633037	0.0001183016969737	0.0109283150038389	8.88096611822593	8.15170291520096	-0.24818257108254	2	13927606	13928605	1000	-	18	24	32	38	36	28	AT2G32830.1	AT2G32830:E001	AT2G32830	E001	43.0229472175685	0.0103502622526149	19.5140640550387	5.78861719971424e-05	0.0020925893141489	10.2022466669481	10.1442025914411	9.60482684088689	-0.0165314382954973	-0.174798033237521	2	13927606	13928605	1000	-	70	50	32	34	26	46	AT2G32830.1
AT2G33770	E001	1476.63754119394	0.0003148656190796	11.1491174749192	0.0008407165959683	0.0467663836880517	55.5155761094054	57.3734890316626	0.110554693098186	2	14277558	14278018	461	-	1033	1536	1515	1761	1670	1507	AT2G33770.1	AT2G33770:E001	AT2G33770	E001	1001.25847995221	0.0008270954328799	33.2422295628232	6.04702226055798e-08	6.62133830765994e-06	48.3306754931836	48.43078975879	43.8292802806645	0.0065234839259034	-0.305798455866489	2	14277558	14278018	461	-	676	761	1158	1108	1077	1314	AT2G33770.1
AT2G34410+AT2G08665	E003	77.8316478083808	0.0035004998161751	27.516821727963	1.55734083209104e-07	3.57931943040326e-05	16.1761445437737	12.0618783262673	-0.855720733434432	2	14518406	14518751	346	+	56	88	112	77	61	79	"c(""AT2G34410.3"", ""AT2G34410.2"", ""AT2G34410.1"")"	AT2G34410+AT2G08665:E003	AT2G34410+AT2G08665	E003	82.674771692714	0.023456011908843	17.8285586068129	0.0001344552264208	0.0040763317123161	18.2910281373961	11.7645534298707	12.998488784871	-1.2847595264782	-0.995190910538192	2	14518406	14518751	346	+	82	91	47	83	80	125	"c(""AT2G34410.3"", ""AT2G34410.2"", ""AT2G34410.1"")"
AT2G35390	E004	819.105495707525	0.00057840768425	13.393688413636	0.0002524724230616	0.0196164428707746	44.3503680318114	41.6905095587717	-0.195676164791198	2	14895279	14895708	430	-	443	625	736	1176	1148	964	"c(""AT2G35390.4"", ""AT2G35390.3"", ""AT2G35390.1"", ""AT2G35390.2"")"	AT2G35390:E004	AT2G35390	E004	1262.15359812601	0.0025323264967514	16.0819503785497	0.0003219947910948	0.0080639736179842	54.9447158916182	52.617494853407	48.6090317934137	-0.139098343650327	-0.390846708295028	2	14895279	14895708	430	-	969	1057	1600	1482	1122	1363	"c(""AT2G35390.4"", ""AT2G35390.3"", ""AT2G35390.1"", ""AT2G35390.2"")"
