	SRR15236521	SRR15236522	SRR15236523	ERR9081509	ERR9081510	ERR9081511	ERR9081512	ERR9081513	ERR9081514	SRR14214602	SRR14214603	SRR14214604	SRR14214605	CRR341295	CRR341296
AT1G07780;A3:1:2412219-2412610:2411929-2412610:-	0.264785102453191	0.07121808586192	0.638037340183459	0	0.379572135757412	0.145703389792797	0	0.228141449169258	0.475770908475764	0.228623643135213	0.405706580908061	0.257426068127594	0	0	1
AT1G07780;A3:1:2412219-2412610:2412216-2412610:-	0.216826174964531	0.2215294720161	0.198562968354417	0.127096823792578	0.150081147216856	0.16381208273432	0.146798156668974	0.152676120678607	0.279848538600421	0.173011434798526	0.241911365432955	0.155553885049483	0.205084936929361	0.10449354939116	0.0877013964252434
AT1G07780;A5:1:2411541-2411824:2411541-2412610:-	0	1	1	0.741242038216561	0.855808880405567	0.603445384876281	0.807447886945722	0.927401054837972	0.92419326812466	0.816101385240826	0.847879592934538	1	1	1	nan
AT1G07780;A5:1:2411929-2412194:2411929-2412610:-	0.150290841516559	0	0	0	0	0	0	0	0	0	0	0.599204932121859	0	0	1
AT1G07780;A5:1:2412219-2412548:2412219-2412610:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G07780;RI:1:2409882:2410577-2410733:2410896:-	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	nan	nan	nan	nan	nan
AT1G07780;RI:1:2410102:2410577-2410733:2410896:-	0	0.0450445896433716	0.0230231958207229	0.0657696116636776	0.045355946666821	0.0240447750564867	0.074751321178986	0.0618828504782927	0.084486449585038	0.0854027068469575	0.0537537736666514	0.0792818218708891	0.0778012504855786	0.0451962063221081	0
AT1G07780;RI:1:2411824:2411929-2412194:2412216:-	0.250475495897951	0.231170357639364	0.173820043371821	0.0657696116636776	0.045355946666821	0.11124905315905	0.074751321178986	0.116549263509289	0.084486449585038	0.0854027068469575	0.0537537736666514	0.0792818218708891	0.0778012504855786	0.0451962063221081	0.0304668751989225
AT1G07780;RI:1:2411824:2411929-2412194:2412219:-	0.301612809965965	0.0710308328653902	0.372051656437521	0	0.398610066771704	0.0649245326417145	0	0.0898684080085591	0.323991641951315	0.13870770413654	0.280883653556557	0.146341229902591	0	0	0.160237937450325
AT1G07780;RI:1:2411824:2411929-2412194:2412677:-	0	1	1	1	1	1	1	1	1	1	1	0.191743022311438	1	1	0
AT1G07780;RI:1:2412194:2412219-2412548:2412677:-	1	nan	nan	nan	nan	nan	nan	nan	nan	nan	nan	1	nan	nan	1
AT1G07780;SE:1:2411541-2411824:2411929-2412610:-	0.837280479685525	1	1	0.895480556995495	0.924659439498718	0.73456274448034	0.867943935474781	0.909556235123747	0.952698511166253	0.854785170228956	0.903068865678804	1	1	1	nan
AT1G07780;SE:1:2411541-2411824:2412216-2412610:-	0.847530534910061	1	1	0.767127894140917	0.828717424404346	0.805004398946502	0.837394280997395	0.955345792953029	0.924620697649496	0.836987032405876	0.79228550699437	1	1	1	1
AT1G07780;SE:1:2411541-2411824:2412219-2412610:-	0.649510182771211	1	1	0	0.882471140543851	0.320645148654471	0	0.748267415621935	0.948130656866198	0.635650826055726	0.864133568131278	1	nan	nan	1
AT1G07780;SE:1:2411929-2412194:2412216-2412610:-	0.763742667296338	0.744673681629353	0.940472039689707	0.845239584967024	0.892444271577589	0.922586463901632	0.906528149301883	0.941608418452026	0.868411739003096	0.903300665042201	0.8781523078455	0.922120400518079	0.87271247994385	0.842599905820461	1
AT1G07780;SE:1:2411929-2412194:2412219-2412610:-	0.454720709619478	0.500708585436374	0.748434623258129	0.459811546756427	0.479984498008561	0.710681499081974	0.643300187100368	0.749586326863544	0.654413261915158	0.647933008774508	0.636068279113089	0.669118437956178	0.657312625067809	0.395485060935765	1
AT1G07820;RI:1:2421089:2421783-2421903:2422066:-	0.271218215605671	0.290931653759932	0.461236803713577	0.187994239907667	0.181161927881996	0.178653153230076	0.220859554886208	0.179897335693323	0.1309313166655	0.323324680919225	0.319870245318944	0.274518948290455	0.284810161693998	0.267615611176338	0.244586671438344
AT1G07840_and_AT1G07850;A5:1:2424274-2424571:2424153-2424571:+	0	0.00526997877294457	0.0603790493139585	0	0	0.0111508707974627	0.017686598494542	0	0.00568440396689873	0	0.00632637469159034	0	0	0	0.0216597552242665
AT1G07840_and_AT1G07850;RI:1:2425952:2426103-2426192:2426306:+	0.029733459960392	0.0576726561961804	0.0637579203986461	0.017418885680059	0.0611273879507977	0.0243132315646247	0.03108333889257	0.0264523817622203	0.012541806061378	0.02236752124651	0.0617829773503965	0.0420396302451361	0.0608589965914184	0.0427588442428381	0.0210889804714345
AT1G07880_and_AT1G07885;AL:1:2435858:2435956-2436595:2436259:2436493-2436595:-	0	0	0	0	0	0	0	0.345002021237351	0	nan	nan	1	nan	1	1
AT1G07880_and_AT1G07885;RI:1:2434438:2434621-2434727:2435059:-	0.0508046033700713	0.0633672058964101	0.393107959701561	0.248578925142236	0.242993780350867	0.158231425445414	0.344360868054657	0.246287603039793	0.201246125426594	0.281123740289532	0.445597622428642	0.371957701123396	0.285465635744148	0.232377817950207	0.217474239254328
AT1G07887_and_AT1G53490;A3:1:19966343-19966449:19966343-19966479:+	0.153577809062448	0.320558904202918	0.373127105242992	0.53037297651059	0.397624715562046	0.447286148245334	0.333043060417954	0.289682384912308	0.437265593806028	0.608722058660319	0.687853157800729	0.8289000587882	0.590765499449405	0.531972712900637	0.527679905203072
AT1G07890;A3:1:2437555-2437678:2437555-2437681:+	0.213895105214835	0.151497702370832	0.63266087901366	0.269001997330045	0.307741314976267	0.12256692236327	0.0692875390429416	0.282466481623956	0.255842633057835	0.14717176319632	0.201024667060552	0.333360421471461	0.192461681456208	0.126582622644758	0.588824509777341
AT1G07890;A3:1:2437555-2437681:2437555-2437993:+	0.00341854517986621	0.00281012075948149	0.0047333812080194	0.00588261514665374	0.00336565071886648	0.00416572162538432	0.00701648957990124	0.00494825524634079	0.00338598903480592	0.0013563975089811	0.00271350557518697	0.00160226151131018	0.00281401892243507	0.0139651581569079	0.0125300677781956
AT1G07890;A5:1:2437751-2437993:2437741-2437993:+	1	0.997080384684165	0.999512957599591	0.997181562194371	1	1	1	0.998925843416857	0.998268998653563	1	1	1	0.999003038865105	0.99864629957442	0.99943205875832
AT1G07890;A5:1:2437833-2437993:2437555-2437993:+	0.00474885454133255	0.00228343052884859	0.00848479889407102	0.0118394908343727	0.00939197072931822	0.00759453536955899	0.00841312620365867	0.0113866755305028	0.00805904065946529	0.0151782472719359	0.0139572772617835	0.00683660378990522	0.00246549253033009	0.0187175473632552	0.00581238530152759
AT1G07890;A5:1:2437833-2437993:2437741-2437993:+	1	0.982528099433679	0.982702386156498	0.94927206839042	1	1	1	0.979315881946423	0.967073594813913	1	1	1	0.980546737652171	0.884378121487476	0.962056827412719
AT1G07890;A5:1:2437833-2437993:2437751-2437993:+	0.114632724923974	0.141383721477495	0.0269373553924254	0.0502336287638883	0.0374295962719711	0.0514401599836	0.0496282960622641	0.0484455382294855	0.0484609203700356	0.0342350962091125	0.0255663963123335	0.0471886054388224	0.047893104002807	0.0102619315221672	0.0142037937581562
AT1G07890;AF:1:2437281:2437555-2437993:2437725:2437751-2437993:+	0.728573649445685	0.727114707842044	0.43996139473582	0.494277641696462	0.453170904388911	0.484490773904355	0.479018492144511	0.423906931409565	0.471031078708156	0.393785968729229	0.457268922536998	0.465781052750904	0.539311886282757	0.163178265817739	0.168618325673876
AT1G07890;AF:1:2437330:2437555-2437993:2437725:2437751-2437993:+	0.0298721946588279	0.0276228729265311	0.00952990115017867	0.0106623983679677	0.0134050177213731	0.00921388785825418	0.00771174055538244	0.00959937443245122	0.0068411701428518	0.0168387518433225	0.0129507440823562	0.0151738992611754	0.0147721069277016	0.0115533316694782	0.015579077729724
AT1G07890;RI:1:2437681:2437833-2437993:2438123:+	0.0941515893568429	0.0529161937775429	0.409407992401891	0.160866051233547	0.121771796843663	0.0888348386672109	0.138289794888438	0.109681070013531	0.0846105723420477	0.0407159070351007	0.17709748357557	0.0476350207735181	0.0801172479830495	0.312972429205251	0.409608771070027
AT1G07890;RI:1:2439278:2439336-2439420:2439665:+	0.00798999791983323	0.00734400149353815	0.00526585918351695	0.00525796560797685	0.00721170568154646	0.00463280924447938	0.00391323473432613	0.00538103489648385	0.00352690539942906	0.0100566706659988	0.0069634503794337	0.00794928523254617	0.00669265559566041	0.00957014299708669	0.0127998278047395
AT1G07890;SE:1:2437555-2437678:2437741-2437993:+	0	0.00108616309082698	0.000612391211337253	0.00285214940347825	0	0	0	0.00144028125876262	0.0019286145190206	0	0	0	0.000840980705902247	0.00651569561940915	0.00259231654369133
AT1G07890;SE:1:2437555-2437678:2437833-2437993:+	0.0098160574640954	0.00835082222366302	0.0190251448671813	0.0105634549841927	0.0121781826691243	0.00653479241561336	0.00378946980822229	0.0161412351087262	0.011733527922617	0.00572377196423511	0.0038506922233585	0.0165680241990931	0.00749640601676369	0	0.0400894601516995
AT1G07890;SE:1:2437555-2437681:2437833-2437993:+	0.0319488121593252	0.048015011172007	0.00681387148587856	0.0299431071489204	0.0237762429678894	0.0411407153950519	0.0421731423985587	0.038800205548016	0.0354538049019686	0.0310084167984339	0.0124850549353542	0.0310878905031824	0.0313840451836581	0.0301526216737238	0.0179609354761289
AT1G07910;AF:1:2445437:2445637-2446667:2446036:2446358-2446667:+	0.170257206423834	0.0741212868019582	0.199483719217532	0.0933687945145728	0.112864085412873	0.190480314197674	0.0734940481137895	0.189228269071753	0.0190547405832505	0.465796317655236	0.184637009525788	0	0.206829154905184	0	0.120713505026979
AT1G07940;A3:1:2465076-2465410:2464814-2465410:-	0.00269863727824189	0.00168152275381828	0.00545786674249937	0.00474358069775263	0.00450796928850502	0.00506329843338882	0.00372837206395065	0.00423503687295192	0.0038011576616678	0.00400374321027215	0.00194513568180256	0.0056433545543307	0.00347642534186778	0.00172583730548791	0.00152586355559948
AT1G07940;A5:1:2464814-2464913:2464814-2465410:-	0.00205016718813997	0.00232248476975262	0.00231822773844002	0.000101162568515826	0.00175147504205784	0.00075631333380981	0.00216599322203921	0.00231949157475392	0.00120577761021186	0.000814681333376169	0.00252027208175369	0.00145639090511668	0.0012025263857746	0.00172592090953678	0.00191219686635072
AT1G07940;RI:1:2464331:2464814-2464913:2465076:-	0.122380739162059	0.0877501906795156	0.30459750388161	0.245606969324215	0.303235296066362	0.227126074971804	0.259492195487155	0.343734735591233	0.247386877090111	0.368742602814788	0.150563597407242	0.416604489139669	0.343870938275489	0.128400852312986	0.187182571270288
AT1G07940;SE:1:2464814-2464913:2465076-2465410:-	0.019035507701903	0.0172091903443575	0.0123737762749727	0.0144283441364451	0.010298026115266	0.0170224987677458	0.0105665547762882	0.00805460260255109	0.0114749984832075	0.00683460236417115	0.0108757005711502	0.00788490294320404	0.00661238106192179	0.0115993046246308	0.00659225533749682
AT1G07960;A3:1:2467212-2467598:2467212-2467633:+	0	0.0425701220313376	0.0413756669227482	0	0.019666816007353	0.0840789917228575	0.0956369430144066	0.0892442620708061	0.0403247680293814	0.0431463047775174	0	0	0.0393344727405895	0	0
AT1G07960;A3:1:2467212-2467598:2467212-2467638:+	0	0.120285396376468	0.0461698699471997	0	0.0452249879813351	0.0849657982019408	0.118664309167259	0.10308213685283	0.0633084407047412	0.0987084219650077	0	0	0.0652046107219029	0	0
AT1G07960;A3:1:2467212-2467633:2467212-2467638:+	0.606946988149311	0.754613192569332	0.528630681925855	0.489927486377861	0.702479646708178	0.502865155804379	0.560091078319511	0.539780601431647	0.616635929657608	0.708352335672051	0.651375266959603	0.523356213150843	0.630119035660161	0.750930083455835	0.810247545859684
AT1G07980;RI:1:2473684:2473725-2473963:2474047:-	0.0958591026980085	0.0561911021363874	0.0547513102483917	0.0770875894673109	0.060095406538935	0.0703118159857051	0.0517222225696917	0.0716348154432028	0.0485435881629905	0.0637781334532538	0.0660189542143921	0.0424575965717599	0.0309898674876905	0.0768815437697177	0.0606029788699528
AT1G07990;RI:1:2481796:2481825-2481972:2482042:+	0.0702402631610663	0.077255356588324	0.103680321232015	0.052278183903498	0.0801706050692456	0.0649476384845448	0.0761432883094166	0.0780291436578863	0.0454620288832551	0.0570422930733035	0.0660988147967448	0.042473028199767	0.041906725200795	0.0419508311404267	0.0129916298018317
AT1G08010;AF:1:2487415-2487818:2487850:2487415-2487858:2488085:-	0.34032663909361	0.377426294140526	0	0.103182448499853	0	0	0	0.173799063772908	0	0.33487049107518	0.543749996301675	0.184062621588942	0	0.837683612051802	0.817552800219764
AT1G08040;A3:1:2497865-2497954:2497853-2497954:-	1	1	0.95653634672659	1	1	1	1	0.995763915063265	1	0.978565924450573	1	1	0.994199538798835	1	1
AT1G08040;A3:1:2498017-2498480:2497998-2498480:-	0.0206127829173299	0.0538462299290385	0.0438208451223795	0.00618699703381022	0	0.0165471334756975	0.00567483906477133	0.0588335112011234	0.0323706474422859	0.0101336463968739	0	0.0369451435654539	0	0.0111567589598041	0.0221131802059002
AT1G08040;A5:1:2497998-2498480:2497998-2498484:-	0.888562631778109	0.937362786088355	0.353439162041239	0.85788987363162	0.828676088723189	0.887305106114844	0.858174813506764	0.824864758396338	0.926832550000876	0.858244423884755	0.822894235970841	0.914326808038769	0.930294926668087	0.920711538858349	0.894843528015883
AT1G08043_and_AT1G55270;A5:1:20619571-20619822:20619571-20619860:-	0	0.0188353765501251	0.00793477443115247	0.0224185960632641	0.00599235923831749	0	0	0.00915590226078897	0.0263968824675396	0	0.0110128239671116	0	0	0	0.0959490365656536
AT1G08043_and_AT1G55270;RI:1:20617324:20617859-20618150:20618241:-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08060;A3:1:2507818-2508109:2507815-2508109:-	0.185531756107525	0.463357478557306	0.513865850665462	0.160379648678931	0.239064995859686	0.2083864620513	0.154795623366288	0.208777882501963	0.208771023570147	0.191547136776539	0	0.654938618658594	0	1	0.725650456770807
AT1G08070;RI:1:2514150:2516314-2516395:2516620:-	1	0.844674766241405	0.684429320991326	0.682044654036131	1	0.749205559999135	0.693583603700873	0.829202525043968	0.414643528594813	1	1	1	0.315476770671947	1	0.802335189149653
AT1G08087;RI:1:20948161:20948735-20948825:20948969:+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08110;A5:1:2535585-2535675:2535385-2535675:+	0.391528363881737	0.344350886223167	0.4479537559233	0.314502796918664	0.318314469398429	0.350884422763752	0.345325201602944	0.301451321887521	0.351053511341673	0.291462258898399	0.329010897466876	0.312361986189024	0.340895388112346	0.264168786992891	0.26750246995623
AT1G08110;SE:1:2535385-2535570:2535585-2535675:+	0.213313361690208	0.17119858556238	0.494930997765356	0.515296869849852	0.467347087635427	0.455302218396571	0.420803915476512	0.435587927945028	0.53545566874595	0.200673592838527	0.172458601193278	0.0504773033828732	0.177673438060947	0.265966204754563	0.330908830153908
AT1G08125;A5:1:2541862-2542013:2541862-2542217:-	0	0.00711766459500141	0.0155518484039906	0.0114130844293824	0.00230597915486736	0	0.00647412551561934	0	0.00498893571492305	0.0219853045278103	0	0	0	0.0280514573301227	0.0183585928577101
AT1G08125;RI:1:2542013:2542038-2542124:2542334:-	0	1	0.853981000881402	1	0.161355624701931	0	1	nan	0.709481603921457	1	0	nan	0	1	1
AT1G08197;RI:1:21530888:21531332-21531448:21531588:-	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08210;RI:1:2577357:2577428-2577510:2577576:-	0.00544027108822971	0.0350639959022511	0.0537378367689522	0.0170331107239397	0.0101230873442156	0.0446205648698093	0.0223722373732304	0.00799712276601215	0.0126234079067547	0.00543080162083957	0.0334750173474675	0.0195422311690232	0.0571309926603382	0.0128000176738186	0.0150499164221047
AT1G08220;A3:1:2582865-2582998:2582860-2582998:-	0.225008417081901	0.297794575062485	0.109003047237334	0.183512231324089	0.22400315123349	0.231608474150076	0.123545839663544	0.166921857442829	0.226344180344557	0.231402617804837	0.158896367533175	0.280780009510386	0.143978209549919	0.0650249032619	0.100524348435007
AT1G08230;A5:1:2585084-2586098:2585084-2586289:-	0.355382157137718	0.584779063352918	0.237536536592296	0.488483486044082	0.511625713499496	0.485689064631611	0.426540198254115	0.418416081024114	0.529288804135869	0.761581676554323	0.81871115101782	0.811382212690781	0.767801825863323	0.637468877615087	0.366045300365133
AT1G08230;RI:1:2584800:2585084-2586098:2586519:-	0.403129955882047	0.209554845493019	0.497396195787073	0.149555418779722	0.171311372341318	0.227628584777084	0.289216349073401	0.269059422276894	0.153577744896871	0.0393804079491106	0	0	0.109195015619655	0.158013207904393	0.222694043179535
AT1G08230;RI:1:2584800:2585084-2586289:2586519:-	0.271326203052564	0.294310634039977	0.250761027412341	0.143789425723035	0.181146918476479	0.219786933952797	0.238282318122597	0.214914188687495	0.170968653244134	0.115787641622411	0	0	0.351530498812079	0.290181546948778	0.157376674225411
AT1G08230;RI:1:2584800:2586519-2586613:2586969:-	0.0483431409632353	0	0.17735858940614	0.120167250256903	0.0766235793904894	0.0330426288021166	0.0236484973120037	0.0599401140813202	0.0415228853733866	0.554811595635604	1	1	0	0	0
AT1G08300_and_AT1G08310_and_AT1G04647;A3:1:2619292-2619397:2619292-2619406:+	0	0	0.123433521697174	0.193490939989028	0.661196253882354	0.0975082651216668	0.14041948237596	0.265165233137166	0.169346354227177	0	0.231592218073643	0.040532205047687	0.200051085189608	0	0.485392878012003
AT1G08300_and_AT1G08310_and_AT1G04647;A5:1:2619955-2620027:2619935-2620027:+	1	0.770495178437695	1	0.864951596071589	0.9730681051811	0.950485341775507	0.801934714344194	0.920985685439049	0.899803972590324	1	0.926171547157874	1	0.883808825471965	0.811707454393842	0.849551379653968
AT1G08300_and_AT1G08310_and_AT1G04647;SE:1:2616548-2616699:2616812-2617757:+	0.782884712202281	0.49332885696676	1	0.860449430131213	0.864793634298701	1	0.824800434397955	0.73213940840328	0.895686103621735	0.180611965702631	0	1	0.759681519661207	1	0.468690442411657
AT1G08320;RI:1:2625603:2625812-2626190:2626272:-	0	0	0.0529894610426255	0.0734731795468939	0.107867300102002	0.128433803462531	0.146710824373704	0.137084758956252	0.0955532934981899	0.126119387506571	0.137009650681382	0.0491274467542521	0.156552745681288	0	0.0347599437424262
AT1G08350;RI:1:2635209:2635249-2635460:2635622:-	0.100388656557947	0.0308370582735916	0.0381841443947855	0.0250782343608548	0.00724983667512814	0.0237233574431846	0.047271435057706	0.0273130835492758	0.0153262578849715	0	0.0512540692736149	0.0321720626434258	0	0.0142132900615492	0.0920873058970974
AT1G08390;A5:1:2642599-2642990:2642541-2642990:+	0.97104366299088	0.841526532541402	0.820499659669713	0.875969144217344	1	0.973444480327251	0.885651476237655	0.981550958690746	1	1	0.982675053966995	0.931156658361952	1	1	1
AT1G08420;A3:1:2652742-2652966:2652742-2652981:+	1	1	1	1	1	1	1	1	1	1	1	1	1	1	1
AT1G08450;A3:1:2670417-2670607:2670255-2670607:-	1	0.994684471865701	0.987193276331054	1	1	1	0.991290484173777	1	0.987012235947575	1	1	1	1	0.576536956475387	0.651375161122932
AT1G08460;RI:1:2672921:2673507-2674167:2674721:+	0.193984856832979	0.20215834859555	0.061047861899077	0.0480154217969136	0.0580993594890891	0.0454210123505484	0.0482727016876672	0.0643528568628093	0.0413108412069641	0.16656284611768	0.180121894702849	0.124512668862582	0.130799963882543	0.209921300101856	0.231324820675748
AT1G08520_and_AT1G08530;RI:1:2702262:2702395-2702581:2702681:+	0.0294649041931583	0.0656234044607063	0.0651681542508756	0.0934954681178113	0.0751514690782815	0.161245932651708	0.0820842876454232	0.0979147564371003	0.156359237012377	0.0554141081207441	0.0642757178300166	0.165030077597402	0.0686166825514704	0.108484716749834	0.119007453110965
AT1G08550;A5:1:2707301-2707424:2707128-2707424:+	0.852721194382197	0.879370614227751	0.729298993488405	0.675241831215008	0.690955065779161	0.675634781458043	0.666043090663612	0.670713456159043	0.651448240829881	0.777660060902373	0.786524772808968	0.718273586728214	0.729047557431509	0.923627729271722	0.901484629932779
AT1G08550;RI:1:2706868:2707128-2707424:2707677:+	0.226383348872933	0.253387197492765	0.068752789456607	0.0945712554523594	0.0813663052198663	0.0848131060905487	0.125880699672695	0.110877641064543	0.113461876236497	0.194792670578658	0.167485794869055	0.136539504037546	0.159362994888477	0.170387852055148	0.15679000975134
AT1G08570;A5:1:2713010-2713096:2712985-2713096:+	0.241081826660363	0.152853056206854	0.087346505101886	0.273156113716761	0.246110289757773	0.327418108262606	0.415047114123971	0.245553874747665	0.40299791729283	0.0568217265686513	0.133588585722144	0.21126229623095	0.0901875873369044	0.00547775817560581	0.0162071457960706
AT1G08600;A3:1:2724301-2724543:2724301-2724546:+	0.875419842122312	0.859517358235878	0.990034401796264	0.970190325598338	0.9600634074956	0.983712766033263	0.956128489668687	0.924910818392974	0.876310547461906	1	0.501024576845637	1	1	0.744673340021343	0.935232162636728
AT1G08600;A5:1:2723957-2724075:2723938-2724075:+	0.124580157877687	0.140482641764122	0.293052774748968	0.563494455094962	0.194986161070722	0.103295332257996	0.150731893500939	0.0808311847158862	0.171380232861896	0.444095851217589	0.839845566898046	0.585453471925884	0.332825874504053	0.265585893628672	0.074540448177531
AT1G08620;A5:1:2737048-2737268:2736846-2737268:+	0.00890837984311928	0	0	0	0	0.008118220457727	0.010583652609815	0.0258953634671312	0.0130581464926	0.0386755569978795	0	nan	0	0	0
AT1G08620;AF:1:2736656:2736846-2737268:2736854:2737048-2737268:+	0.617082179428036	0.765500912798905	0.801647539468641	0.748756764942011	0.608343218830668	0.596783541427706	0.683246419545382	0.711126329528034	0.708626197332377	0.511409411276273	0.819905288429243	0	0.759253565372685	0.266709592757991	0.452075845238858
AT1G08620;RI:1:2736854:2737048-2737268:2737341:+	0.340233929697905	0.444244503703572	0.299181250919045	0.446683986033957	0.403431011786868	0.421313349582529	0.451525902122672	0.493599370317306	0.47476980900199	0.106137247678589	0.632011396394606	0.215575389490797	0.479224049347907	0.32416643952066	0.0560079445767894
AT1G08620;RI:1:2737268:2737341-2737538:2737865:+	0.00551601856660608	0	0	0	0	0.00486073147375942	0.00725556638364138	0.0185536652573458	0.00928868630362178	0.0201599974930573	0	0	0	0	0
AT1G08630;A3:1:2744533-2744614:2744491-2744614:-	1	1	0.998252985863206	0.997636221494435	0.999213826651001	0.997738857920702	0.997622668848524	0.998945680436029	0.999668509416797	1	1	1	1	1	0.275471920590852
AT1G08630;A3:1:2745693-2746404:2745654-2746404:-	nan	nan	1	0.957388952947857	0.802155882892717	0.887447775018722	0.737101223037655	0.886577224263212	0.71694736500361	nan	nan	nan	nan	nan	nan
AT1G08630;A3:1:2745702-2746404:2745654-2746404:-	1	1	1	0.999658355190581	0.997675023714463	0.998872555846098	0.998230828243382	0.999281237302593	0.996936573591735	1	1	1	1	1	1
AT1G08630;A3:1:2745702-2746404:2745693-2746404:-	1	1	0.988929509563304	0.992379782965138	0.99063989174158	0.991178839985638	0.995055471575992	0.994409132500199	0.992276878528518	1	1	1	1	1	1
AT1G08630;A5:1:2746477-2746630:2746477-2746729:-	0.902172719436368	0.587232168816733	0.238900706054821	0.134275259039385	0	0.164001117792496	0	0.085566758700964	0.0119059807522601	nan	nan	nan	1	nan	0
AT1G08630;AF:1:2746477-2746630:2746740:2746477-2747890:2747936:-	1	1	0.124134177858347	0.0971420958834614	0	0.0953319793364425	0	0.103144569172313	0.010945769620249	nan	nan	nan	1	nan	nan
AT1G08630;AF:1:2746477-2746630:2746740:2746477-2747890:2747967:-	1	1	0.001596896687933	0.000879185404889344	0	0.0010696451101786	0	0.000740213572816781	0.000122945369453792	0	0	0	0.0884483620116719	nan	0
AT1G08630;AF:1:2746477-2746729:2747243:2746477-2747890:2747936:-	1	1	0.311067358021439	0.409576778173272	0.396708781086909	0.349452039719953	0.688681380567252	0.551379128468399	0.478748031270166	nan	nan	nan	nan	nan	1
AT1G08630;AF:1:2746477-2746729:2747243:2746477-2747890:2747967:-	1	1	0.00506976016482864	0.00564143143152768	0.00775810294382921	0.0054287431247801	0.0151212634309441	0.00785418385436111	0.0101015798175254	0	0	0	0	nan	0.275471920590852
AT1G08660;RI:1:2756904:2757514-2757602:2757683:-	0.397386239689335	0.212290246315175	0.112802882090719	0.197394385346717	0.184886333599534	0.339349111665634	0.160603530544973	0.299047507563442	0.199017390935592	0	0.317776760521102	0.270887621866473	0.469324866061519	0	0
AT1G08670;RI:1:2761127:2761249-2761433:2761599:-	nan	nan	0.0565380271727901	0.122032622808316	0.0723646306314313	0.0964484513791999	0.143240191802778	0.0890478011415041	0.0588641287450877	0	0.260078211295281	0	0	0	0
AT1G08680;A3:1:2766175-2766506:2766175-2766509:+	0.702580695818182	0.752323872074954	0.821070981944225	0.678448117340158	0.734477486075843	0.698162001007164	0.681546374539872	0.69215370867415	0.60305411145822	0.767158365881873	0.784041382836983	0.77134553147986	0.792002380496224	0.633586474686277	0.739050093626163
AT1G08680;A3:1:2766643-2766720:2766643-2766726:+	0.321183221421491	0.198663038450032	0.247342295400803	0.172235113451789	0.170767181703434	0.221953820159373	0.187893654067831	0.141838926715076	0.206327161406516	0.182626906725688	0.139337130808166	0.23418095463088	0.158476861753936	0.25707477139644	0.378035156987125
AT1G08680;A3:1:2767031-2767404:2767031-2767612:+	0.0121796733946438	0.0130664272721718	0.00249569958723758	0.00326327705862086	0.00112436330767552	0.00718624112963822	0.00399972543013972	0.0053332659856665	0.007764549303009	0	0.0137899430037582	0	0	0	0
AT1G08680;RI:1:2765056:2765200-2765327:2765451:+	0.981741169894961	0.965203573000211	1	0.997573618152286	0.997520728147876	1	0.998236671572388	0.995501794625441	0.99364198731916	0.98689169379067	1	1	1	1	1
AT1G08710;RI:1:2772697:2772895-2773198:2773531:+	0.24363603869267	0.151094456307216	0.137419628735992	0.156637078566651	0.198391995101864	0.188260578087846	0.182415403097743	0.210281767637051	0.187790540626652	0.132783163815929	0.189249133212731	0.172033174028321	0.26450986245032	0.119596256019279	0.144705289849532
AT1G08720;RI:1:2778737:2778913-2778993:2779308:+	0.0678659145755661	0.0141303765494196	0.0228452488497794	0.0271868662317733	0.0206917524044583	0.0613410506228246	0.0456289277448571	0.0361486458826481	0.0373127453443347	0.00722684157341531	0.00778998361287813	0.051669941787309	0.0157883600015065	0.171880413341847	0.0218003112756217
AT1G08727_and_AT1G64750;SE:1:24052917-24053273:24053395-24053619:-	0.00209527472302411	0.0016989942790494	0.000857004353042198	0.000282671923251406	0.00248805874720691	0	0.000711487357499344	0.00131951656703722	0.000732831376336284	0.00183993495013836	0.00145804653795492	0.000485984049966956	0.000363985532067599	0.00587954823878024	0.00379815200404628
AT1G08750;A5:1:2801160-2801268:2801138-2801268:+	1	1	0.985699624735327	1	1	1	1	1	1	0.977488454482678	1	1	1	0.355643090004921	0.341887456826126
AT1G08795;AL:1:448071-448157:448179:448071-448223:448257:+	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA	NA
AT1G08800;AF:1:2817158-2817424:2817639:2817158-2817718:2818071:-	0.725734133345083	0.756887421733377	0.541198211323986	0.69252256682912	0.686083659531765	0.573572814838706	0.598138679298538	0.581470238491875	0.633676744435215	0.758211950912792	0.689239933577519	0.709354126136201	0.628156813936516	0.715074388123147	0.836516723329456
AT1G08800;RI:1:2812818:2813422-2813552:2814758:-	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0
AT1G08810;RI:1:2819065:2819858-2819970:2820099:-	0.138611736981366	0.253061774284184	0.267733945848465	0.314361945613213	0.256914819602993	0.265568090513008	0.246251427199958	0.292958520259211	0.136677693702341	0.278445300473399	0.218159729590253	0.254942393321812	0.316135746788987	0.126246919494777	0.290413066840254
