AT1G75920	A5	1	28505861-28505919	28505816-28505919	+	0	0.2297702298		
AT1G76050	A5	1	28542034-28542154	28542015-28542154	+	-0.0274628921	0.1778221778		
AT1G76170	A5	1	28585958-28586121	28585958-28586188	-	0.0067604365	0.3986013986		
AT1G76320	A5	1	28633407-28633586	28633401-28633586	+	-0.0760830613	0.2852147852		
AT1G76480	A5	1	28692731-28692832	28692731-28692863	-	nan	1		
AT1G76510	A5	1	28710853-28711065	28710853-28711134	-	-0.0001265304	0.4455544456		
AT1G76510	A5	1	28712510-28712734	28712510-28712757	-	0.0149358721	0.4455544456		
AT1G76965_and_AT1G76970	A5	1	28924900-28924987	28924900-28925059	-	nan	1		
AT1G76965_and_AT1G76970	A5	1	28924900-28924987	28924900-28925206	-	-0.0132113182	0.4130869131		
AT1G76965_and_AT1G76970	A5	1	28924900-28925059	28924900-28925206	-	0.0279200341	0.4130869131		
AT1G76990	A5	1	28933242-28933339	28932382-28933339	+	-0.0036648304	0.2537462537		
AT1G77310_and_AT1G77320	A5	1	29056919-29057008	29056898-29057008	+	-0.0017957334	0.4145854146		
AT1G77460	A5	1	29103712-29103906	29103701-29103906	+	0.1008122291	0.2017982018		
AT1G77770	A5	1	29247291-29247834	29247291-29247927	-	0.057154296	0.0664335664		
AT1G77880	A5	1	29286163-29286866	29286163-29287014	-	-0.2105793642	0.0989010989		
AT1G77890_and_AT1G77910	A5	1	29293278-29293401	29293272-29293401	+	0.5090583448	0.0014985015		
AT1G78510	A5	1	29536822-29536973	29536822-29536977	-	0.0065562066	0.3646353646		
AT1G78580	A5	1	29557529-29557661	29557529-29557884	-	nan	1		
AT1G78620	A5	1	29574981-29575309	29574981-29575336	-	-0.0047866101	0.3476523477		
AT1G78690	A5	1	29597210-29597316	29597190-29597316	+	0.0066147954	0.4035964036		
AT1G78690	A5	1	29597235-29597316	29597190-29597316	+	-0.409231419	0.034965035		
AT1G78690	A5	1	29597235-29597316	29597210-29597316	+	-0.3256813586	0.023976024		
AT1G78810	A5	1	29628545-29628636	29628545-29628693	-	-0.110139814	0.1503496503		
AT1G78870	A5	1	29651018-29651316	29651015-29651316	+	0.000156184	0.4440559441		
AT1G78910	A5	1	29665602-29665764	29665589-29665764	+	-0.1496695977	0.0639360639		
AT1G78915	A5	1	29669801-29669920	29669801-29669929	-	0	0.4490509491		
AT1G78960	A5	1	29696513-29696708	29696502-29696708	+	nan	1		
AT1G78970	A5	1	29703283-29703397	29703179-29703397	+	0.162821439	0.0534465534		
AT1G79000	A5	1	29722456-29722559	29722456-29722631	-	0.0687764602	0.1423576424		
AT1G79190	A5	1	29792228-29792309	29792210-29792309	+	-0.6309078514	0		
AT1G79220_and_AT1G79230	A5	1	29802244-29802348	29802240-29802348	+	-0.0001708619	0.4310689311		
AT1G79250	A5	1	29812215-29812309	29812215-29812465	-	nan	1		
AT1G79270	A5	1	29816190-29816607	29815873-29816607	+	0.0029736224	0.4150849151		
AT1G79270	A5	1	29816510-29816607	29815873-29816607	+	0.447122188	0.030969031		
AT1G79270	A5	1	29816510-29816607	29816190-29816607	+	0.0899621666	0.0785214785		
AT1G79270	A5	1	29816515-29816607	29815873-29816607	+	-0.2019202675	0.0704295704		
AT1G79270	A5	1	29816515-29816607	29816190-29816607	+	-0.1710234825	0.030969031		
AT1G79270	A5	1	29816515-29816607	29816510-29816607	+	-0.4057881885	0.030969031		
AT1G79520_and_AT1G09873_and_AT1G09877_and_AT1G09883	A5	1	29913736-29914287	29913736-29914323	-	0.0354387823	0.2857142857		
AT1G79570	A5	1	29937648-29938043	29937648-29938062	-	-0.0636241529	0.1958041958		
AT1G79580	A5	1	29942977-29943201	29942977-29943247	-	nan	1		
AT1G79580	A5	1	29942977-29943201	29942977-29943258	-	nan	1		
AT1G79580	A5	1	29942977-29943247	29942977-29943258	-	nan	1		
AT1G79630	A5	1	29964448-29964622	29964448-29964906	-	0.00281727	0.4265734266		
AT1G79640	A5	1	29971248-29971367	29971248-29971442	-	0.1383578227	0.1063936064		
AT1G79700	A5	1	29990825-29991804	29990825-29991834	-	-0.0744333342	0.027972028		
AT1G79810	A5	1	30020037-30020106	30020033-30020106	+	-0.0107671711	0.2902097902		
AT1G79820_and_AT1G79830	A5	1	30030287-30030363	30030287-30030423	-	0.0016786202	0.4261738262		
AT1G79880	A5	1	30046306-30046420	30046306-30046456	-	0.0015402275	0.4310689311		
AT1G79940	A5	1	30069712-30069992	30069669-30069992	+	0	0.452047952		
AT1G79950	A5	1	30078608-30078740	30078233-30078740	+	0.0842010679	0.412004662		
AT1G79950	A5	1	30078639-30078740	30078233-30078740	+	-0.0509184824	0.412004662		
AT1G79950	A5	1	30078639-30078740	30078608-30078740	+	0.00065166	0.4430569431		
AT1G79990_and_AT1G09947	A5	1	30091648-30091927	30091624-30091927	+	0.0076875264	0.2907092907		
AT1G80000	A5	1	30093078-30093161	30092950-30093161	+	0.0135147238	0.2827172827		
AT1G80030_and_AT1G80040	A5	1	30105250-30105341	30105250-30105377	-	0.0749996889	0.2697302697		
AT1G80030_and_AT1G80040	A5	1	30110621-30110697	30110621-30110881	-	-0.0037012602	0.4220779221		
AT1G80100	A5	1	30134017-30134130	30133951-30134130	+	0.0271176179	0.2792207792		
AT1G80190	A5	1	30159332-30159440	30159245-30159440	+	0.1224749995	0.1348651349		
AT1G80245	A5	1	30174349-30174539	30174289-30174539	+	-0.0050696417	0.4125874126		
AT1G80270	A5	1	30181077-30181227	30181053-30181227	+	nan	1		
AT1G80270	A5	1	30181077-30181232	30181053-30181232	+	-0.244663065	0.0599400599		
AT1G80360	A5	1	30210671-30210762	30210671-30210791	-	0.0652801544	0.0919080919		
AT1G80360	A5	1	30210671-30210762	30210671-30211092	-	0.0041426334	0.3326673327		
AT1G80380	A5	1	30217632-30217863	30217575-30217863	+	0.0102634912	0.4098401598		
AT1G80380	A5	1	30218945-30219061	30218927-30219061	+	-0.0002296197	0.4190809191		
AT1G80500	A5	1	30270930-30271149	30270735-30271149	+	0.0002800254	0.4380619381		
AT1G80660	A5	1	30316323-30316398	30316323-30316409	-	nan	1		
AT1G80690	A5	1	30329545-30329881	30329545-30329893	-	-0.0967113969	0.1263736264		
AT1G80770	A5	1	30355569-30355663	30355353-30355663	+	-0.0525525436	0.311117454		
AT1G80810	A5	1	30365334-30365527	30365289-30365527	+	0.0009861365	0.4280719281		
AT1G80940	A5	1	30411259-30411349	30411073-30411349	+	0.0073891081	0.3051948052		
AT1G80940	A5	1	30411680-30411749	30411603-30411749	+	-0.0842963888	0.0729270729		
AT1G80970	A5	1	30420912-30421392	30420884-30421392	+	0	0.3886113886		
AT2G00600	A5	2	6523900-6524014	6523895-6524014	+	nan	1		
AT2G00630	A5	2	8014875-8015255	8014867-8015255	+	nan	1		
AT2G00640_and_AT2G07235	A5	2	8448080-8448894	8447219-8448894	+	nan	1		
AT2G00720	A5	2	9257465-9257608	9257465-9257651	-	nan	1		
AT2G00720	A5	2	9257465-9257608	9257465-9257662	-	nan	1		
AT2G00720	A5	2	9257465-9257651	9257465-9257662	-	nan	1		
AT2G01070	A5	2	77400-77475	77281-77475	+	0.0010042492	0.4295704296		
AT2G01180	A5	2	106854-106941	106854-106951	-	0	0.3921078921		
AT2G01180	A5	2	108114-108209	108114-108505	-	0.0155301175	0.3921078921		
AT2G01275	A5	2	143845-144217	143845-144373	-	0.3003328093	0.0809190809		
AT2G01320_and_AT2G01330	A5	2	154500-154611	154500-154677	-	0.0371193513	0.1656676657		
AT2G01420	A5	2	181847-182005	181847-182017	-	-0.3495297986	0		
AT2G01830	A5	2	367436-367554	367436-367955	-	0.0808502201	0.2534965035		
AT2G01890	A5	2	397855-397923	397855-398007	-	0.0064250887	0.3416583417		
AT2G02080	A5	2	520660-520977	520660-520981	-	-0.5127818722	0		
AT2G02080	A5	2	521205-521363	521205-521433	-	-0.0254811529	0.3922743923		
AT2G02080	A5	2	521205-521363	521205-521619	-	0.00356566	0.4045954046		
AT2G02080	A5	2	521205-521433	521205-521619	-	0.0737382282	0.1168831169		
AT2G02148	A5	2	549322-549520	549322-549532	-	0.1963044136	0.2412587413		
AT2G02370	A5	2	621374-621821	621365-621821	+	-0.0727767052	0.0834165834		
AT2G02410	A5	2	632904-633209	632874-633209	+	-0.1104049825	0.1888111888		
AT2G02570	A5	2	698191-698326	698191-698340	-	-0.1528564367	0.004995005		
AT2G02760	A5	2	774144-774259	773924-774259	+	-0.0120839743	0.2206127206		
AT2G02765	A5	2	777318-777401	777318-777464	-	0.0439723069	0.2734765235		
AT2G02790	A5	2	788468-788663	788025-788663	+	-0.0133442868	0.3321678322		
AT2G03140	A5	2	950231-950309	950208-950309	+	-0.3333713157	0.1098901099		
AT2G03320	A5	2	1007606-1007704	1007592-1007704	+	nan	1		
AT2G03600	A5	2	1097521-1097591	1097396-1097591	+	nan	1		
AT2G03600	A5	2	1098152-1098244	1098128-1098244	+	nan	1		
AT2G03810	A5	2	1161729-1162633	1161296-1162633	+	-0.0158134653	0.4045954046		
AT2G03810	A5	2	1161729-1162633	1161724-1162633	+	-0.1839450349	0.2967032967		
AT2G04350	A5	2	1515934-1516075	1515930-1516075	+	0.0329234972	0.1738261738		
AT2G04360	A5	2	1520617-1520692	1520617-1520739	-	0.0263520441	0.1708291708		
AT2G04395	A5	2	1529166-1529305	1529166-1529430	-	nan	1		
AT2G04395	A5	2	1529166-1529305	1529166-1529441	-	nan	1		
AT2G04395	A5	2	1529166-1529430	1529166-1529441	-	nan	1		
AT2G04690	A5	2	1645671-1645753	1645510-1645753	+	0.0120409499	0.2435897436		
AT2G04690	A5	2	1646066-1646155	1646031-1646155	+	-0.1689154978	0.0157342657		
AT2G04790	A5	2	1679909-1680015	1679886-1680015	+	0.3482693394	0.0074925075		
AT2G04800	A5	2	1687616-1687722	1687616-1687766	-	0.3949804128	0.1483516484		
AT2G04800	A5	2	1687616-1687722	1687616-1687789	-	0.0920839242	0.1483516484		
AT2G04800	A5	2	1687616-1687766	1687616-1687789	-	-0.0618184313	0.1483516484		
AT2G04845	A5	2	1702596-1702663	1702596-1702692	-	0.0145258054	0.3276723277		
AT2G05330	A5	2	1939160-1939334	1939160-1939366	-	0.3333333333	0.1568431568		
AT2G05410	A5	2	1977383-1977483	1977310-1977483	+	nan	1		
AT2G05510	A5	2	2015888-2016226	2015883-2016226	+	0	0.4315684316		
AT2G05510	A5	2	2016354-2016433	2016321-2016433	+	-0.169015684	0.2682317682		
AT2G05520	A5	2	2026649-2026713	2026610-2026713	+	-0.0027681663	0.2064602065		
AT2G05590	A5	2	2068651-2068738	2068646-2068738	+	-0.2571867514	0.005994006		
AT2G05840	A5	2	2235754-2235961	2235752-2235961	+	0	0.4360639361		
AT2G06005	A5	2	2335700-2335769	2335680-2335769	+	0.0520774446	0.3376623377		
AT2G06025	A5	2	2351548-2351672	2351447-2351672	+	0.0122737953	0.2117882118		
AT2G06050	A5	2	2361983-2362074	2361983-2362127	-	0.0652595644	0.1048951049		
AT2G06530	A5	2	2589830-2589997	2589830-2590246	-	-0.0010358158	0.3886113886		
AT2G07360	A5	2	3053513-3053588	3053513-3053594	-	-0.0022881027	0.3691308691		
AT2G07680	A5	2	3515850-3515908	3515832-3515908	+	-0.0007244767	0.4125874126		
AT2G08185	A5	2	11442684-11442774	11442684-11442797	-	nan	1		
AT2G09640_and_AT2G45540	A5	2	18772281-18772379	18772281-18772422	-	-0.0097940298	0.4260739261		
AT2G10608	A5	2	4145894-4145980	4145894-4146027	-	nan	1		
AT2G11000	A5	2	4347379-4347493	4347379-4347549	-	-0.0475440304	0.2697302697		
AT2G11623	A5	2	4661143-4661252	4661143-4661281	-	nan	1		
AT2G11851	A5	2	4786045-4786174	4786044-4786174	+	nan	1		
AT2G12480	A5	2	5069968-5070047	5069968-5070050	-	nan	1		
AT2G12646	A5	2	5168787-5168863	5168787-5169020	-	0.0495540934	0.2767232767		
AT2G13370	A5	2	5555626-5555799	5555626-5556205	-	-0.0988462445	0.0756743257		
AT2G13370	A5	2	5555626-5555799	5555626-5556393	-	-0.0403510628	0.1803196803		
AT2G13370	A5	2	5555626-5556205	5555626-5556393	-	0.1549169517	0.0254745255		
AT2G14260	A5	2	6043534-6043623	6043534-6043776	-	0.0044197409	0.3531468531		
AT2G14520	A5	2	6182761-6182845	6182761-6182863	-	0.0021610513	0.4010989011		
AT2G14770	A5	2	6333241-6333331	6333226-6333331	+	nan	1		
AT2G14880	A5	2	6393802-6394352	6393802-6394379	-	0.2009777395	0.4265734266		
AT2G14880	A5	2	6393802-6394352	6393802-6394533	-	-0.0006576132	0.4265734266		
AT2G14880	A5	2	6393802-6394379	6393802-6394533	-	-0.0018382394	0.4265734266		
AT2G15000	A5	2	6481207-6481593	6481207-6481828	-	nan	1		
AT2G15000	A5	2	6481207-6481593	6481207-6481871	-	0.0008557391	0.4395604396		
AT2G15000	A5	2	6481207-6481828	6481207-6481871	-	0.0659972496	0.3251748252		
AT2G15000	A5	2	6481656-6481828	6481656-6481871	-	0.2668873306	0.3251748252		
AT2G15050	A5	2	6519246-6519879	6519225-6519879	+	0.1729640357	0.0352147852		
AT2G15530	A5	2	6773983-6774084	6773964-6774084	+	0.228017869	0.0840825841		
AT2G15530	A5	2	6773992-6774084	6773964-6774084	+	0.2369307038	0.0840825841		
AT2G15530	A5	2	6773992-6774084	6773983-6774084	+	0.1210661021	0.142982018		
AT2G15860	A5	2	6905929-6906074	6905929-6906453	-	-0.003611471	0.4090909091		
AT2G16090	A5	2	6987524-6987607	6987524-6987625	-	-0.0187690316	0.3271728272		
AT2G16365	A5	2	7074602-7074895	7074446-7074895	+	-0.0278898666	0.2687312687		
AT2G16640_and_AT2G16650	A5	2	7215126-7215307	7215126-7215480	-	0.0049338626	0.3406593407		
AT2G16710	A5	2	7248504-7249713	7248486-7249713	+	0.0008704	0.3941058941		
AT2G16870	A5	2	7310882-7310965	7310882-7310971	-	0.2900827359	0.3526473526		
AT2G16900	A5	2	7325411-7325494	7325411-7325886	-	0.0063351489	0.3906093906		
AT2G16920	A5	2	7338827-7339134	7338827-7339145	-	-0.0210100129	0.2647352647		
AT2G16930	A5	2	7341247-7341489	7341210-7341489	+	-0.2701567333	0		
AT2G16930	A5	2	7341295-7341489	7341210-7341489	+	-0.0022332787	0.3846153846		
AT2G16930	A5	2	7341295-7341489	7341247-7341489	+	0.0833368015	0.1251248751		
AT2G16940	A5	2	7345455-7345530	7345455-7345557	-	-0.000197786	0.4305694306		
AT2G16940	A5	2	7345776-7345946	7345776-7345968	-	0.017008488	0.4305694306		
AT2G16960	A5	2	7365336-7365420	7365330-7365420	+	nan	1		
AT2G16970	A5	2	7374058-7374147	7374042-7374147	+	0.0274474206	0.3481518482		
AT2G16970	A5	2	7375351-7375436	7375135-7375436	+	nan	1		
AT2G17033	A5	2	7401235-7401633	7401232-7401633	+	0.2039172695	0.017982018		
AT2G17033	A5	2	7401248-7401633	7401232-7401633	+	0.1519381383	0.044955045		
AT2G17033	A5	2	7401248-7401633	7401235-7401633	+	0.0184852238	0.2887112887		
AT2G17033	A5	2	7401393-7401633	7401248-7401633	+	-0.1802645869	0.0651848152		
AT2G17150	A5	2	7470694-7470874	7470694-7471175	-	-0.1735689905	0.1018981019		
AT2G17290	A5	2	7516855-7516944	7516656-7516944	+	-0.0000970905	0.4525474525		
AT2G17500	A5	2	7606870-7606944	7606823-7606944	+	0.382552092	0.000999001		
AT2G17510	A5	2	7612687-7612962	7612687-7612998	-	0.0020653118	0.4150849151		
AT2G17510	A5	2	7613341-7613426	7613341-7613492	-	0.0020653118	0.4150849151		
AT2G17540	A5	2	7631532-7631744	7631532-7631786	-	0.0571020503	0.3626373626		
AT2G17560	A5	2	7642506-7642600	7642506-7642612	-	-0.0352056161	0.0644355644		
AT2G17970	A5	2	7820858-7820932	7820858-7821126	-	0.0286215317	0.4215784216		
AT2G18180	A5	2	7913272-7913346	7913272-7913426	-	0	0.1618381618		
AT2G18340	A5	2	7969548-7969804	7969511-7969804	+	nan	1		
AT2G18600	A5	2	8074572-8074839	8074572-8074879	-	-0.0288409152	0.2907092907		
AT2G18750	A5	2	8125710-8125802	8125594-8125802	+	0.0087641828	0.2277722278		
AT2G18760	A5	2	8128898-8129074	8128825-8129074	+	0.0027892688	0.4115884116		
AT2G18850	A5	2	8163062-8163155	8163041-8163155	+	0.0104706685	0.3711288711		
AT2G18860	A5	2	8164440-8164561	8164420-8164561	+	0.0594432399	0.2287712288		
AT2G18890	A5	2	8185286-8185642	8185242-8185642	+	0.0124205399	0.3646353646		
AT2G19110	A5	2	8279178-8279475	8278980-8279475	+	0.0317830823	0.2052947053		
AT2G19260	A5	2	8356529-8357208	8356305-8357208	+	-0.010452382	0.3706293706		
AT2G19690	A5	2	8503929-8504350	8503867-8504350	+	0.0014814904	0.3841158841		
AT2G19730	A5	2	8511591-8511739	8511560-8511739	+	-0.0001211033	0.4345654346		
AT2G19880	A5	2	8584264-8584469	8584261-8584469	+	0.124047948	0.0254745255		
AT2G19930	A5	2	8611227-8611411	8611227-8611429	-	0.0131328157	0.3631368631		
AT2G20100	A5	2	8681509-8681612	8680853-8681612	+	0.0069759672	0.3771228771		
AT2G20340	A5	2	8781526-8781609	8781445-8781609	+	-0.0113857557	0.3816183816		
AT2G20440	A5	2	8813333-8813466	8813333-8813583	-	-0.0031192309	0.4145854146		
AT2G20500_and_AT2G20510	A5	2	8838439-8838518	8838439-8838524	-	-0.1666666667	0.2052947053		
AT2G20585	A5	2	8866403-8866574	8865779-8866574	+	-0.0016336161	0.4260739261		
AT2G20590	A5	2	8868623-8868704	8868623-8868743	-	0.09319386	0.3311688312		
AT2G20650	A5	2	8903815-8903903	8903815-8903907	-	-0.0064926647	0.4045954046		
AT2G20830	A5	2	8969811-8970014	8969811-8970018	-	0.0095853269	0.4295704296		
AT2G20830	A5	2	8969811-8970014	8969811-8970091	-	0	0.4295704296		
AT2G20830	A5	2	8969811-8970014	8969811-8970601	-	-0.0111582545	0.4295704296		
AT2G20830	A5	2	8969811-8970018	8969811-8970091	-	0	0.4295704296		
AT2G20830	A5	2	8969811-8970018	8969811-8970601	-	-0.0252918253	0.4295704296		
AT2G20830	A5	2	8969811-8970091	8969811-8970601	-	0	0.4295704296		
AT2G20860	A5	2	8981252-8981413	8981038-8981413	+	0.0170549461	0.2867132867		
AT2G20950	A5	2	9004021-9004106	9003970-9004106	+	0.0186952969	0.3550734979		
AT2G21070	A5	2	9042499-9042593	9042455-9042593	+	0	0.3951048951		
AT2G21230	A5	2	9094134-9094541	9094134-9094559	-	-0.0018645313	0.4035964036		
AT2G21270	A5	2	9107819-9108079	9107600-9108079	+	-0.000677273	0.4440559441		
AT2G21270	A5	2	9107856-9108079	9107600-9108079	+	0.000018014	0.4440559441		
AT2G21270	A5	2	9107856-9108079	9107819-9108079	+	0.0515115252	0.4440559441		
AT2G21300	A5	2	9118298-9118409	9118298-9118463	-	0.0092125389	0.3506493506		
AT2G21400	A5	2	9158633-9159216	9158588-9159216	+	-0.3017054324	0.1668331668		
AT2G21450	A5	2	9181987-9182060	9181987-9182075	-	nan	1		
AT2G21470	A5	2	9200684-9200767	9200675-9200767	+	0.0262615243	0.1773226773		
AT2G21510	A5	2	9210936-9211068	9210936-9211089	-	0.2579762802	0.1418581419		
AT2G21540	A5	2	9223761-9224154	9223761-9224337	-	0.0350960534	0.4285714286		
AT2G21550	A5	2	9229412-9229481	9229403-9229481	+	0	0.4075924076		
AT2G21590	A5	2	9238645-9239354	9238534-9239354	+	-0.0194616087	0.3371628372		
AT2G21590	A5	2	9238761-9239354	9238534-9239354	+	nan	1		
AT2G21590	A5	2	9238761-9239354	9238645-9239354	+	-0.048980327	0.3371628372		
AT2G21590	A5	2	9238931-9239033	9238645-9239033	+	-0.4186836638	0.3371628372		
AT2G21590	A5	2	9239098-9239354	9238534-9239354	+	-0.1081774092	0.3371628372		
AT2G21590	A5	2	9239098-9239354	9238645-9239354	+	-0.5357079808	0.1278721279		
AT2G21590	A5	2	9239098-9239354	9238761-9239354	+	-0.2240398225	0.3371628372		
AT2G21620_and_AT2G21630	A5	2	9248998-9249089	9248980-9249089	+	0.0092893526	0.1403596404		
AT2G21720	A5	2	9274570-9274655	9274561-9274655	+	0.1821440904	0.1898101898		
AT2G21940	A5	2	9351328-9351415	9351325-9351415	+	-0.001794585	0.4265734266		
AT2G22140	A5	2	9418143-9418319	9418143-9418329	-	-0.043172685	0.3116883117		
AT2G22260	A5	2	9461194-9461305	9461149-9461305	+	-0.1834926679	0.1498501499		
AT2G22300	A5	2	9472088-9472187	9471638-9472187	+	0.000623392	0.4460539461		
AT2G22540	A5	2	9580598-9581506	9580583-9581506	+	-0.0004552291	0.4300699301		
AT2G22670	A5	2	9636922-9637106	9636637-9637106	+	-0.0068004421	0.3482517483		
AT2G22670	A5	2	9636922-9637106	9636897-9637106	+	0.0425566608	0.3508158508		
AT2G22690	A5	2	9650980-9651178	9650980-9651345	-	-0.0217047065	0.2792207792		
AT2G22807	A5	2	9715191-9715778	9715160-9715778	+	nan	1		
AT2G22920	A5	2	9757111-9757204	9757089-9757204	+	0.0379055966	0.2072927073		
AT2G22980	A5	2	9779533-9779607	9779527-9779607	+	-0.0041909662	0.2917082917		
AT2G22990	A5	2	9789750-9789845	9789746-9789845	+	-0.0899069698	0.031968032		
AT2G22990	A5	2	9789752-9789849	9789750-9789849	+	-0.3723704736	0.046953047		
AT2G23040	A5	2	9809255-9809338	9809255-9809793	-	nan	1		
AT2G23140	A5	2	9848769-9848859	9848769-9848940	-	-0.0609374084	0.3323343323		
AT2G23140	A5	2	9848769-9848859	9848769-9849104	-	0.030190681	0.3323343323		
AT2G23140	A5	2	9848769-9848940	9848769-9849104	-	0.1994428587	0.02997003		
AT2G23660	A5	2	10061585-10061666	10061585-10061734	-	nan	1		
AT2G23740	A5	2	10097797-10098151	10097659-10098151	+	0.1808744704	0.1223776224		
AT2G23760	A5	2	10112778-10112886	10112778-10112996	-	0.0101318514	0.3351648352		
AT2G23910	A5	2	10178183-10178259	10178025-10178259	+	-0.0001886332	0.4110889111		
AT2G23930	A5	2	10182387-10182492	10182365-10182492	+	-0.0004556518	0.4210789211		
AT2G23985	A5	2	10205474-10205623	10205241-10205623	+	nan	1		
AT2G23985	A5	2	10205501-10205623	10205241-10205623	+	nan	1		
AT2G23985	A5	2	10205501-10205623	10205474-10205623	+	-0.1371074563	0.1742257742		
AT2G23985	A5	2	10205710-10206104	10205693-10206104	+	-0.134631964	0.1742257742		
AT2G24220	A5	2	10300184-10300595	10300180-10300595	+	0.1257884999	0.1373626374		
AT2G24390_and_AT2G24380	A5	2	10374228-10374384	10374216-10374384	+	-0.0013091735	0.4220779221		
AT2G24650	A5	2	10485533-10485575	10485533-10485632	-	0.0027941195	0.4275724276		
AT2G25070	A5	2	10665368-10665538	10665368-10665795	-	0.0021668816	0.3446553447		
AT2G25160	A5	2	10709609-10709697	10709609-10709902	-	0.0032675536	0.4020979021		
AT2G25220	A5	2	10744798-10744901	10744798-10744970	-	0	0.4280719281		
AT2G25370	A5	2	10807890-10808506	10807809-10808506	+	nan	1		
AT2G25840	A5	2	11023538-11023675	11023526-11023675	+	0.0115252858	0.2597402597		
AT2G25850	A5	2	11026081-11026166	11026081-11026196	-	-0.0380002786	0.3234265734		
AT2G25900	A5	2	11041473-11041566	11041363-11041566	+	0.0021672878	0.2702297702		
AT2G26210	A5	2	11157529-11157616	11157247-11157616	+	-0.0016753302	0.445954046		
AT2G26280	A5	2	11190784-11191096	11190784-11191237	-	-0.0199742535	0.4450549451		
AT2G26300	A5	2	11197820-11197958	11197468-11197958	+	0.0008453949	0.4125874126		
AT2G26350	A5	2	11218192-11218333	11218192-11218612	-	0.0145105588	0.4190809191		
AT2G26420	A5	2	11239746-11240059	11239746-11240101	-	0.0727064243	0.2317682318		
AT2G26430	A5	2	11243864-11244123	11243864-11244128	-	-0.0576218243	0.1198801199		
AT2G26510	A5	2	11276694-11276789	11276657-11276789	+	0.0465393155	0.2307692308		
AT2G26590	A5	2	11314742-11314985	11314742-11315020	-	0.1208779083	0.02997003		
AT2G26600	A5	2	11316793-11316999	11316613-11316999	+	-0.106980487	0.0444555445		
AT2G26670	A5	2	11342239-11342895	11342095-11342895	+	0.0571822621	0.013986014		
AT2G26770	A5	2	11407748-11407823	11407748-11407857	-	-0.1651149195	0.0749250749		
AT2G27040	A5	2	11541506-11542208	11541506-11542227	-	0.0005263925	0.4375624376		
AT2G27170	A5	2	11617091-11617176	11617091-11617306	-	-0.1525373133	0.047952048		
AT2G27230	A5	2	11650729-11650817	11650691-11650817	+	-0.1098658246	0.0194805195		
AT2G27385	A5	2	11716314-11716546	11716314-11716552	-	nan	1		
AT2G27450	A5	2	11739265-11739402	11739265-11739483	-	0	0.4575424575		
AT2G27490	A5	2	11749091-11749961	11749091-11749975	-	-0.1140287503	0.1198801199		
AT2G27530	A5	2	11764604-11764714	11764604-11764768	-	0.0050824558	0.1383616384		
AT2G27720	A5	2	11818962-11819022	11818953-11819022	+	nan	1		
AT2G27730	A5	2	11820884-11821607	11820884-11821652	-	-0.3937551881	0.0539460539		
AT2G27730	A5	2	11820884-11821607	11820884-11821798	-	-0.0084329602	0.2291042291		
AT2G27730	A5	2	11820884-11821652	11820884-11821798	-	0.0157881772	0.2127872128		
AT2G27810	A5	2	11855202-11855408	11855198-11855408	+	0.0128159842	0.4325674326		
AT2G27810	A5	2	11855694-11855767	11855552-11855767	+	0.000460612	0.4325674326		
AT2G27950	A5	2	11903454-11903683	11903454-11903884	-	-0.0018660823	0.4100899101		
AT2G28060	A5	2	11951777-11951919	11951777-11952027	-	-0.1992630192	0.364968365		
AT2G28060	A5	2	11951777-11951919	11951777-11952043	-	0.0066852611	0.3791208791		
AT2G28060	A5	2	11951777-11952027	11951777-11952043	-	0.0197344817	0.364968365		
AT2G28250	A5	2	12043516-12043928	12043096-12043928	+	-0.0299092666	0.3211788212		
AT2G28250	A5	2	12043817-12043928	12043516-12043928	+	0.0413792919	0.3211788212		
AT2G28250	A5	2	12043851-12043928	12043516-12043928	+	0.201654672	0.3211788212		
AT2G28250	A5	2	12043851-12043928	12043817-12043928	+	0.2480398168	0.3211788212		
AT2G28310	A5	2	12085530-12085689	12085521-12085689	+	0.0465800579	0.1278721279		
AT2G28450	A5	2	12162426-12162523	12162426-12162538	-	-0.000040883	0.454045954		
AT2G28550	A5	2	12226861-12226969	12226861-12227120	-	-0.0205178217	0.3356643357		
AT2G28755	A5	2	12334237-12334355	12334237-12334396	-	nan	1		
AT2G28760	A5	2	12338644-12338740	12338644-12338770	-	0.0820114886	0.2797202797		
AT2G28800	A5	2	12357144-12357449	12357144-12357453	-	-0.0204055767	0.0564435564		
AT2G28810	A5	2	12363936-12364112	12363734-12364112	+	-0.0123799022	0.3431568432		
AT2G28910	A5	2	12417023-12417126	12417023-12417285	-	-0.0011204553	0.3631368631		
AT2G28930	A5	2	12424602-12425033	12424593-12425033	+	-0.0301195111	0.1383616384		
AT2G29290	A5	2	12586562-12586657	12586522-12586657	+	0.0385763202	0.0684315684		
AT2G29340	A5	2	12598306-12598869	12598300-12598869	+	0.0093089161	0.2267732268		
AT2G29390	A5	2	12612140-12612623	12612140-12612770	-	0.0077328236	0.4260739261		
AT2G29650	A5	2	12675568-12675644	12675568-12675699	-	0.106171024	0.041958042		
AT2G29890	A5	2	12747759-12747870	12747753-12747870	+	0.0798527298	0.4235764236		
AT2G29890	A5	2	12748987-12749112	12748921-12749112	+	-0.005136889	0.4235764236		
AT2G29910	A5	2	12752839-12752974	12752839-12753057	-	0.1542823945	0.1648351648		
AT2G30070	A5	2	12835407-12835796	12835141-12835796	+	0.0209328386	0.2737262737		
