Parker20c_event_psi_fio1-Parker20c_event_psi_col0_dPSI	Parker20c_event_psi_fio1-Parker20c_event_psi_col0_p-val								
AT2G46610	A5	2	19137681~19137831	19137681~19138387	-	-0.249581488	0.041958042		
AT2G47640	A5	2	19537260~19537350	19537255~19537350	+	-0.0601715014	0.0384615385		
AT2G48070	A5	2	19663669~19663747	19663657~19663747	+	0.0511516923	0.037962038		
AT3G01150	A5	3	53958~54129	53911~54129	+	-0.1034540254	0.0184815185		
AT3G01310	A5	3	101356~101514	101356~101532	-	-0.257441359	0.002997003		
AT3G01340	A5	3	128483~128880	128483~128892	-	0.0849181851	0.0084915085		
AT3G02260	A5	3	448000~448168	448000~448198	-	-0.1169178825	0.036963037		
AT3G02780	A5	3	603856~604235	603856~604434	-	-0.0497195516	0.037962038		
AT3G04070	A5	3	1062130~1062361	1062130~1062409	-	0.1587862847	0.0084915085		
AT3G04400	A5	3	1167405~1167579	1167351~1167579	+	-0.0201149177	0.0474525475		
AT3G04910	A5	3	1355277~1355718	1355275~1355718	+	0.1465669148	0.001998002		
AT3G05380	A5	3	1539763~1540550	1539728~1540550	+	0.3361061545	0.001998002		
AT3G05640	A5	3	1642265~1642849	1642265~1642890	-	0.2683343373	0.0124875125		
AT3G06400	A5	3	1944688~1944770	1944682~1944770	+	-0.1287214101	0.00999001		
AT3G07300	A5	3	2326220~2326719	2326220~2326725	-	-0.2831775715	0		
AT3G07510	A5	3	2394486~2394568	2394486~2394574	-	0.3350337997	0.0004995005		
AT3G09670	A5	3	2966520~2966616	2966513~2966616	+	0.2401208549	0.014985015		
AT3G13062_and_AT3G13065	A5	3	4185382~4185464	4185358~4185464	+	-0.1863109551	0.000999001		
AT3G13120	A5	3	4220100~4220273	4220100~4220289	-	0.0744859753	0.030969031		
AT3G13800	A5	3	4539069~4539313	4539065~4539313	+	0.1188651338	0.0154845155		
AT3G14010	A5	3	4636611~4637143	4636597~4637143	+	-0.1067034932	0.0141525142		
AT3G14010	A5	3	4638938~4639007	4638932~4639007	+	0.2516638104	0.0012487512		
AT3G14150	A5	3	4692688~4692927	4692688~4692931	-	0.3524326642	0.013986014		
AT3G14230	A5	3	4738454~4738700	4738454~4738712	-	-0.0327420223	0.040959041		
AT3G19460	A5	3	6748909~6748991	6748904~6748991	+	0.3514172482	0.005994006		
AT3G19860	A5	3	6904068~6904568	6903989~6904568	+	-0.1286182992	0.003996004		
AT3G20070	A5	3	7006635~7006706	7006635~7006734	-	0.4398710964	0.031968032		
AT3G21175	A5	3	7423334~7423408	7423328~7423408	+	0.315106455	0.0004995005		
AT3G21430	A5	3	7548778~7548863	7548778~7548875	-	-0.1581469522	0.015984016		
AT3G24170_and_AT3G24180	A5	3	8734142~8734242	8734142~8734318	-	-0.131921875	0.027972028		
AT3G24440	A5	3	8877297~8877375	8877297~8877381	-	0.1234557208	0.038961039		
AT3G26085_and_AT3G26090	A5	3	9530915~9531002	9530911~9531002	+	0.1098053451	0.038961039		
AT3G26890_and_AT3G26900	A5	3	9910792~9910873	9910792~9911368	-	-0.4979887654	0.031968032		
AT3G26890_and_AT3G26900	A5	3	9910792~9910873	9910792~9911415	-	-0.2008523583	0.0342514628		
AT3G26890_and_AT3G26900	A5	3	9910792~9911368	9910792~9911415	-	0.1836327251	0.0342514628		
AT3G26890_and_AT3G26900	A5	3	9910792~9911368	9910792~9911607	-	0.2977452408	0.0342514628		
AT3G30390	A5	3	11978842~11978927	11978842~11979358	-	-0.0948414205	0.014985015		
AT3G44310	A5	3	15987551~15987932	15987302~15987932	+	-0.0222036973	0.0454545455		
AT3G44310	A5	3	15987742~15987932	15987551~15987932	+	0.09840606	0.018981019		
AT3G45850	A5	3	16860980~16861262	16860980~16861409	-	-0.095272396	0.0444555445		
AT3G46830	A5	3	17248395~17248518	17248395~17248615	-	-0.1739192125	0.0014985015		
AT3G51880	A5	3	19247333~19247436	19247333~19247457	-	-0.0733052677	0.023976024		
AT3G52560	A5	3	19495028~19495266	19495028~19495269	-	0.090847997	0.0224775225		
AT3G54500	A5	3	20178064~20178158	20178064~20178161	-	0.0962115668	0.0226440226		
AT3G57050	A5	3	21114059~21114162	21114059~21114207	-	0.2041625996	0		
AT3G59360	A5	3	21935624~21935804	21935624~21935812	-	-0.3488328027	0		
AT3G61160	A5	3	22636536~22636629	22636515~22636629	+	-0.1552783	0.006993007		
AT3G63460	A5	3	23434825~23434944	23434825~23434950	-	0.4354928643	0		
AT3G63480	A5	3	23442601~23442678	23442601~23442690	-	-0.5217846077	0.0164835165		
AT4G03505_and_AT4G03510	A5	4	1558668~1559145	1558668~1559253	-	-0.0642496995	0.026973027		
AT4G09980	A5	4	6248662~6249105	6248662~6249116	-	-0.4144532977	0.000999001		
AT4G10100	A5	4	6308832~6309085	6308816~6309085	+	0.0898309778	0.0094905095		
AT4G10100	A5	4	6308849~6309085	6308816~6309085	+	-0.1723385493	0.0007492507		
AT4G10100	A5	4	6308849~6309085	6308832~6309085	+	-0.2628594046	0.0007492507		
AT4G10970	A5	4	6721885~6722029	6721885~6722138	-	-0.1738739225	0.00999001		
AT4G11970	A5	4	7183006~7183225	7183002~7183225	+	-0.2662632757	0.041958042		
AT4G12560	A5	4	7443376~7443524	7443193~7443524	+	-0.0989481567	0.026973027		
AT4G14965	A5	4	8552769~8552924	8552747~8552924	+	0.1274960891	0.010989011		
AT4G15090	A5	4	8614344~8614693	8614273~8614693	+	-0.3579223625	0.015984016		
AT4G17150	A5	4	9638824~9638926	9638820~9638926	+	-0.1731334332	0.0424575425		
AT4G17570	A5	4	9785903~9785984	9785903~9785996	-	-0.5120605804	0.0014985015		
AT4G23270	A5	4	12173873~12173941	12173779~12173941	+	0.0800744761	0.0314685315		
AT4G23910	A5	4	12426729~12427055	12426711~12427055	+	0.4258827612	0		
AT4G24230	A5	4	12567144~12567238	12567144~12567251	-	0.1497834637	0.0124875125		
AT4G24440	A5	4	12633328~12633441	12633289~12633441	+	-0.0496779899	0.042957043		
AT4G26400	A5	4	13346067~13346388	13346067~13346405	-	-0.4412861039	0		
AT4G26630	A5	4	13434925~13435596	13434925~13435652	-	0.1270019899	0.002997003		
AT4G26965	A5	4	13539832~13540218	13539828~13540218	+	-0.4855635692	0.000999001		
AT4G27740_and_AT4G27745	A5	4	13840196~13840361	13840078~13840361	+	-0.1181136054	0.0244755245		
AT4G28025	A5	4	13936536~13937258	13936536~13937285	-	0.1002134677	0.005994006		
AT4G28040	A5	4	13940716~13940850	13940602~13940850	+	0.2373421264	0.002997003		
AT4G30900	A5	4	15039566~15039642	15039550~15039642	+	0.2344506022	0.00999001		
AT4G31170	A5	4	15155118~15155467	15155118~15155576	-	-0.1523244638	0.0034965035		
AT4G31180	A5	4	15156078~15156669	15156073~15156669	+	-0.1280565521	0.008991009		
AT4G31350	A5	4	15212741~15213049	15212726~15213049	+	-0.1803463996	0.035964036		
AT4G32330	A5	4	15609117~15609790	15609106~15609790	+	-0.1957738196	0		
AT4G32820	A5	4	15831782~15831932	15831782~15832118	-	0.2198003018	0.033966034		
AT4G32900	A5	4	15879418~15879538	15879418~15879546	-	-0.2332118017	0.003996004		
AT4G38380	A5	4	17974419~17974505	17974419~17974519	-	-0.4773913459	0.013986014		
AT4G38510	A5	4	18014796~18014903	18014796~18014960	-	0.1589918453	0.0104895105		
AT4G39390	A5	4	18315860~18316263	18315838~18316263	+	-0.2281427391	0.0034965035		
AT4G40050	A5	4	18561884~18561989	18561884~18561993	-	-0.4056264065	0		
AT5G05010	A5	5	1476716~1477083	1476678~1477083	+	-0.0537769934	0.033966034		
AT5G05080	A5	5	1500083~1500326	1500083~1500605	-	-0.3567522888	0.0337162837		
AT5G05080	A5	5	1500083~1500597	1500083~1500605	-	-0.1325330166	0.0337162837		
AT5G10745	A5	5	3396889~3397645	3396811~3397645	+	-0.1919549553	0.047952048		
AT5G10940	A5	5	3451575~3452076	3451575~3452085	-	0.2633776229	0		
AT5G11630_and_AT5G11640	A5	5	3740942~3741504	3740877~3741504	+	0.4456841101	0.002997003		
AT5G13360	A5	5	4283699~4283783	4283694~4283783	+	-0.2135107963	0.022977023		
AT5G16660_and_AT5G16680	A5	5	5466335~5466415	5466335~5466421	-	0.0430458645	0.036963037		
AT5G18620	A5	5	6196207~6196327	6196207~6196336	-	-0.6212469963	0		
AT5G18640	A5	5	6213160~6213280	6213067~6213280	+	0.1242845046	0.017982018		
AT5G18820	A5	5	6272091~6272196	6272075~6272196	+	-0.3466795624	0.03996004		
AT5G22875	A5	5	7650710~7651266	7650681~7651266	+	-0.0673865707	0.0284715285		
AT5G25800	A5	5	8981988~8982082	8981988~8982088	-	0.1396964793	0.0414585415		
AT5G26240	A5	5	9194106~9194278	9194101~9194278	+	-0.3001602906	0.000999001		
AT5G26742	A5	5	9288214~9288485	9288214~9288511	-	0.0350626745	0.0474525475		
AT5G27710	A5	5	9814369~9814460	9814342~9814460	+	-0.1065138714	0.0474525475		
AT5G35330	A5	5	13525279~13525621	13525279~13525642	-	0.2040284093	0.002997003		
AT5G37690	A5	5	14975574~14975878	14975574~14975902	-	0.285827461	0.0004995005		
AT5G37850	A5	5	15065512~15065605	15065479~15065605	+	0.2374597902	0.000999001		
AT5G40500	A5	5	16228049~16228120	16228022~16228120	+	0.1699479129	0.00999001		
AT5G42870	A5	5	17187201~17187282	17187201~17187297	-	0.1079366263	0.028971029		
AT5G42940	A5	5	17219258~17220362	17219258~17220386	-	0.1224710115	0.0134865135		
AT5G44290	A5	5	17843307~17843415	17843307~17843433	-	0.1220427016	0.0066600067		
AT5G44290	A5	5	17843307~17843415	17843307~17843577	-	0.2840505549	0.0066600067		
AT5G44750	A5	5	18056585~18056668	18056573~18056668	+	0.1868430124	0.002997003		
AT5G46740	A5	5	18967717~18967803	18967717~18967823	-	0.3634940829	0.0234765235		
AT5G50565	A5	5	20580565~20580856	20580493~20580856	+	-0.1734173323	0.0324675325		
AT5G53550	A5	5	21755558~21755824	21755474~21755824	+	-0.1031336141	0.0337162837		
AT5G53850	A5	5	21863700~21863802	21863700~21864089	-	-0.1139571609	0.047952048		
AT5G60390	A5	5	24288724~24289224	24288720~24289224	+	0.0463066653	0.023976024		
AT5G61150	A5	5	24603983~24604075	24603983~24604081	-	0.2029647834	0.000999001		
AT5G61530	A5	5	24744078~24744194	24744051~24744194	+	-0.0581698541	0.0494505495		
AT5G61880	A5	5	24850431~24850548	24850426~24850548	+	-0.3334624486	0.001998002		
AT5G62570	A5	5	25116137~25116218	25116053~25116218	+	-0.1117902661	0.025974026		
AT5G63190	A5	5	25345811~25346145	25345802~25346145	+	0.1082638942	0.006993007		
AT5G64460	A5	5	25775115~25775478	25775115~25775483	-	-0.1374323511	0.03996004		
AT5G64460	A5	5	25775354~25775478	25775354~25775483	-	-0.3373411354	0.03996004		
AT5G65210	A5	5	26058053~26059020	26058028~26059020	+	-0.0991337928	0.0284715285		
AT1G06430	AF	1	1962525~1962916	1962965	1962525~1962971	1963189	-	-0.0756366913	0.032967033
AT1G08010	AF	1	2487415~2487818	2487850	2487415~2487858	2488085	-	-0.1010920842	0.0364635365
AT1G17640	AF	1	6069110~6069203	6069257	6069110~6069267	6069392	-	-0.202530517	0.02997003
AT1G32940_and_AT1G32950	AF	1	11937183	11937402~11937800	11937499	11937717~11937800	+	-0.2157743934	0.021978022
AT1G53190	AF	1	19837110	19837228~19837464	19837270	19837340~19837464	+	0.0771623754	0.04995005
AT1G62290	AF	1	23012687~23013416	23013492	23012687~23013511	23013601	-	-0.1992698462	0.00999001
AT1G73600	AF	1	27669152	27669278~27671033	27670626	27670837~27671033	+	0.1843274634	0.021978022
AT2G34300	AF	2	14476846~14477223	14477265	14476846~14477292	14477520	-	-0.1328315436	0.014985015
AT2G35050	AF	2	14768640	14768872~14769524	14768923	14769002~14769524	+	0.0634893388	0.0284715285
AT3G08580	AF	3	2607038~2607532	2607573	2607038~2607634	2607895	-	-0.0461401588	0.0174825175
AT3G59350	AF	3	21932337	21932648~21933308	21932712	21932971~21933308	+	-0.0986874644	0.0174825175
AT4G16990	AF	4	9560115	9560612~9561097	9560633	9560992~9561097	+	0.1780139676	0.0412087912
AT4G16990	AF	4	9560135	9560612~9561097	9560633	9560992~9561097	+	0.124502931	0.0412087912
AT5G13490	AF	5	4335272	4335567~4336026	4335595	4335675~4336026	+	0.1186007337	0.021978022
AT5G23210	AF	5	7810645	7811198~7812640	7811610	7811643~7812640	+	0.0865691253	0.033966034
AT5G56240	AF	5	22763649~22763856	22763923	22763649~22764413	22764576	-	-0.130716552	0.0324675325
AT5G65210	AF	5	26057533	26058053~26059020	26058542	26058659~26059020	+	0.0766735145	0.043956044
AT5G65210	AF	5	26057818	26058028~26059020	26058542	26058659~26059020	+	0.3210684859	0.002997003
AT3G05932_and_AT3G05935	AL	3	1770911	1771130~1772228	1771503	1771533~1772228	-	0.2848956904	0.003996004
AT3G12490	AL	3	3960401	3960660~3960946	3960802	3960810~3960946	-	-0.0312178602	0.045954046
AT1G10600	MX	1	3504113~3504359	3504392~3504569	3504113~3504426	3504488~3504569	+	-0.1033183336	0.007992008
AT1G02260	RI	1	441398	442620~442718	442972	-	0.1479815008	0.027972028	
AT1G02610	RI	1	553019	553261~553395	553490	-	-0.1161867138	0.008991009	
AT1G02850	RI	1	631603	631858~632009	632043	+	0.1229389987	0.0262237762	
AT1G06890	RI	1	2111323	2111602~2111761	2111859	-	0.0939256801	0.0134865135	
AT1G06960	RI	1	2137067	2137146~2137264	2137838	+	-0.2835139299	0.005994006	
AT1G07820	RI	1	2421089	2421783~2421903	2422066	-	0.0933756133	0.010989011	
AT1G08810	RI	1	2819065	2819858~2819970	2820099	-	-0.1452720457	0.020979021	
AT1G08900	RI	1	2852460	2852603~2852740	2852778	+	-0.2739207092	0.026973027	
AT1G09910	RI	1	3223734	3223831~3224379	3224541	-	-0.1838422438	0.016983017	
AT1G10070	RI	1	3288087	3288153~3288238	3288320	+	0.094929632	0.032967033	
AT1G10890	RI	1	3627997	3628229~3629098	3629304	+	0.1161719856	0.028971029	
AT1G10910	RI	1	3643454	3643582~3643732	3644187	+	-0.0793950986	0.03996004	
AT1G13450	RI	1	4613286	4613516~4613755	4613889	-	-0.105715985	0.008991009	
AT1G13940	RI	1	4766396	4766470~4766594	4766852	-	0.1393195346	0.0374625375	
AT1G14710	RI	1	5064148	5064811~5064972	5065303	-	-0.1285546474	0.005994006	
AT1G15050_and_AT1G15060	RI	1	5184591	5184761~5184963	5185137	-	-0.1085353184	0.04995005	
AT1G15490	RI	1	5322653	5322960~5323158	5323895	-	-0.4712928247	0.02997003	
AT1G17640	RI	1	6068902	6069110~6069203	6069257	-	0.4320912638	0.02997003	
AT1G18660	RI	1	6420975	6421303~6421398	6421501	+	-0.3172664871	0.001998002	
AT1G19400	RI	1	6712981	6713787~6714169	6714483	-	0.0938620303	0.047952048	
AT1G19650	RI	1	6798854	6798953~6799099	6799384	-	-0.1873903149	0.0294705295	
AT1G20920	RI	1	7285240	7288843~7289000	7289943	+	0.1534464471	0.0384615385	
AT1G20920	RI	1	7289000	7289309~7289386	7289943	+	-0.2411353009	0.021978022	
AT1G23360	RI	1	8296254	8296342~8296419	8296509	-	-0.2354848745	0.0034965035	
AT1G27630	RI	1	9611549	9611876~9612590	9612671	+	-0.1804766841	0.0187312687	
AT1G27770	RI	1	9673281	9675232~9675309	9675363	-	-0.1581346308	0.00999001	
AT1G27900	RI	1	9716179	9716339~9716538	9716607	-	-0.3126824158	0.008991009	
AT1G27900	RI	1	9716179	9716398~9716538	9716607	-	-0.4187885076	0.032967033	
AT1G28960	RI	1	10109500	10109811~10109926	10110022	-	0.1061306395	0.040959041	
AT1G30410	RI	1	10739326	10739689~10739823	10740001	+	-0.1494374979	0.026973027	
AT1G47278	RI	1	17331228	17331277~17331365	17331553	+	-0.2226418063	0.0187312687	
AT1G47500	RI	1	17433883	17433941~17434025	17434155	+	-0.0857063497	0.03996004	
AT1G47570	RI	1	17482891	17482951~17483031	17483502	+	0.1720191867	0.021978022	
AT1G49130	RI	1	18175032	18175798~18175903	18176389	-	0.1319784341	0.012987013	
AT1G49980	RI	1	18511849	18511962~18512090	18512512	+	-0.4857038651	0.0134865135	
AT1G51840	RI	1	19250078	19250199~19250605	19250863	-	-0.2012062558	0.0247252747	
AT1G51840	RI	1	19250078	19250211~19250605	19250863	-	-0.3867950496	0.002997003	
AT1G54030	RI	1	20168777	20169029~20169100	20169684	+	-0.1679463121	0.000999001	
AT1G55310	RI	1	20631042	20631119~20631885	20632055	+	-0.1544853425	0.01998002	
AT1G58180	RI	1	21539169	21539300~21539394	21539458	-	-0.0986594342	0.0134865135	
AT1G60940	RI	1	22441777	22441934~22442108	22442221	-	0.0761466893	0.014985015	
AT1G62250	RI	1	22995814	22995919~22996058	22996230	-	-0.1465616673	0.0324675325	
AT1G62640	RI	1	23192146	23192302~23192388	23192692	+	0.0575583852	0.0484515485	
AT1G66760	RI	1	24901978	24902358~24902437	24902981	+	-0.4050712401	0.0044955045	
AT1G66760	RI	1	24903831	24904036~24904148	24904443	+	-0.1802292091	0.0044955045	
AT1G70100	RI	1	26405397	26405496~26405598	26405654	+	-0.1536819829	0.026973027	
AT1G70360	RI	1	26508486	26508977~26509001	26509325	+	0.239771996	0.00999001	
AT1G71410	RI	1	26912726	26912748~26912878	26913961	-	-0.0506933247	0.040959041	
AT1G72640	RI	1	27346569	27346664~27346746	27346919	-	0.0428730067	0.04995005	
AT1G73990	RI	1	27828143	27828230~27828311	27828454	+	-0.0780608064	0.0244755245	
AT1G76520	RI	1	28714765	28715256~28715344	28715521	+	-0.0441892661	0.038961039	
AT1G77080	RI	1	28958602	28958663~28958745	28958844	+	-0.1678907481	0.0124875125	
AT1G77590	RI	1	29151145	29151225~29151330	29151831	-	-0.0930162647	0.0324675325	
AT1G77930	RI	1	29302026	29302163~29302249	29302712	+	-0.1199275562	0.013986014	
AT2G01060	RI	2	74509	74585~74785	74907	-	-0.0701188788	0.01998002	
AT2G01930	RI	2	427114	428223~428706	428900	-	-0.1011202329	0.008991009	
AT2G02960	RI	2	863783	864020~864248	864452	-	-0.1524791134	0.0254745255	
AT2G04690	RI	2	1645914	1646031~1646155	1646443	+	-0.2554600037	0.0034965035	
AT2G04690	RI	2	1645914	1646066~1646155	1646443	+	-0.1014139539	0.0221445221	
AT2G06025	RI	2	2350017	2350115~2350202	2350539	+	0.4562005205	0.006993007	
AT2G06025	RI	2	2351395	2351548~2351672	2351748	+	-0.143718511	0.006993007	
AT2G15050	RI	2	6518749	6519246~6519879	6521549	+	-0.1213049264	0.0352147852	
AT2G16370	RI	2	7082240	7082470~7082545	7082710	-	-0.1126078714	0.017982018	
AT2G18750	RI	2	8125128	8125594~8125802	8125942	+	0.0908269451	0.0314685315	
AT2G18750	RI	2	8125128	8125710~8125802	8125942	+	0.1611720141	0.0314685315	
AT2G19080	RI	2	8264134	8264194~8264305	8264449	+	-0.1710385803	0.002997003	
AT2G21195	RI	2	9083144	9083261~9083339	9083392	+	-0.1806378603	0.001998002	
AT2G21385_and_AT2G21390	RI	2	9149885	9149976~9150112	9150197	+	-0.3042020728	0.0464535465	
AT2G21520	RI	2	9215519	9215554~9215836	9215989	+	0.0720876278	0.026973027	
AT2G22570	RI	2	9589797	9589982~9590081	9590214	-	-0.3319732445	0.0004995005	
AT2G23980_and_AT2G23987	RI	2	10202598	10202911~10202981	10203193	-	-0.1969029554	0	
AT2G23980_and_AT2G23987	RI	2	10203941	10204040~10204388	10204534	-	-0.2257535639	0.002997003	
AT2G24270	RI	2	10327035	10327134~10327330	10327438	-	-0.0592386386	0.028971029	
AT2G25670	RI	2	10930299	10930719~10930828	10931090	-	-0.0744841601	0.0144855145	
AT2G25730	RI	2	10956263	10956620~10956705	10956916	-	0.2122118603	0.0124875125	
AT2G25740	RI	2	10980122	10980344~10980621	10980688	+	-0.5018931378	0	
AT2G27110	RI	2	11578252	11580462~11580610	11580817	-	0.1437052365	0.048951049	
AT2G27340	RI	2	11696937	11697163~11697449	11697554	+	-0.3037803086	0.0124875125	
AT2G31580	RI	2	13441752	13441837~13441938	13442107	-	-0.2202861132	0.028971029	
AT2G32150	RI	2	13659888	13660100~13660184	13660249	+	-0.0330561843	0.034965035	
AT2G33540	RI	2	14207914	14208049~14208175	14209192	-	-0.3624376558	0	
AT2G36680	RI	2	15369246	15369361~15369449	15369495	-	-0.3662212072	0.002997003	
AT2G36680	RI	2	15369246	15369366~15369449	15369495	-	-0.3874508032	0	
AT2G37510	RI	2	15742980	15743353~15743429	15743497	-	-0.1945594672	0.031968032	
AT2G40110	RI	2	16748948	16749056~16749143	16749198	+	-0.060268059	0.026973027	
AT2G40410	RI	2	16874372	16874616~16874712	16874871	+	0.0746382593	0.0424575425	
AT2G41720	RI	2	17403645	17403808~17403905	17404025	-	-0.1137379416	0.0324675325	
AT2G42190	RI	2	17582673	17582855~17582997	17583141	+	-0.0888548192	0.016983017	
AT2G43680	RI	2	18108630	18108719~18109069	18109138	+	-0.2726214063	0.024975025	
AT2G44180	RI	2	18270840	18271085~18271153	18271260	-	-0.0789081751	0.0254745255	
AT2G44280	RI	2	18303752	18303985~18304130	18304627	-	0.5513434657	0.0307192807	
AT2G45700	RI	2	18827655	18827866~18827946	18828051	-	-0.1494948187	0.0084915085	
AT2G45830	RI	2	18865923	18866503~18866607	18867160	+	-0.5275709588	0.0034965035	
AT2G47160	RI	2	19360258	19360450~19360526	19360608	-	-0.0765827738	0.0284715285	
AT2G48130	RI	2	19683710	19683832~19684144	19685390	-	0.297612908	0.011988012	
AT3G01310	RI	3	101297	101356~101514	101660	-	-0.1154151666	0.0144855145	
AT3G01310	RI	3	101297	101356~101532	101660	-	-0.1630218712	0.0037462537	
AT3G01920	RI	3	318599	318668~318750	318848	+	-0.0936924741	0.038961039	
AT3G02740	RI	3	590425	590808~591041	591167	+	-0.2725682286	0.0014985015	
AT3G03380	RI	3	804889	805015~805115	805365	+	0.0402903945	0.042957043	
AT3G04610	RI	3	1253574	1254282~1254769	1254984	-	-0.1412617934	0.006993007	
AT3G04770_and_AT3G04780	RI	3	1309678	1309855~1309933	1310130	-	-0.1983031701	0.0314685315	
AT3G04910	RI	3	1355718	1355945~1356024	1356244	+	-0.0566550418	0.034965035	
AT3G05165	RI	3	1462597	1462786~1462903	1462917	-	-0.1180607192	0.0494505495	
AT3G09240	RI	3	2837295	2837430~2837699	2837919	-	-0.3246989518	0.0254745255	
AT3G10490	RI	3	3268011	3268294~3268720	3268997	+	-0.1338640489	0.02997003	
AT3G13740	RI	3	4505648	4505795~4505915	4506320	+	-0.12486855	0.043956044	
AT3G14660	RI	3	4925339	4925556~4925653	4925900	+	0.0353219403	0.02997003	
AT3G17310	RI	3	5912957	5913038~5913149	5913345	-	0.1897624141	0.017982018	
AT3G19460	RI	3	6747370	6747663~6747929	6748109	+	-0.6508834412	0.021978022	
AT3G19460	RI	3	6748759	6748909~6748991	6749322	+	-0.493225665	0.015984016	
AT3G20070	RI	3	7006578	7006635~7006734	7006941	-	0.2834975659	0.036963037	
AT3G21215	RI	3	7442510	7442975~7443073	7443155	-	-0.1506193209	0.025974026	
AT3G21260	RI	3	7464730	7464860~7465019	7465283	-	-0.0775560976	0.0434565435	
AT3G22190	RI	3	7833429	7833556~7833723	7834135	-	-0.1650467104	0.0494505495	
AT3G22190	RI	3	7833429	7833556~7833785	7834135	-	-0.1374612395	0.0164835165	
AT3G22845_and_AT3G22850	RI	3	8087844	8088030~8088149	8088256	+	-0.0446072303	0.0474525475	
AT3G23470_and_AT3G23480	RI	3	8420278	8420426~8420496	8420595	+	-0.5730254929	0.047952048	
AT3G24530	RI	3	8947110	8947208~8947286	8947396	-	-0.1622581144	0.011988012	
AT3G24740	RI	3	9031847	9032064~9032377	9033475	+	-0.1140235893	0.031968032	
AT3G25820	RI	3	9440465	9440683~9441149	9441287	+	-0.0993028018	0.011988012	
AT3G26690	RI	3	9805328	9805408~9805473	9805781	-	-0.1893476019	0.0034965035	
AT3G26890_and_AT3G26900	RI	3	9909318	9910792~9911607	9911790	-	-0.2272389439	0.031968032	
AT3G27770	RI	3	10287152	10287280~10287397	10287581	-	0.1155819144	0.005994006	
AT3G30720	RI	3	12349047	12349193~12349272	12349317	+	-0.2266221883	0.023976024	
AT3G44665_and_AT3G44670	RI	3	16216806	16217057~16217237	16217410	+	-0.2211135103	0.0044955045	
AT3G45040	RI	3	16472538	16473015~16473101	16473152	-	-0.1264597406	0.038961039	
AT3G45190	RI	3	16547145	16547231~16547519	16547622	-	-0.1266101602	0.007992008	
AT3G47990	RI	3	17715330	17715403~17715488	17715554	-	-0.1409245588	0.03996004	
AT3G49430	RI	3	18332248	18332471~18332642	18332754	+	0.2943783076	0.010989011	
AT3G50670	RI	3	18827358	18827439~18828349	18828411	-	-0.075585371	0.0144855145	
AT3G51880	RI	3	19248953	19248985~19249094	19249165	-	0.0687017815	0.023976024	
AT3G53560_and_AT3G53570	RI	3	19863958	19864153~19864363	19864526	-	-0.126596949	0.037962038	
AT3G53970	RI	3	19986686	19986758~19986880	19986960	+	-0.0939154197	0.012987013	
AT3G54010	RI	3	20001229	20001313~20001384	20001453	+	-0.1267434577	0.004995005	
AT3G54500	RI	3	20177935	20178064~20178158	20178491	-	-0.1238709167	0.0226440226	
AT3G54500	RI	3	20178714	20178804~20178941	20179070	-	-0.3398923341	0.011988012	
AT3G56130	RI	3	20827623	20827693~20827901	20827954	+	0.0634163365	0.041958042	
AT3G56860	RI	3	21048727	21049236~21049349	21049768	-	-0.3268625031	0.021978022	
AT3G57530	RI	3	21297148	21297375~21297470	21297637	-	-0.1014816773	0.0114885115	
AT3G58900	RI	3	21772838	21773965~21774055	21774195	+	0.2178078592	0.0434565435	
AT3G61600	RI	3	22797128	22797937~22798054	22798324	+	0.1170262711	0.0014985015	
AT4G02570	RI	4	1128558	1128663~1128758	1128858	+	0.0684274919	0.041958042	
AT4G02600	RI	4	1143888	1144052~1144137	1144321	+	0.1098384853	0.023976024	
AT4G02640	RI	4	1155593	1155942~1156064	1156350	+	0.1192711904	0.028971029	
AT4G08290	RI	4	5240171	5240329~5240404	5240555	+	-0.097808277	0.0174825175	
AT4G08980	RI	4	5758020	5758484~5758982	5759303	+	-0.2893683001	0.006993007	
AT4G10050	RI	4	6286912	6286996~6287071	6287293	-	-0.1052624774	0.02997003	
AT4G12560	RI	4	7443118	7443376~7443524	7443775	+	0.1436720761	0.02997003	
AT4G16520	RI	4	9307344	9307396~9307927	9307982	-	-0.0312642246	0.0454545455	
AT4G16660	RI	4	9376699	9376834~9377179	9377986	+	0.1050493946	0.0194805195	
AT4G16765	RI	4	9431713	9431902~9432239	9432437	-	-0.1671629211	0.045954046	
AT4G16990	RI	4	9560633	9560992~9561097	9561917	+	0.1921278492	0.0412087912	
AT4G16990	RI	4	9564477	9564596~9564677	9564941	+	0.1022366735	0.0412087912	
AT4G18740	RI	4	10303343	10303631~10303725	10303835	-	0.1658652369	0.011988012	
AT4G18740	RI	4	10303392	10303631~10303725	10303835	-	-0.0929097613	0.0487012987	
AT4G21400_and_AT4G21410_and_AT4G03065	RI	4	11402863	11403019~11403094	11403337	-	-0.1048086021	0.017982018	
AT4G23270	RI	4	12173486	12173873~12173941	12174297	+	-0.0954647423	0.02997003	
AT4G24740	RI	4	12754946	12755048~12755142	12755239	-	-0.1950418326	0.013986014	
AT4G25640_and_AT4G25635	RI	4	13077109	13077195~13077270	13077388	-	-0.060217578	0.0354645355	
AT4G27740_and_AT4G27745	RI	4	13839889	13840078~13840361	13840398	+	-0.1187823129	0.0244755245	
AT4G27960	RI	4	13917134	13917240~13917343	13917500	-	-0.0678563374	0.0114885115	
