	SRR15236518	SRR15236519	SRR15236520
AT2G14510.2	0	0	0
AT2G14520.1	3.552686	1.074922	1.695642
AT2G14520.2	0.401712	0.376541	0.472617
AT2G14520.3	0	0.902252	0.974399
AT2G14520.4	2.036819	3.382459	3.546549
AT2G14530.1	13.675202	13.059816	14.122769
AT2G14540.1	0	0	0
AT2G14560.1	38.230491	41.198891	41.608896
AT2G14560.2	127.779554	133.755793	125.230153
AT2G14560.3	0.717756	0.860372	0.267714
AT2G14560.4	0.792042	1.952746	1.438006
AT2G14580.1	4.288133	5.297469	4.340837
AT2G14610.1	35.062525	32.854445	32.356713
AT2G14620.1	1.281637	1.073436	0.72686
AT2G14620.2	0	0	0
AT2G14620.3	0	0	0.39581
AT2G14635.1	0	0	0
AT2G14660.1	18.803755	20.324654	19.308197
AT2G14670.1	0	0	0
AT2G14680.1	0.667788	1.106564	1.101616
AT2G14680.2	0	0	0
AT2G14680.3	6.626656	6.706101	7.170661
AT2G14680.4	0	0	0
AT2G14680.5	1.460381	0.810853	0
AT2G14680.6	0	0	0
AT2G14680.7	0	0	0
AT2G14680.8	4.192965	4.412727	4.407728
AT2G14690.1	0	0	0
AT2G14692.1	0	0	0
AT2G14695.1	0	0	0
AT2G14700.1	0	0	0
AT2G14710.1	0	0	0
AT2G14720.1	50.492137	48.834416	45.773399
AT2G14720.2	0	0	0
AT2G14740.1	24.203154	21.110373	20.056895
AT2G14740.2	0	3.457176	2.586429
AT2G14750.1	158.7855	154.584585	148.713884
AT2G14755.1	0	0	0
AT2G14760.1	0	0	0
AT2G14760.2	0	0	0
AT2G14760.3	0	0	0
AT2G14765.1	0	0	0
AT2G14775.1	1.771352	1.765767	1.520405
AT2G14800.1	1.194974	1.524622	0.814179
AT2G14810.1	0	0	0
AT2G14820.1	0	0.037427	0.051698
AT2G14820.2	0	0	0
AT2G14825.1	5.551177	4.662857	4.611757
AT2G14830.1	0	0	0
AT2G14835.1	16.171195	17.265376	15.600129
AT2G14835.2	1.288545	1.612046	1.120262
AT2G14846.1	0	0	0
AT2G14850.1	6.218546	6.529252	6.980368
AT2G14860.1	5.5541	4.842435	5.728069
AT2G14870.1	0	0	0
AT2G14880.1	93.616048	93.005306	88.728793
AT2G14880.2	0.46661	0.075832	0.28108
AT2G14880.3	0	0.308618	0.218856
AT2G14890.1	155.981623	165.022097	148.160295
AT2G14890.2	8.984733	6.193174	4.71988
AT2G14900.1	22.597584	19.049579	21.906751
AT2G14910.1	92.898576	91.827251	96.79122
AT2G14910.2	0.092931	0.149242	0.32568
AT2G14920.1	0	0	0
AT2G14935.1	0	0	0
AT2G14945.1	0	0	0
AT2G14960.1	0.272329	0.113061	0.086758
AT2G15000.1	14.785811	13.780643	14.952491
AT2G15000.2	0	0	0
AT2G15000.3	0	1.019858	0.899059
AT2G15000.4	4.449685	1.615295	3.945931
AT2G15000.5	0	0.130723	0
AT2G15000.6	0	0	0
AT2G15000.7	0.451386	0.382623	0.236012
AT2G15010.1	0	0	0
AT2G15020.1	71.043026	74.997168	68.470427
AT2G15025.1	0	0	0
AT2G15029.1	0	0	0
AT2G15042.1	8.635244	8.676489	8.460847
AT2G15050.1	16.669377	14.901613	15.43032
AT2G15050.2	5.77299	6.479968	5.612954
AT2G15050.3	16.359149	15.517582	17.189393
AT2G15080.1	7.566798	7.88045	5.310884
AT2G15080.2	7.594485	7.062187	9.71379
AT2G15090.1	19.149282	18.808814	18.797824
AT2G15110.1	0	0	0
AT2G15130.1	0	0	0.041508
AT2G15130.2	0.139239	0.048917	0.044613
AT2G15170.1	0.101299	0.072008	0.130389
AT2G15180.1	0	0	0
AT2G15185.1	0	0	0
AT2G15220.1	1.330991	1.355769	1.045476
AT2G15230.1	11.115007	8.903765	12.109172
AT2G15240.1	19.41991	20.597832	18.460658
AT2G15260.1	0	0	0
AT2G15270.1	4.019724	5.123776	3.979023
AT2G15270.2	16.850057	13.383081	16.585666
AT2G15280.1	16.048194	16.656266	18.709462
AT2G15280.2	1.61498	2.994878	1.941127
AT2G15290.1	104.106592	95.9344	94.968091
AT2G15300.1	0.040057	0	0
AT2G15310.1	3.891857	4.137234	3.540657
AT2G15318.1	0.44061	0.157115	0.070977
AT2G15320.1	18.591596	18.687231	18.94743
AT2G15325.1	0	0	0
AT2G15327.1	0	0	0
AT2G15340.1	0	0	0
AT2G15345.1	0	0	0
AT2G15350.1	0	0	0
AT2G15360.1	0	0	0
AT2G15370.1	0	0	0
AT2G15390.1	0	0	0
AT2G15390.2	6.196481	5.593989	5.956226
AT2G15400.1	1.604866	1.541799	2.583116
AT2G15400.2	0	0.272468	0.35299
AT2G15420.1	0	0	0
AT2G15430.1	13.70255	12.477243	11.52365
AT2G15430.2	0	0	0
AT2G15430.3	0.050932	0.486239	0.166076
AT2G15440.1	8.340339	6.414985	5.812323
AT2G15450.1	0	0	0
AT2G15460.1	0	0	0
AT2G15470.1	0	0	0
AT2G15480.1	3.628269	3.140468	2.760953
AT2G15480.2	0	0	0.46428
AT2G15490.1	0	0.131193	0
AT2G15490.2	0	0	0.131221
AT2G15490.3	0	0	0.050566
AT2G15500.1	0	0	0
AT2G15530.1	1.524094	1.526527	1.010795
AT2G15530.2	5.590319	2.282115	2.86515
AT2G15530.3	1.460166	1.382576	1.006026
AT2G15530.4	0	0.170258	0
AT2G15530.5	1.278121	4.623269	2.992222
AT2G15530.6	0	0	0
AT2G15530.7	6.377047	5.223042	7.75364
AT2G15535.1	0	0	0
AT2G15560.1	11.990807	11.31215	11.293862
AT2G15560.2	0.231706	0.194114	0.143322
AT2G15570.1	16.711528	18.404974	17.977526
AT2G15570.2	1.004476	0	0
AT2G15580.1	15.074587	11.566074	12.119169
AT2G15580.2	30.780643	28.282377	31.386362
AT2G15580.3	15.950933	13.306978	15.191222
AT2G15590.1	0	0	0
AT2G15590.2	0	0	0
AT2G15610.1	0	0	0
AT2G15620.1	143.479082	146.217667	147.713515
AT2G15630.1	0.376999	0.823238	0.794776
AT2G15640.1	0	0	0
AT2G15660.1	0	0	0
AT2G15670.1	0	0	0
AT2G15680.1	12.157506	14.651597	13.798332
AT2G15690.1	12.833692	12.930429	13.517348
AT2G15695.1	23.765936	24.288846	23.737796
AT2G15710.1	0	0	0
AT2G15730.1	3.208468	2.129185	2.902474
AT2G15730.2	0.210528	0.259518	0
AT2G15730.3	0.886465	1.975498	1.574337
AT2G15740.1	0	0	0
AT2G15760.1	2.235355	2.336308	3.093989
AT2G15770.1	0	0	0
AT2G15780.1	0	0	0
AT2G15790.1	10.422718	11.909084	10.062886
AT2G15820.1	13.576419	12.686633	13.376545
AT2G15830.1	2.812142	1.926986	3.889318
AT2G15860.1	24.318396	22.223566	20.750841
AT2G15860.2	0	0	0
AT2G15860.3	0.045249	0.163418	0.032832
AT2G15860.4	0.104402	0.07768	0.291232
AT2G15880.1	1.040216	1.253471	1.141458
AT2G15890.1	8.173933	7.664031	7.750794
AT2G15890.2	0	0	0.220605
AT2G15900.1	9.888177	9.942636	9.669789
AT2G15910.1	0	0.055468	0.025227
AT2G15910.2	28.000972	25.174312	25.165051
AT2G15910.3	0.558673	0.466715	0.225197
AT2G15960.1	27.412336	26.064749	26.82896
AT2G15970.1	47.913832	55.124609	55.992926
AT2G15970.2	63.444725	56.289658	63.976799
AT2G15980.1	6.991632	7.342464	8.627123
AT2G16005.1	0	0	0
AT2G16015.1	0	0	0
AT2G16016.1	0	0	0
AT2G16018.1	0	0	0
AT2G16019.1	0	0	0
AT2G16020.1	0	0	0
AT2G16030.1	0	0	0
AT2G16040.1	0	0	0
AT2G16050.1	4.30768	4.363819	4.618455
AT2G16060.1	5.237491	6.508672	6.568903
AT2G16070.1	0.231237	0.840849	0.993118
AT2G16070.2	32.038949	30.947859	30.586884
AT2G16070.3	0	0	0.229477
AT2G16090.1	4.567196	5.420768	5.554954
AT2G16090.2	0.173065	0.099007	0.12324
AT2G16090.3	0.290026	0	0.220617
AT2G16090.4	0	0	0
AT2G16090.5	0	0.287037	0
AT2G16120.1	0	0	0
AT2G16130.1	0	0	0
AT2G16190.1	0	0	0
AT2G16190.2	0	0	0
AT2G16200.1	0	0	0
AT2G16200.2	0	0	0
AT2G16210.1	0.101871	0.035547	0.065116
AT2G16210.2	0	0	0
AT2G16220.1	0	0	0
AT2G16225.1	0	0	0
AT2G16230.1	0	0	0
AT2G16250.1	5.067015	5.288198	4.974021
AT2G16250.2	0	0	0
AT2G16270.1	5.030084	4.46449	4.818142
AT2G16280.1	89.269156	82.995619	82.681088
AT2G16290.1	0	0	0
AT2G16300.1	0	0	0
AT2G16340.1	0	0	0
AT2G16360.1	0	0.930852	0.543233
AT2G16365.1	0	0	0
AT2G16365.2	14.473561	14.721809	16.512622
AT2G16365.3	0	0	0
AT2G16365.4	0	0.11343	0
AT2G16365.5	5.588199	5.361666	5.353799
AT2G16365.6	10.836495	10.392115	8.227919
AT2G16370.1	0	4.995001	3.500485
AT2G16370.2	6.398364	4.763846	6.318306
AT2G16370.3	11.225085	6.513947	6.80529
AT2G16380.1	18.946886	18.332175	18.528994
AT2G16380.2	0	1.335986	1.083182
AT2G16380.3	0	0	0
AT2G16385.1	0	0	0.078933
AT2G16390.1	0	0	0
AT2G16390.2	3.911239	4.222133	4.085617
AT2G16400.1	16.084947	16.866985	16.440323
AT2G16405.1	9.375789	8.616416	8.884577
AT2G16430.1	2.106681	3.27506	0.761058
AT2G16430.2	59.319664	56.354013	56.493467
AT2G16440.1	11.438027	11.651725	10.849392
AT2G16450.1	0.045876	0.031957	0
AT2G16460.1	11.924175	11.586986	13.896757
AT2G16460.2	0	0	0
AT2G16485.1	0	0.501164	0.156666
AT2G16485.2	14.307268	13.322266	13.958111
AT2G16490.1	0	0	0
AT2G16500.1	78.93631	80.254651	77.321987
AT2G16505.1	0	0	0
AT2G16510.1	50.570835	47.688931	49.947017
AT2G16520.1	0	0	0
AT2G16530.1	2.085566	3.108488	2.416905
AT2G16530.2	0	0.139342	0
AT2G16530.3	0.794233	0.131688	0.317667
AT2G16530.4	0.156112	0	0.549135
AT2G16530.5	0	0	0
AT2G16535.1	0	0	0
AT2G16570.1	1.199173	0.731322	0.764199
AT2G16575.1	0	0	0
AT2G16580.1	2.052469	2.783905	2.779073
AT2G16586.1	0.297944	0.166865	0.457605
AT2G16592.1	0	0	0
AT2G16594.1	0	0	0
AT2G16595.1	3.418975	3.062753	3.751117
AT2G16600.1	306.480362	290.957534	294.71465
AT2G16600.2	168.186648	85.592833	127.758417
AT2G16620.1	0	0	0
AT2G16630.1	10.704384	10.222081	10.143546
AT2G16640.1	15.358956	16.975597	16.173788
AT2G16640.2	1.27938	0.201693	0.914718
AT2G16640.3	0.759987	0.965753	0.443105
AT2G16650.1	7.075195	5.60412	4.334088
AT2G16650.2	0	0.267115	1.384952
AT2G16660.1	25.554988	26.971259	29.249806
AT2G16660.2	3.002817	3.017179	3.167863
AT2G16676.1	0	0	0.021123
AT2G16700.1	7.990208	8.765359	6.442331
AT2G16700.2	4.589579	2.956649	5.796427
AT2G16700.3	0	0.122818	0.167735
AT2G16700.4	1.104129	0.349318	0.140143
AT2G16710.1	10.616569	10.846332	10.742328
AT2G16710.2	0.135223	0.375148	0.487467
AT2G16710.3	0	0	0
AT2G16720.1	3.226741	3.896478	2.815625
AT2G16730.1	0	0	0.012662
AT2G16740.1	29.174682	29.342664	29.210859
AT2G16750.1	5.295743	3.54465	4.550492
AT2G16750.2	1.919743	3.025744	2.56907
AT2G16760.1	0.108238	0.151248	0.311469
AT2G16770.1	0.437154	0.667194	1.501459
AT2G16770.2	6.164787	6.575892	4.474514
AT2G16780.1	17.460608	19.053886	18.503926
AT2G16790.1	2.875123	2.783921	3.522551
AT2G16790.2	0	0.262534	0.365135
AT2G16790.3	0	0	0.146917
AT2G16790.4	0.075867	0.247335	0.223094
AT2G16790.5	0	0	0
AT2G16800.1	26.351498	22.353789	25.345925
AT2G16810.1	0	0	0
AT2G16835.1	0	0	0
AT2G16850.1	15.181311	15.622129	14.416214
AT2G16860.1	62.58447	58.103375	59.949318
AT2G16860.2	0.168776	0.048629	0
AT2G16870.1	0.968376	0.476719	1.450708
AT2G16870.2	0	0.108058	0
AT2G16870.3	1.067366	1.046787	0.430159
AT2G16880.1	9.001723	8.877982	9.382546
AT2G16890.1	0.28347	0.450662	0.073388
AT2G16890.2	6.600399	5.960267	5.239174
AT2G16890.3	0	0.056846	0.063426
AT2G16890.4	0	0	0.605127
AT2G16900.1	6.283416	7.317674	6.383847
AT2G16900.2	17.09002	14.328885	13.63305
AT2G16900.3	1.397168	1.083143	1.400746
AT2G16900.4	0	0.493493	0
AT2G16900.5	0	0	0
AT2G16900.6	0.357503	1.163693	0.844448
AT2G16900.7	0	0	0
AT2G16910.1	0	0.022763	0
AT2G16920.1	7.464476	7.322352	7.166478
AT2G16920.2	4.51102	3.478243	4.994958
AT2G16930.1	1.121523	1.332698	1.080715
AT2G16930.2	27.663756	30.686449	30.065228
AT2G16930.3	0.802026	0.20122	0
AT2G16930.4	1.265858	0.266621	0.793955
AT2G16940.1	43.732525	42.16267	41.428596
AT2G16940.2	0.958765	0.455562	1.089931
AT2G16940.3	0	0	0.061111
AT2G16940.4	15.269893	17.285116	16.541973
AT2G16940.5	0	0	0
AT2G16950.1	0	0	0
AT2G16950.2	18.944105	18.700688	19.809752
AT2G16953.1	0	0	0
AT2G16960.1	0.038115	0	0
AT2G16960.2	0	0	0
AT2G16970.1	0	0	0
AT2G16970.2	0	0	0
AT2G16970.3	0	0	0
AT2G16970.4	0	0	0
AT2G16970.5	0	0	0
AT2G16970.6	0	0	0
AT2G16970.7	0	0	0
AT2G16970.8	0	0	0
AT2G16980.1	0	0	0
AT2G16980.2	0.040719	0.028312	0
AT2G16980.3	0	0	0
AT2G16980.4	0	0	0
AT2G16980.5	0	0	0
AT2G16980.6	0	0	0
AT2G16990.1	0.382394	0.798219	1.37851
AT2G16990.2	1.142797	0	0
AT2G16990.3	0.540057	0.530184	0.199781
AT2G16990.4	0	0	0.777999
AT2G16990.5	0	0.133543	0
AT2G16990.6	0	0	0
AT2G16990.7	0	0	0
AT2G16990.8	0	0.897524	0.593323
AT2G17000.1	0	0	0
AT2G17000.2	0	0	0
AT2G17010.1	0	0	0.104959
AT2G17010.2	0.145022	0.085811	0
AT2G17020.1	7.551995	7.946105	6.931697
AT2G17020.2	3.253749	2.021986	2.885379
AT2G17020.3	0	0	0
AT2G17030.1	7.410376	6.72936	6.890999
AT2G17033.1	8.831935	10.098687	9.653119
AT2G17033.2	8.652401	12.793607	11.209574
AT2G17033.3	5.587253	1.459993	4.016814
AT2G17033.4	4.112295	4.992393	2.479522
AT2G17036.1	1.197035	0.987722	0.328299
AT2G17036.2	0	0	1.279998
AT2G17040.1	38.009501	38.13817	33.730785
AT2G17043.1	0	0	0
AT2G17050.1	0	0.029643	0
AT2G17050.2	0	0	0
AT2G17050.3	0.029245	0	0.037204
AT2G17055.1	0	0	0.06231
AT2G17060.1	0.016319	0.022496	0
AT2G17060.2	0	0	0.046703
AT2G17070.1	0	0	0.038175
AT2G17080.1	0	0	0
AT2G17090.1	0	0	0
AT2G17110.1	5.689188	5.930481	6.090359
AT2G17120.1	31.114353	32.97576	33.800636
AT2G17130.1	17.573202	17.863267	21.015768
AT2G17130.2	5.366978	3.790448	1.945404
AT2G17140.1	0.627968	0.631533	0.068048
AT2G17140.2	0.756413	0.569959	1.151066
AT2G17150.1	2.358362	0	3.290874
AT2G17150.2	0.607452	0.911798	0.598154
AT2G17150.3	0	0	0
AT2G17150.4	1.142484	1.096545	0.256766
AT2G17150.5	0.103602	0.230136	0.04394
AT2G17150.6	0	2.398297	0.322515
AT2G17160.1	0	0	0
AT2G17170.1	0	0	0
AT2G17180.1	0	0	0
AT2G17190.1	38.11452	37.445895	35.334741
AT2G17200.1	39.105634	38.7121	38.128982
AT2G17210.1	0.497279	0.726509	0.492897
AT2G17220.1	14.503065	12.345742	12.94954
AT2G17220.2	9.343184	11.810075	10.030523
AT2G17230.1	36.81482	36.505646	34.513103
AT2G17240.1	105.280516	92.093987	94.308402
AT2G17250.1	12.134002	12.40976	12.917411
AT2G17260.1	2.079794	2.481244	2.20203
AT2G17265.1	37.510347	41.123643	41.396014
AT2G17270.1	2.491569	2.858027	2.577365
AT2G17280.1	0.779244	2.566303	1.885164
AT2G17280.2	1.874816	0.316731	1.412054
AT2G17290.1	9.078776	9.310391	8.711646
AT2G17290.2	0.065653	0.133272	0
AT2G17300.1	11.46779	10.593948	9.644748
AT2G17305.1	0	0	0
AT2G17310.1	0	0	0
AT2G17320.1	20.318246	20.221649	18.427778
AT2G17320.2	0	1.248665	0.928072
AT2G17340.1	53.898728	54.197912	52.359095
AT2G17350.1	44.847117	46.412564	40.339152
AT2G17360.1	293.195917	307.377903	285.489846
AT2G17360.2	0	0	0
AT2G17370.1	5.145283	5.246813	4.866031
AT2G17380.1	45.978058	48.82722	46.333267
AT2G17390.1	118.199416	124.222043	115.601012
AT2G17410.1	22.327169	21.11395	22.052724
AT2G17410.2	0	0	0
AT2G17410.3	0.118591	0.398834	0.216436
AT2G17420.1	73.29287	70.569316	71.348626
AT2G17420.2	0.448281	0.165488	0.159219
AT2G17430.1	0.877989	0.828566	0.380809
AT2G17440.1	6.599995	6.141143	6.091851
AT2G17442.1	2.428406	1.35172	2.751944
AT2G17442.2	0.359071	1.412565	0
AT2G17442.3	0.306007	1.128099	0.47715
AT2G17442.4	0.364469	1.169661	1.026306
AT2G17442.5	4.434669	1.419532	2.559424
AT2G17442.6	0.258834	0.464546	0.322083
AT2G17442.7	0.066146	0.155303	0.140194
AT2G17442.8	0	0.202102	0
AT2G17450.1	8.396709	10.275938	9.793224
AT2G17470.1	0.373762	0.683473	0
AT2G17470.2	0	0	0.57757
AT2G17480.1	11.891529	12.232508	12.652661
AT2G17500.1	2.2588	1.807184	1.309746
AT2G17500.2	6.824068	4.117778	5.420198
AT2G17500.3	0	1.089018	0.904132
AT2G17500.4	0	0.855881	0
AT2G17510.1	14.187337	14.191176	14.894434
AT2G17510.2	0	0	0
AT2G17520.1	12.896056	12.149801	13.596971
AT2G17525.1	4.598314	4.817516	4.504467
AT2G17530.1	3.49641	2.036637	2.77849
AT2G17530.2	0.968781	1.642029	2.178192
AT2G17530.3	8.349002	8.104116	7.480291
AT2G17540.1	16.768686	17.719367	19.035159
AT2G17540.2	2.436266	1.968738	2.636444
AT2G17540.3	0.595437	1.360937	2.396175
AT2G17540.4	2.741311	2.142711	0
AT2G17550.1	8.183237	7.246473	7.485051
AT2G17550.2	0.767483	0.430129	0.868486
AT2G17560.1	67.630873	66.107891	69.535312
AT2G17560.2	4.308225	7.219671	6.867946
AT2G17560.3	0.948738	2.441658	3.639373
AT2G17570.1	3.719082	2.642872	2.608797
AT2G17580.1	5.772374	5.744922	5.799428
AT2G17590.1	0	0	0
AT2G17600.1	0	0	0
AT2G17620.1	1.14265	1.77268	1.992915
AT2G17630.1	13.970661	14.975021	14.659263
AT2G17640.1	11.769416	12.009356	12.579879
AT2G17650.1	4.353149	4.055756	4.516473
AT2G17660.1	2.898404	2.762077	1.482934
AT2G17670.1	4.868507	4.491392	5.321445
AT2G17670.2	0	0	0.117501
AT2G17680.1	0	0	0
AT2G17690.1	0.585407	0.596622	0.547932
AT2G17695.1	15.341314	13.890968	13.114841
AT2G17695.2	94.864931	93.670809	94.355899
AT2G17695.3	1.58602	1.877908	2.629458
AT2G17700.1	14.299021	14.025304	13.835219
AT2G17705.1	9.419804	8.514342	9.482118
AT2G17710.1	11.381554	12.786734	12.640564
AT2G17720.1	20.015922	22.855146	22.121262
AT2G17723.1	0	0	0
AT2G17730.1	6.841783	7.917862	7.680701
AT2G17730.2	0	0	0
AT2G17740.1	2.076532	2.093741	1.620724
AT2G17750.1	0	0	0
AT2G17760.1	15.955287	16.336961	15.352863
AT2G17770.1	0	0	0
AT2G17770.2	0.50459	0.480457	0.327881
AT2G17770.3	0.806537	0.547713	0.864139
AT2G17780.1	4.672847	4.810947	4.176085
AT2G17780.10	0.37524	0.950287	0.799841
AT2G17780.2	2.06879	2.749655	3.037345
AT2G17780.3	0.661702	0	0
AT2G17780.4	0	0	0
AT2G17780.5	0	0.495447	0.081369
AT2G17780.6	0	0	0
AT2G17780.7	0	0	0
AT2G17780.8	0.308113	0.041994	0.048149
AT2G17780.9	0	0.623071	1.090472
AT2G17785.1	0	0	0
AT2G17787.1	6.594504	5.95272	5.438395
AT2G17790.1	17.016157	16.18821	16.722595
AT2G17800.1	17.163924	14.833115	15.09373
AT2G17800.2	5.754174	5.394264	5.1847
AT2G17820.1	16.319023	16.914566	15.801514
AT2G17830.1	1.762568	3.135362	1.910087
AT2G17840.1	16.001492	17.107388	16.102034
AT2G17840.2	0.274485	0.717821	0.788107
AT2G17845.1	0	0	0
AT2G17850.1	1.044243	1.01567	1.583443
AT2G17850.2	0	0	0
AT2G17850.3	0	0	0
AT2G17860.1	0.079507	0	0
AT2G17870.1	33.595741	33.882972	33.796388
AT2G17880.1	12.10813	9.572203	9.03041
AT2G17890.1	0	0	0.034789
AT2G17900.1	3.105957	2.92992	2.804608
AT2G17905.1	0	0	0
AT2G17920.1	0	0	0
AT2G17930.1	10.490373	10.463883	9.751208
AT2G17940.1	0.268569	0.063361	0.172569
AT2G17950.1	0	0	0
AT2G17960.1	0	0	0
AT2G17970.1	3.2029	4.157761	3.313485
AT2G17970.10	0	0.170109	0
AT2G17970.2	0	0	0
AT2G17970.3	0.410481	0.153093	0.549312
AT2G17970.4	0	0	0
AT2G17970.5	0	0	0.342067
AT2G17970.6	0	0.105637	1.390115
AT2G17970.7	0	0.079683	0.432488
AT2G17970.8	3.36146	1.606782	2.145132
AT2G17970.9	1.933155	2.648762	1.63555
AT2G17972.1	115.531919	117.751356	111.406303
AT2G17975.1	4.826116	5.774865	6.884438
AT2G17975.2	3.18918	3.030359	1.943634
AT2G17980.1	29.624162	29.695754	29.311973
AT2G17990.1	29.12103	29.916257	26.430978
AT2G17990.2	6.118864	6.199979	6.039548
AT2G17990.3	0	0	0
AT2G18000.1	0.773132	0	0
AT2G18000.2	0.699706	0.989638	1.158739
AT2G18010.1	0.581576	0.645298	0.586721
AT2G18020.1	353.424131	370.916863	359.567649
AT2G18025.1	0	0	0
AT2G18030.1	12.125872	11.544003	13.261944
AT2G18030.2	0.963203	0.470206	0.639553
AT2G18040.1	70.276134	67.570467	72.926179
AT2G18050.1	1.268979	1.588392	1.202437
AT2G18050.2	2.203764	0.655121	2.482713
AT2G18060.1	0.080656	0.381387	0.809991
AT2G18060.2	0	0	0.062231
AT2G18060.3	1.132666	0.656952	0
AT2G18070.1	0	0	0
AT2G18080.1	0	0	0
AT2G18090.1	10.459763	9.863404	8.926989
AT2G18090.2	1.211907	0.89722	1.471067
AT2G18100.1	0	0	0.696499
AT2G18100.2	0.295027	0.348125	0
AT2G18100.3	0	0	0
AT2G18100.4	0.49121	0.529529	0
AT2G18110.1	77.861482	76.508735	76.107009
AT2G18120.1	2.682377	1.101296	1.519335
AT2G18120.2	0	1.577627	0.736626
AT2G18130.1	0	0	0
AT2G18140.1	0	0	0
AT2G18150.1	4.622035	3.992936	4.812607
AT2G18160.1	97.170349	89.652647	94.4677
AT2G18170.1	5.789003	5.682307	5.678038
AT2G18180.1	0	0	0
AT2G18180.2	0	0	0.130057
AT2G18180.3	0	0	0
AT2G18180.4	0	0	0
AT2G18180.5	0.23511	0.302814	0
AT2G18190.1	0	0.023583	0.065048
AT2G18193.1	0.905754	1.070183	0.962666
AT2G18196.1	1.209355	1.350023	0.544756
AT2G18196.2	0.096188	0.062958	0.113486
AT2G18200.1	0	0	0
AT2G18210.1	1.026242	1.289341	1.644903
AT2G18220.1	9.818629	9.609635	10.751844
AT2G18230.1	60.871549	67.16304	63.367616
AT2G18240.1	5.833767	6.258177	6.37479
AT2G18240.2	0.754863	0.122925	0.26073
AT2G18245.1	8.124916	8.946111	8.16083
AT2G18250.1	22.212447	22.473359	18.408663
AT2G18260.1	2.220355	2.146003	2.17067
AT2G18260.2	0	0	0
AT2G18270.1	0	0	0
AT2G18280.1	51.009735	49.900532	47.419695
AT2G18280.2	2.592046	5.046625	5.055615
AT2G18290.1	28.819721	27.567148	31.474736
AT2G18300.1	16.117638	20.760803	18.081706
AT2G18300.2	38.522858	41.134321	45.757262
AT2G18300.3	27.759963	22.908363	20.226216
AT2G18320.1	0	0	0
AT2G18328.1	159.063632	158.286943	172.275766
AT2G18330.1	7.864043	7.766192	7.430171
AT2G18340.1	0	0	0
AT2G18340.2	0.098873	0	0
AT2G18340.3	0	0	0
AT2G18350.1	5.612563	5.193461	5.484039
AT2G18360.1	1.917177	1.378581	1.475972
AT2G18360.2	0.149869	0	0.316255
AT2G18370.1	1.357458	1.295243	0.51241
AT2G18380.1	3.812823	4.381799	3.705161
AT2G18390.1	18.58159	18.74565	19.527947
AT2G18400.1	22.639499	23.139937	24.829722
AT2G18410.1	5.988988	7.678733	6.847007
AT2G18410.2	0.639105	0.249968	0.171765
AT2G18420.1	0	0	0
AT2G18420.2	0	0	0
AT2G18450.1	0.029416	0.081479	0.037496
AT2G18460.1	0	0	0
AT2G18465.1	9.533145	9.618898	9.610979
AT2G18470.1	0.455083	0	0.540384
AT2G18470.2	0	0.506946	0.067311
AT2G18470.3	0	0	0
AT2G18470.4	0	0.054692	0
AT2G18480.1	0.392186	0.54331	0.346131
AT2G18490.1	0	0	0
AT2G18490.2	0	0	0
AT2G18500.1	1.245909	1.112504	1.624383
AT2G18510.1	23.000666	24.183221	23.716106
AT2G18520.1	3.020627	3.286692	2.699207
AT2G18530.1	0	0	0
AT2G18540.1	0	0.017378	0.064038
AT2G18540.2	0	0	0
AT2G18550.1	0.129935	0.227854	0.208031
AT2G18560.1	15.560013	16.002599	15.731427
AT2G18570.1	13.296958	12.262562	10.491843
AT2G18590.1	0	0	0.028087
AT2G18600.1	2.055385	2.340932	1.876782
AT2G18600.2	0	0	0
AT2G18620.1	0.095631	0.099995	0.061101
AT2G18630.1	18.373156	17.089106	17.096159
AT2G18630.2	0.322463	0.074566	0.71067
AT2G18640.1	0	0	0
AT2G18650.1	1.234753	1.336175	1.343718
AT2G18660.1	6.617616	7.044823	6.632903
AT2G18670.1	9.621872	6.48976	7.009877
AT2G18680.1	1.68081	1.013935	1.438869
AT2G18685.1	0	0	0
AT2G18690.1	7.487333	6.642906	6.530765
AT2G18690.2	0	0	0
AT2G18700.1	16.679589	18.27378	17.716078
AT2G18710.1	51.009137	52.827936	54.115402
AT2G18720.1	0	0	0
AT2G18720.2	0.239044	0.249234	0.152568
AT2G18720.3	0	0	0
AT2G18721.1	0	0	0
AT2G18730.1	32.747673	32.382109	34.769196
AT2G18740.1	57.080004	54.176479	55.28939
AT2G18740.2	2.019368	1.996336	1.957163
AT2G18750.1	28.615311	27.228379	27.674352
AT2G18750.2	6.347144	6.037509	6.214749
AT2G18750.3	3.826215	5.705247	4.799231
AT2G18760.1	0	0.980756	0.326724
AT2G18760.2	0.375695	0.50108	0.254833
AT2G18760.3	0	0	0
AT2G18760.4	3.133597	2.050584	3.177925
AT2G18760.5	0.679202	0.986158	0.19085
AT2G18760.6	0	0.06872	0
AT2G18760.7	0.683138	0	0.504173
AT2G18770.1	17.878449	19.580979	18.172149
AT2G18770.2	0	0.896801	1.81639
AT2G18780.1	1.017696	1.514736	1.8321
AT2G18790.1	21.666075	21.490071	20.459516
AT2G18790.2	2.788576	2.236006	2.792703
AT2G18800.1	0	0	0
AT2G18810.1	0	0	0
AT2G18830.1	0	0	0
AT2G18840.1	14.244393	12.779079	13.26063
AT2G18850.1	5.848407	5.175512	5.322186
AT2G18850.2	0	0	0
