	SRR15236521	SRR15236522	SRR15236523
AT2G05400.1	0	0	0
AT2G05400.2	0.036786	0	0
AT2G05400.3	0	0	0
AT2G05410.1	0	0	0
AT2G05410.2	0	0	0
AT2G05420.1	0.048001	0	0
AT2G05430.1	0	0	0
AT2G05440.1	0	0	0
AT2G05440.2	0.862932	0	0.689831
AT2G05440.3	0	0	2.225554
AT2G05440.4	0.171947	0.887465	0
AT2G05440.5	0	0	0
AT2G05440.6	10.921473	0	15.301881
AT2G05440.7	2.237786	0	0
AT2G05440.8	0	15.339922	0
AT2G05440.9	0	2.195946	0
AT2G05510.1	0	0	0
AT2G05510.2	0	0	0
AT2G05510.3	0.210419	0	0
AT2G05510.4	0	0	0
AT2G05510.5	0	0	0
AT2G05510.6	0	0	0
AT2G05520.1	179.755379	172.782538	204.490923
AT2G05520.2	0.819225	0.550622	0.170571
AT2G05520.3	9.808594	8.663402	4.459113
AT2G05520.4	0	19.090552	6.687817
AT2G05520.5	3.980081	6.568318	7.310512
AT2G05520.6	377.569856	382.397005	378.278226
AT2G05530.1	0	0	0.102627
AT2G05530.2	0	0	0
AT2G05540.1	25.399615	27.137073	29.582367
AT2G05580.1	0	0.041181	0
AT2G05590.1	3.911323	4.102596	2.182667
AT2G05590.2	7.409067	6.990745	9.683922
AT2G05600.1	0	0	0
AT2G05620.1	299.607456	303.277001	306.601697
AT2G05620.2	0	0.216437	0
AT2G05630.1	16.610566	18.480362	19.668079
AT2G05630.2	0	0	0
AT2G05632.1	7.336782	7.533112	6.336367
AT2G05635.1	0	0	0
AT2G05635.2	0	0	0
AT2G05642.1	0	0	0
AT2G05645.1	0	0	0
AT2G05655.1	2.377644	1.383407	0
AT2G05655.2	0	0	0.592993
AT2G05710.1	145.458923	148.36202	147.54864
AT2G05720.1	0	0	0
AT2G05752.1	0	0	0
AT2G05753.1	0	0	0
AT2G05755.1	7.818725	7.203928	8.041717
AT2G05760.1	5.299572	4.84298	4.513895
AT2G05786.1	0	0	0
AT2G05790.1	100.180965	97.480566	101.618655
AT2G05810.1	7.926747	6.552313	9.107103
AT2G05810.2	4.903793	4.842899	3.391024
AT2G05830.1	16.023346	13.317865	13.920359
AT2G05830.2	1.412781	1.573476	1.566036
AT2G05830.3	0	0	0
AT2G05830.4	17.971995	24.884116	23.739226
AT2G05840.1	57.715761	58.551295	60.703447
AT2G05840.2	13.844943	14.562407	10.261219
AT2G05840.3	0.514441	0.64487	0.094888
AT2G05850.1	0.081056	0.020503	0.023555
AT2G05900.1	0	0.053333	0
AT2G05910.1	0.534122	0.31778	0.465192
AT2G05915.1	0	0	0
AT2G05920.1	118.844708	119.111116	117.829346
AT2G05940.1	26.995846	23.793157	24.337156
AT2G05970.1	0	0	0
AT2G05990.1	50.934114	57.211361	55.728537
AT2G05990.2	52.785446	50.23024	51.936746
AT2G06000.1	0.696312	1.890929	0.389018
AT2G06000.2	6.53014	5.347785	6.393992
AT2G06005.1	2.291641	2.683749	2.400468
AT2G06005.2	1.045804	0.5418	0
AT2G06005.3	0	0.338728	0.443676
AT2G06005.4	0.176454	0.071244	0.232101
AT2G06005.5	0	0	0
AT2G06005.6	0	0	0
AT2G06010.1	16.375549	15.685124	17.741778
AT2G06020.1	0	0	0
AT2G06025.1	0	0	0
AT2G06025.2	0	0	0
AT2G06025.3	1.195808	1.941289	1.814461
AT2G06025.4	2.936379	2.206992	2.119068
AT2G06025.5	9.808809	10.203247	11.543224
AT2G06025.6	14.240875	14.659114	13.060758
AT2G06025.7	2.344562	2.034974	2.435322
AT2G06040.1	4.146166	3.984624	4.260679
AT2G06050.1	19.964091	22.360288	20.800071
AT2G06050.2	10.335789	5.633978	4.425072
AT2G06050.3	12.09402	11.877466	16.170422
AT2G06090.1	0	0	0
AT2G06095.1	0	0	0
AT2G06105.1	0	0	0
AT2G06166.1	0	0	0
AT2G06200.1	0.595061	4.681031	0
AT2G06200.2	9.070016	3.245354	8.467867
AT2G06200.3	0.095168	0.159351	0.096013
AT2G06210.1	21.926313	21.261594	21.657943
AT2G06255.1	1.161877	0.940753	1.561237
AT2G06265.1	0	0	0
AT2G06420.1	0	0	0
AT2G06425.1	0	0	0
AT2G06500.1	0	0	0
AT2G06510.1	1.582996	3.760159	1.921374
AT2G06510.2	2.049456	0	1.484778
AT2G06520.1	2089.976327	2038.346732	2070.779893
AT2G06530.1	57.503293	61.857023	62.869695
AT2G06530.2	0	0.16223	0
AT2G06541.1	0	0	0
AT2G06541.2	0	0	0
AT2G06555.1	0	0	0
AT2G06555.2	0	0	0
AT2G06565.1	0	0	0
AT2G06570.1	0	0	0
AT2G06645.1	0	0	0
AT2G06667.1	0	0	0
AT2G06675.1	0	0	0
AT2G06845.1	0	0	0
AT2G06850.1	363.856189	406.704768	391.606416
AT2G06850.2	0.637317	0.174545	0.220974
AT2G06904.1	0	0	0
AT2G06906.1	0	0	0
AT2G06908.1	0	0	0
AT2G06925.1	8.317426	10.204777	10.602131
AT2G06925.2	2.144513	0	0
AT2G06960.1	0	0	0
AT2G06983.1	0	0.110781	0
AT2G06983.2	0	0	0
AT2G06990.1	11.015686	10.79276	10.858949
AT2G07000.1	0	0	0
AT2G07020.1	0	0	0
AT2G07040.1	0	0	0
AT2G07050.1	44.421369	45.546505	47.473734
AT2G07050.2	0.213985	0.048548	0.527246
AT2G07110.1	0	0	0
AT2G07120.1	0	0	0
AT2G07140.1	0	0	0
AT2G07140.2	0.369481	0.079547	0.499602
AT2G07170.1	5.614377	5.514253	5.618521
AT2G07180.1	7.660727	7.006613	6.550338
AT2G07180.2	17.980107	17.618648	18.942103
AT2G07190.1	0	0	0
AT2G07200.1	0	0	0
AT2G07215.1	0	0	0
AT2G07240.1	0	0	0
AT2G07280.1	0	0	0
AT2G07290.1	0	0	0
AT2G07310.1	0	0	0
AT2G07340.1	44.422662	44.536262	41.22929
AT2G07340.2	0	0	0
AT2G07360.1	34.689838	34.384149	34.851191
AT2G07360.2	0	0	0
AT2G07440.1	0	0	0
AT2G07505.1	0	0	0
AT2G07560.1	0.115878	0.128603	0.134742
AT2G07565.1	0	0	0
AT2G07599.1	0	0	0
AT2G07599.2	0	0	0
AT2G07613.1	0	0	0
AT2G07617.1	0	0	0
AT2G07621.1	0	0	0
AT2G07623.1	0	0	0
AT2G07625.1	0	0	0
AT2G07626.1	0	0	0
AT2G07627.1	0	0	0
AT2G07628.1	0	0	0
AT2G07629.1	0	0	0
AT2G07629.2	0	0	0
AT2G07631.1	0	0	0
AT2G07632.1	0	0	0
AT2G07633.1	0	0	0
AT2G07634.1	0	0	0
AT2G07636.1	0	0	0
AT2G07637.1	0	0	0
AT2G07638.1	0	0	0
AT2G07640.1	0	0	0
AT2G07641.1	0	0	0
AT2G07642.1	0	0	0
AT2G07643.1	0	0	0
AT2G07644.1	0	0	0
AT2G07646.1	0	0	0
AT2G07648.1	0	0	0
AT2G07652.1	0	0	0
AT2G07654.1	0	0	0
AT2G07655.1	0	0	0
AT2G07656.1	0	0	0
AT2G07658.1	0	0	0
AT2G07659.1	0	0	0
AT2G07661.1	0	0	0
AT2G07662.1	0	0	0
AT2G07665.1	0	0	0
AT2G07667.1	0	0	0
AT2G07667.2	0	0	0
AT2G07669.1	0	0	0
AT2G07671.1	0	0	0
AT2G07672.1	0	0	0
AT2G07673.1	0	0	0
AT2G07674.1	0	0	0
AT2G07674.2	0	0	0
AT2G07675.1	0	0	0
AT2G07676.1	0	0	0
AT2G07678.1	0	0	0
AT2G07680.1	0	0	0
AT2G07680.2	0.447464	0.936732	0.743769
AT2G07680.3	1.343463	4.918463	0
AT2G07680.4	2.51496	0	3.386155
AT2G07680.5	0	0	0
AT2G07680.6	4.256454	2.501903	4.2793
AT2G07681.1	0	0	0
AT2G07684.1	0	0	0
AT2G07687.1	0	0	0
AT2G07689.1	0	0	0
AT2G07690.1	13.167592	14.96504	15.408288
AT2G07690.2	3.329423	3.214602	2.773205
AT2G07691.1	0	0	0
AT2G07692.1	0	0	0
AT2G07695.1	0	0	0
AT2G07696.1	0	0	0
AT2G07698.1	0	0	0
AT2G07701.1	0	0	0
AT2G07702.1	0	0	0
AT2G07705.1	0	0	0
AT2G07706.1	0	0	0
AT2G07707.1	0	0	0.164849
AT2G07708.1	0	0	0
AT2G07708.2	0	0	0
AT2G07713.1	0	0	0
AT2G07714.1	0	0	0
AT2G07715.1	0.019374	0.039194	0.022521
AT2G07718.1	0	0	0.007898
AT2G07719.1	0	0	0.033696
AT2G07721.1	0	0	0
AT2G07722.1	0	0	0
AT2G07724.1	0	0	0
AT2G07725.1	0	0	0
AT2G07727.1	0	0	0
AT2G07728.1	0	0	0
AT2G07732.1	0	0	0
AT2G07734.1	0	0	0
AT2G07738.1	0	0	0
AT2G07739.1	0	0	0
AT2G07741.1	0	0	0
AT2G07749.1	0	0	0
AT2G07750.1	0	0	0
AT2G07751.1	0	0	0
AT2G07760.1	0	0	0
AT2G07768.1	0	0	0
AT2G07771.2	0	0	0
AT2G07772.1	0	0	0
AT2G07773.1	0	0	0
AT2G07774.1	0	0	0
AT2G07775.1	0	0	0
AT2G07776.2	0	0	0
AT2G07777.1	0	0	0.045507
AT2G07779.1	0	0	0
AT2G07785.1	0	0	0
AT2G07787.1	0	0	0
AT2G07795.1	0	0	0
AT2G07798.1	0	0	0
AT2G07800.1	0	0	0
AT2G07806.1	0	0	0
AT2G07806.2	0	0	0
AT2G07806.3	0	0	0
AT2G07810.1	0	0	0
AT2G07815.1	0	0	0
AT2G07820.1	0	0	0
AT2G07825.1	0	0	0
AT2G07827.1	0	0	0
AT2G07827.2	0	0	0
AT2G07830.1	0	0	0
AT2G07835.1	0	0	0
AT2G07981.1	0	0	0
AT2G08986.1	0	0	0
AT2G09388.1	0	0	0
AT2G09838.1	0	0	0
AT2G09840.1	0	0	0
AT2G09970.1	0.077671	0.080102	0.090072
AT2G09990.1	94.886844	105.835231	99.698823
AT2G10020.1	0	0	0
AT2G10025.1	0	0	0
AT2G10260.1	0	0	0
AT2G10260.2	0	0	0
AT2G10440.1	0	0	0
AT2G10440.2	0	0	0
AT2G10450.1	0	0.608903	0
AT2G10455.1	0	0	0
AT2G10535.1	0.538815	0.591447	0
AT2G10545.1	0	0	0.08407
AT2G10550.1	0	0	0
AT2G10553.1	0	0	0
AT2G10556.1	0	0	0
AT2G10557.1	0	0	0
AT2G10560.1	0	0	0
AT2G10602.1	0	0	0
AT2G10608.1	0	0	0
AT2G10608.2	0	0.098758	0
AT2G10615.1	0	0	0
AT2G10625.1	0	0	0
AT2G10920.1	0	0	0
AT2G10930.1	0.438608	0.090774	0.101683
AT2G10931.1	3.651336	3.339884	4.963562
AT2G10940.1	1032.499642	994.91844	1001.752143
AT2G10940.2	5.623349	6.698196	5.170003
AT2G10950.1	2.124667	0	0
AT2G10950.2	0.537265	0.227054	0.602847
AT2G10950.3	15.779355	16.90881	19.763185
AT2G10955.1	0	0	0
AT2G10965.1	0	0	0
AT2G10970.1	0	0	0
AT2G10975.1	0	0	0
AT2G11000.1	15.228262	15.823704	16.917973
AT2G11000.2	0	0	0
AT2G11000.3	0	0.595813	0
AT2G11000.4	0	0	0
AT2G11005.1	0	0	0
AT2G11010.1	0	0	0
AT2G11015.1	0	0	0
AT2G11025.1	0	0	0
AT2G11035.1	0	0	0
AT2G11045.1	0	0	0
AT2G11200.1	0	0	0
AT2G11205.1	0	0	0
AT2G11215.1	0	3.906077	0
AT2G11225.1	21.195124	20.279123	21.949312
AT2G11270.1	0.380547	0.40348	0.657123
AT2G11271.1	0	0	0
AT2G11405.1	0	0	0
AT2G11462.1	0	0	0
AT2G11520.1	10.765779	12.296164	12.605324
AT2G11522.1	0	0	0
AT2G11570.1	0	0	0
AT2G11620.1	0.060127	0.030481	0
AT2G11623.1	0	0	0
AT2G11623.2	0	0	0
AT2G11626.1	0	0	0
AT2G11773.1	0	0	0
AT2G11778.1	0	0	0
AT2G11810.1	1.55168	1.202216	0.9988
AT2G11810.2	0	0	0
AT2G11810.3	0	0	0
AT2G11810.4	0	0.429026	0
AT2G11815.1	0	0	0
AT2G11851.1	0	0	0
AT2G11851.2	0	0	0
AT2G11890.1	129.516113	125.595364	121.325872
AT2G11890.2	2.717112	3.779268	2.788593
AT2G11891.1	1.532114	0	0
AT2G11910.1	111.895883	130.361999	124.930894
AT2G11910.2	90.544597	83.922217	80.723908
AT2G12170.1	2.067508	1.815654	1.687282
AT2G12190.1	10.367292	10.535354	10.806752
AT2G12200.1	0	0	0
AT2G12205.1	0	0	0
AT2G12280.1	0	0	0
AT2G12290.1	0	0	0
AT2G12400.1	9.387729	9.980749	9.997644
AT2G12405.1	0	0	0
AT2G12461.1	0	0	0
AT2G12462.1	21.319085	23.704143	20.382744
AT2G12465.1	0	0.247749	0.801668
AT2G12475.1	0	0	0
AT2G12480.1	0.098417	0.229026	0.81917
AT2G12480.2	0	0	0
AT2G12480.3	0.555595	0.39101	0.066172
AT2G12480.4	0.681777	0.966497	0.687188
AT2G12550.1	3.562179	3.752446	3.123555
AT2G12646.1	0	0	0
AT2G12646.2	0.037329	0	0
AT2G12646.3	0	0.114978	0
AT2G12875.1	0	0	0
AT2G12880.1	0	0	0
AT2G12900.1	0	0	0
AT2G12905.1	0	0	0
AT2G12935.1	0	0	0
AT2G12940.1	0	0	0
AT2G12945.1	0	0	0
AT2G13100.1	10.107608	9.173384	10.240939
AT2G13100.2	0	1.013323	0
AT2G13100.3	0.372777	0	0.1801
AT2G13100.4	0.886464	0.750694	1.12893
AT2G13105.1	0	0	0
AT2G13125.1	0	0	0
AT2G13126.1	0	0	0
AT2G13150.1	0	0	0
AT2G13275.1	0.383264	0	0
AT2G13290.1	8.470353	8.373871	7.876808
AT2G13290.2	1.132826	1.668652	2.950003
AT2G13295.1	0	0	0
AT2G13350.1	0	0	0
AT2G13360.1	1.156042	0	0.207723
AT2G13360.2	1001.975363	1017.646386	1047.85467
AT2G13360.3	597.178257	582.597086	605.757998
AT2G13370.1	8.910256	10.763819	11.006575
AT2G13370.2	0.366505	0.34644	1.079679
AT2G13370.3	7.393766	6.086986	4.645249
AT2G13422.1	0	0	0
AT2G13430.1	0	0	0
AT2G13440.1	18.109798	19.434579	20.540677
AT2G13450.1	0	0	0
AT2G13463.1	0	0	0
AT2G13500.1	0	0	0
AT2G13510.1	0	0	0
AT2G13540.1	19.553567	19.839584	19.518825
AT2G13542.1	0	0	0
AT2G13547.1	0	0	0
AT2G13550.1	0.06691	0.053165	0
AT2G13550.2	0.335398	0.719767	0.658074
AT2G13555.1	0	0	0
AT2G13560.1	109.639133	110.795035	112.007086
AT2G13570.1	6.08608	4.935469	4.568025
AT2G13600.1	2.880428	2.646482	2.560506
AT2G13610.1	10.646178	10.997983	10.351552
AT2G13620.1	0	0	0
AT2G13630.1	0	0	0
AT2G13640.1	0	0	0
AT2G13650.1	6.623716	6.733831	2.154754
AT2G13650.2	0	0.264265	0.138588
AT2G13650.3	0	0	5.203498
AT2G13650.4	0.060833	0.38202	0.79108
AT2G13650.5	2.618788	2.159424	2.199081
AT2G13650.6	0.397262	0.224906	0.966579
AT2G13650.7	0.076789	0	0
AT2G13660.1	0.176623	0.120671	0.409977
AT2G13680.1	0.238781	0.322767	0.270402
AT2G13690.1	11.08486	13.007212	11.916126
AT2G13720.1	0	0	0
AT2G13760.1	0.065477	0.134502	0.075971
AT2G13770.1	0.08728	0.044497	0
AT2G13790.1	12.381335	11.893219	11.873227
AT2G13800.1	2.761104	0.458588	3.811469
AT2G13800.2	1.143364	0.282846	0.89238
AT2G13800.3	0.933706	2.396339	0.27404
AT2G13800.4	0	2.47096	0
AT2G13810.1	0.446571	0.679468	0.356764
AT2G13820.1	37.22686	39.33946	33.855043
AT2G13820.2	0.059973	0.206735	0.164154
AT2G13820.3	7.50579	0	5.47931
AT2G13840.1	7.841795	8.67624	8.187794
AT2G13845.1	0	0	0
AT2G13895.1	0	0	0
AT2G13900.1	0	0	0
AT2G13905.1	0	0	0
AT2G13950.1	0	0	0
AT2G13960.1	0.542912	0.612121	1.044852
AT2G13960.2	0	0.148505	0.607336
AT2G13960.3	0.169867	0.241649	0.087158
AT2G13965.1	0	0	0
AT2G13980.1	0	0	0
AT2G13985.1	0	0	0
AT2G14000.1	0	0	0
AT2G14045.1	19.762457	18.239741	21.256097
AT2G14045.2	16.78379	19.91094	13.380743
AT2G14045.3	0	0	0
AT2G14045.4	12.285737	12.173329	11.149046
AT2G14050.1	2.654809	3.970279	3.712793
AT2G14050.2	1.847631	1.139167	0.842947
AT2G14060.1	0.631659	0.396921	0.349497
AT2G14060.2	0	0	0
AT2G14070.1	0.421208	0.072217	0.570049
AT2G14080.1	6.45959	6.390593	6.821158
AT2G14080.2	0.094706	0.121941	0.150985
AT2G14095.1	0.334738	0.146479	0.27762
AT2G14095.2	0	0	0
AT2G14100.1	0.42808	0.289088	0.331683
AT2G14110.1	9.170177	9.310624	9.470155
AT2G14110.2	1.714894	2.051833	1.207719
AT2G14120.1	22.663479	22.950283	21.991511
AT2G14120.2	0.188885	0	0
AT2G14120.3	0	0	0.182864
AT2G14120.4	0	0	0
AT2G14160.1	0	0	0
AT2G14170.1	10.94658	15.695767	11.34133
AT2G14170.2	6.162276	2.580002	6.92613
AT2G14170.3	0.464008	0.404337	1.601505
AT2G14210.1	0.471898	0.830896	0.896781
AT2G14210.2	0	0	0
AT2G14247.1	0.472967	0.438319	0.299603
AT2G14255.1	19.865069	18.983492	18.416341
AT2G14260.1	20.232	22.657376	21.113245
AT2G14260.2	6.684027	6.441949	6.993488
AT2G14260.3	0.071108	0	0.456731
AT2G14260.4	0.831686	0.906873	0.316468
AT2G14265.1	0	0	0
AT2G14270.1	0	0	0
AT2G14282.1	0	0	0
AT2G14285.1	44.775011	39.950104	41.379966
AT2G14288.1	0	0	0
AT2G14289.1	0	0	0
AT2G14290.1	0.372173	0.378251	0.432374
AT2G14365.1	0	0	0
AT2G14378.1	0	0	0
AT2G14390.1	0	0	0
AT2G14395.1	0	0	0
AT2G14440.1	0	0	0
AT2G14460.1	24.446657	28.807189	25.395735
AT2G14500.1	0	0	0
AT2G14510.1	0	0	0
AT2G14510.2	0.01443	0	0
AT2G14520.1	0	5.648492	0
AT2G14520.2	0.603392	0.386208	0.240201
AT2G14520.3	3.213505	0	2.446729
AT2G14520.4	5.996244	2.303212	6.057546
AT2G14530.1	10.230097	10.347728	9.911906
AT2G14540.1	0	0	0
AT2G14560.1	13.041489	11.513077	13.657612
AT2G14560.2	36.207022	44.171064	39.65564
AT2G14560.3	0	0.370064	0
AT2G14560.4	0.965909	0.701575	1.270314
AT2G14580.1	0.114033	0.233583	0.132357
AT2G14610.1	5.275427	6.130457	5.171044
AT2G14620.1	1.079209	1.077244	1.394806
AT2G14620.2	0	0	0
AT2G14620.3	0.160206	0	0
AT2G14635.1	0	0	0
AT2G14660.1	32.434612	31.929937	33.767008
AT2G14670.1	0	0	0
AT2G14680.1	0.633169	0	0.926107
AT2G14680.2	0	0	0
AT2G14680.3	7.436463	11.132001	9.183193
AT2G14680.4	0	0	0
AT2G14680.5	1.384898	0	0
AT2G14680.6	0	0	0
AT2G14680.7	0	2.04632	1.515545
AT2G14680.8	5.031139	0.847748	1.777118
AT2G14690.1	0	0	0
AT2G14692.1	0	0	0
AT2G14695.1	0	0	0
AT2G14700.1	0	0	0
AT2G14710.1	0.060206	0.030557	0.069955
AT2G14720.1	41.139604	42.41961	44.097903
AT2G14720.2	0	0	0
AT2G14740.1	20.38423	17.080268	19.406288
AT2G14740.2	1.927092	5.820679	3.579383
AT2G14750.1	146.850126	147.963401	153.287359
AT2G14755.1	0	0	0
AT2G14760.1	0	0	0
AT2G14760.2	0	0	0
AT2G14760.3	0	0	0
AT2G14765.1	0	0	0
AT2G14775.1	1.394386	1.842931	1.943846
AT2G14800.1	1.70255	1.213404	1.594932
AT2G14810.1	0	0	0
AT2G14820.1	0.07431	0	0.064787
AT2G14820.2	0	0	0
AT2G14825.1	4.056667	2.518055	3.813409
AT2G14830.1	0	0	0
AT2G14835.1	16.342657	17.05361	15.730576
AT2G14835.2	2.55683	2.54615	1.979603
AT2G14846.1	0	0	0
AT2G14850.1	5.728686	5.498062	6.143967
AT2G14860.1	7.363389	6.956722	7.958332
AT2G14870.1	0	0	0
AT2G14880.1	141.688675	142.503233	141.747284
AT2G14880.2	0	0.144138	0
AT2G14880.3	0.41666	0.325566	0.799641
AT2G14890.1	260.198436	245.739038	238.624604
AT2G14890.2	8.19247	7.708827	5.798338
AT2G14900.1	42.817738	42.820209	44.961792
AT2G14910.1	91.372879	92.311173	89.583679
AT2G14910.2	0.551537	0.438309	0.185628
AT2G14920.1	0	0	0
AT2G14935.1	0	0	0
AT2G14945.1	0	0	0
AT2G14960.1	0.037411	0.075667	0.086978
AT2G15000.1	38.115298	34.758893	35.522837
AT2G15000.2	0.844619	0.741863	0.236986
AT2G15000.3	1.006343	0.474821	0
AT2G15000.4	2.410086	0.900998	0
AT2G15000.5	0	0	0
AT2G15000.6	0	0	0
AT2G15000.7	1.040153	0.86424	0.49714
AT2G15010.1	0	0	0
AT2G15020.1	59.57661	62.39032	59.328357
AT2G15025.1	0	0	0
AT2G15029.1	0	0	0
AT2G15042.1	2.004335	2.564366	2.766118
AT2G15050.1	16.575727	16.324742	16.698445
AT2G15050.2	10.155711	10.584605	9.550665
AT2G15050.3	15.266341	12.485759	17.111022
AT2G15080.1	1.984746	4.87528	3.625056
AT2G15080.2	4.553559	1.834971	3.267473
AT2G15090.1	17.082112	18.903367	18.567645
AT2G15110.1	0	0	0
AT2G15130.1	0	0	0.172289
AT2G15130.2	0.336434	0.19631	0.261298
AT2G15170.1	0.070201	0	0.081436
AT2G15180.1	0	0	0
AT2G15185.1	0	0	0
AT2G15220.1	0.625808	0.425126	0.48454
AT2G15230.1	9.458916	7.643427	7.758382
AT2G15240.1	20.396444	20.219896	22.156608
AT2G15260.1	0	0	0.050218
AT2G15270.1	7.203897	7.304125	3.889406
AT2G15270.2	13.716533	11.953703	12.700144
AT2G15280.1	18.247838	16.601257	16.374519
AT2G15280.2	0.972068	1.646929	1.470051
AT2G15290.1	98.350236	93.141314	92.369616
AT2G15300.1	0.013745	0.041634	0.047945
AT2G15310.1	5.51512	5.817306	6.142955
AT2G15318.1	0.15284	0.236335	0.177252
AT2G15320.1	16.554375	18.013241	17.680862
AT2G15325.1	0	0	0
AT2G15327.1	0	0	0
AT2G15340.1	0	0	0
AT2G15345.1	0.084783	0.087646	0.09829
AT2G15350.1	0	0	0
AT2G15360.1	0	0	0
AT2G15370.1	0	0	0
AT2G15390.1	0	0	0
AT2G15390.2	1.725403	1.98969	1.726058
AT2G15400.1	1.745318	1.615563	2.287332
AT2G15400.2	0.969414	0.506226	0
AT2G15420.1	0	0	0
AT2G15430.1	18.90955	20.058783	19.091297
AT2G15430.2	0	0	0.152777
AT2G15430.3	0.543773	0.218015	0.31141
AT2G15440.1	10.34699	9.111476	7.91974
AT2G15450.1	0	0	0
AT2G15460.1	0	0	0
AT2G15470.1	0	0	0
AT2G15480.1	2.191091	1.64747	1.378688
AT2G15480.2	0	0	0
AT2G15490.1	0	0	0
AT2G15490.2	0	0	0
AT2G15490.3	0.026805	0.026989	0
AT2G15500.1	0	0	0
AT2G15530.1	0	0.923046	1.964352
AT2G15530.2	6.467583	5.779245	5.645712
AT2G15530.3	0.078442	1.061062	0.097911
AT2G15530.4	0.117565	0.199553	0.121498
AT2G15530.5	2.165022	1.160803	3.765492
AT2G15530.6	0	0	0
AT2G15530.7	6.524921	5.993361	5.309181
AT2G15535.1	0	0	0
AT2G15560.1	11.260775	11.133943	11.721772
AT2G15560.2	0.222942	0.315196	0
AT2G15570.1	13.372156	13.04093	14.083265
AT2G15570.2	0.151779	0.097168	0
AT2G15580.1	14.292138	14.471861	14.839596
AT2G15580.2	22.935071	22.89824	24.026332
AT2G15580.3	18.470943	17.542216	17.427003
AT2G15590.1	0	0	0
AT2G15590.2	0	0	0
AT2G15610.1	0	0	0
AT2G15620.1	259.682179	265.213012	265.532359
AT2G15630.1	1.673582	1.531886	1.806416
AT2G15640.1	0	0	0
AT2G15660.1	0	0	0
AT2G15670.1	0	0	0
AT2G15680.1	13.329032	14.1513	12.522204
AT2G15690.1	23.832893	24.873913	25.727581
AT2G15695.1	25.541295	25.15952	25.517061
AT2G15710.1	0	0	0
AT2G15730.1	3.191161	3.302535	2.182821
AT2G15730.2	0.277773	0.45011	0.195883
AT2G15730.3	1.994657	2.274855	3.654739
AT2G15740.1	0	0	0
AT2G15760.1	1.667194	1.791129	2.048761
AT2G15770.1	0	0	0
AT2G15780.1	0	0	0.049265
AT2G15790.1	14.236888	12.486478	13.313994
AT2G15820.1	17.344557	18.666046	17.243402
AT2G15830.1	3.032589	2.45282	1.507528
AT2G15860.1	23.736345	26.202533	24.455365
AT2G15860.2	0	0	0
AT2G15860.3	0.255942	0.114163	0.124128
AT2G15860.4	0.328419	0.181421	0.566841
AT2G15880.1	0.288666	0.168813	0.158972
AT2G15890.1	1.673118	1.139373	1.693632
AT2G15890.2	0.057557	0.105541	0.141607
AT2G15900.1	7.039555	7.632911	7.627589
AT2G15910.1	0.02699	0.083121	0.031523
AT2G15910.2	32.05348	35.233879	33.052479
AT2G15910.3	0.341655	0.283298	0.388172
AT2G15960.1	7.459926	6.761775	8.028812
AT2G15970.1	36.159328	42.13877	38.93336
AT2G15970.2	42.358835	37.081018	49.55537
AT2G15980.1	6.877559	6.441603	6.893888
AT2G16005.1	0	0	0
AT2G16015.1	0	0	0
AT2G16016.1	0	0	0
AT2G16018.1	0	0	0
AT2G16019.1	0	0	0
AT2G16020.1	0	0	0
AT2G16030.1	0	0	0
AT2G16040.1	0	0	0
AT2G16050.1	2.969769	3.433286	3.682346
AT2G16060.1	5.026794	5.483697	5.383122
AT2G16070.1	0.806137	0.704436	0.270321
AT2G16070.2	31.632895	32.280564	32.674621
AT2G16070.3	0	0	0
AT2G16090.1	4.797714	5.075747	5.85867
AT2G16090.2	0.354543	0.04814	0
AT2G16090.3	0	0.049731	0.079849
AT2G16090.4	0	0	0
AT2G16090.5	0	0	0
AT2G16120.1	0	0	0
AT2G16130.1	0	0	0
AT2G16190.1	0	0	0.096169
AT2G16190.2	0	0	0
AT2G16200.1	0	0	0
AT2G16200.2	0	0	0
AT2G16210.1	1.964919	2.043848	2.24172
AT2G16210.2	0	0	0
AT2G16220.1	0	0	0.043532
AT2G16225.1	0	0	0
AT2G16230.1	0.052175	0.026446	0.030317
AT2G16250.1	5.32442	6.189907	5.953827
AT2G16250.2	0	0	0
AT2G16270.1	6.0275	5.552545	5.970272
AT2G16280.1	81.102018	79.032793	83.203447
AT2G16290.1	0	0	0
AT2G16300.1	0	0.03448	0
AT2G16340.1	0	0	0
AT2G16360.1	2.352717	2.213228	1.015883
AT2G16365.1	0	0	0
AT2G16365.2	15.414021	17.946493	22.047199
AT2G16365.3	0	0	0
AT2G16365.4	0	0	0.033294
AT2G16365.5	9.808056	8.395561	6.192669
AT2G16365.6	24.772289	28.917305	24.344839
AT2G16370.1	0	0	0
AT2G16370.2	11.719546	11.847519	10.486672
AT2G16370.3	11.984024	13.603409	14.682396
AT2G16380.1	13.840667	14.794794	13.171613
AT2G16380.2	0	0	0.661084
AT2G16380.3	0	0	0
AT2G16385.1	0	0	0.197017
AT2G16390.1	0	0	0
AT2G16390.2	3.881848	4.115041	3.44104
AT2G16400.1	18.445968	18.743879	19.770498
AT2G16405.1	6.87773	7.109098	6.713993
AT2G16430.1	3.477953	2.250536	1.533651
AT2G16430.2	30.488186	32.838203	31.411043
AT2G16440.1	14.829113	15.920899	15.644874
AT2G16450.1	0	0.064146	0.036693
AT2G16460.1	15.187186	15.767506	15.8024
