ERR9081510	ERR9081511
AT1G21590.1	21.483877	19.554618
AT1G21590.2	1.019398	0.77072
AT1G21600.1	115.92624	106.669331
AT1G21600.2	0.913693	0.150575
AT1G21610.1	12.230373	11.939879
AT1G21610.2	10.020328	9.295434
AT1G21610.3	0	0
AT1G21610.4	5.815845	4.241871
AT1G21610.5	2.285728	2.868207
AT1G21610.6	0.142132	0
AT1G21620.1	0	0
AT1G21630.1	37.190943	37.739392
AT1G21630.2	0.029244	0
AT1G21630.3	0	0.228824
AT1G21630.4	0	0
AT1G21640.1	36.64065	38.211656
AT1G21640.2	0	0.087773
AT1G21650.1	2.150351	2.952643
AT1G21650.2	5.879283	3.331877
AT1G21650.3	0.060571	0.814076
AT1G21651.1	10.849211	9.627936
AT1G21660.1	24.075663	24.665362
AT1G21670.1	44.739568	55.141527
AT1G21680.1	262.134919	301.653784
AT1G21690.1	14.148217	12.477516
AT1G21690.2	0	0
AT1G21690.3	0	0
AT1G21690.4	0	0
AT1G21695.1	0.421072	0.867733
AT1G21700.1	14.387894	14.092707
AT1G21710.1	10.405588	11.048698
AT1G21720.1	78.8486	81.765437
AT1G21722.1	0	0
AT1G21730.1	15.312829	13.578625
AT1G21738.1	0	0
AT1G21740.1	2.811086	2.461634
AT1G21750.1	79.83465	86.659128
AT1G21750.2	0	0
AT1G21760.1	30.45538	32.193642
AT1G21760.2	0	0
AT1G21770.1	354.141905	323.387237
AT1G21780.1	18.62688	28.436934
AT1G21780.2	26.002596	19.817844
AT1G21790.1	7.416537	7.862056
AT1G21810.1	0	0.100083
AT1G21810.2	0	0
AT1G21810.3	0.583199	0.545684
AT1G21830.1	47.817861	46.631072
AT1G21835.1	0	0
AT1G21840.1	3.491628	3.730555
AT1G21840.2	3.170048	2.577365
AT1G21850.1	0	0
AT1G21860.1	0.022113	0
AT1G21864.1	0	0
AT1G21866.1	0	0
AT1G21870.1	0	0.056021
AT1G21880.1	0	0
AT1G21880.2	8.812874	10.354465
AT1G21890.1	0.09908	0
AT1G21890.2	0	0.057445
AT1G21900.1	44.455133	43.485421
AT1G21910.1	30.595216	26.157373
AT1G21920.1	55.420858	59.470045
AT1G21920.2	5.082621	3.241843
AT1G21925.1	0	0
AT1G21928.1	0	0
AT1G21930.1	38.693721	34.173088
AT1G21940.1	0	0
AT1G21950.1	0	0
AT1G21960.1	0	0
AT1G21970.1	0.260302	0
AT1G21980.1	19.943654	18.320883
AT1G21990.1	0	0.022326
AT1G22000.1	0.024398	0.020571
AT1G22010.1	0	0
AT1G22015.1	0	0
AT1G22020.1	7.162815	9.015044
AT1G22020.2	8.430965	6.775297
AT1G22030.1	2.58608	2.700159
AT1G22040.1	18.961786	19.073081
AT1G22050.1	9.933866	10.545774
AT1G22060.1	14.701597	14.355433
AT1G22060.2	0	0
AT1G22065.1	10.530482	8.933416
AT1G22070.1	16.930541	17.396047
AT1G22080.1	0	0
AT1G22080.2	0	0
AT1G22090.1	0	0
AT1G22100.1	0.026049	0.021951
AT1G22110.1	0	0
AT1G22110.2	0	0
AT1G22110.3	3.71111	3.626429
AT1G22120.1	0	0
AT1G22130.1	0	0
AT1G22140.1	21.850048	19.771206
AT1G22140.2	0.50636	0.145846
AT1G22140.3	8.56807	4.442471
AT1G22150.1	0	0
AT1G22150.2	0	0.028677
AT1G22150.3	0.356456	0
AT1G22150.4	0	0.331876
AT1G22160.1	4.386504	5.306741
AT1G22170.1	5.545646	5.382273
AT1G22170.2	0.221759	0.182224
AT1G22180.1	2.607148	3.134602
AT1G22180.2	9.685651	10.14366
AT1G22180.3	0.886442	1.14868
AT1G22180.4	0	0.109686
AT1G22190.1	44.134144	46.599234
AT1G22200.1	30.701801	28.985915
AT1G22200.2	0	0
AT1G22210.1	0	0.02465
AT1G22220.1	1.052425	0.909354
AT1G22230.1	8.147865	8.485306
AT1G22240.1	0.017374	0
AT1G22250.1	11.69864	11.352822
AT1G22260.1	0.286121	0.484441
AT1G22260.2	0	0
AT1G22260.3	0	0
AT1G22270.1	62.285164	56.529378
AT1G22275.1	0.56539	0.487721
AT1G22275.2	0	0
AT1G22275.3	0	0
AT1G22280.1	39.927941	43.281563
AT1G22280.2	0.316768	0.053669
AT1G22280.3	0	0.541247
AT1G22290.1	0	0.472099
AT1G22290.2	0.098402	0
AT1G22300.1	131.834815	108.173893
AT1G22300.2	72.579875	96.201637
AT1G22300.3	2.101889	1.325674
AT1G22310.1	3.753784	1.265533
AT1G22310.2	6.054909	6.800538
AT1G22330.1	16.871016	15.971983
AT1G22340.1	0.041704	0.140799
AT1G22360.1	92.314107	90.776223
AT1G22360.2	0.118064	1.461334
AT1G22370.1	0.626427	1.332737
AT1G22370.2	4.956921	4.367991
AT1G22380.1	1.264017	0.877707
AT1G22400.1	26.61811	28.046709
AT1G22410.1	76.863844	84.768333
AT1G22420.1	0	0
AT1G22430.1	44.528124	41.10875
AT1G22430.2	0.563461	1.07234
AT1G22430.3	0.508576	0.159924
AT1G22430.4	3.220788	4.602235
AT1G22430.5	7.737141	7.1921
AT1G22440.1	30.518077	35.833944
AT1G22450.1	84.164501	85.755873
AT1G22460.1	0.614245	0.595374
AT1G22470.1	3.280682	4.887961
AT1G22480.1	0.178771	0.180247
AT1G22490.1	1.788588	1.306566
AT1G22490.2	0.46664	0.096382
AT1G22500.1	68.980433	75.548501
AT1G22510.1	11.622885	11.97573
AT1G22510.2	0	0
AT1G22520.1	29.268965	26.783895
AT1G22520.2	0	0
AT1G22530.1	139.868133	135.252673
AT1G22530.2	1.867535	0.968792
AT1G22540.1	10.239979	9.657044
AT1G22550.1	29.701	28.464833
AT1G22570.1	33.287	32.382126
AT1G22570.2	12.830096	5.176003
AT1G22590.1	16.236747	15.907982
AT1G22590.2	0.869652	0.709049
AT1G22600.1	0.192989	0.232223
AT1G22610.1	32.349645	31.94591
AT1G22620.1	11.358293	11.451372
AT1G22630.1	51.154752	44.850081
AT1G22640.1	43.183811	39.580949
AT1G22640.2	5.689882	4.657237
AT1G22640.3	2.455676	0.564146
AT1G22650.1	8.709114	7.253049
AT1G22650.2	0.641931	0.598678
AT1G22660.1	7.479375	7.363222
AT1G22660.2	0.121005	0
AT1G22660.3	0.892464	0.939946
AT1G22660.4	0	0
AT1G22660.5	0	0
AT1G22670.1	0	0
AT1G22680.1	0.05338	0.044974
AT1G22690.1	66.951154	54.971119
AT1G22690.2	155.623718	154.331367
AT1G22690.3	0	0
AT1G22700.1	0	1.144246
AT1G22700.2	45.924178	48.17363
AT1G22700.3	15.103925	13.135693
AT1G22710.1	52.314422	44.901794
AT1G22720.1	0	0
AT1G22730.1	23.969815	21.775608
AT1G22740.1	71.346994	65.514379
AT1G22750.1	7.223146	6.997941
AT1G22750.2	10.200487	9.549417
AT1G22750.3	10.919102	9.240055
AT1G22750.4	10.000863	12.623512
AT1G22760.1	0	0
AT1G22770.1	5.941767	8.265139
AT1G22780.1	249.714896	236.005337
AT1G22790.1	8.951605	10.168166
AT1G22790.2	9.620085	6.543597
AT1G22800.1	11.697526	9.980459
AT1G22810.1	0.227543	0.142482
AT1G22830.1	0.79974	0.801328
AT1G22830.2	1.658828	1.251135
AT1G22840.1	285.054	274.102148
AT1G22840.2	0	0
AT1G22850.1	134.684066	115.932635
AT1G22850.2	9.586094	7.674731
AT1G22860.1	12.273721	12.231947
AT1G22870.1	6.36329	5.65813
AT1G22870.2	1.700157	2.506182
AT1G22870.3	1.251743	1.207401
AT1G22870.4	0.048491	0
AT1G22880.1	0	0.909423
AT1G22880.2	0.76771	0
AT1G22880.3	0.179878	0.252122
AT1G22882.1	22.921708	21.521593
AT1G22885.1	47.867444	42.059888
AT1G22885.2	2.152658	0
AT1G22890.1	139.838478	160.807483
AT1G22900.1	2.21412	4.659885
AT1G22910.1	1.178466	1.95529
AT1G22910.2	3.268028	2.195275
AT1G22910.3	9.886273	13.585988
AT1G22910.4	5.007036	2.554853
AT1G22920.1	24.891696	23.707032
AT1G22920.2	0	0
AT1G22930.1	48.467641	67.489996
AT1G22930.2	43.507762	37.199018
AT1G22940.1	22.258487	19.5774
AT1G22950.1	7.370496	6.927314
AT1G22960.1	0.73121	1.003252
AT1G22960.2	2.750466	2.120787
AT1G22970.1	12.134783	10.892762
AT1G22970.2	0.936587	0.194868
AT1G22970.3	0.25671	0
AT1G22970.4	0	0.223553
AT1G22980.1	0.508984	0.359329
AT1G22980.2	0.39216	0.341513
AT1G22985.1	9.321053	11.973531
AT1G22990.1	3.03589	3.006328
AT1G22990.2	0.115613	0.391512
AT1G23000.1	2.116577	1.934112
AT1G23000.2	0	1.04154
AT1G23010.1	1.493716	1.671783
AT1G23020.1	8.696107	0
AT1G23020.2	20.144702	20.116687
AT1G23020.3	2.995866	0
AT1G23020.4	15.323759	12.549352
AT1G23020.5	4.26902	15.602503
AT1G23020.6	8.819649	6.436557
AT1G23020.7	24.22739	22.014379
AT1G23030.1	34.689155	31.410765
AT1G23037.1	0	0
AT1G23040.1	8.134875	9.077748
AT1G23040.2	0	0
AT1G23040.3	5.499688	7.492831
AT1G23050.1	5.388357	5.557795
AT1G23060.1	0.784728	2.048926
AT1G23060.2	0	0
AT1G23060.3	0	0
AT1G23060.4	1.122354	0
AT1G23060.5	0	0
AT1G23070.1	0	0.02113
AT1G23080.1	43.005296	42.87758
AT1G23080.2	2.284758	2.458757
AT1G23080.3	18.138635	11.864699
AT1G23080.4	0	0
AT1G23090.1	30.741282	30.456125
AT1G23090.2	0	0
AT1G23090.3	0	0
AT1G23090.4	0.141876	0.311779
AT1G23100.1	11.611339	9.11561
AT1G23110.1	0.931025	0.144118
AT1G23110.2	0	0
AT1G23110.3	0	0
AT1G23110.4	0.159375	0
AT1G23110.5	0	0
AT1G23110.6	0	1.341481
AT1G23110.7	0.282595	0.418582
AT1G23120.1	15.805762	17.651608
AT1G23120.2	0	0
AT1G23130.1	263.665153	222.865258
AT1G23140.1	7.341576	7.203704
AT1G23145.1	0	0
AT1G23147.1	0	0
AT1G23150.1	6.290461	8.624648
AT1G23160.1	0.181722	0.092102
AT1G23170.1	0	0
AT1G23170.2	3.255881	2.999184
AT1G23180.1	5.448649	5.734227
AT1G23180.2	0.048118	0.181721
AT1G23190.1	45.28653	48.906835
AT1G23200.1	1.34907	0.940653
AT1G23201.1	0.628904	0
AT1G23201.2	0.071536	0.230316
AT1G23205.1	5.902096	7.243249
AT1G23210.1	0.284454	0.1477
AT1G23220.1	20.479734	19.156431
AT1G23230.1	0.114823	0.210129
AT1G23230.2	1.264508	1.441256
AT1G23230.3	2.904164	3.038462
AT1G23240.1	0	0
AT1G23240.2	0	0
AT1G23240.3	0	0
AT1G23240.4	0	0
AT1G23250.1	0	0
AT1G23250.2	0	0
AT1G23260.1	41.683964	39.943918
AT1G23260.2	0.098129	0
AT1G23270.1	0	0
AT1G23280.1	29.365728	30.232096
AT1G23290.1	308.469397	274.720811
AT1G23300.1	0.027324	0.057796
AT1G23310.1	1731.005012	1743.404532
AT1G23310.2	1.86282	1.047704
AT1G23320.1	0	0
AT1G23330.1	7.601124	8.492239
AT1G23330.2	0	0.046877
AT1G23340.1	0.843178	0.890884
AT1G23340.2	0.492854	0.241149
AT1G23340.3	0	0.025935
AT1G23350.1	0.030757	0.025882
AT1G23360.1	9.180239	7.513898
AT1G23360.2	0.328821	0
AT1G23360.3	8.830159	6.987663
AT1G23380.1	8.453764	8.734906
AT1G23380.2	0	1.139151
AT1G23390.1	208.636556	190.749087
AT1G23400.1	33.044825	30.773042
AT1G23410.1	7.664691	8.565366
AT1G23420.1	0	0
AT1G23420.2	0	0
AT1G23440.1	48.296881	61.823385
AT1G23440.2	3.635799	3.539402
AT1G23440.3	23.201616	17.254836
AT1G23450.1	0.840347	0.63762
AT1G23460.1	2.160638	3.211502
AT1G23460.2	2.405099	1.16091
AT1G23465.1	2.814775	2.812842
AT1G23480.1	10.017905	10.8914
AT1G23480.2	22.264652	13.731507
AT1G23480.3	1.802754	1.145972
AT1G23480.4	1.686435	1.069705
AT1G23490.1	215.064624	188.455353
AT1G23500.1	0	0
AT1G23510.1	0	0
AT1G23510.2	0	0
AT1G23510.3	0	0
AT1G23520.1	0	0
AT1G23520.2	0	0
AT1G23520.3	0	0
AT1G23520.4	0.036974	0.062109
AT1G23530.1	3.011285	2.531003
AT1G23540.1	0.398185	0.333238
AT1G23540.2	0	0.08003
AT1G23550.1	3.832553	3.712996
AT1G23560.1	1.083809	1.687907
AT1G23560.2	1.934976	1.757046
AT1G23570.1	0	0
AT1G23570.2	0	0
AT1G23570.3	0	0
AT1G23580.1	0	0
AT1G23590.1	0	0
AT1G23590.2	0	0
AT1G23600.1	0	0
AT1G23600.2	0	0
AT1G23610.1	0	0
AT1G23640.1	0	0
AT1G23645.1	0	0
AT1G23645.2	0	0
AT1G23650.1	0	0
AT1G23660.1	0	0
AT1G23670.1	0	0
AT1G23670.2	0	0
AT1G23680.1	0	0
AT1G23690.1	0	0
AT1G23690.2	0	0
AT1G23690.3	0	0
AT1G23690.4	0	0
AT1G23700.1	0.160738	0
AT1G23700.2	0	0.180995
AT1G23700.3	0	0
AT1G23710.1	18.152139	16.257534
AT1G23720.1	17.790966	29.763064
AT1G23720.2	15.681609	26.6052
AT1G23720.3	1.116168	1.196425
AT1G23720.4	1.469001	0.859282
AT1G23730.1	1.185338	1.556359
AT1G23730.2	0.072606	0.271246
AT1G23740.1	100.493251	82.865188
AT1G23750.1	14.407256	12.107304
AT1G23750.2	0.166081	0.416477
AT1G23760.1	6.382349	6.681327
AT1G23770.1	0	0.032347
AT1G23780.1	29.795982	30.503748
AT1G23790.1	1.24143	1.189392
AT1G23800.1	16.041268	16.889956
AT1G23800.2	0.50228	0.97699
AT1G23810.1	0	0
AT1G23820.1	97.962605	99.742719
AT1G23820.2	55.007873	58.309276
AT1G23830.1	6.585019	7.270804
AT1G23840.1	2.678664	2.668584
AT1G23850.1	8.52634	7.412311
AT1G23860.1	47.81454	41.611282
AT1G23860.2	11.795691	8.986959
AT1G23860.3	0	0
AT1G23860.4	0.11409	0
AT1G23870.1	112.840876	110.801383
AT1G23880.1	1.690063	1.796594
AT1G23880.2	0.059525	0.139528
AT1G23890.1	6.289105	7.714047
AT1G23890.2	2.237578	2.269694
AT1G23900.1	8.636363	6.326856
AT1G23900.2	13.399089	16.851896
AT1G23900.3	0.367607	0.299231
AT1G23910.1	0	0
AT1G23915.1	0	0
AT1G23935.1	0.33378	0.232725
AT1G23935.2	0.124654	0.252939
AT1G23935.3	0	0
AT1G23950.1	4.54109	2.240552
AT1G23950.2	18.147426	20.919429
AT1G23950.3	6.141459	5.437652
AT1G23950.4	0	0
AT1G23950.5	0.249252	0
AT1G23960.1	64.329725	62.163399
AT1G23960.2	4.402277	3.362095
AT1G23965.1	0.694816	0.64018
AT1G23970.1	1.567747	3.004343
AT1G23970.2	7.453145	6.39811
AT1G23980.1	2.645946	2.374552
AT1G23985.1	0.230464	0
AT1G23995.1	1.774135	0.269384
AT1G24000.1	0	0
AT1G24010.1	0.083906	0
AT1G24020.1	23.972886	23.568871
AT1G24020.2	5.21057	3.009926
AT1G24030.1	1.260649	0.764652
AT1G24030.2	0	1.225439
AT1G24030.3	0.078397	0
AT1G24030.4	0	0
AT1G24030.5	0.741693	0
AT1G24030.6	0	0
AT1G24040.1	23.594345	23.688828
AT1G24040.2	1.466887	1.081335
AT1G24040.3	0	0
AT1G24050.1	95.756514	84.252044
AT1G24060.1	0	0
AT1G24062.1	0	0
AT1G24070.1	0.093082	0.065576
AT1G24070.2	0	0
AT1G24090.1	1.945585	2.451366
AT1G24095.1	3.184943	4.271144
AT1G24095.2	0	0
AT1G24100.1	16.038493	16.829775
AT1G24110.1	0	0
AT1G24120.1	14.19482	13.914503
AT1G24130.1	1.054191	0.808114
AT1G24140.1	0.13763	0.149408
AT1G24145.1	0.918881	0.670502
AT1G24147.1	0.13726	0
AT1G24148.1	5.433983	4.404671
AT1G24148.2	0.755184	0.273061
AT1G24150.1	7.003408	7.865532
AT1G24150.2	0	0
AT1G24159.1	0	0
AT1G24160.1	25.994236	27.632673
AT1G24160.2	39.151361	37.309169
AT1G24170.1	46.23255	42.630461
AT1G24180.1	106.733516	117.023884
AT1G24190.1	0.096322	0.082091
AT1G24190.2	20.025309	20.279255
AT1G24190.3	0.580135	0.637152
AT1G24200.1	0	0
AT1G24210.1	1.351925	0.948963
AT1G24220.1	0	0
AT1G24220.2	0	0
AT1G24230.1	0	0
AT1G24240.1	8.713693	7.717399
AT1G24240.2	1.042969	1.023388
AT1G24250.1	0.095524	0
AT1G24256.1	0	0
AT1G24260.1	3.084068	1.947329
AT1G24260.2	1.132244	0.835165
AT1G24260.3	0	0
AT1G24265.1	4.298017	4.014998
AT1G24265.2	0	0.559627
AT1G24265.3	0	0
AT1G24267.1	25.708606	23.863654
AT1G24267.2	0.406616	0.36835
AT1G24270.1	0	0.118629
AT1G24280.1	6.480941	6.71532
AT1G24290.1	4.196356	4.291621
AT1G24300.1	14.098458	11.858505
AT1G24300.2	1.691659	3.545796
AT1G24300.3	0.51128	0.249479
AT1G24310.1	13.592315	12.910739
AT1G24320.1	0.447601	0.281333
AT1G24320.2	0	0
AT1G24330.1	0.716259	0.685729
AT1G24330.2	0	0
AT1G24340.1	25.710727	26.44883
AT1G24350.1	13.677011	12.535134
AT1G24350.2	3.0486	3.455047
AT1G24350.3	0	0
AT1G24350.4	2.9287	2.576793
AT1G24350.5	21.67969	17.749477
AT1G24360.1	139.496219	130.048716
AT1G24380.1	0	0.100932
AT1G24388.1	0	0
AT1G24390.1	0	0
AT1G24400.1	2.789064	4.03782
AT1G24405.1	0.479494	0.512957
AT1G24420.1	0	0
AT1G24420.2	0.425487	0.537744
AT1G24430.1	2.545893	3.301111
AT1G24440.1	21.133287	22.887243
AT1G24440.2	0.328075	0.179146
AT1G24450.1	14.324337	13.641029
AT1G24460.1	2.67771	2.702862
AT1G24460.2	11.340135	11.764766
AT1G24470.1	0.605375	0.67006
AT1G24475.1	0	0
AT1G24480.1	0.101631	0.170019
AT1G24485.1	0	0
AT1G24485.2	0	0
AT1G24485.3	0	0
AT1G24485.4	0.027338	0
AT1G24490.1	18.912967	18.437087
AT1G24490.2	0	0
AT1G24510.1	136.705987	129.412633
AT1G24510.2	3.840277	1.705732
AT1G24510.3	0	0
AT1G24520.1	0.63376	0.409884
AT1G24530.1	48.057684	46.500524
AT1G24540.1	0.019311	0.016307
AT1G24545.1	0	0
AT1G24560.1	38.367769	38.958285
AT1G24570.1	0	0.10785
AT1G24570.2	0.268381	0
AT1G24575.1	4.51412	2.597668
AT1G24577.1	4.616299	4.006068
AT1G24580.1	2.129917	0.953291
AT1G24590.1	0	0.068153
AT1G24600.1	2.053478	3.718884
AT1G24610.1	23.370191	23.145622
AT1G24620.1	0.443684	1.211119
AT1G24625.1	8.235672	8.194978
AT1G24650.1	0	0
AT1G24660.1	0	0
AT1G24706.1	0.387712	0
AT1G24706.2	0	0
AT1G24706.3	1.703787	2.329551
AT1G24706.4	4.92547	3.489158
AT1G24706.5	4.002642	3.726048
AT1G24706.6	0	1.427505
AT1G24706.7	0.77205	0.84259
AT1G24706.8	1.885216	1.74693
AT1G24706.9	2.941433	2.212116
AT1G24735.1	1.406018	0.742156
AT1G24735.2	0.62607	0.393114
AT1G24735.3	0	0
AT1G24764.1	17.228372	15.021525
AT1G24764.2	0.669384	0.816521
AT1G24764.3	0	0
AT1G24793.1	6.048328	5.665604
AT1G24793.2	2.89791	2.511706
AT1G24800.1	0.227433	0.45469
AT1G24807.1	0	0
AT1G24822.1	0	0
AT1G24851.1	1.855072	1.118304
AT1G24880.2	654.869479	603.043378
AT1G24880.3	205.8568	173.265744
AT1G24881.1	45.302273	39.656718
AT1G24909.1	0	0
AT1G24996.1	2.211316	1.273896
AT1G25025.1	0	0
AT1G25054.1	4.022958	9.395441
AT1G25055.1	29.437198	31.291186
AT1G25083.1	0	0
AT1G25097.1	0	0
AT1G25141.1	5.274439	4.901589
AT1G25145.1	43.065675	28.29698
AT1G25150.1	0	0
AT1G25150.2	0.648171	0.985214
AT1G25180.1	0.424184	0.802915
AT1G25210.1	0	0
AT1G25210.2	0	0
AT1G25211.1	22.165055	19.686849
AT1G25220.1	20.269462	21.561772
AT1G25220.2	0	0.181442
AT1G25230.1	86.371155	92.197532
AT1G25230.2	4.558394	4.392533
AT1G25230.3	0.250867	0.236163
AT1G25240.1	0	0.575975
AT1G25240.2	0.974396	0.713557
AT1G25250.1	0.708706	0
AT1G25250.2	0.120824	0
AT1G25250.3	0	0.141383
AT1G25260.1	62.673964	60.772501
AT1G25270.1	0	0.063456
AT1G25275.1	520.249181	471.50166
AT1G25275.2	1.180402	2.815592
AT1G25275.3	13.209501	13.619149
AT1G25277.1	0.32196	0.25917
AT1G25277.2	4.869626	3.502018
AT1G25280.1	24.487474	25.700493
AT1G25280.2	1.0245	0
AT1G25280.3	0	0.156849
AT1G25290.1	7.308307	8.161678
AT1G25290.2	8.27206	7.957426
AT1G25300.1	0	0
AT1G25310.1	0	0
AT1G25320.1	7.127296	7.188866
AT1G25330.1	0	0
AT1G25340.1	0	0
AT1G25340.2	0	0
AT1G25340.3	0	0
AT1G25350.1	36.379805	35.025042
AT1G25350.2	0	0
AT1G25360.1	1.193833	0.929541
AT1G25370.1	4.572911	5.755687
AT1G25370.2	0.894044	0.336614
AT1G25375.1	5.717387	5.69504
AT1G25380.1	5.134146	4.453843
AT1G25380.2	17.02406	16.495441
AT1G25390.1	9.684739	9.614237
AT1G25390.2	0.400672	0.445204
AT1G25400.1	5.304561	5.470478
AT1G25400.2	35.387233	34.461383
AT1G25410.1	0	0
AT1G25420.1	24.198433	19.683136
AT1G25420.2	0.485551	0.562188
AT1G25420.3	0	0.777167
AT1G25420.4	0.698602	0.51723
AT1G25422.1	0.072214	0.182006
AT1G25425.1	1.250136	1.074894
AT1G25440.1	66.804129	65.071837
AT1G25450.1	30.747163	39.24207
AT1G25460.1	1.581081	1.228252
AT1G25470.1	9.834331	8.774075
AT1G25470.2	9.588955	7.778548
AT1G25480.1	12.349914	10.850192
AT1G25490.1	77.425326	77.789703
AT1G25500.1	0	0
AT1G25500.2	5.087633	5.385027
AT1G25500.3	0	0
AT1G25510.1	1.963537	2.427703
AT1G25520.1	36.624725	34.96132
AT1G25530.1	7.082267	8.361553
AT1G25540.1	17.321411	20.865308
AT1G25540.2	2.389317	1.263985
AT1G25550.1	98.450971	96.388352
AT1G25550.2	7.837566	7.123205
AT1G25560.1	122.396462	115.140929
AT1G25570.1	22.824281	23.273762
AT1G25580.1	7.335697	6.50017
AT1G25682.1	29.136491	29.519142
AT1G25682.2	2.580335	1.96022
AT1G25988.1	0	0
AT1G26090.1	7.265139	7.261771
AT1G26100.1	3.857071	5.130944
AT1G26110.1	107.401473	109.305681
AT1G26110.2	0	0
AT1G26120.1	10.982065	9.493684
AT1G26130.1	2.467217	1.973604
AT1G26130.2	0.440022	0.417162
AT1G26130.3	0.63776	0.510955
AT1G26130.4	0.419315	0.247238
AT1G26140.1	0	0
AT1G26150.1	20.048215	17.587235
AT1G26150.2	16.340305	12.892412
AT1G26160.1	29.608826	27.940956
AT1G26160.2	0.2716	0.701387
AT1G26170.1	11.270607	9.456944
AT1G26180.1	14.456281	13.225597
AT1G26180.2	3.879385	3.166409
AT1G26190.1	4.026173	5.655371
AT1G26190.2	0.05018	0.107661
AT1G26190.3	0.055137	0.112024
AT1G26190.4	0.387641	0.055692
AT1G26190.5	0.525884	0
AT1G26190.6	0.044467	0.104115
AT1G26200.1	0.625491	0.123366
AT1G26200.2	0	0.240831
AT1G26200.3	0	0
AT1G26210.1	14.11608	11.349688
AT1G26220.1	26.202077	27.511674
AT1G26225.1	0	0
AT1G26230.1	4.986042	6.458798
AT1G26230.2	0.054359	0
AT1G26230.3	1.321628	0.088619
AT1G26230.4	2.47067	1.312792
AT1G26230.5	0.858055	1.061104
AT1G26240.1	0	0.116909
AT1G26250.1	1.316803	1.925816
AT1G26255.1	0	0
AT1G26255.2	0	0
AT1G26255.3	0	0
AT1G26255.4	0	0
AT1G26255.5	0	0
AT1G26260.1	0.488968	0.772828
AT1G26260.2	1.62306	1.333357
AT1G26260.3	0.284332	0.083557
AT1G26260.4	0	0
AT1G26260.5	0	0
AT1G26260.6	1.242878	0.959267
AT1G26270.1	39.741552	37.734086
AT1G26290.1	0.215072	0.284402
AT1G26300.1	19.427993	18.168674
AT1G26300.2	0.030379	0.32684
AT1G26300.3	0.260388	0.0809
AT1G26310.1	0	0.026072
AT1G26320.1	0	0
AT1G26320.2	0	0
AT1G26330.1	0.817866	0.762608
AT1G26330.2	0	0
AT1G26340.1	19.0193	20.140899
AT1G26350.1	0	0
AT1G26355.1	0	0
AT1G26360.1	1.226642	1.34693
AT1G26370.1	6.655567	7.308001
AT1G26380.1	1.673985	2.13658
AT1G26390.1	0.218478	1.190587
AT1G26400.1	0	0
AT1G26410.1	0.075893	0.112162
AT1G26420.1	1.785343	2.853165
AT1G26440.1	0.316104	1.813528
AT1G26440.2	1.290811	0
AT1G26440.3	12.161259	14.935875
AT1G26440.4	2.58105	0.209583
AT1G26440.5	0.10057	0.670225
AT1G26440.6	3.356458	4.995907
AT1G26440.7	2.624637	0.953426
AT1G26440.8	5.181426	5.211552
AT1G26450.1	5.959143	5.153194
AT1G26460.1	21.203384	18.857377
AT1G26470.1	30.176117	25.820329
AT1G26480.1	0.08318	0
AT1G26500.1	0.979907	0.745687
AT1G26510.1	0	0
AT1G26515.1	0	0
AT1G26520.1	6.089542	5.103116
AT1G26530.1	0.47586	0.30647
AT1G26540.1	2.712354	2.479781
AT1G26550.1	200.392543	191.69661
AT1G26560.1	1.609941	1.319014
AT1G26570.1	6.997078	6.492507
AT1G26580.1	111.388531	99.943908
AT1G26580.2	1.169526	0.961391
AT1G26580.3	5.803029	4.475152
AT1G26590.1	0	0
AT1G26590.2	0.081587	0.402393
AT1G26590.3	0.198432	0
AT1G26590.4	0	0
AT1G26600.1	1.998488	2.669056
AT1G26600.2	0.428501	0
AT1G26610.1	0.173636	0.132038
AT1G26620.1	7.288811	6.683176
AT1G26630.1	715.646261	706.997007
AT1G26630.2	1.160459	0.597295
AT1G26640.1	26.11379	22.494649
AT1G26650.1	15.026798	12.73225
AT1G26660.1	12.728532	11.664805
AT1G26660.2	0.083265	0.069311
AT1G26665.1	69.148001	62.39933
AT1G26665.2	0	0
AT1G26670.1	153.361145	146.157877
AT1G26680.1	0	0
AT1G26680.2	0	0
AT1G26680.3	0.205458	0.096767
AT1G26680.4	0	0.086766
AT1G26680.5	0	0.12294
AT1G26680.6	0.069349	0.028549
AT1G26690.1	16.978562	19.872892
AT1G26700.1	0.04513	0
AT1G26700.2	0	0.034325
AT1G26710.1	0	0
AT1G26720.1	0	0
AT1G26730.1	0.670409	0.477125
AT1G26730.2	0.278652	0.323422
AT1G26740.1	17.897867	16.380388
AT1G26750.1	16.433585	19.210319
AT1G26760.1	1.074166	0.841028
AT1G26761.1	4.172962	3.297238
AT1G26762.1	0	0.503855
AT1G26770.1	10.303099	12.721289
AT1G26770.2	1.685677	4.149499
AT1G26773.1	0	0
AT1G26780.1	0	0
AT1G26780.2	0.157131	0.507562
AT1G26790.1	0.053822	0.13603
AT1G26795.1	0	0
AT1G26796.1	0	0
AT1G26797.1	0	0
AT1G26798.1	0	0
AT1G26799.1	0	0
AT1G26800.1	13.716076	17.572073
AT1G26810.1	0	0
AT1G26810.2	2.041704	1.864363
AT1G26815.1	0	0
AT1G26820.1	3.386883	6.759534
AT1G26830.1	40.333465	41.696907
AT1G26840.1	2.860615	1.83842
AT1G26850.1	61.22455	57.845286
AT1G26850.2	47.137757	40.613108
AT1G26850.3	0	0
