	SRR14214600	SRR14214601
AT1G30380.1	2806.640684	2825.523581
AT1G30400.1	37.263649	37.738819
AT1G30400.2	4.018931	4.358232
AT1G30410.1	8.315044	4.118942
AT1G30410.2	0.913912	0.487186
AT1G30410.3	2.703924	2.707806
AT1G30410.4	7.816817	11.105235
AT1G30410.5	3.856576	4.617597
AT1G30410.6	0	0
AT1G30420.1	2.069668	1.826517
AT1G30420.2	1.295842	0.966143
AT1G30440.1	26.954404	25.320904
AT1G30450.1	10.074523	10.380442
AT1G30450.2	0.105658	0.331482
AT1G30450.3	2.101499	2.372572
AT1G30450.4	0.242245	0
AT1G30455.1	0	0
AT1G30460.1	9.203406	9.499867
AT1G30460.2	1.73937	1.527167
AT1G30460.3	0.120934	0
AT1G30470.1	19.320578	19.964187
AT1G30470.2	1.70253	2.146616
AT1G30470.3	0	0
AT1G30473.1	0.10753	0.051722
AT1G30475.1	0	0
AT1G30475.2	0.238772	0.225336
AT1G30475.3	9.060472	8.661906
AT1G30475.4	1.085626	1.979094
AT1G30480.1	15.25724	13.844035
AT1G30490.1	12.335001	11.856404
AT1G30500.1	0	0
AT1G30500.2	4.056194	5.758777
AT1G30510.1	7.934425	9.148903
AT1G30510.2	26.399729	29.607556
AT1G30510.3	0	0
AT1G30515.1	1.424583	1.233282
AT1G30520.1	12.831201	12.482696
AT1G30520.3	5.676369	5.158738
AT1G30530.1	23.44021	22.056226
AT1G30540.1	10.203923	10.161819
AT1G30540.2	0.649413	1.420096
AT1G30540.3	0.106795	0.404439
AT1G30540.4	0.36059	0.827845
AT1G30545.1	0.890506	0.937677
AT1G30545.2	3.078599	2.428427
AT1G30550.1	0.942517	1.167488
AT1G30550.2	0.523827	0
AT1G30560.1	0.038082	0.036097
AT1G30570.1	6.188149	7.062864
AT1G30580.1	163.300643	162.345536
AT1G30590.1	7.75205	5.76899
AT1G30590.2	7.027281	9.125941
AT1G30590.3	4.624253	4.817333
AT1G30600.1	7.050189	8.340604
AT1G30610.1	0	0
AT1G30610.2	11.64056	12.46605
AT1G30620.1	6.302746	4.844595
AT1G30620.2	0	5.652199
AT1G30620.3	0.231008	0
AT1G30620.4	0.512646	0.322516
AT1G30620.5	0	0
AT1G30620.6	2.320683	0
AT1G30630.1	92.587396	95.486946
AT1G30640.1	2.922202	4.123623
AT1G30640.2	0.066596	0.691911
AT1G30640.3	4.081804	2.867316
AT1G30650.1	6.435926	6.911329
AT1G30660.1	0	0
AT1G30660.2	0	0
AT1G30660.3	0.60668	0.631911
AT1G30670.1	0	0
AT1G30680.1	23.742153	24.928048
AT1G30690.1	48.024427	44.858062
AT1G30690.2	6.485808	8.567751
AT1G30700.1	11.215477	12.380364
AT1G30710.1	0	0
AT1G30720.1	11.397423	12.115168
AT1G30730.1	7.467429	8.566462
AT1G30740.1	0.128209	0
AT1G30740.2	0	0.22006
AT1G30750.1	9.9477	10.899839
AT1G30755.1	1.571906	1.436292
AT1G30755.2	0.297369	0
AT1G30755.3	0.84705	0.718174
AT1G30755.4	0	0
AT1G30755.5	0	0
AT1G30755.6	2.555556	4.199064
AT1G30757.1	0.4827	0
AT1G30757.2	1.56515	1.374204
AT1G30760.1	0	0
AT1G30760.2	3.199342	2.299726
AT1G30780.1	0	0
AT1G30790.1	0	0
AT1G30795.1	0	0
AT1G30800.1	0	0
AT1G30810.1	0.315953	0.403089
AT1G30810.2	7.594963	8.34854
AT1G30810.3	0.256576	0
AT1G30814.1	0	0
AT1G30814.2	0	0
AT1G30814.3	0	0
AT1G30814.4	0	0
AT1G30820.1	99.507483	103.367327
AT1G30825.1	14.512775	14.182371
AT1G30840.1	6.024107	5.747793
AT1G30840.2	0	0
AT1G30845.1	10.93072	9.367842
AT1G30850.1	0.942924	0.837116
AT1G30860.1	1.508462	1.672934
AT1G30870.1	21.738516	17.105981
AT1G30880.1	149.608769	141.376351
AT1G30880.2	0.101409	0.20384
AT1G30890.1	18.717274	19.621814
AT1G30890.2	2.395361	0
AT1G30900.1	4.888812	5.157195
AT1G30910.1	19.786575	18.189037
AT1G30920.1	0.052118	0
AT1G30925.1	0	0
AT1G30930.1	0	0.06228
AT1G30950.1	0.04568	0.216421
AT1G30960.1	4.969271	5.507568
AT1G30970.1	19.192603	20.042353
AT1G30970.2	0	0
AT1G30970.3	8.252591	9.260772
AT1G30972.1	0	0
AT1G30972.2	0	0
AT1G30972.3	0	0
AT1G30974.1	0	0
AT1G30974.2	0	0
AT1G30990.1	2.133152	2.400155
AT1G31000.1	0	0
AT1G31010.1	6.91297	6.991598
AT1G31020.1	19.667448	21.307344
AT1G31040.1	2.372395	2.295277
AT1G31050.1	3.568568	2.849418
AT1G31050.2	0	1.121872
AT1G31050.3	0.086367	0.327537
AT1G31050.4	0.390616	0
AT1G31050.5	0.440938	0
AT1G31050.6	0	0.166398
AT1G31050.7	0	0
AT1G31050.8	0	0
AT1G31070.1	1.377795	0.758719
AT1G31070.2	15.842578	16.69702
AT1G31080.1	0	0
AT1G31090.1	0	0
AT1G31095.1	0	0
AT1G31120.1	9.145686	8.570292
AT1G31130.1	45.31477	45.256476
AT1G31140.1	0	0
AT1G31140.2	0	0.274547
AT1G31150.1	5.766791	5.513892
AT1G31150.2	0	1.063261
AT1G31160.1	38.226556	42.830391
AT1G31160.2	3.260929	2.607457
AT1G31163.1	0	0
AT1G31170.1	8.104606	7.896774
AT1G31170.2	67.974214	63.469142
AT1G31170.3	1.676921	1.816817
AT1G31170.4	0	0
AT1G31170.5	0.900637	1.242946
AT1G31175.1	2.916439	3.210927
AT1G31175.2	1.078027	1.400142
AT1G31180.1	77.187913	78.969102
AT1G31180.2	0	0.129852
AT1G31190.1	58.285232	57.176964
AT1G31200.1	6.059161	12.578748
AT1G31220.1	6.471241	6.347727
AT1G31230.1	28.698648	30.626671
AT1G31240.1	1.553623	1.93833
AT1G31243.1	0	0.812487
AT1G31250.1	0.147169	0
AT1G31255.1	0	0
AT1G31255.2	0	0
AT1G31260.1	0	0
AT1G31270.1	0.818392	0.483419
AT1G31280.1	5.841621	6.997452
AT1G31290.1	0.211336	0
AT1G31290.2	0	0
AT1G31290.3	1.147092	1.395311
AT1G31300.1	20.851574	20.280442
AT1G31300.2	5.721967	5.737892
AT1G31300.3	0	0.271899
AT1G31310.1	3.105897	4.637125
AT1G31320.1	5.106853	5.929418
AT1G31330.1	1590.058606	1614.110819
AT1G31335.1	21.5014	21.095304
AT1G31340.1	62.647541	60.412468
AT1G31350.1	5.082377	5.216765
AT1G31350.2	0	0
AT1G31360.1	0	0
AT1G31360.2	0.421471	0
AT1G31360.3	3.484656	3.852467
AT1G31360.4	0.695819	1.131884
AT1G31360.5	0	0
AT1G31360.6	0.363393	0.099595
AT1G31360.7	0	0.194337
AT1G31360.8	0.789327	0
AT1G31370.1	0	0
AT1G31380.1	0	0
AT1G31390.1	0	0
AT1G31400.1	0	0
AT1G31410.1	14.862317	14.627032
AT1G31420.1	33.179994	31.510114
AT1G31420.2	25.520612	30.678335
AT1G31420.3	0.665569	1.271129
AT1G31430.1	0	0
AT1G31430.2	1.668521	1.651911
AT1G31440.1	24.557596	23.847901
AT1G31450.1	0.051057	0
AT1G31460.1	3.266163	2.955494
AT1G31470.1	4.838706	5.096596
AT1G31480.1	6.874356	7.86297
AT1G31490.1	0.755185	0.738498
AT1G31500.1	4.586458	3.21774
AT1G31500.2	0	0
AT1G31500.3	0	0
AT1G31500.4	0.12689	0.605989
AT1G31500.5	11.631294	12.869461
AT1G31500.6	1.992515	4.066092
AT1G31500.7	0	0
AT1G31500.8	0	0
AT1G31510.1	0	0
AT1G31520.1	0	0
AT1G31530.1	0	0
AT1G31540.1	0.378881	0.26369
AT1G31540.2	3.212505	3.396587
AT1G31540.3	0	0
AT1G31550.1	1.043594	1.595217
AT1G31550.2	3.364792	1.841141
AT1G31555.1	0	0
AT1G31580.1	115.770212	119.687028
AT1G31600.1	7.573843	4.913498
AT1G31600.2	2.270239	4.699326
AT1G31600.3	4.782996	9.025688
AT1G31600.4	4.358462	0
AT1G31620.1	0	0
AT1G31630.1	0	0
AT1G31640.1	0	0
AT1G31650.1	14.266411	16.7269
AT1G31650.2	0.46096	0.160616
AT1G31660.1	28.90737	29.229383
AT1G31670.1	0	0
AT1G31690.1	15.974362	15.620648
AT1G31710.1	8.241865	7.990701
AT1G31720.1	0	0
AT1G31720.2	1.619556	0.711991
AT1G31720.3	0	0.163951
AT1G31720.4	0	0
AT1G31720.5	0	0
AT1G31720.6	0	0
AT1G31720.7	0	0.410754
AT1G31730.1	26.179682	27.253364
AT1G31740.1	0.027657	0.026228
AT1G31750.1	1.124524	0.981747
AT1G31760.1	4.107067	4.539569
AT1G31770.1	7.395915	8.255539
AT1G31772.1	0.312671	0.147401
AT1G31772.2	0	0
AT1G31780.1	26.518219	23.243649
AT1G31790.1	3.220176	3.711016
AT1G31800.1	85.04695	86.992592
AT1G31810.1	9.375989	9.63776
AT1G31810.2	1.801085	1.103558
AT1G31812.1	636.310266	631.833645
AT1G31814.1	2.70292	2.386094
AT1G31817.1	26.519267	26.997799
AT1G31820.1	6.677018	7.648645
AT1G31830.1	7.72336	4.69458
AT1G31830.2	3.93221	6.424373
AT1G31835.1	4.952767	6.060046
AT1G31835.2	0.207525	2.095561
AT1G31840.1	0.694554	0.637567
AT1G31840.2	0	0
AT1G31850.1	8.900794	9.014424
AT1G31850.2	0.944089	1.169107
AT1G31850.3	0.171534	0.526623
AT1G31850.4	39.923256	40.241935
AT1G31860.1	39.500124	43.977965
AT1G31860.2	0.221661	0.095088
AT1G31860.3	1.082456	0.768418
AT1G31870.1	8.066594	8.945904
AT1G31870.2	2.327166	2.37154
AT1G31880.1	2.557995	2.727786
AT1G31880.2	0.785973	0
AT1G31885.1	1.703644	1.618251
AT1G31885.2	0	0.120557
AT1G31885.3	2.486972	2.214125
AT1G31910.1	11.87319	12.540183
AT1G31910.2	55.173484	57.293322
AT1G31920.1	0.043713	0
AT1G31930.1	0	0
AT1G31930.2	12.307826	12.47746
AT1G31930.3	0	0
AT1G31930.4	0	0
AT1G31930.5	0	0
AT1G31930.6	0.659248	0.68829
AT1G31940.1	18.254544	25.18441
AT1G31950.1	0	0
AT1G31950.2	0.694721	1.280882
AT1G31950.3	2.063624	1.723484
AT1G31960.1	0	0
AT1G31970.1	62.136797	60.683764
AT1G31990.1	0.108551	0.051408
AT1G32000.1	0	0
AT1G32010.1	0	0
AT1G32020.1	0	0
AT1G32030.1	0	0
AT1G32050.1	123.146326	126.262936
AT1G32060.1	668.307915	664.86971
AT1G32070.1	30.688979	30.728618
AT1G32070.2	24.32417	31.960078
AT1G32070.3	16.111115	13.294178
AT1G32080.1	145.170608	153.472943
AT1G32090.1	19.624182	18.894022
AT1G32100.1	13.578409	13.776512
AT1G32120.1	1.906136	1.642814
AT1G32127.1	1.328216	2.087967
AT1G32127.2	3.431141	3.683384
AT1G32130.1	49.329727	50.221276
AT1G32130.2	0	0
AT1G32140.1	0	0
AT1G32150.1	9.609234	10.419757
AT1G32160.1	52.644462	54.166626
AT1G32170.1	22.101163	23.798988
AT1G32180.1	0	0
AT1G32180.2	0	0
AT1G32190.1	4.414494	8.395726
AT1G32190.2	3.43919	0
AT1G32200.1	33.778422	38.225898
AT1G32200.2	11.573282	10.552005
AT1G32210.1	70.151329	64.518154
AT1G32210.2	0.281606	0.202807
AT1G32220.1	61.981887	66.479453
AT1G32225.1	0	0
AT1G32230.1	57.165847	51.44907
AT1G32230.2	40.904218	47.509397
AT1G32230.3	3.683292	2.564633
AT1G32230.4	0.593124	0
AT1G32230.5	0	0.830378
AT1G32230.6	0.549613	0.34308
AT1G32240.1	2.735796	2.913058
AT1G32240.2	0.166473	0.560495
AT1G32240.3	0	0
AT1G32250.1	0	0
AT1G32260.1	22.13744	24.316198
AT1G32270.1	0	0
AT1G32270.2	0.189317	0.224216
AT1G32280.1	0	0
AT1G32300.1	0	0
AT1G32310.1	23.551241	25.177842
AT1G32320.1	0	0
AT1G32330.1	5.556206	6.246492
AT1G32330.2	1.000052	1.003738
AT1G32337.1	0	0
AT1G32340.1	10.38473	11.595828
AT1G32350.1	0.196407	0.139556
AT1G32350.2	0	0
AT1G32360.1	21.125776	21.099235
AT1G32361.1	0	0
AT1G32370.1	7.115135	5.724185
AT1G32370.2	0.237833	1.576264
AT1G32370.3	2.070846	1.227662
AT1G32370.4	5.691598	3.648652
AT1G32375.1	0	0.084629
AT1G32375.2	0.164686	0
AT1G32380.1	10.930687	10.033086
AT1G32380.2	0.574284	0.999739
AT1G32400.1	83.381316	80.666647
AT1G32400.2	2.579396	1.43352
AT1G32400.3	0.712299	0
AT1G32410.1	0	0
AT1G32410.2	20.908452	19.304606
AT1G32410.3	18.304964	21.113868
AT1G32410.4	1.645048	1.442438
AT1G32410.5	2.56375	0.86918
AT1G32415.1	1.745797	1.862558
AT1G32420.1	0	0
AT1G32430.1	0	0
AT1G32440.1	27.228703	28.235341
AT1G32450.1	13.232399	13.802176
AT1G32460.1	197.432844	180.812907
AT1G32470.1	920.5061	930.342968
AT1G32480.1	0	0
AT1G32490.1	16.352316	16.310597
AT1G32490.2	0	0.240011
AT1G32500.1	81.562542	82.650361
AT1G32510.1	0.190834	0.060225
AT1G32520.1	7.677033	7.188383
AT1G32530.1	17.152681	19.064742
AT1G32540.1	0	0.541414
AT1G32540.2	2.553994	1.58994
AT1G32540.3	4.431446	5.684607
AT1G32540.4	0	0
AT1G32540.5	0.550642	0.585799
AT1G32540.6	0	0
AT1G32540.7	1.13879	0.704352
AT1G32550.1	80.717784	80.40727
AT1G32550.2	0	0
AT1G32560.1	1.811973	1.532724
AT1G32570.1	0	0
AT1G32570.2	0.410455	0.193084
AT1G32575.1	0	0
AT1G32580.1	40.455526	40.733734
AT1G32583.1	1.249802	0.992741
AT1G32583.2	0	0
AT1G32585.1	0	0
AT1G32600.1	0	0
AT1G32610.1	0.985764	2.008958
AT1G32610.2	0.397327	0
AT1G32610.3	0	0
AT1G32630.1	8.955413	11.949053
AT1G32630.2	0.13226	0
AT1G32640.1	6.031108	4.523073
AT1G32650.1	0	0
AT1G32660.1	0	0
AT1G32690.1	7.428757	7.027276
AT1G32700.1	37.804467	37.350029
AT1G32700.2	0.11975	2.034953
AT1G32710.1	0	0
AT1G32720.1	0	0
AT1G32730.1	4.57305	5.514812
AT1G32740.1	1.742167	3.392404
AT1G32740.2	0.816051	0.458512
AT1G32740.3	0	0.451075
AT1G32740.4	1.177679	0
AT1G32750.1	10.817248	10.331203
AT1G32760.1	5.439054	5.634082
AT1G32763.1	0	0
AT1G32770.1	0	0
AT1G32780.1	1.086386	1.471005
AT1G32790.1	83.03696	88.095722
AT1G32790.2	0	0
AT1G32810.2	9.392525	9.274428
AT1G32850.1	0.044827	0.02126
AT1G32860.1	8.708495	9.251009
AT1G32870.1	8.420147	9.657805
AT1G32870.2	0	0
AT1G32870.3	0	0
AT1G32880.1	0	0
AT1G32900.1	1.245584	0.91273
AT1G32910.1	0.035158	0
AT1G32920.1	103.945171	100.71317
AT1G32928.1	40.484852	38.463061
AT1G32930.1	4.434922	4.25542
AT1G32940.1	0	2.111264
AT1G32940.2	4.099473	1.961819
AT1G32940.3	0.629314	0
AT1G32940.4	0	0.155194
AT1G32950.1	0.395326	0.44525
AT1G32950.2	0	0
AT1G32960.1	0.120093	0.410063
AT1G32970.1	0	0
AT1G32975.1	0	0
AT1G32980.1	0	0
AT1G32990.1	394.984417	389.952114
AT1G33010.1	0	0
AT1G33020.1	0	0
AT1G33030.1	4.918179	6.811256
AT1G33030.2	0.215812	0.283343
AT1G33030.3	1.414269	0
AT1G33040.1	149.442681	140.073847
AT1G33050.1	20.733852	22.354249
AT1G33050.2	1.281986	0.95127
AT1G33050.3	0	0.599722
AT1G33050.4	4.236497	5.80983
AT1G33050.5	0	0
AT1G33050.6	3.302076	2.448075
AT1G33055.1	6.964167	6.381082
AT1G33060.1	1.044432	1.669412
AT1G33060.2	5.591476	5.617251
AT1G33070.1	0	0
AT1G33080.1	3.910417	4.452042
AT1G33080.2	0.094184	0.096217
AT1G33090.1	0.295676	0.455451
AT1G33100.1	0.114019	0.108076
AT1G33102.1	3.479739	2.969138
AT1G33110.1	45.936931	44.356693
AT1G33110.2	7.822121	6.870658
AT1G33120.1	474.269021	478.059119
AT1G33140.1	651.749802	655.646946
AT1G33170.1	11.192571	13.691126
AT1G33220.1	0	0
AT1G33230.1	22.453188	24.491737
AT1G33230.2	0	0
AT1G33240.1	21.700899	24.106218
AT1G33240.2	0.290938	0.192914
AT1G33240.3	4.863072	2.992552
AT1G33250.1	14.096831	12.662977
AT1G33260.1	0.921362	0.826856
AT1G33260.2	0.614965	0.923778
AT1G33265.1	39.698324	39.613553
AT1G33270.1	14.246556	16.493391
AT1G33270.2	2.497926	2.851211
AT1G33280.1	0.93459	0.76691
AT1G33290.1	45.766431	40.591522
AT1G33290.2	0	0
AT1G33290.3	0.514767	0
AT1G33320.1	0	0
AT1G33320.2	0	0
AT1G33320.3	0.126525	0.359377
AT1G33330.1	0.635636	0.927249
AT1G33330.2	0	2.947944
AT1G33330.3	18.390979	14.3857
AT1G33340.1	1.302762	2.011124
AT1G33350.1	0.938278	0.534833
AT1G33350.2	0.398718	0.513445
AT1G33355.1	0	0
AT1G33360.1	13.199303	13.936167
AT1G33390.1	4.705853	4.384317
AT1G33390.2	0.197605	0.492215
AT1G33400.1	7.406976	6.724711
AT1G33400.2	0.931243	1.504137
AT1G33400.3	0	0
AT1G33410.1	11.833483	10.360137
AT1G33410.2	2.58907	3.786281
AT1G33420.1	3.212635	4.748431
AT1G33420.2	1.016766	0
AT1G33430.1	0	0
AT1G33430.2	0.089657	0.127436
AT1G33430.3	0	0
AT1G33440.1	0.492362	0.768996
AT1G33470.1	17.17199	21.633856
AT1G33470.2	12.065863	12.210652
AT1G33470.3	2.169048	1.263077
AT1G33475.1	3.766558	4.945178
AT1G33475.2	1.01595	0
AT1G33480.1	5.265568	3.699056
AT1G33490.1	38.431165	42.05012
AT1G33490.2	2.290585	0.734318
AT1G33490.3	3.356765	2.870622
AT1G33500.1	0.319648	0.378012
AT1G33500.2	0	0
AT1G33500.3	0	0
AT1G33520.1	24.657744	24.161465
AT1G33530.1	0	0
AT1G33540.1	0.497362	0.196402
AT1G33540.2	0	0
AT1G33560.1	10.115103	10.74072
AT1G33590.1	0	0
AT1G33590.2	0	0
AT1G33590.3	116.054422	123.295524
AT1G33600.1	35.036954	34.396374
AT1G33600.2	0	4.622025
AT1G33607.1	0.714563	0
AT1G33610.1	6.636672	8.328193
AT1G33612.1	0.520587	0.493618
AT1G33640.1	0	0.344932
AT1G33670.1	0.33881	0.412711
AT1G33680.1	30.199746	29.930282
AT1G33700.1	2.852055	0
AT1G33700.2	0.241316	2.765804
AT1G33700.3	0	0.077788
AT1G33700.4	0	0
AT1G33710.1	0	0
AT1G33720.1	0.64377	0
AT1G33720.2	0.04695	0.072337
AT1G33720.3	0	0
AT1G33720.4	0.790399	1.035313
AT1G33720.5	0	0.248406
AT1G33730.1	0	0
AT1G33730.2	0	0.18877
AT1G33750.1	2.670153	3.015516
AT1G33760.1	0.443811	0.720329
AT1G33770.1	0.366396	0.137995
AT1G33780.1	35.878711	35.50913
AT1G33790.1	0	2.120731
AT1G33790.2	5.835833	4.745409
AT1G33790.3	1.119968	0
AT1G33790.4	0	0.98086
AT1G33790.5	0	0
AT1G33790.6	0	0
AT1G33800.1	9.977564	10.723246
AT1G33810.1	169.952198	163.023465
AT1G33811.1	37.463986	36.456159
AT1G33820.1	0	0
AT1G33830.1	0	0
AT1G33840.1	0.137769	0.494416
AT1G33840.2	0.335869	0
AT1G33850.1	0	0
AT1G33860.1	0	0
AT1G33860.2	0	0
AT1G33870.1	0	0.177689
AT1G33880.1	0	0
AT1G33880.2	0	0
AT1G33890.1	0	0
AT1G33890.2	0	0
AT1G33900.1	0.079362	0.225253
AT1G33910.1	0.088492	0.167374
AT1G33920.1	0	0
AT1G33930.1	4.289578	3.402843
AT1G33940.1	0	0
AT1G33940.2	0	0
AT1G33945.1	0	0
AT1G33950.1	0	0
AT1G33950.2	0	0.124701
AT1G33960.1	2.45406	1.458869
AT1G33960.2	0	0
AT1G33970.1	5.139486	2.712785
AT1G33970.2	2.286001	3.265958
AT1G33970.3	1.66016	1.989892
AT1G33970.4	46.074951	47.355972
AT1G33970.5	1.275933	0
AT1G33980.1	26.88395	24.83415
AT1G33980.2	0	3.217497
AT1G33990.1	69.980171	65.682376
AT1G34000.1	234.329565	226.070685
AT1G34010.1	14.371149	9.489825
AT1G34010.2	0	0.214441
AT1G34010.3	3.850711	6.528976
AT1G34015.1	0	0
AT1G34020.1	13.573395	13.954035
AT1G34020.2	0.247309	0.107703
AT1G34020.3	1.103104	2.170739
AT1G34030.1	281.74657	283.976821
AT1G34040.1	3.73201	3.616102
AT1G34040.2	0.081671	0
AT1G34042.1	0	0
AT1G34046.1	0	0
AT1G34047.1	7.408786	6.480645
AT1G34047.2	0	0
AT1G34049.1	0	0
AT1G34050.1	0	0.031709
AT1G34060.1	0	0.112128
AT1G34060.2	0.979724	0.519972
AT1G34065.1	5.753352	6.111644
AT1G34065.2	0	0
AT1G34070.1	0	0
AT1G34095.1	0	0
AT1G34110.1	4.389289	4.763309
AT1G34110.2	0.693353	0
AT1G34120.1	3.834207	4.387485
AT1G34120.2	0	0
AT1G34120.3	0	0
AT1G34120.4	0	0.427229
AT1G34120.5	2.131888	1.06793
AT1G34130.1	21.97254	20.319746
AT1G34140.1	0	0.168972
AT1G34150.1	9.324619	9.331931
AT1G34160.1	3.16547	3.442555
AT1G34160.2	0.794822	0.153991
AT1G34170.1	0	0
AT1G34170.2	0	0
AT1G34170.3	0	0
AT1G34180.1	1.224093	1.007884
AT1G34180.2	0	0
AT1G34180.3	0	0
AT1G34180.4	0	0
AT1G34190.1	26.827699	26.108448
AT1G34200.1	17.193257	15.770907
AT1G34210.1	13.118176	13.157621
AT1G34210.2	0.831955	1.683302
AT1G34220.1	0.508427	0
AT1G34220.2	15.544824	16.057948
AT1G34245.1	7.840317	9.690764
AT1G34260.1	0	0
AT1G34260.2	3.12783	2.868662
AT1G34260.3	0	0
AT1G34260.4	3.057539	2.355919
AT1G34270.1	5.269371	4.484207
AT1G34290.1	0	0
AT1G34300.1	10.505999	9.751548
AT1G34310.1	0	0
AT1G34315.1	0	0
AT1G34317.1	1.175508	2.263699
AT1G34320.1	19.428937	19.899986
AT1G34320.2	3.306428	3.390883
AT1G34340.1	16.925645	15.384828
AT1G34350.1	21.300793	21.943773
AT1G34350.2	0.250941	0
AT1G34355.1	1.855253	1.675359
AT1G34355.2	0.215762	0
AT1G34355.3	0	0
AT1G34360.1	10.62306	10.282324
AT1G34360.2	0.534684	0.377642
AT1G34360.3	0	0.644001
AT1G34370.1	46.984621	48.833518
AT1G34370.2	0.340836	0
AT1G34370.3	12.649643	12.54595
AT1G34380.1	0.276434	0.117337
AT1G34380.2	10.242129	13.224228
AT1G34380.3	0	0
AT1G34390.1	0	0
AT1G34400.1	0	0
AT1G34403.1	0	0
AT1G34410.1	0	0
AT1G34420.1	0.931427	0.883656
AT1G34430.1	102.238792	106.169816
AT1G34440.1	0	0
AT1G34460.1	0	0
AT1G34460.2	0.08588	0.26763
AT1G34460.3	0	0.152474
AT1G34460.4	0	0
AT1G34460.5	0.140585	0
AT1G34460.6	0	0
AT1G34460.7	0	0
AT1G34460.8	0	0
AT1G34460.9	0	0.046322
AT1G34470.1	9.210038	10.327183
AT1G34480.1	0.035857	0.203947
AT1G34490.1	0.07194	0.068085
AT1G34500.1	0.074736	0.070722
AT1G34510.1	1.157374	0.657633
AT1G34520.1	0.070275	0.332572
AT1G34540.1	0.083313	0.078957
AT1G34550.1	1.902877	0
AT1G34550.2	17.231426	18.219858
AT1G34560.1	0	0
AT1G34570.1	21.827271	25.378362
AT1G34575.1	0	0
AT1G34580.1	0.995729	1.205716
AT1G34580.2	0.076227	0.250101
AT1G34630.1	9.708105	8.589748
AT1G34630.2	1.883572	2.05822
AT1G34630.3	0.769566	1.128955
AT1G34630.4	0.22993	0.769837
AT1G34630.5	0	1.482322
AT1G34640.1	21.487484	22.899597
AT1G34650.1	0	0.056254
AT1G34670.1	3.798404	3.452356
AT1G34750.1	6.175705	4.786027
AT1G34750.2	0.118405	0.900316
AT1G34750.3	0	0
AT1G34750.4	0.08854	0.446732
AT1G34760.1	7.191345	8.009635
AT1G34760.2	11.89965	9.768376
AT1G34770.1	2.139321	4.642329
AT1G34770.2	0.396321	0.355504
AT1G34770.3	2.165602	1.834294
AT1G34770.4	3.668341	0
AT1G34770.5	0	0
AT1G34770.6	0	0
AT1G34780.1	15.152884	14.85458
AT1G34780.2	0	0
AT1G34790.1	0	0
AT1G34792.1	0	0
AT1G34795.1	0	0
AT1G34800.1	0	0
AT1G34807.1	0	0
AT1G34810.1	0	0
AT1G34812.1	0	0
AT1G34825.1	0	0
AT1G34830.1	0	0
AT1G34840.1	0	0
AT1G34855.1	0	0
AT1G34860.1	0	0
AT1G34910.1	0	0
AT1G34930.1	0	0
AT1G35030.1	0	0
AT1G35035.1	0	0
AT1G35040.1	0	0
AT1G35140.1	31.475297	33.472307
AT1G35150.1	0	0
AT1G35160.1	113.576218	117.999108
AT1G35160.2	0	0.104628
AT1G35170.1	0.086242	0
AT1G35170.2	0	0
AT1G35170.3	0	0
AT1G35170.4	0	0
AT1G35180.1	5.182769	5.489712
AT1G35181.1	0	0
AT1G35183.1	0	0
AT1G35183.2	0.167689	0
AT1G35183.3	0	0
AT1G35190.1	24.733073	25.02872
AT1G35190.2	0	0
AT1G35210.1	2.472677	2.015447
AT1G35215.1	0	0
AT1G35220.1	2.737654	4.313857
AT1G35220.2	0.695243	0.602358
AT1G35220.3	0	0
AT1G35220.4	0.534532	0.902627
AT1G35220.5	0	0
AT1G35220.6	0	0.97876
AT1G35220.7	5.425844	2.860291
AT1G35230.1	1.026211	2.369584
AT1G35240.1	0.034362	0
AT1G35242.1	0	0
AT1G35250.1	1.112983	1.23879
AT1G35250.2	0.424757	0.060068
AT1G35250.3	1.308114	1.452691
AT1G35255.1	0.504635	0.715994
AT1G35260.1	11.921641	10.30589
AT1G35290.1	2.197982	2.511318
AT1G35310.1	3.599795	2.835471
AT1G35320.1	4.968807	4.821455
AT1G35320.2	0.712356	0.748319
AT1G35320.3	4.439733	6.012153
AT1G35330.1	0.219099	0.691159
AT1G35340.1	48.055407	42.59602
AT1G35340.2	3.755639	5.388337
AT1G35340.3	3.5857	7.09007
AT1G35340.4	0	0
AT1G35340.5	1.360619	1.70608
AT1G35340.6	1.944733	1.498592
AT1G35340.7	3.266907	0.534533
AT1G35350.1	6.158057	7.173935
AT1G35350.2	2.919279	2.56833
AT1G35353.1	0	0
AT1G35365.1	0	0
AT1G35375.1	0	0
AT1G35400.1	0	0
AT1G35410.1	0	0
AT1G35420.1	80.120139	80.560481
AT1G35420.2	0	0
AT1G35420.3	2.582758	3.375909
AT1G35430.1	8.517613	8.912964
AT1G35435.1	1.071152	0
AT1G35440.1	0	0
AT1G35460.1	13.098394	14.508723
AT1G35460.2	0.382882	0.382241
AT1G35467.1	0	0
AT1G35470.1	3.563895	3.540959
AT1G35470.2	10.886553	9.555419
AT1G35490.1	0	0
AT1G35490.2	0	0
AT1G35500.1	0	0
AT1G35510.1	13.073051	11.872132
AT1G35515.1	4.933335	3.750078
AT1G35516.1	12.737537	14.526795
AT1G35516.2	11.463465	11.145339
AT1G35520.1	0	0
AT1G35530.1	0	0
AT1G35530.2	0	0
AT1G35530.3	0.757056	0.922427
AT1G35530.4	0	0
AT1G35530.5	0.118772	0.037776
AT1G35537.1	0	0
AT1G35540.1	0	0
