	ERR9081509	ERR9081510	ERR9081511	ERR9081512	ERR9081513	ERR9081514
AT1G17090.4	0.487058	0.341439	0	0	0.233983	0.328055
AT1G17090.5	0	2.718186	0.649221	1.601792	1.51344	4.696451
AT1G17100.1	34.91067	33.666132	36.157083	35.452002	34.903826	32.094014
AT1G17110.1	7.878717	10.438658	8.202719	11.374936	8.806614	8.827552
AT1G17110.2	5.77631	4.345451	6.572942	7.155958	6.55815	5.778302
AT1G17110.3	0.181529	0.918392	0.036988	0.812177	0.527194	0.311408
AT1G17120.1	34.905814	35.895091	32.108267	32.238662	34.64016	31.869215
AT1G17130.1	18.252298	22.808154	19.433512	20.559953	21.281684	17.888442
AT1G17130.2	7.698905	6.061773	5.88673	8.057576	6.705007	6.132453
AT1G17140.1	16.062837	18.924337	11.58539	23.148956	13.788837	15.964835
AT1G17140.2	10.5805	10.81665	12.761757	6.862877	10.117917	4.478577
AT1G17145.1	18.60815	18.713861	18.256851	18.977474	19.626918	20.899068
AT1G17145.2	0.412688	1.16016	0.335623	0.237149	0.128573	0
AT1G17147.1	9.080616	7.788149	9.808302	6.406467	9.135256	11.114563
AT1G17150.1	0	0	0	0	0	0
AT1G17160.1	25.417768	21.420449	25.175556	22.718464	25.413708	21.892083
AT1G17160.2	0	0	0	0	0	0
AT1G17170.1	68.755039	58.562341	81.732451	90.172689	87.754676	66.927879
AT1G17180.1	94.892351	80.263837	112.009179	136.278819	123.653223	77.997565
AT1G17190.1	49.532303	36.338873	35.990539	32.576372	34.603526	35.298699
AT1G17200.1	180.203999	165.737006	129.880806	121.308074	136.306101	123.187857
AT1G17200.2	0.105092	0	0	0.10648	0.081715	0.661724
AT1G17210.1	44.798342	46.399996	45.142172	46.952746	43.492931	41.687402
AT1G17220.1	73.376814	95.030226	83.31733	93.362642	80.885696	80.888917
AT1G17230.1	6.125366	7.055653	7.166298	7.927845	6.803568	7.216579
AT1G17230.2	0.025614	0	0.038404	0.115658	0.01955	0
AT1G17230.3	0.11065	0	0	0.108816	0.021586	0.061151
AT1G17235.1	0.140676	0.241161	0.121125	0.181934	0.260507	0
AT1G17240.1	0.75976	0.913912	0.772914	0.754688	0.780296	0.944161
AT1G17240.2	0.062011	0	0	0	0.127097	0
AT1G17250.1	1.673459	1.687175	2.240093	1.722597	1.594489	2.189497
AT1G17260.1	0.398993	0.493423	0.592487	0.823108	0.758114	0.669305
AT1G17270.1	3.089409	2.316563	2.28186	4.313115	4.28909	3.249895
AT1G17270.2	1.57319	2.077546	3.110553	0.862855	1.057773	1.468886
AT1G17280.1	0	0	0	0	0	0
AT1G17280.2	0.613945	1.401914	0	0.372197	0.3879	1.119448
AT1G17280.3	0.08276	0.278212	0.1893	0.381041	0.213174	0.143934
AT1G17280.4	1.544678	2.026796	1.407529	1.735569	1.478724	1.105809
AT1G17280.5	0	0	0	0	0	0
AT1G17280.6	0.085411	0.0552	0.22966	0.625926	0.129623	0
AT1G17280.7	0	0.565614	0	0	0.220162	0.236143
AT1G17280.8	0.395643	0.194018	0	0.151958	0.137509	0
AT1G17280.9	47.764461	45.753567	48.634125	45.830313	49.928376	47.771952
AT1G17285.1	1.210474	2.266745	1.443206	5.721347	1.789389	0.53023
AT1G17285.2	0	0	0	0	0	0
AT1G17290.1	97.73362	101.298188	103.020386	103.367136	104.676584	105.375446
AT1G17300.1	0	1.240404	2.202678	0	2.901524	0
AT1G17300.2	5.217156	3.307354	3.827456	3.82744	4.219409	3.716466
AT1G17310.1	1.124992	0	0.587848	1.154529	0.593771	0.336533
AT1G17310.2	0	0.190122	0.21284	0	0	0
AT1G17330.1	23.363054	21.800419	20.237581	18.194323	23.584818	21.716292
AT1G17340.1	13.824959	13.863023	14.261367	13.775495	14.61956	15.154679
AT1G17345.1	5.474304	4.885303	4.634113	3.150325	5.21582	5.489878
AT1G17350.1	4.234852	2.733953	2.727336	4.16725	2.753136	3.232409
AT1G17350.2	0	0	0	0	0	0
AT1G17350.3	2.963682	4.182637	3.354849	3.800965	3.716685	2.981429
AT1G17350.4	5.047527	7.394538	6.7368	4.662918	6.78035	7.270801
AT1G17350.5	2.698639	2.191606	1.480169	2.458043	1.969842	0.76621
AT1G17360.1	6.518396	7.910764	8.099451	10.052285	7.929909	7.566105
AT1G17370.1	34.483198	34.668818	31.396762	31.895138	31.450257	32.324994
AT1G17370.2	0	0	0	0	0	0
AT1G17380.1	0.259725	0.238664	0.285455	0.250221	0.018654	0
AT1G17380.2	0	0	0	0	0	0
AT1G17380.3	0	0	0	0	0.274192	0.303817
AT1G17400.1	0.356097	0.26973	0.210604	0.956213	0.344905	0.073735
AT1G17400.2	0	0	0.093581	0	0	0
AT1G17400.3	0	0	0	0	0	0.28126
AT1G17410.1	4.911231	3.652396	4.756903	3.979109	4.25266	2.938257
AT1G17410.2	10.055755	8.503469	9.338196	8.541925	10.265742	12.58401
AT1G17410.3	0.414417	0.267412	0.26769	0.537438	0.16938	0.39485
AT1G17420.1	2.102612	2.138032	2.005501	2.169675	2.12282	1.752162
AT1G17430.1	10.299754	8.435178	9.601538	11.582068	9.565614	8.151438
AT1G17440.1	10.486234	11.303887	10.727594	12.23678	11.583598	11.552441
AT1G17440.2	2.993101	4.987355	5.279485	6.399606	4.697013	2.714
AT1G17450.1	0.012575	0.020872	0.075704	0.076113	0.021958	0
AT1G17450.2	4.906507	6.753871	6.292296	7.214413	6.118093	7.020985
AT1G17450.3	0.342288	0.208011	0.420547	0.274905	0.287474	0
AT1G17455.1	7.756551	8.70078	7.980603	14.49391	8.720535	9.183765
AT1G17455.2	0	0	0	0.163732	0	0
AT1G17460.1	1.811156	1.969001	1.282391	2.012196	1.622513	1.403636
AT1G17460.2	0	0	0	0	0	0.290678
AT1G17460.3	0.235582	0.172726	0.685778	0.659174	0.62092	0.109065
AT1G17470.1	90.843215	88.025513	89.239963	100.93159	92.657803	81.465556
AT1G17470.2	3.12797	4.962559	2.039098	4.277748	2.796567	5.807309
AT1G17480.1	1.884495	1.30877	1.46184	2.229192	1.460124	0.979796
AT1G17490.1	15.758035	13.879036	15.682963	16.320704	17.632781	13.046761
AT1G17500.1	5.285309	6.81955	6.520608	11.026507	7.636848	6.833455
AT1G17500.2	8.523857	8.560905	9.391486	7.145936	7.312741	7.803659
AT1G17510.1	22.284597	22.598078	20.872026	27.559611	25.4104	16.312429
AT1G17520.1	5.843428	7.745061	5.579427	4.377193	5.428325	8.804037
AT1G17520.2	2.124242	2.482096	3.280117	4.607747	2.998788	2.159247
AT1G17520.3	2.406065	3.119601	2.682465	2.312859	2.774479	3.991906
AT1G17520.4	5.620569	3.540665	4.328503	5.342242	5.138143	1.873922
AT1G17530.1	53.818943	50.003202	54.709863	50.696868	48.597555	52.021959
AT1G17530.2	0.105539	0.165473	0.870174	0	0.757512	1.447572
AT1G17540.1	0.033579	0.046354	0.058852	0.014583	0.043929	0.054802
AT1G17545.1	0	0	0	0	0	0
AT1G17550.1	6.852682	5.774859	5.912931	9.073324	6.595609	5.342214
AT1G17550.2	2.26835	3.415756	3.750008	1.755664	3.638745	4.026116
AT1G17560.1	7.14999	6.58883	5.01625	8.381661	6.511348	4.75073
AT1G17560.2	0.290376	0.302052	0.068918	0.319542	0.093298	0
AT1G17580.1	11.768444	13.821682	13.509363	15.765264	13.980332	13.710973
AT1G17590.1	1.759774	1.684749	2.25213	1.71499	1.060881	2.384353
AT1G17590.2	0.546552	0.777646	0.585945	0.425358	0.680796	0.159552
AT1G17590.3	0.563428	0.934828	0.543039	1.016188	1.183088	0.703837
AT1G17590.4	0	0.082011	0	0	0.062837	0
AT1G17600.1	0.179328	0.195615	0.281908	0.217483	0.271995	0.257604
AT1G17610.1	0.157966	0.166972	0.17382	0.495014	0.228442	0.475026
AT1G17610.2	0.457961	0.72867	0.248635	0	0.54005	0
AT1G17615.1	0	0	0	0	0	0
AT1G17620.1	26.454535	24.319547	26.739676	23.414222	26.743794	25.676661
AT1G17630.1	1.617873	1.453925	1.943998	2.515682	1.799441	0.778758
AT1G17630.2	0	0	0	0	0	1.18398
AT1G17640.1	2.96063	1.983059	3.831123	2.742019	4.751655	1.927237
AT1G17640.2	0.378586	0.170612	0.136882	0.537564	0.066479	0.393362
AT1G17640.3	2.409042	4.173458	1.410226	2.02007	0.83101	2.831922
AT1G17650.1	5.6682	6.425222	5.934889	9.408065	8.081806	5.902279
AT1G17650.2	1.021443	0.184312	0.581527	0.347569	0.562976	0.698491
AT1G17665.1	14.773364	17.58505	15.140029	18.290254	17.003535	13.331497
AT1G17680.1	1.903771	1.507837	2.849095	3.081189	1.764903	3.1182
AT1G17680.2	11.97851	13.095989	11.417837	12.809695	12.225604	10.511528
AT1G17680.3	0	0.116254	0.314402	0	0.066098	0
AT1G17690.1	14.770445	16.092678	15.043149	21.340896	15.898255	15.276759
AT1G17700.1	2.764174	2.044625	3.504874	3.574101	2.289334	1.929026
AT1G17710.1	1.467881	1.713383	0.952661	0.788851	1.257379	1.33791
AT1G17710.2	0	0	0	0	0	0
AT1G17720.1	15.103	18.210663	15.252539	19.569769	16.677476	19.033914
AT1G17720.2	22.113029	19.453954	22.037442	25.626909	20.363852	17.713555
AT1G17730.1	34.628285	33.553298	32.341629	35.315193	34.98922	31.199259
AT1G17744.1	0.14619	0.160463	0.26929	0.05047	0.065029	0.06236
AT1G17745.1	28.469905	27.815647	32.568624	30.923268	29.057503	25.490317
AT1G17745.2	0	0	0.043719	0	0.026634	0.088178
AT1G17750.1	0.446294	0.505122	0.558496	0.942807	0.579663	0.689302
AT1G17760.1	9.017515	10.063749	10.994113	11.875638	10.300874	10.949615
AT1G17770.1	0	0	0	0	0	0
AT1G17780.1	0.140015	0.258419	0.438698	0.154953	0.21766	0
AT1G17780.2	10.212415	8.982966	11.984038	11.914033	8.857203	11.200635
AT1G17780.3	0	0	0.15358	0	0.947171	0
AT1G17780.4	0	0	0	0	0	0
AT1G17780.5	0.263487	1.505971	0	0.287988	0.737381	0.947124
AT1G17780.6	9.298661	9.917394	8.780771	8.558197	9.901971	9.078043
AT1G17790.1	4.255491	4.145571	4.584201	4.636478	4.146314	4.076625
AT1G17800.1	0	0	0	0	0	0
AT1G17810.1	13.963039	14.749456	12.170779	24.444669	14.697086	12.714924
AT1G17820.1	7.760949	9.89077	9.030581	9.866993	8.955848	9.974819
AT1G17830.1	1.950274	1.943489	2.00693	2.575119	1.913232	1.622308
AT1G17840.1	39.741729	41.808533	35.478768	36.054707	34.637845	35.948923
AT1G17850.1	0	0	1.48472	0	0	0
AT1G17850.2	8.636959	10.070698	8.351715	11.974348	10.247657	10.608418
AT1G17860.1	196.414606	145.097662	226.219295	194.900121	226.037611	193.805596
AT1G17870.1	1.671077	2.097803	2.135589	2.321222	2.311338	2.353747
AT1G17880.1	281.048168	287.960995	275.643147	319.057128	273.186415	242.882126
AT1G17890.1	27.090744	27.199257	26.157163	31.609053	27.419937	22.968019
AT1G17890.2	0.666373	0.701979	0.394043	1.186668	0.707051	0.386613
AT1G17890.3	1.508219	1.934869	0.951501	2.188144	1.185151	1.690553
AT1G17910.1	0	0	0	0	0	0
AT1G17920.1	1.147249	1.566107	0.905744	1.5187	1.225345	0.97488
AT1G17920.2	1.094378	1.108414	0.978043	1.18687	1.111583	1.169316
AT1G17930.1	5.961774	7.485913	6.188481	7.335026	6.14248	5.59002
AT1G17930.2	0.833472	0.700979	0.585253	0.969248	0.481742	1.341329
AT1G17940.1	5.383111	3.710867	6.182073	6.239195	3.361223	3.851672
AT1G17940.2	0.857686	1.099646	0.714016	0.509054	1.4567	1.077732
AT1G17940.3	0	0.259995	0.235764	0.043117	0.103352	0.063333
AT1G17940.4	2.124857	2.447791	1.178166	2.603719	2.990252	3.706466
AT1G17940.5	0.968398	0.400281	1.180168	1.001991	0.723329	0.380515
AT1G17940.6	4.002067	7.126962	3.382643	2.406652	4.921609	6.336601
AT1G17950.1	2.137121	2.394564	2.193843	0.838688	2.097999	2.177811
AT1G17960.1	5.269501	5.493928	6.750458	6.833152	7.290593	6.688321
AT1G17960.2	4.300857	4.128825	4.844763	3.996032	4.20059	6.268275
AT1G17970.1	12.870047	13.339839	13.425422	11.822153	13.016273	16.66014
AT1G17970.2	1.585612	1.817412	2.772726	1.849896	2.13855	1.448101
AT1G17980.1	18.986148	18.929788	18.823728	21.163152	18.526483	18.700521
AT1G17980.2	0.265616	0.09334	0.082188	0	0.317213	0
AT1G17990.1	36.062196	30.360965	27.242645	25.587402	34.198251	36.084319
AT1G17990.2	0	0	0	0	0	0
AT1G18000.1	14.3215	13.48347	13.463203	11.832041	14.070063	12.555888
AT1G18010.1	0.357082	0.108161	0.255573	0.310983	0.268249	1.100218
AT1G18020.1	37.341792	45.072115	48.596199	46.115304	41.38463	44.133047
AT1G18030.1	32.241775	32.239588	30.934066	31.320494	29.553384	29.41695
AT1G18030.2	0.941432	0.661058	0.372329	0.640774	1.772478	1.155854
AT1G18040.1	4.997218	5.816843	4.295182	5.407702	4.628837	4.495532
AT1G18050.1	0	0	0	0	0.027587	0
AT1G18060.1	74.12276	73.953264	74.680275	62.309114	76.581431	68.526487
AT1G18070.1	51.153201	58.916168	49.359414	59.958474	52.20599	45.220334
AT1G18070.2	13.896128	12.060068	16.662487	13.821284	14.953244	12.335911
AT1G18070.3	0	0.145778	0	0	0.201694	0.245914
AT1G18080.1	269.78823	297.267715	290.648644	338.378524	276.79578	256.35248
AT1G18090.1	1.943715	2.053778	2.014674	3.230122	1.921887	1.915028
AT1G18090.2	0	0	0	0	0	0
AT1G18100.1	1.615642	1.457528	1.465494	1.141859	1.314073	1.441162
AT1G18130.1	0	0	0	0.082473	0	0
AT1G18140.1	4.463182	3.392955	4.43747	1.383698	3.94086	5.628926
AT1G18150.1	18.302114	17.883365	15.76564	20.791377	19.356945	17.098727
AT1G18150.2	0.595582	0.368713	0.874418	1.323931	0.721529	1.34191
AT1G18150.3	2.264907	2.640603	4.378512	2.271914	1.226942	2.076718
AT1G18160.1	32.195266	34.670722	33.573065	33.761795	34.228905	34.553723
AT1G18160.2	0.943932	0.526031	0.426454	0.650912	0.700432	0.904947
AT1G18170.1	29.887755	32.393896	31.091533	30.174704	29.019036	28.286715
AT1G18180.1	2.190452	1.692153	1.971169	1.271643	3.207332	1.563898
AT1G18180.2	1.500649	1.196446	0.933603	1.188756	0.093894	0.728087
AT1G18190.1	10.852693	12.01955	10.856558	13.910003	12.508135	11.001588
AT1G18193.1	0	0.170194	0	0	0.091804	0
AT1G18197.1	1.025241	0.835423	1.142425	0.691003	0.546308	0.886916
AT1G18197.2	0	0	0	0.111572	0.094779	0
AT1G18200.1	11.725021	11.164178	13.82786	8.123345	15.481653	14.140106
AT1G18210.1	37.127497	32.501119	31.393743	40.020181	33.170089	27.132895
AT1G18210.2	82.182688	65.920217	97.21954	101.267379	96.535359	88.280676
AT1G18220.1	0	0	0	0	0	0
AT1G18250.1	6.823539	5.425822	7.083906	10.608409	6.272289	4.868494
AT1G18250.2	0	0	0	0	0	0
AT1G18260.1	52.078316	52.301419	51.291576	52.49465	51.210825	46.013517
AT1G18265.1	3.805402	3.629186	3.079354	4.20576	2.846368	2.882442
AT1G18270.1	65.12	72.282502	72.412638	65.353601	75.132748	80.022085
AT1G18270.2	8.856079	6.465217	6.788664	2.804343	6.579186	3.407658
AT1G18270.3	0	0	0	0	0.048706	0
AT1G18270.4	9.97351	11.874028	10.275607	8.162993	9.837827	11.335686
AT1G18280.1	7.264493	9.078756	4.960092	3.245197	6.803362	6.07504
AT1G18290.1	3.051189	2.042976	2.650026	1.780285	2.983463	2.791588
AT1G18300.1	10.006421	9.553281	8.875122	9.325947	9.125587	8.662091
AT1G18310.1	0	0	0	0	0	0
AT1G18320.1	1.692629	1.884103	1.686731	2.598083	1.667555	1.809937
AT1G18330.1	52.386664	52.285923	52.813777	50.996265	45.657659	54.159809
AT1G18330.2	1.51233	0.126185	0.332635	0.974216	0.20808	0.455932
AT1G18335.1	6.583112	7.501071	6.002583	7.03593	8.197098	6.887216
AT1G18335.2	0	0	0.057006	0.107932	0	0
AT1G18335.3	0.662346	0.490963	0.974567	1.519079	1.017706	1.882258
AT1G18340.1	8.934278	10.437989	9.591491	13.015213	9.930454	8.784105
AT1G18350.1	0.605027	0.614577	0.759286	0.227299	0.586205	0.394142
AT1G18360.1	5.095775	5.346164	4.977316	6.085232	5.7662	4.7929
AT1G18370.1	2.658589	3.26672	2.837167	4.366031	2.676442	1.829835
AT1G18390.1	12.582253	11.244374	14.281595	11.000254	13.76905	13.981034
AT1G18390.2	4.701063	5.748713	6.478752	5.032107	4.947581	6.033114
AT1G18400.1	18.615509	19.242474	16.978173	20.43469	18.045628	15.968272
AT1G18400.2	0.927933	0.929798	1.290913	1.431304	1.471173	1.229957
AT1G18410.1	0	0	0	0	0	0
AT1G18410.2	0.091697	0	0.336415	0.448705	0.3008	0
AT1G18410.3	0.180006	0.096342	0	0	0	0.392521
AT1G18410.4	0	0.05073	0	0	0.093722	0
AT1G18410.5	0	0	0	0	0	0
AT1G18420.1	4.034728	3.163358	3.810207	4.030516	3.783667	3.921854
AT1G18420.2	0	0	0	0	0	0
AT1G18440.1	8.244934	9.440933	6.830362	8.360547	8.019174	7.565552
AT1G18440.2	0.355818	0.230496	0.144033	0.281136	0.251488	0.516233
AT1G18450.1	56.18489	62.201927	55.969289	58.085368	57.958133	55.600401
AT1G18460.1	26.154394	27.412224	28.735766	26.34395	26.018181	28.366004
AT1G18470.1	28.313945	27.03813	27.366026	24.6101	29.664251	26.797905
AT1G18470.2	1.826748	3.25208	3.517567	2.789749	4.158964	2.928586
AT1G18480.1	21.152094	18.957738	17.797067	19.877955	17.812339	16.124783
AT1G18485.1	4.639249	5.976321	5.450213	6.728802	5.347653	5.108649
AT1G18486.1	0	0	0	0	0	0
AT1G18490.1	6.130311	6.94555	6.163864	5.920023	5.842716	5.977245
AT1G18500.1	69.429871	76.923997	78.665538	81.958456	78.050189	78.191549
AT1G18510.1	0	0	0	0	0	0
AT1G18520.1	0	0	0	0	0	0
AT1G18530.1	0.246615	0	0.069878	0	0.3645	0.128443
AT1G18540.1	160.281448	174.686837	163.199646	206.627218	156.424872	138.605698
AT1G18550.1	1.771178	1.908295	1.720315	2.613283	1.789744	1.866965
AT1G18560.1	2.349542	2.223416	2.089437	2.550624	2.175139	2.071211
AT1G18570.1	10.576599	10.164172	10.48734	9.035356	9.780345	11.430083
AT1G18580.1	8.877051	10.100649	10.673635	12.410035	9.743084	10.175358
AT1G18590.1	5.270422	5.680782	6.079289	5.619136	7.525649	5.172188
AT1G18600.1	8.731187	8.420039	8.844945	9.478921	10.36412	9.215505
AT1G18610.1	2.818166	2.936061	3.603991	3.732292	3.155824	2.341249
AT1G18610.2	1.828474	2.190043	1.121103	1.569946	1.083628	1.696489
AT1G18620.1	13.654046	14.798571	15.661634	15.657392	15.049932	18.030082
AT1G18620.2	1.222824	0.202459	0.715704	0.150142	1.090815	0
AT1G18620.3	1.158235	1.789285	1.5617	1.969162	1.52784	1.710288
AT1G18620.4	0	0	0.05399	0.268416	0.989019	0.220536
AT1G18620.5	8.265863	10.480446	9.230014	9.455633	6.807311	6.106328
AT1G18630.1	17.259022	15.501333	18.040744	18.818824	18.341168	15.291147
AT1G18640.2	25.54716	25.378769	23.424972	26.203589	24.90528	19.531308
AT1G18640.3	0.427574	0.223146	0.696422	0.715384	0.209089	0.19039
AT1G18650.1	9.369065	10.107449	8.972851	10.383811	8.142489	7.729096
AT1G18650.2	0.557509	0.894317	1.542958	1.195361	1.1025	1.018018
AT1G18660.1	13.054541	17.308564	14.583921	13.366313	13.208102	12.077488
AT1G18660.2	24.96669	30.815553	28.403525	33.441934	31.422433	33.049263
AT1G18660.3	1.730794	3.256493	0.679046	1.010229	4.10631	4.48946
AT1G18660.4	0.114767	0.038332	0.136403	0.146764	0.088244	0
AT1G18670.1	8.963053	8.502709	7.886342	8.167274	7.079102	6.977516
AT1G18670.2	0.289178	0.4359	0.415488	0.506488	0.409045	0.289285
AT1G18670.3	0.071958	0.774298	0.495456	0.231335	0.466807	0.841151
AT1G18680.1	18.520578	20.908109	16.268919	16.724055	17.767955	17.535605
AT1G18690.1	5.0576	5.300039	4.807294	5.046087	4.461618	4.764162
AT1G18690.2	0.258826	0.318216	0.476316	0.642309	0.111444	0.334086
AT1G18690.3	1.931823	2.558905	2.011729	2.42129	3.033261	2.580639
AT1G18690.4	0.121403	0.230414	0.197477	0.050983	0.241169	0.051312
AT1G18700.1	0.217226	0	0.183458	0.241299	0.206922	0
AT1G18700.2	1.950565	2.419372	1.477612	1.383343	2.477518	1.614436
AT1G18700.3	0	0	0	0.036375	0	0
AT1G18700.4	0	0.120545	0	0	0	0
AT1G18700.5	22.596885	23.88549	23.351	25.715297	23.540949	23.948335
AT1G18700.6	0.044613	0	0	0	0	0
AT1G18710.1	0.151388	0.178537	0.250472	0.224551	0.048274	0.18596
AT1G18720.1	54.066512	48.613702	61.223969	60.392653	60.166852	60.919785
AT1G18720.2	0	1.33086	0.098838	0.073247	0.063046	0
AT1G18730.1	50.749696	45.244359	51.219174	54.799051	48.389624	46.107493
AT1G18730.2	0.479823	0.370377	0.857024	0.188379	0.044777	0.149206
AT1G18730.3	35.853231	46.464959	37.168759	30.047651	43.348382	25.428352
AT1G18730.4	0.49453	1.068537	0.584429	1.03784	0.968192	1.158043
AT1G18730.5	0	0	0	0.439517	0.411483	0
AT1G18740.1	13.831224	15.088025	14.007285	13.891027	14.987273	14.9615
AT1G18750.1	0.495686	0.214038	0.497454	0.430801	0.597548	0.534364
AT1G18750.2	0	0.383695	0	0	0	0
AT1G18750.3	0	0	0	0	0	0
AT1G18750.4	1.105722	1.818298	1.491459	1.803258	1.321813	2.131712
AT1G18750.5	1.759381	0	0.847745	0	1.554176	0
AT1G18750.6	0	0	0	0	0	0.470679
AT1G18760.1	0	0	0	0	0	0
AT1G18770.1	0	0	0	0	0	0
AT1G18773.1	11.513895	13.392934	13.754643	9.964535	10.539666	16.023276
AT1G18773.2	0.113866	0.685435	0.3824	0.927412	0.695868	0.449607
AT1G18773.3	0.274119	0.585987	0.837116	0.902432	1.048817	0.890213
AT1G18773.4	2.400887	2.388234	2.583485	1.718896	2.384685	1.149171
AT1G18780.1	0	0	0	0	0	0
AT1G18790.1	0	0	0	0	0	0
AT1G18800.1	22.242337	26.709856	22.902226	26.530638	24.657892	20.07247
AT1G18810.1	13.780852	15.334703	10.901928	7.429344	12.537425	11.872396
AT1G18830.1	0	0	0.125411	0	0	0
AT1G18830.2	0.096005	0.05682	0.044017	0.101304	0	0.119547
AT1G18830.3	0	0	0	0	0.108582	0
AT1G18835.1	2.435199	2.112928	2.358098	2.152177	2.940587	2.849857
AT1G18840.1	5.158296	7.021608	7.081994	8.410888	5.257187	3.876739
AT1G18840.2	6.438443	4.316339	3.388113	6.125275	4.751638	3.273601
AT1G18840.3	0.366274	0.704895	0.677845	1.593522	0.438893	0.948378
AT1G18850.1	9.853298	10.527056	10.988411	12.773632	8.853998	8.080548
AT1G18860.1	2.120681	1.213681	3.044381	3.077163	3.085429	3.293526
AT1G18870.1	6.463516	7.950565	7.333671	2.887096	5.852915	6.155872
AT1G18870.2	0	0	0	0.736553	0	0
AT1G18870.3	0.369797	0.489753	0.683038	0.366603	0.036041	0.274548
AT1G18871.1	0	0	0	0	0	0
AT1G18880.1	17.86225	17.246146	18.421843	15.263675	17.674255	16.984388
AT1G18890.1	19.440728	19.736753	19.5726	18.534871	20.388497	20.533784
AT1G18900.1	0.168825	0.237911	0.211816	0.204819	0.392032	0
AT1G18900.2	0.210475	0	0	0.048312	0	0
AT1G18900.3	0	0	0	0	0	0
AT1G18900.4	5.931246	5.240712	6.399198	6.333601	6.22542	5.489488
AT1G18910.1	6.119152	5.859509	6.932878	7.742503	6.853581	7.14688
AT1G18940.1	3.897748	3.955652	3.908235	3.803051	4.110182	4.308617
AT1G18950.1	3.294736	4.167051	3.462559	2.636455	3.533518	3.451229
AT1G18950.2	9.696525	10.89201	10.873421	13.558669	10.238093	9.298471
AT1G18950.3	0.518843	1.355437	0.74085	0.733227	1.088609	1.079095
AT1G18960.1	0.025698	0.105968	0.059365	0.177674	0.095467	0.055037
AT1G18970.1	3.835983	2.066166	5.208279	3.695713	5.738157	4.717319
AT1G18975.1	0.053185	0	0	0.091695	0	0
AT1G18980.1	24.512359	17.195292	26.517285	23.3392	25.351298	27.295762
AT1G18990.1	0.144617	0.108763	0.030625	0.057018	0.029434	0
AT1G19000.1	103.592796	90.617108	88.517349	77.373599	87.431877	84.021487
AT1G19000.2	65.778199	62.359586	63.167667	61.906776	62.650284	58.81504
AT1G19010.1	4.35814	4.524934	3.983621	5.08855	5.497232	5.176893
AT1G19010.2	1.640089	1.545726	0.947243	0.978147	0.72926	0.677645
AT1G19020.1	37.013296	31.41201	33.764591	20.628475	35.447414	35.227107
AT1G19025.1	1.195448	1.111916	1.11171	1.388979	1.273001	1.565181
AT1G19025.2	0.147639	0.042781	0	0.04464	0	0.09533
AT1G19025.3	0.506865	0.608627	0.883365	0.719381	0.559629	0
AT1G19040.1	0	0	0	0	0.060673	0
AT1G19050.1	16.219297	17.885121	14.834235	13.848361	15.91503	13.623417
AT1G19060.1	0	0	0.042869	0	0	0
AT1G19070.1	12.151042	14.367037	10.421889	14.79026	13.054027	15.398087
AT1G19080.1	9.926674	11.067724	9.453933	12.249336	11.393832	10.040002
AT1G19080.2	3.26029	3.023069	3.015608	4.11142	2.532102	4.740181
AT1G19086.1	0	0	0	0	0	0
AT1G19090.1	0	0	0	0	0	0
AT1G19100.1	4.160552	4.970181	5.576006	5.972311	5.031871	5.103104
AT1G19110.1	37.111577	36.973413	38.796056	32.821851	35.977678	36.669261
AT1G19115.1	0	0	0	0	0	0
AT1G19115.2	0	0	0	0.123689	0.330531	0
AT1G19115.3	0.128541	0	0.587624	0.229017	0	0.090428
AT1G19115.4	0	0.252769	0	0.14674	0	0
AT1G19120.1	48.49932	50.515489	43.347566	50.233927	41.355053	40.475197
AT1G19130.1	50.879733	49.346838	48.335496	50.570066	52.570945	47.887357
AT1G19140.1	15.767701	15.967529	15.31701	18.24779	14.1797	14.759427
AT1G19140.2	0	0	0	0	0	0
AT1G19150.1	39.604474	40.569907	36.5734	42.883614	36.888045	31.794731
AT1G19160.1	0.943963	0.771511	0.618898	0.418945	0.720344	0.382537
AT1G19170.1	10.202874	9.217848	9.057518	9.952589	8.831181	7.637861
AT1G19180.1	0	0	0	0	0	0
AT1G19180.2	0.131837	0.178418	0.778584	0.681683	0.538649	0.212744
AT1G19180.3	11.692591	11.617639	11.704379	13.561673	13.943748	12.420344
AT1G19190.1	1.828397	2.411849	1.713438	1.516524	1.652754	1.48299
AT1G19200.1	1.49055	1.440745	0.799034	0	0	1.863599
AT1G19200.2	1.457427	0.880544	1.325702	1.367167	1.645429	0.096778
AT1G19210.1	0	0	0	0	0	0
AT1G19220.1	6.52323	7.147195	6.835128	8.657565	6.851123	6.808639
AT1G19230.1	1.92441	1.595981	2.476839	1.552123	2.145621	2.393741
AT1G19230.2	1.813769	1.561191	2.14773	2.044894	2.111501	2.38417
AT1G19240.1	25.970591	22.565608	22.529154	19.025981	23.783166	19.978806
AT1G19250.1	0.06545	0.054147	0.137221	0.034063	0.078153	0.113443
AT1G19260.1	0	0	0	0	0	0
AT1G19270.1	9.179853	14.188145	10.190976	10.472614	12.896441	13.193738
AT1G19270.2	2.756485	1.856884	2.67187	1.929148	1.948026	4.104675
AT1G19290.1	4.149053	4.445983	4.093426	4.953836	4.171855	4.260101
AT1G19290.2	0	0	0	0	0	0
AT1G19300.1	6.938881	7.034797	6.434911	6.7172	6.337007	6.675489
