ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
1302	AT4G17150		chr4	+	9638738	9638824	9638738	9638820	9638925	9639029	1302	28,46,21,27,37,39	141,237,183,131,203,176	76,43,54,83,78,34	109,77,91,141,144,72	153	149	1.93283429373e-07	5.452323604701045e-06	0.162,0.159,0.101,0.167,0.151,0.177	0.404,0.352,0.366,0.364,0.345,0.315	-0.205	1198		9638738	9638820	9638925	9639029	1198	5,3	52,55	21,19,14,28	31,22,34,59	153	149	2.89974998086e-05	0.0013026596637814	0.086,0.05	0.397,0.457,0.286,0.316	-0.296
1326	AT1G05400		chr1	+	1584313	1584588	1584313	1584581	1584680	1585060	1326	22,23,36,12,35,27	0,3,0,0,2,6	19,6,14,20,13,4	13,7,9,4,21,6	156	149	3.17708609532e-07	8.830430470815882e-06	1.0,0.88,1.0,1.0,0.944,0.811	0.583,0.45,0.598,0.827,0.372,0.389	0.403	1216		1584313	1584581	1584680	1585060	1216	9,9	0,0	1,5,14,8	1,4,6,4	156	149	0.00131436475348	0.0310543194740125	1.0,1.0	0.489,0.544,0.69,0.656	0.405
1370	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1370	63,87,53,72,97,80	65,124,121,97,129,144	153,90,148,175,151,55	21,8,10,25,19,6	161	149	0.0	0.0	0.473,0.394,0.288,0.407,0.41,0.34	0.871,0.912,0.932,0.866,0.88,0.895	-0.507	1255		9785995	9786364	9785503	9785903	1255	15,24	51,46	54,36,41,58	14,5,8,6	161	149	1.11022302463e-15	1.75748304798929e-13	0.214,0.326	0.781,0.87,0.826,0.899	-0.574
1373	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1373	277,317,368,176,316,303	508,663,677,560,577,640	617,441,562,778,694,265	125,111,97,129,160,46	161	149	0.0	0.0	0.335,0.307,0.335,0.225,0.336,0.305	0.82,0.786,0.843,0.848,0.801,0.842	-0.516	1259		8182217	8183650	8181857	8182128	1259	37,54	139,139	204,155,199,272	53,40,44,66	161	149	0.0	0.0	0.198,0.264	0.781,0.782,0.807,0.792	-0.559
1374	AT1G05230		chr1	-	1513824	1513920	1513830	1513920	1513373	1513744	1374	116,167,117,93,177,95	17,43,28,24,23,15	94,87,43,72,131,25	123,65,83,85,97,46	155	149	1.1435297153599999e-14	6.549306551607273e-13	0.868,0.789,0.801,0.788,0.881,0.859	0.424,0.563,0.332,0.449,0.565,0.343	0.385	1260		1513830	1513920	1513373	1513744	1260	62,45	16,19	38,32,29,46	57,54,46,48	155	149	1.25465746057e-05	0.0006406847613168	0.788,0.695	0.391,0.363,0.377,0.48	0.339
1536	AT1G80270		chr1	+	30180906	30181077	30180906	30181053	30181231	30181293	1536	19,26,29,25,24,39	5,16,22,15,27,19	41,12,40,67,62,12	2,5,4,12,5,4	173	149	0.000226327160421	0.004428263073033	0.766,0.583,0.532,0.589,0.434,0.639	0.946,0.674,0.896,0.828,0.914,0.721	-0.239	1403		30180906	30181053	30181231	30181293	1403	10,11	5,11	19,30,38,45	2,5,0,5	173	149	0.00137102947011	0.0319167595762372	0.633,0.463	0.891,0.838,1.0,0.886	-0.356
1583	AT2G03140		chr2	+	949989	950231	949989	950208	950308	950717	1583	32,36,25,26,39,29	13,23,18,10,33,19	30,43,31,57,60,22	0,1,4,3,1,0	172	149	5.55111512313e-16	3.74700270811275e-14	0.681,0.576,0.546,0.693,0.506,0.569	1.0,0.974,0.87,0.943,0.981,1.0	-0.366	1446		949989	950208	950308	950717	1446	14,16	8,6	33,36,10,25	0,2,0,0	172	149	0.000433932648323	0.012223984837305	0.603,0.698	1.0,0.94,1.0,1.0	-0.335
1584	AT2G16930		chr2	+	7341077	7341247	7341077	7341210	7341488	7341588	1584	45,59,56,48,74,60	584,896,807,712,991,882	235,157,219,300,342,81	391,266,304,396,554,165	186	149	0.0	0.0	0.058,0.05,0.053,0.051,0.056,0.052	0.325,0.321,0.366,0.378,0.331,0.282	-0.281	1447		7341077	7341210	7341488	7341588	1447	5,8	201,205	66,69,79,95	117,101,125,150	186	149	0.0	0.0	0.02,0.03	0.311,0.354,0.336,0.337	-0.309
1751	AT2G35550		chr2	+	14929242	14929477	14929242	14929401	14929889	14930898	1751	13,6,19,2,2,0	8,7,10,5,15,15	18,14,40,39,26,8	5,7,2,0,8,3	225	149	2.76639054009e-06	7.16229879557548e-05	0.518,0.362,0.557,0.209,0.081,0.0	0.704,0.57,0.93,1.0,0.683,0.638	-0.466	1600		14929242	14929401	14929889	14930898	1600	0,3	4,2	3,1,2,5	0,0,0,0	225	149	0.000100716798402	0.004088069022317	0.0,0.498	1.0,1.0,1.0,1.0	-0.751
1780	AT2G38280		chr2	-	16033726	16033835	16033741	16033835	16033291	16033654	1780	172,211,256,177,268,225	294,394,327,283,356,329	277,246,270,445,351,118	187,125,160,278,239,43	164	149	2.08535744228e-09	6.680212823574915e-08	0.347,0.327,0.416,0.362,0.406,0.383	0.574,0.641,0.605,0.593,0.572,0.714	-0.243	1627		16033741	16033835	16033291	16033654	1627	84,118	163,176	156,169,108,156	124,122,62,119	164	149	0.00112353822008	0.026981833520979	0.319,0.379	0.533,0.557,0.613,0.544	-0.213
1855	AT2G46270		chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1855	207,348,326,253,379,341	81,108,97,83,94,135	365,222,218,366,399,126	15,15,14,17,13,7	218	149	0.0	0.0	0.636,0.688,0.697,0.676,0.734,0.633	0.943,0.91,0.914,0.936,0.954,0.925	-0.253	1702		19002054	19002161	19002321	19002399	1702	43,26	55,38	41,66,83,117	20,8,16,38	218	149	1.60774379865e-06	9.426142345418334e-05	0.348,0.319	0.584,0.849,0.78,0.678	-0.389
1916	AT3G05380		chr3	+	1539581	1539763	1539581	1539728	1540549	1540660	1916	43,55,50,42,59,68	23,46,25,30,41,22	11,8,13,32,18,10	38,39,49,109,64,14	184	149	9.62330215515e-12	4.229776993775232e-10	0.602,0.492,0.618,0.531,0.538,0.715	0.19,0.142,0.177,0.192,0.186,0.366	0.374	1761		1539581	1539728	1540549	1540660	1761	19,19	6,1	2,2,5,1	3,9,13,17	184	149	7.58947746871e-08	5.2235403621599695e-06	0.719,0.939	0.351,0.153,0.237,0.045	0.632
1986	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1986	575,879,731,669,903,688	196,304,222,200,289,255	49,32,60,35,75,19	828,781,674,1030,1180,351	155	149	0.0	0.0	0.738,0.735,0.76,0.763,0.75,0.722	0.054,0.038,0.079,0.032,0.058,0.049	0.693	1825		4638722	4638932	4639006	4639107	1825	97,96	30,31	9,3,5,9	99,138,133,173	155	149	0.0	0.0	0.757,0.749	0.08,0.02,0.035,0.048	0.707
2085	AT3G20070		chr3	-	7006705	7006941	7006733	7006941	7006577	7006635	2085	19,58,51,17,77,41	14,31,20,16,23,18	9,14,20,12,5,8	40,35,29,50,33,31	177	149	6.09139405583e-11	2.416427058449249e-09	0.533,0.612,0.682,0.472,0.738,0.657	0.159,0.252,0.367,0.168,0.113,0.178	0.409	1923		7006733	7006941	7006577	7006635	1923	12,23	6,8	4,9,0,0	26,8,23,37	177	149	1.45527451756e-07	9.598748172072834e-06	0.627,0.708	0.115,0.486,0.0,0.0	0.517
ID_x	GeneID	geneSymbol_x	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base_x	2ndExonEnd_x	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	2ndExonStart_0base_y	2ndExonEnd_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
ID_x	GeneID	geneSymbol_x	chr	strand	riExonStart_0base	riExonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
34	AT5G63700		chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	34	11,11,21,13,22,16	46,71,57,35,67,36	92,76,106,167,123,80	19,26,23,30,41,9	319	149	0.0	0.0	0.1,0.067,0.147,0.148,0.133,0.172	0.693,0.577,0.683,0.722,0.584,0.806	-0.55	33		25494356	25494407	25494577	25494637	33	11,8	66,28	66,80,89,71	18,16,26,18	319	149	0.0	0.0	0.072,0.118	0.631,0.7,0.615,0.648	-0.553
65	AT5G60940		chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	65	21,27,33,32,40,26	72,157,147,108,191,138	86,73,97,154,154,58	82,58,61,80,94,29	241	149	0.0	0.0	0.153,0.096,0.122,0.155,0.115,0.104	0.393,0.438,0.496,0.543,0.503,0.553	-0.364	64		24523577	24523687	24523779	24523849	64	18,13	41,60	52,54,46,57	21,39,33,32	241	149	1.01520375217e-06	0.0001799521678134	0.213,0.118	0.605,0.461,0.463,0.524	-0.348
639	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974518	17974799	639	8,21,14,9,10,7	52,48,55,49,47,49	28,20,20,39,61,14	7,3,6,13,11,2	248	149	0.0	0.0	0.085,0.208,0.133,0.099,0.113,0.079	0.706,0.8,0.667,0.643,0.769,0.808	-0.613	635		17974276	17974419	17974518	17974799	635	0,7	22,17	10,9,26,13	10,2,4,8	248	149	3.01423016368e-05	0.0034772384634772	0.0,0.198	0.375,0.73,0.796,0.494	-0.5
678	AT5G37850		chr5	+	15065299	15065701	15065299	15065479	15065604	15065701	678	344,565,468,344,700,465	329,530,408,345,554,498	88,124,91,205,206,78	560,355,444,646,844,277	274	149	0.0	0.0	0.362,0.367,0.384,0.352,0.407,0.337	0.079,0.16,0.1,0.147,0.117,0.133	0.246	674		15065299	15065479	15065604	15065701	674	123,136	133,100	35,14,40,66	156,144,115,219	274	149	1.41578900825e-07	3.15013054335625e-05	0.335,0.425	0.109,0.05,0.159,0.141	0.265
696	AT4G34310		chr4	+	16418809	16419095	16418809	16418893	16418993	16419095	696	5,26,19,17,16,12	89,156,118,144,131,106	40,29,29,44,66,16	69,46,55,105,81,28	249	149	3.59068799272e-06	0.0002248722432067	0.033,0.091,0.088,0.066,0.068,0.063	0.258,0.274,0.24,0.2,0.328,0.255	-0.191	692		16418809	16418893	16418993	16419095	692	3,2	46,51	22,23,8,19	37,28,30,40	249	149	0.000482102939342	0.0352222968370013	0.038,0.023	0.262,0.33,0.138,0.221	-0.207
819	AT4G24740		chr4	-	12754945	12755239	12754945	12755048	12755141	12755239	819	68,162,121,91,119,82	452,622,637,486,635,679	306,175,252,447,437,146	489,389,403,606,649,185	242	149	3.4758862455e-12	4.88315046057e-10	0.085,0.138,0.105,0.103,0.103,0.069	0.278,0.217,0.278,0.312,0.293,0.327	-0.184	816		12754945	12755048	12755141	12755239	816	69,52	374,381	192,231,203,228	319,309,339,334	242	149	1.3239446095e-08	4.320472575668333e-06	0.102,0.078	0.27,0.315,0.269,0.296	-0.197
1326	AT4G08980		chr4	+	5758019	5759303	5758019	5758484	5758981	5759303	1326	308,431,365,282,450,280	260,433,362,293,438,312	936,768,690,1521,1168,480	320,169,234,273,254,107	646	149	0.0	0.0	0.215,0.187,0.189,0.182,0.192,0.171	0.403,0.512,0.405,0.562,0.515,0.509	-0.295	1321		5758019	5758484	5758981	5759303	1321	241,225	75,91	603,720,654,896	65,54,60,99	646	149	2.3148560846e-10	1.1331220534117e-07	0.426,0.363	0.682,0.755,0.715,0.676	-0.313
1472	AT3G48880		chr3	+	18126932	18128237	18126932	18127230	18127860	18128237	1472	43,81,64,39,54,66	30,39,18,18,32,25	86,66,59,145,109,45	8,5,16,10,3,4	779	149	1.16588129673e-06	7.870455818704598e-05	0.215,0.284,0.405,0.293,0.244,0.336	0.673,0.716,0.414,0.735,0.874,0.683	-0.386	1466		18126932	18127230	18127860	18128237	1466	8,5	13,3	32,30,28,53	3,8,2,4	779	149	4.82641026122e-05	0.0048214853527901	0.105,0.242	0.671,0.418,0.728,0.717	-0.46
1478	AT3G48190		chr3	+	17814186	17814422	17814186	17814285	17814375	17814422	1478	4,11,11,23,20,16	46,46,48,43,37,50	44,31,49,82,57,15	21,43,35,69,55,26	239	149	0.000411050027702	0.016957444793611	0.051,0.13,0.125,0.25,0.252,0.166	0.566,0.31,0.466,0.426,0.393,0.265	-0.242	1472		17814186	17814285	17814375	17814422	1472	1,1	8,6	22,20,11,24	2,4,6,6	239	149	1.99841268422e-07	4.253143517068218e-05	0.072,0.094	0.873,0.757,0.533,0.714	-0.636
1525	AT2G27340		chr2	+	11696936	11697554	11696936	11697163	11697448	11697554	1525	130,203,170,138,190,174	15,27,36,17,58,29	275,210,240,540,428,201	6,5,7,10,11,4	434	149	4.28367341598e-11	5.430862052747326e-09	0.748,0.721,0.618,0.736,0.529,0.673	0.94,0.935,0.922,0.949,0.93,0.945	-0.266	1519		11696936	11697163	11697448	11697554	1519	31,50	12,13	132,107,138,159	2,2,7,8	434	149	5.53088114086e-06	0.0007735332338431	0.47,0.569	0.958,0.948,0.871,0.872	-0.393
1881	AT2G22570		chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	1881	59,140,61,69,115,71	251,379,215,218,317,237	179,153,156,250,285,81	157,79,109,87,185,45	247	149	0.0	0.0	0.124,0.182,0.146,0.16,0.18,0.153	0.408,0.539,0.463,0.634,0.482,0.521	-0.35	1874		9589796	9589982	9590080	9590214	1874	22,15	59,50	47,66,55,75	40,33,25,45	247	149	5.3865390115e-07	0.0001014119556203	0.184,0.153	0.415,0.547,0.57,0.501	-0.34
1893	AT2G23980		chr2	-	10202597	10203193	10202597	10202911	10202980	10203193	1893	74,59,81,51,83,67	325,411,339,313,489,449	146,179,172,287,268,91	279,187,214,332,425,153	218	149	1.85629289717e-13	3.0148785824700296e-11	0.135,0.089,0.14,0.1,0.104,0.093	0.263,0.395,0.355,0.371,0.301,0.289	-0.219	1886		10202597	10202911	10202980	10203193	1886	56,34	147,124	106,158,139,189	81,102,103,130	218	149	5.9904414762e-11	3.2581345584443337e-08	0.207,0.158	0.472,0.514,0.48,0.498	-0.308
1991	AT1G56612		chr1	-	21214719	21215407	21214719	21214789	21215106	21215407	1991	386,584,505,350,609,486	31,96,88,64,105,83	933,800,843,1238,1352,494	5,7,8,14,25,4	466	149	0.0	0.0	0.799,0.66,0.647,0.636,0.65,0.652	0.984,0.973,0.971,0.966,0.945,0.975	-0.295	1983		21214719	21214789	21215106	21215407	1983	129,89	21,21	250,238,271,324	2,3,1,3	466	149	3.88752363634e-11	2.378678524985537e-08	0.663,0.575	0.976,0.962,0.989,0.972	-0.356
2021	AT2G04690		chr2	+	1645913	1646443	1645913	1646031	1646154	1646443	2021	249,434,405,345,491,433	339,578,474,446,821,628	682,453,576,814,836,360	319,246,241,359,365,150	272	149	0.0	0.0	0.287,0.291,0.319,0.298,0.247,0.274	0.539,0.502,0.567,0.554,0.556,0.568	-0.262	2014		1645913	1646031	1646154	1646443	2014	80,101	104,100	230,202,184,223	97,65,74,83	272	149	2.81621904152e-06	0.0004307935065075	0.296,0.356	0.565,0.63,0.577,0.595	-0.266
2109	AT3G13970		chr3	-	4613905	4614124	4613905	4613968	4614055	4614124	2109	23,49,25,18,21,35	64,113,150,77,142,114	67,62,45,99,59,30	89,64,54,102,135,45	236	149	0.00123933046538	0.0456882252414556	0.185,0.215,0.095,0.129,0.085,0.162	0.322,0.38,0.345,0.38,0.216,0.296	-0.178	2101		4613905	4613968	4614055	4614124	2101	9,4	87,69	46,53,35,73	71,50,62,67	236	149	5.73508562862e-09	2.005231725149636e-06	0.061,0.035	0.29,0.401,0.263,0.408	-0.293
2127	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2127	57,113,74,92,105,69	66,134,93,79,83,99	75,65,47,155,108,33	22,21,24,32,39,5	552	149	8.2261877391e-06	0.0004914910789407	0.189,0.185,0.177,0.239,0.255,0.158	0.479,0.455,0.346,0.567,0.428,0.64	-0.285	2119		20326797	20326956	20327359	20327518	2119	21,17	34,30	46,39,69,47	5,4,25,8	552	149	9.48951630608e-08	2.32255911591308e-05	0.143,0.133	0.713,0.725,0.427,0.613	-0.481
2188	AT1G49980		chr1	+	18511848	18512512	18511848	18511962	18512089	18512512	2188	24,57,35,29,67,34	57,72,79,55,82,96	118,87,68,143,153,60	28,16,22,38,50,11	276	149	0.0	0.0	0.185,0.299,0.193,0.222,0.306,0.161	0.695,0.746,0.625,0.67,0.623,0.746	-0.457	2180		18511848	18511962	18512089	18512512	2180	6,13	26,11	43,48,27,67	11,8,6,11	276	149	2.09198158371e-05	0.0025600624630651	0.111,0.39	0.678,0.764,0.708,0.767	-0.479
2514	AT1G80780		chr1	+	30357999	30359555	30357999	30358295	30358378	30359555	2514	707,1011,909,736,1050,951	682,1012,1031,784,1144,1136	1751,1407,1543,2261,2545,964	436,235,333,431,481,184	232	149	0.0	0.0	0.4,0.391,0.362,0.376,0.371,0.35	0.721,0.794,0.748,0.771,0.773,0.771	-0.388	2502		30357999	30358295	30358378	30359555	2502	180,193	77,101	350,399,413,572	30,18,38,70	232	149	5.00266494896e-13	4.897608985031841e-10	0.6,0.551	0.882,0.934,0.875,0.84	-0.307
2543	AT2G33540		chr2	-	14207913	14209192	14207913	14208049	14208174	14209192	2543	129,225,130,139,183,175	74,103,75,93,122,93	304,395,362,668,557,220	27,26,30,63,43,9	274	149	0.0	0.0	0.487,0.543,0.485,0.448,0.449,0.506	0.86,0.892,0.868,0.852,0.876,0.93	-0.393	2531		14207913	14208049	14208174	14209192	2531	7,19	12,24	25,44,53,102	7,5,6,7	274	149	1.91162108365e-09	7.197988618820577e-07	0.241,0.301	0.66,0.827,0.828,0.888	-0.53
2768	AT5G26680		chr5	-	9311445	9312304	9311445	9311956	9312106	9312304	2768	18,23,31,16,39,22	3,2,12,3,9,1	10,31,27,59,27,22	0,0,0,0,1,0	299	149	0.000798206778651	0.0305079326134404	0.749,0.851,0.563,0.727,0.683,0.916	1.0,1.0,1.0,1.0,0.931,1.0	-0.24	2749		9311445	9311956	9312106	9312304	2749	19,19	8,4	18,30,24,14	1,0,0,0	299	149	0.000437587412368	0.0339998473577993	0.542,0.703	0.9,1.0,1.0,1.0	-0.352
2802	AT1G27900		chr1	-	9716178	9716607	9716178	9716339	9716537	9716607	2802	16,49,41,25,27,19	144,155,132,95,179,159	119,95,142,216,186,72	85,65,90,113,100,41	347	149	0.0	0.0	0.046,0.12,0.118,0.102,0.061,0.049	0.375,0.386,0.404,0.451,0.444,0.43	-0.332	2783		9716178	9716339	9716537	9716607	2783	23,11	67,61	82,61,77,82	36,47,57,49	347	149	1.5531300912e-08	4.751607372765e-06	0.128,0.072	0.494,0.358,0.367,0.418	-0.309
2851	AT3G03773		chr3	+	952709	953091	952709	952866	953062	953091	2851	2,10,7,6,4,5	72,128,107,87,122,104	47,35,44,77,70,13	118,58,82,108,105,31	345	149	4.34732450039e-09	4.345652452505235e-07	0.012,0.033,0.027,0.029,0.014,0.02	0.147,0.207,0.188,0.235,0.224,0.153	-0.17	2830		952709	952866	953062	953091	2830	6,2	78,62	34,45,26,48	46,55,64,86	345	149	3.12560760762e-05	0.0034772384634772	0.032,0.014	0.242,0.261,0.149,0.194	-0.189
2905	AT2G43920		chr2	-	18190253	18190691	18190253	18190340	18190560	18190691	2905	46,82,45,46,75,55	120,219,207,201,309,217	170,174,148,106,246,91	161,154,194,107,272,105	369	149	1.74759503535e-08	1.5936840339911053e-06	0.134,0.131,0.081,0.085,0.089,0.093	0.299,0.313,0.236,0.286,0.268,0.259	-0.175	2884		18190253	18190340	18190560	18190691	2884	6,9	50,52	17,20,19,35	20,19,16,31	369	149	3.63749374295e-05	0.0037884110365404	0.046,0.065	0.256,0.298,0.324,0.313	-0.242
3214	AT4G31150		chr4	-	15144188	15144609	15144188	15144317	15144492	15144609	3214	47,61,37,43,57,57	139,190,188,125,248,189	179,140,174,219,215,97	140,108,107,155,194,83	324	149	0.0	0.0	0.135,0.129,0.083,0.137,0.096,0.122	0.37,0.373,0.428,0.394,0.338,0.35	-0.259	3193		15144188	15144317	15144492	15144609	3193	14,14	58,53	59,53,58,71	38,42,30,68	324	149	1.24037637927e-06	0.0002093669785009	0.1,0.108	0.417,0.367,0.471,0.324	-0.291
3308	AT1G18660		chr1	+	6420974	6421501	6420974	6421303	6421397	6421501	3308	178,235,235,192,255,217	158,227,162,162,224,222	472,419,447,795,757,343	135,125,107,171,171,79	243	149	0.0	0.0	0.409,0.388,0.471,0.421,0.411,0.375	0.682,0.673,0.719,0.74,0.731,0.727	-0.3	3287		6420974	6421303	6421397	6421501	3287	59,40	51,64	106,176,156,235	48,44,46,59	243	149	4.60660176616e-05	0.0046977740927819	0.415,0.277	0.575,0.71,0.675,0.709	-0.321
3477	AT1G16560		chr1	+	5668572	5669039	5668572	5668739	5668918	5669039	3477	18,28,41,33,49,41	15,17,25,20,17,15	26,47,28,50,46,14	1,0,2,0,7,0	328	149	7.187583861420001e-12	9.831858134647675e-10	0.353,0.428,0.427,0.428,0.567,0.554	0.922,1.0,0.864,1.0,0.749,1.0	-0.463	3455		5668572	5668739	5668918	5669039	3455	19,9	11,13	18,26,21,19	3,0,6,0	328	149	0.000166263066227	0.0140320294686407	0.44,0.239	0.732,1.0,0.614,1.0	-0.497
3955	AT5G06265		chr5	+	1905778	1906766	1905778	1906424	1906566	1906766	3955	24,57,42,35,38,41	2,12,22,4,6,5	31,36,19,79,41,13	22,25,18,39,35,8	291	149	0.000311781096323	0.0133669848566494	0.86,0.709,0.494,0.818,0.764,0.808	0.419,0.424,0.351,0.509,0.375,0.454	0.32	3924		1905778	1906424	1906566	1906766	3924	29,26	1,1	20,40,15,34	15,9,13,30	291	149	3.08676562344e-06	0.0004578702341436	0.937,0.93	0.406,0.695,0.371,0.367	0.474
4086	AT1G14970		chr1	-	5164277	5165139	5164277	5164347	5164536	5165139	4086	24,19,45,29,26,8	6,19,11,12,7,10	10,5,8,25,22,11	2,0,0,2,0,2	338	149	6.46965247042e-06	0.0003910378318749	0.638,0.306,0.643,0.516,0.621,0.261	0.688,1.0,1.0,0.846,1.0,0.708	-0.376	4054		5164277	5164347	5164536	5165139	4054	5,2	3,8	1,5,5,17	0,0,0,0	338	149	4.37745680815e-08	1.1904250597719028e-05	0.424,0.099	1.0,1.0,1.0,1.0	-0.738
4087	AT1G66760		chr1	+	24901977	24902981	24901977	24902358	24902436	24902981	4087	35,44,41,34,51,34	488,665,544,618,747,740	319,257,272,431,492,145	325,236,239,441,501,132	227	149	0.0	0.0	0.045,0.042,0.047,0.035,0.043,0.029	0.392,0.417,0.428,0.391,0.392,0.419	-0.366	4055		24901977	24902358	24902436	24902981	4055	5,9	95,113	45,53,90,117	82,38,105,118	227	149	3.04634095727e-12	2.4853064976394413e-09	0.033,0.05	0.265,0.478,0.36,0.394	-0.333
4188	AT2G03140		chr2	+	949989	950717	949989	950208	950308	950717	4188	32,26,21,17,26,12	13,23,18,10,33,19	16,13,13,41,34,9	0,1,4,3,1,0	249	149	1.10904396777e-10	1.3101842146519226e-08	0.596,0.403,0.411,0.504,0.32,0.274	1.0,0.886,0.66,0.891,0.953,1.0	-0.48	4156		949989	950208	950308	950717	4156	9,8	8,6	9,21,3,10	0,2,0,0	249	149	3.72033368556e-08	1.071237258283306e-05	0.402,0.444	1.0,0.863,1.0,1.0	-0.543
4236	AT4G01510		chr4	+	642942	643176	642942	642979	643086	643176	4236	14,61,21,18,3,16	12,15,20,11,16,11	9,10,6,24,11,11	0,0,0,0,2,0	256	149	0.0	0.0	0.404,0.703,0.379,0.488,0.098,0.458	1.0,1.0,1.0,1.0,0.762,1.0	-0.539	4203		642942	642979	643086	643176	4203	9,10	7,9	4,3,2,3	0,0,0,0	256	149	1.54731460977e-09	6.615646505148083e-07	0.428,0.393	1.0,1.0,1.0,1.0	-0.59
4347	AT5G10710		chr5	+	3382099	3382508	3382099	3382197	3382326	3382508	4347	77,82,83,79,73,96	146,268,214,153,294,210	165,161,153,300,287,97	138,110,111,213,209,42	278	149	7.638334409419999e-14	1.2807762019408116e-11	0.22,0.141,0.172,0.217,0.117,0.197	0.391,0.44,0.425,0.43,0.424,0.553	-0.266	4314		3382099	3382197	3382326	3382508	4314	16,23	43,46	88,85,68,104	48,41,38,72	278	149	9.76321566548e-06	0.0012916470454736	0.166,0.211	0.496,0.526,0.49,0.436	-0.298
4358	AT4G32590		chr4	+	15721693	15722300	15721693	15721807	15722015	15722300	4358	21,52,25,34,36,21	827,1295,993,917,1295,1006	157,149,177,203,306,99	380,297,361,422,657,182	357	149	2.22044604925e-15	4.122099487143392e-13	0.01,0.016,0.01,0.015,0.011,0.009	0.147,0.173,0.17,0.167,0.163,0.185	-0.156	4325		15721693	15721807	15722015	15722300	4325	25,27	644,702	78,115,162,190	202,183,159,245	357	149	8.73534578005e-12	6.108502513334964e-09	0.016,0.016	0.139,0.208,0.298,0.245	-0.207
4402	AT2G25740		chr2	+	10980121	10980688	10980121	10980344	10980620	10980688	4402	84,135,124,117,132,89	98,147,133,121,161,129	704,614,689,1096,1229,466	91,79,101,103,143,45	425	149	0.0	0.0	0.231,0.244,0.246,0.253,0.223,0.195	0.731,0.732,0.705,0.789,0.751,0.784	-0.517	4369		10980121	10980344	10980620	10980688	4369	30,21	26,46	170,239,310,323	29,32,31,47	425	149	4.47419878924e-13	4.897608985031841e-10	0.288,0.138	0.673,0.724,0.778,0.707	-0.507
4559	AT2G32250		chr2	+	13696222	13696486	13696222	13696288	13696411	13696486	4559	24,51,32,20,41,28	53,82,81,46,68,97	66,56,57,104,95,31	37,50,50,77,89,23	272	149	6.84132533663e-05	0.0035209117920596	0.199,0.254,0.178,0.192,0.248,0.137	0.494,0.38,0.384,0.425,0.369,0.425	-0.211	4524		13696222	13696288	13696411	13696486	4524	8,5	40,24	28,26,20,26	19,31,18,28	272	149	0.000468006022529	0.0352222968370013	0.099,0.102	0.447,0.315,0.378,0.337	-0.269
