ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
2494	AT1G80780		chr1	+	30357999	30359555	30357999	30358295	30358378	30359555	2494	221,319,450	322,292,345	733,802,699	186,167,177	232	149	2.43238762465e-12	1.9528018646565083e-09	0.306,0.412,0.456	0.717,0.755,0.717	-0.338	2502		30357999	30358295	30358378	30359555	2502	180,193	77,101	350,399,413,572	30,18,38,70	232	149	5.00266494896e-13	4.897608985031841e-10	0.6,0.551	0.882,0.934,0.875,0.84	-0.307
2523	AT2G33540		chr2	-	14207913	14209192	14207913	14208049	14208174	14209192	2523	33,43,57	36,47,56	119,162,146	29,16,25	274	149	8.200218282180001e-12	5.642921637894436e-09	0.333,0.332,0.356	0.691,0.846,0.761	-0.426	2531		14207913	14208049	14208174	14209192	2531	7,19	12,24	25,44,53,102	7,5,6,7	274	149	1.91162108365e-09	7.197988618820577e-07	0.241,0.301	0.66,0.827,0.828,0.888	-0.53
2775	AT1G27900		chr1	-	9716178	9716607	9716178	9716339	9716537	9716607	2775	2,34,20	60,101,119	85,83,71	66,95,67	347	149	1.35572248983e-07	3.628064018617283e-05	0.014,0.126,0.067	0.356,0.273,0.313	-0.245	2783		9716178	9716339	9716537	9716607	2783	23,11	67,61	82,61,77,82	36,47,57,49	347	149	1.5531300912e-08	4.751607372765e-06	0.128,0.072	0.494,0.358,0.367,0.418	-0.309
2913	AT5G01950		chr5	-	369690	370216	369690	369786	369894	370216	2913	15,33,15	35,56,59	47,56,40	30,29,26	257	149	1.94773455091e-05	0.0023455593329333	0.199,0.255,0.128	0.476,0.528,0.471	-0.298	2920		369690	369786	369894	370216	2920	1,3	12,7	24,12,20,26	9,6,15,22	257	149	0.000643436974213	0.0437447776218421	0.046,0.199	0.607,0.537,0.436,0.407	-0.374
3186	AT4G31150		chr4	-	15144188	15144609	15144188	15144317	15144492	15144609	3186	8,15,16	53,67,75	54,66,51	69,60,48	324	149	1.00133542396e-05	0.0013781236392043	0.065,0.093,0.089	0.265,0.336,0.328	-0.227	3193		15144188	15144317	15144492	15144609	3193	14,14	58,53	59,53,58,71	38,42,30,68	324	149	1.24037637927e-06	0.0002093669785009	0.1,0.108	0.417,0.367,0.471,0.324	-0.291
3449	AT1G16560		chr1	+	5668572	5669039	5668572	5668709	5668918	5669039	3449	14,19,31	1,2,2	17,17,29	10,13,10	358	149	0.000253635868626	0.0187963689103298	0.854,0.798,0.866	0.414,0.352,0.547	0.402	3455		5668572	5668739	5668918	5669039	3455	19,9	11,13	18,26,21,19	3,0,6,0	328	149	0.000166263066227	0.0140320294686407	0.44,0.239	0.732,1.0,0.614,1.0	-0.497
3452	AT1G16610		chr1	-	5675618	5676319	5675618	5676006	5676107	5676319	3452	7,16,9	3,13,9	17,26,15	2,4,0	250	149	0.000363105829095	0.0242927885937585	0.582,0.423,0.373	0.835,0.795,1.0	-0.417	3457		5675618	5676006	5676107	5676319	3457	3,6	5,5	14,21,19,16	0,0,2,0	250	149	1.02934845736e-06	0.0001799521678134	0.263,0.417	1.0,1.0,0.85,1.0	-0.623
4052	AT1G14970		chr1	-	5164277	5165139	5164277	5164347	5164536	5165139	4052	5,12,3	2,2,8	11,9,6	2,0,0	338	149	0.000184121083033	0.0152915733960338	0.524,0.726,0.142	0.708,1.0,1.0	-0.439	4054		5164277	5164347	5164536	5165139	4054	5,2	3,8	1,5,5,17	0,0,0,0	338	149	4.37745680815e-08	1.1904250597719028e-05	0.424,0.099	1.0,1.0,1.0,1.0	-0.738
4154	AT2G03140		chr2	+	949989	950717	949989	950208	950308	950717	4154	5,4,5	3,11,6	4,9,11	0,0,0	249	149	3.57799345707e-11	2.1543993103382742e-08	0.499,0.179,0.333	1.0,1.0,1.0	-0.663	4156		949989	950208	950308	950717	4156	9,8	8,6	9,21,3,10	0,2,0,0	249	149	3.72033368556e-08	1.071237258283306e-05	0.402,0.444	1.0,0.863,1.0,1.0	-0.543
4202	AT4G01510		chr4	+	642942	643176	642942	642979	643086	643176	4202	5,6,10	4,4,7	11,11,12	1,0,0	256	149	2.13467690746e-07	5.411967717492011e-05	0.421,0.466,0.454	0.865,1.0,1.0	-0.508	4203		642942	642979	643086	643176	4203	9,10	7,9	4,3,2,3	0,0,0,0	256	149	1.54731460977e-09	6.615646505148083e-07	0.428,0.393	1.0,1.0,1.0,1.0	-0.59
4311	AT5G10710		chr5	+	3382099	3382508	3382099	3382197	3382326	3382508	4311	16,11,28	32,70,62	64,67,59	41,49,33	278	149	1.47835315678e-06	0.0002455595571106	0.211,0.078,0.195	0.456,0.423,0.489	-0.295	4314		3382099	3382197	3382326	3382508	4314	16,23	43,46	88,85,68,104	48,41,38,72	278	149	9.76321566548e-06	0.0012916470454736	0.166,0.211	0.496,0.526,0.49,0.436	-0.298
4322	AT4G32590		chr4	+	15721693	15722300	15721693	15721807	15722015	15722300	4322	62,53,63	534,788,900	487,518,448	150,174,148	357	149	0.0	0.0	0.046,0.027,0.028	0.575,0.554,0.558	-0.529	4325		15721693	15721807	15722015	15722300	4325	25,27	644,702	78,115,162,190	202,183,159,245	357	149	8.73534578005e-12	6.108502513334964e-09	0.016,0.016	0.139,0.208,0.298,0.245	-0.207
4366	AT2G25740		chr2	+	10980121	10980688	10980121	10980344	10980620	10980688	4366	20,27,24	10,24,13	238,208,202	24,26,14	425	149	2.66763885426e-08	8.566677573980278e-06	0.412,0.283,0.393	0.777,0.737,0.835	-0.42	4369		10980121	10980344	10980620	10980688	4369	30,21	26,46	170,239,310,323	29,32,31,47	425	149	4.47419878924e-13	4.897608985031841e-10	0.288,0.138	0.673,0.724,0.778,0.707	-0.507
4632	AT2G36680		chr2	-	15369245	15369495	15369245	15369366	15369448	15369495	4632	15,44,40	98,132,132	99,118,89	65,86,48	231	149	1.1990408666e-14	1.4439449636030499e-11	0.09,0.177,0.164	0.496,0.47,0.545	-0.36	4634		15369245	15369366	15369448	15369495	4634	65,64	82,143	209,213,249,265	53,36,53,74	231	149	1.11022302463e-16	1.8115139018546168e-13	0.338,0.224	0.718,0.792,0.752,0.698	-0.459
5308	AT2G25670		chr2	-	10930298	10931090	10930298	10930719	10930827	10931090	5308	127,158,150	75,130,156	324,262,230	71,88,83	257	149	0.00043278239126	0.0277961703826589	0.495,0.413,0.358	0.726,0.633,0.616	-0.236	5313		10930298	10930719	10930827	10931090	5313	197,280	98,132	332,322,344,505	37,42,74,53	257	149	1.32618692361e-07	3.091278567176643e-05	0.538,0.552	0.839,0.816,0.729,0.847	-0.263
5488	AT3G20070		chr3	-	7006577	7006941	7006577	7006635	7006705	7006941	5488	25,33,30	15,23,12	23,31,36	2,0,3	219	149	1.31544098003e-06	0.0002263028286001	0.531,0.494,0.63	0.887,1.0,0.891	-0.374	5495		7006577	7006635	7006733	7006941	5495	30,44	6,8	18,19,17,12	26,8,23,37	247	149	6.99049412186e-05	0.0068436937453009	0.751,0.768	0.295,0.589,0.308,0.164	0.421
ID_x	GeneID	geneSymbol_x	chr	strand	exonStart_0base	exonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
