ID_x	GeneID	geneSymbol_x	chr	strand	longExonStart_0base	longExonEnd	shortES_x	shortEE_x	flankingES_x	flankingEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	shortES_y	shortEE_y	flankingES_y	flankingEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
1168	AT4G17150		chr4	+	9638738	9638824	9638738	9638820	9638925	9639029	1168	14,4,16	48,52,56	30,42,26	40,37,34	153	149	0.000312247571199	0.0080467734741775	0.221,0.07,0.218	0.422,0.525,0.427	-0.288	1302		9638738	9638820	9638925	9639029	1302	28,46,21,27,37,39	141,237,183,131,203,176	76,43,54,83,78,34	109,77,91,141,144,72	153	149	1.93283429373e-07	5.452323604701045e-06	0.162,0.159,0.101,0.167,0.151,0.177	0.404,0.352,0.366,0.364,0.345,0.315	-0.205
1230	AT4G17570		chr4	-	9785983	9786364	9785995	9786364	9785503	9785903	1230	36,57,55	66,121,90	115,140,123	12,23,31	161	149	0.0	0.0	0.335,0.304,0.361	0.899,0.849,0.786	-0.511	1370		9785995	9786364	9785503	9785903	1370	63,87,53,72,97,80	65,124,121,97,129,144	153,90,148,175,151,55	21,8,10,25,19,6	161	149	0.0	0.0	0.473,0.394,0.288,0.407,0.41,0.34	0.871,0.912,0.932,0.866,0.88,0.895	-0.507
1234	AT1G23080		chr1	-	8182205	8183650	8182217	8183650	8181857	8182128	1234	163,191,183	422,540,562	488,485,445	183,147,138	161	149	0.0	0.0	0.263,0.247,0.232	0.712,0.753,0.749	-0.491	1373		8182217	8183650	8181857	8182128	1373	277,317,368,176,316,303	508,663,677,560,577,640	617,441,562,778,694,265	125,111,97,129,160,46	161	149	0.0	0.0	0.335,0.307,0.335,0.225,0.336,0.305	0.82,0.786,0.843,0.848,0.801,0.842	-0.516
1421	AT2G03140		chr2	+	949989	950231	949989	950208	950308	950717	1421	5,5,13	3,11,6	17,17,8	0,0,0	172	149	7.88461867463e-06	0.0003178107835004	0.591,0.283,0.652	1.0,1.0,1.0	-0.491	1583		949989	950208	950308	950717	1583	32,36,25,26,39,29	13,23,18,10,33,19	30,43,31,57,60,22	0,1,4,3,1,0	172	149	5.55111512313e-16	3.74700270811275e-14	0.681,0.576,0.546,0.693,0.506,0.569	1.0,0.974,0.87,0.943,0.981,1.0	-0.366
1422	AT2G16930		chr2	+	7341077	7341247	7341077	7341210	7341488	7341588	1422	5,8,7	104,160,169	60,66,39	57,70,66	186	149	0.0	0.0	0.037,0.039,0.032	0.457,0.43,0.321	-0.367	1584		7341077	7341210	7341488	7341588	1584	45,59,56,48,74,60	584,896,807,712,991,882	235,157,219,300,342,81	391,266,304,396,554,165	186	149	0.0	0.0	0.058,0.05,0.053,0.051,0.056,0.052	0.325,0.321,0.366,0.378,0.331,0.282	-0.281
1583	AT2G35550		chr2	+	14929242	14929477	14929242	14929401	14929889	14930898	1583	4,2,5	1,4,10	6,6,3	2,0,0	225	149	0.00015766005776	0.0044710240271766	0.726,0.249,0.249	0.665,1.0,1.0	-0.48	1751		14929242	14929401	14929889	14930898	1751	13,6,19,2,2,0	8,7,10,5,15,15	18,14,40,39,26,8	5,7,2,0,8,3	225	149	2.76639054009e-06	7.16229879557548e-05	0.518,0.362,0.557,0.209,0.081,0.0	0.704,0.57,0.93,1.0,0.683,0.638	-0.466
1612	AT2G38710		chr2	-	16186904	16187273	16186915	16187273	16186660	16186823	1612	3,11,9	0,1,3	0,0,0	9,1,8	160	149	9.99200722163e-16	1.30895294603353e-13	1.0,0.911,0.736	0.0,0.0,0.0	0.882	1784		16186915	16187273	16186660	16186823	1784	5,14,7,11,18,6	1,3,0,0,1,0	2,0,2,0,2,1	9,2,0,5,14,9	160	149	2.41329178863e-12	1.169518328336077e-10	0.823,0.813,1.0,1.0,0.944,1.0	0.171,0.0,1.0,0.0,0.117,0.094	0.7
1662	AT2G43500		chr2	+	18062530	18062599	18062530	18062595	18062693	18063659	1662	4,5,6	5,5,9	0,1,0	3,6,11	153	149	1.12757945313e-05	0.0004323304634927	0.438,0.493,0.394	0.0,0.14,0.0	0.395	1835		18062530	18062595	18062693	18063659	1835	8,10,15,8,10,10	2,12,16,5,6,3	0,0,1,2,0,0	10,3,11,23,23,6	153	149	0.0	0.0	0.796,0.448,0.477,0.609,0.619,0.764	0.0,0.0,0.081,0.078,0.0,0.0	0.592
1683	AT2G46270		chr2	+	19002054	19002230	19002054	19002161	19002321	19002399	1683	14,42,49	24,37,35	66,60,58	8,13,10	218	149	2.9914354881e-06	0.0001237509628235	0.285,0.437,0.489	0.849,0.759,0.799	-0.399	1855		19002054	19002161	19002321	19002399	1855	207,348,326,253,379,341	81,108,97,83,94,135	365,222,218,366,399,126	15,15,14,17,13,7	218	149	0.0	0.0	0.636,0.688,0.697,0.676,0.734,0.633	0.943,0.91,0.914,0.936,0.954,0.925	-0.253
1780	AT3G11470		chr3	-	3611723	3611904	3611728	3611904	3611339	3611402	1780	19,35,9	12,3,9	2,8,5	14,21,19	154	149	0.000140022933509	0.0040910942222988	0.605,0.919,0.492	0.121,0.269,0.203	0.474	1961		3611728	3611904	3611339	3611402	1961	9,23,9,13,11,18	12,15,6,13,19,20	6,4,2,3,0,2	16,16,6,17,17,5	154	149	0.000227270644489	0.004428263073033	0.421,0.597,0.592,0.492,0.359,0.465	0.266,0.195,0.244,0.146,0.0,0.279	0.299
1805	AT3G14010		chr3	+	4638722	4638938	4638722	4638932	4639006	4639107	1805	70,78,111	17,35,29	4,12,8	137,150,119	155	149	0.0	0.0	0.798,0.682,0.786	0.027,0.071,0.061	0.702	1986		4638722	4638932	4639006	4639107	1986	575,879,731,669,903,688	196,304,222,200,289,255	49,32,60,35,75,19	828,781,674,1030,1180,351	155	149	0.0	0.0	0.738,0.735,0.76,0.763,0.75,0.722	0.054,0.038,0.079,0.032,0.058,0.049	0.693
1845	AT3G21175		chr3	+	7423241	7423334	7423241	7423328	7423407	7423541	1845	27,50,58	67,94,78	17,26,13	143,123,144	155	149	0.000176114540352	0.0048570536391814	0.279,0.338,0.417	0.103,0.169,0.08	0.227	2033		7423241	7423328	7423407	7423541	2033	99,130,104,112,123,126	195,236,217,218,237,224	12,13,16,21,16,8	235,203,219,292,329,131	155	149	0.0	0.0	0.328,0.346,0.315,0.331,0.333,0.351	0.047,0.058,0.066,0.065,0.045,0.055	0.278
1898	AT3G20070		chr3	-	7006705	7006941	7006733	7006941	7006577	7006635	1898	22,27,22	37,29,36	4,2,5	56,45,46	177	149	2.3941295324e-07	1.1404762499796364e-05	0.334,0.439,0.34	0.057,0.036,0.084	0.312	2085		7006733	7006941	7006577	7006635	2085	19,58,51,17,77,41	14,31,20,16,23,18	9,14,20,12,5,8	40,35,29,50,33,31	177	149	6.09139405583e-11	2.416427058449249e-09	0.533,0.612,0.682,0.472,0.738,0.657	0.159,0.252,0.367,0.168,0.113,0.178	0.409
ID_x	geneSymbol_x	2ndExonStart_0base_x	2ndExonEnd_x	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	GeneID	geneSymbol_y	chr	strand	1stExonStart_0base	1stExonEnd	2ndExonStart_0base_y	2ndExonEnd_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
ID_x	GeneID	geneSymbol_x	chr	strand	riExonStart_0base	riExonEnd	upstreamES_x	upstreamEE_x	downstreamES_x	downstreamEE_x	ID.1_x	IJC_SAMPLE_1_x	SJC_SAMPLE_1_x	IJC_SAMPLE_2_x	SJC_SAMPLE_2_x	IncFormLen_x	SkipFormLen_x	PValue_x	FDR_x	IncLevel1_x	IncLevel2_x	IncLevelDifference_x	ID_y	geneSymbol_y	upstreamES_y	upstreamEE_y	downstreamES_y	downstreamEE_y	ID.1_y	IJC_SAMPLE_1_y	SJC_SAMPLE_1_y	IJC_SAMPLE_2_y	SJC_SAMPLE_2_y	IncFormLen_y	SkipFormLen_y	PValue_y	FDR_y	IncLevel1_y	IncLevel2_y	IncLevelDifference_y
33	AT5G63700		chr5	-	25494356	25494637	25494356	25494407	25494577	25494637	33	13,20,45	69,144,135	139,174,130	61,43,35	319	149	0.0	0.0	0.081,0.061,0.135	0.516,0.654,0.634	-0.509	34		25494356	25494407	25494577	25494637	34	11,11,21,13,22,16	46,71,57,35,67,36	92,76,106,167,123,80	19,26,23,30,41,9	319	149	0.0	0.0	0.1,0.067,0.147,0.148,0.133,0.172	0.693,0.577,0.683,0.722,0.584,0.806	-0.55
64	AT5G60940		chr5	+	24523577	24523849	24523577	24523687	24523779	24523849	64	21,47,44	23,52,33	105,107,84	28,32,23	241	149	4.44333409241e-05	0.0048644409825315	0.361,0.358,0.452	0.699,0.674,0.693	-0.298	65		24523577	24523687	24523779	24523849	65	21,27,33,32,40,26	72,157,147,108,191,138	86,73,97,154,154,58	82,58,61,80,94,29	241	149	0.0	0.0	0.153,0.096,0.122,0.155,0.115,0.104	0.393,0.438,0.496,0.543,0.503,0.553	-0.364
149	AT5G50915		chr5	-	20710102	20710838	20710102	20710590	20710724	20710838	149	9,14,6	18,55,21	34,25,41	22,21,12	283	149	0.000135043638015	0.0120463926725602	0.208,0.118,0.131	0.449,0.385,0.643	-0.34	151		20710102	20710590	20710724	20710838	151	8,1,6,2,20,2	13,36,30,17,58,19	31,19,35,26,33,16	32,28,22,16,24,10	283	149	5.59634275921e-07	4.215911545271534e-05	0.245,0.014,0.095,0.058,0.154,0.053	0.338,0.263,0.456,0.461,0.42,0.457	-0.296
181	AT5G48545		chr5	+	19677544	19677747	19677544	19677600	19677693	19677747	181	26,45,34	131,226,264	130,95,113	190,177,180	242	149	5.83831439649e-05	0.0061137305321505	0.109,0.109,0.073	0.296,0.248,0.279	-0.177	183		19677544	19677600	19677693	19677747	183	38,48,69,38,60,65	252,406,341,243,381,298	106,110,135,209,198,73	342,207,235,364,381,136	242	149	0.000643118379592	0.0251348070460091	0.085,0.068,0.111,0.088,0.088,0.118	0.16,0.247,0.261,0.261,0.242,0.248	-0.144
632	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974504	17974799	632	0,2,1	4,6,4	18,8,9	9,9,6	234	149	0.000358207627933	0.0242927885937585	0.0,0.175,0.137	0.56,0.361,0.489	-0.366	639		17974276	17974419	17974518	17974799	639	8,21,14,9,10,7	52,48,55,49,47,49	28,20,20,39,61,14	7,3,6,13,11,2	248	149	0.0	0.0	0.085,0.208,0.133,0.099,0.113,0.079	0.706,0.8,0.667,0.643,0.769,0.808	-0.613
633	AT4G38380		chr4	-	17974276	17974799	17974276	17974419	17974518	17974799	633	2,4,2	13,19,12	20,9,10	10,7,7	248	149	2.12522061218e-05	0.0024968750460661	0.085,0.112,0.091	0.546,0.436,0.462	-0.385	639		17974276	17974419	17974518	17974799	639	8,21,14,9,10,7	52,48,55,49,47,49	28,20,20,39,61,14	7,3,6,13,11,2	248	149	0.0	0.0	0.085,0.208,0.133,0.099,0.113,0.079	0.706,0.8,0.667,0.643,0.769,0.808	-0.613
672	AT5G37850		chr5	+	15065299	15065701	15065299	15065479	15065604	15065701	672	106,137,162	139,123,185	72,49,51	333,248,228	274	149	4.28857060975e-09	1.589080355935827e-06	0.293,0.377,0.323	0.105,0.097,0.108	0.228	678		15065299	15065479	15065604	15065701	678	344,565,468,344,700,465	329,530,408,345,554,498	88,124,91,205,206,78	560,355,444,646,844,277	274	149	0.0	0.0	0.362,0.367,0.384,0.352,0.407,0.337	0.079,0.16,0.1,0.147,0.117,0.133	0.246
812	AT4G24740		chr4	-	12754945	12755239	12754945	12755048	12755141	12755239	812	35,80,85	231,324,320	195,196,170	246,267,225	242	149	1.04379062738e-06	0.000186219979707	0.085,0.132,0.141	0.328,0.311,0.317	-0.199	819		12754945	12755048	12755141	12755239	819	68,162,121,91,119,82	452,622,637,486,635,679	306,175,252,447,437,146	489,389,403,606,649,185	242	149	3.4758862455e-12	4.88315046057e-10	0.085,0.138,0.105,0.103,0.103,0.069	0.278,0.217,0.278,0.312,0.293,0.327	-0.184
1319	AT4G08980		chr4	+	5758019	5759303	5758019	5758484	5758981	5759303	1319	57,112,86	67,101,111	258,273,217	83,76,67	646	149	7.63272811621e-09	2.6262036668416834e-06	0.164,0.204,0.152	0.418,0.453,0.428	-0.26	1326		5758019	5758484	5758981	5759303	1326	308,431,365,282,450,280	260,433,362,293,438,312	936,768,690,1521,1168,480	320,169,234,273,254,107	646	149	0.0	0.0	0.215,0.187,0.189,0.182,0.192,0.171	0.403,0.512,0.405,0.562,0.515,0.509	-0.295
1366	AT3G54500		chr3	-	20178713	20179027	20178713	20178804	20178940	20179027	1366	1412,1706,1997	500,650,608	2514,2420,2123	283,315,243	285	149	1.24536070345e-09	5.453547735016955e-07	0.596,0.578,0.632	0.823,0.801,0.82	-0.213	1374		20178713	20178804	20178940	20179027	1374	185,246,203,140,237,196	131,203,112,84,159,117	700,875,757,806,1265,665	144,141,172,156,282,92	285	149	0.0	0.0	0.425,0.388,0.487,0.466,0.438,0.467	0.718,0.764,0.697,0.73,0.701,0.791	-0.288
1661	AT2G04790		chr2	+	1679804	1680176	1679804	1679909	1680014	1680176	1661	15,15,26	37,40,40	16,14,20	5,10,4	254	149	0.000726154635675	0.0437235860005809	0.192,0.18,0.276	0.652,0.451,0.746	-0.4	1672		1679804	1679909	1680014	1680176	1672	19,17,26,11,20,16	26,29,21,22,29,37	26,11,20,29,33,12	2,0,1,1,3,4	254	149	2.22044604925e-16	4.4391840630775e-14	0.3,0.256,0.421,0.227,0.288,0.202	0.884,1.0,0.921,0.944,0.866,0.638	-0.593
1870	AT2G22570		chr2	-	9589796	9590214	9589796	9589982	9590080	9590214	1870	4,9,6	20,23,37	21,27,21	17,12,9	247	149	2.52165942682e-06	0.0003918333373868	0.108,0.191,0.089	0.427,0.576,0.585	-0.4	1881		9589796	9589982	9590080	9590214	1881	59,140,61,69,115,71	251,379,215,218,317,237	179,153,156,250,285,81	157,79,109,87,185,45	247	149	0.0	0.0	0.124,0.182,0.146,0.16,0.18,0.153	0.408,0.539,0.463,0.634,0.482,0.521	-0.35
1882	AT2G23980		chr2	-	10202597	10203193	10202597	10202911	10202980	10203193	1882	15,26,20	38,59,69	62,70,47	55,39,45	218	149	0.000252977996541	0.0187963689103298	0.212,0.231,0.165	0.435,0.551,0.417	-0.265	1893		10202597	10202911	10202980	10203193	1893	74,59,81,51,83,67	325,411,339,313,489,449	146,179,172,287,268,91	279,187,214,332,425,153	218	149	1.85629289717e-13	3.0148785824700296e-11	0.135,0.089,0.14,0.1,0.104,0.093	0.263,0.395,0.355,0.371,0.301,0.289	-0.219
2009	AT2G04690		chr2	+	1645913	1646443	1645913	1646031	1646154	1646443	2009	81,95,120	108,96,155	176,218,167	59,47,57	272	149	4.62297977677e-11	2.4743215094112323e-08	0.291,0.352,0.298	0.62,0.718,0.616	-0.338	2021		1645913	1646031	1646154	1646443	2021	249,434,405,345,491,433	339,578,474,446,821,628	682,453,576,814,836,360	319,246,241,359,365,150	272	149	0.0	0.0	0.287,0.291,0.319,0.298,0.247,0.274	0.539,0.502,0.567,0.554,0.556,0.568	-0.262
2116	AT1G54440		chr1	+	20326797	20327518	20326797	20326956	20327359	20327518	2116	38,53,68	79,91,83	83,77,53	17,32,15	552	149	4.93291067105e-07	0.0001072287817668	0.115,0.136,0.181	0.569,0.394,0.488	-0.34	2127		20326797	20326956	20327359	20327518	2127	57,113,74,92,105,69	66,134,93,79,83,99	75,65,47,155,108,33	22,21,24,32,39,5	552	149	8.2261877391e-06	0.0004914910789407	0.189,0.185,0.177,0.239,0.255,0.158	0.479,0.455,0.346,0.567,0.428,0.64	-0.285
2417	AT2G23985		chr2	+	10204801	10205693	10204801	10205501	10205622	10205693	2417	13,17,18	5,5,5	15,6,20	32,23,35	270	149	6.32606208584e-06	0.0009234133656815	0.589,0.652,0.665	0.206,0.126,0.24	0.445	2435		10204801	10205501	10205622	10205693	2435	39,54,66,38,62,59	19,30,21,19,34,29	44,18,21,19,40,10	29,30,26,33,69,14	270	149	0.000687467309467	0.0264700375896997	0.531,0.498,0.634,0.525,0.502,0.529	0.456,0.249,0.308,0.241,0.242,0.283	0.24
2439	AT4G03440		chr4	-	1527056	1527628	1527056	1527173	1527399	1527628	2439	4,13,9	7,8,7	53,31,22	11,3,2	375	149	0.000667761668387	0.0407165564129136	0.185,0.392,0.338	0.657,0.804,0.814	-0.453	2457		1527056	1527173	1527399	1527628	2457	7,20,16,15,22,12	19,24,24,17,26,34	36,32,42,61,80,25	7,5,13,23,16,10	375	149	7.33908600559e-10	7.78542225654221e-08	0.128,0.249,0.209,0.26,0.252,0.123	0.671,0.718,0.562,0.513,0.665,0.498	-0.401
2447	AT1G02960		chr1	-	667150	667437	667150	667281	667372	667437	2447	75,113,119	27,43,38	46,54,39	57,59,42	240	149	1.17417509721e-05	0.001528649038719	0.633,0.62,0.66	0.334,0.362,0.366	0.284	2466		667150	667281	667372	667437	2466	172,222,176,142,309,200	151,269,210,136,258,181	63,62,56,109,99,36	215,196,229,219,306,89	240	149	1.54131929442e-10	1.7416908026945998e-08	0.414,0.339,0.342,0.393,0.426,0.407	0.154,0.164,0.132,0.236,0.167,0.201	0.211
2494	AT1G80780		chr1	+	30357999	30359555	30357999	30358295	30358378	30359555	2494	221,319,450	322,292,345	733,802,699	186,167,177	232	149	2.43238762465e-12	1.9528018646565083e-09	0.306,0.412,0.456	0.717,0.755,0.717	-0.338	2514		30357999	30358295	30358378	30359555	2514	707,1011,909,736,1050,951	682,1012,1031,784,1144,1136	1751,1407,1543,2261,2545,964	436,235,333,431,481,184	232	149	0.0	0.0	0.4,0.391,0.362,0.376,0.371,0.35	0.721,0.794,0.748,0.771,0.773,0.771	-0.388
2523	AT2G33540		chr2	-	14207913	14209192	14207913	14208049	14208174	14209192	2523	33,43,57	36,47,56	119,162,146	29,16,25	274	149	8.200218282180001e-12	5.642921637894436e-09	0.333,0.332,0.356	0.691,0.846,0.761	-0.426	2543		14207913	14208049	14208174	14209192	2543	129,225,130,139,183,175	74,103,75,93,122,93	304,395,362,668,557,220	27,26,30,63,43,9	274	149	0.0	0.0	0.487,0.543,0.485,0.448,0.449,0.506	0.86,0.892,0.868,0.852,0.876,0.93	-0.393
2658	AT3G19460		chr3	+	6748758	6749322	6748758	6748909	6748990	6749322	2658	13,8,22	44,82,78	12,10,23	9,7,13	230	149	2.94830222913e-06	0.0004438116199287	0.161,0.059,0.154	0.463,0.481,0.534	-0.368	2682		6748758	6748909	6748990	6749322	2682	8,38,15,14,23,23	50,103,70,76,111,103	13,8,15,21,25,9	9,4,6,8,16,6	230	149	9.9908969986e-12	1.3316072461210975e-09	0.094,0.193,0.122,0.107,0.118,0.126	0.483,0.564,0.618,0.63,0.503,0.493	-0.422
2775	AT1G27900		chr1	-	9716178	9716607	9716178	9716339	9716537	9716607	2775	2,34,20	60,101,119	85,83,71	66,95,67	347	149	1.35572248983e-07	3.628064018617283e-05	0.014,0.126,0.067	0.356,0.273,0.313	-0.245	2802		9716178	9716339	9716537	9716607	2802	16,49,41,25,27,19	144,155,132,95,179,159	119,95,142,216,186,72	85,65,90,113,100,41	347	149	0.0	0.0	0.046,0.12,0.118,0.102,0.061,0.049	0.375,0.386,0.404,0.451,0.444,0.43	-0.332
2963	AT4G01915		chr4	+	827597	827988	827597	827717	827800	827988	2963	37,40,42	8,19,21	34,40,22	0,1,0	232	149	2.04716021912e-10	9.861170775501041e-08	0.748,0.575,0.562	1.0,0.963,1.0	-0.359	2991		827597	827717	827800	827988	2991	42,69,42,48,88,58	19,19,23,41,36,43	66,43,49,70,80,38	1,5,8,3,15,0	232	149	6.94260869905e-08	5.72820317740665e-06	0.587,0.7,0.54,0.429,0.611,0.464	0.977,0.847,0.797,0.937,0.774,1.0	-0.333
2994	AT1G06960		chr1	+	2137066	2137838	2137066	2137146	2137263	2137838	2994	97,124,183	77,89,112	184,175,165	43,43,34	266	149	2.2583200513e-06	0.0003626109229037	0.414,0.438,0.478	0.706,0.695,0.731	-0.267	3022		2137066	2137146	2137263	2137838	3022	158,241,236,190,256,296	140,191,174,143,206,158	327,318,292,338,410,144	69,45,75,73,119,36	266	149	1.50990331349e-14	2.706371525352076e-12	0.387,0.414,0.432,0.427,0.41,0.512	0.726,0.798,0.686,0.722,0.659,0.691	-0.283
3093	AT1G70100		chr1	+	26405396	26405654	26405396	26405496	26405597	26405654	3093	70,79,95	165,248,237	169,205,116	158,223,129	250	149	0.00082877098602	0.0492862943167696	0.202,0.16,0.193	0.389,0.354,0.349	-0.179	3121		26405396	26405496	26405597	26405654	3121	202,278,259,203,310,290	444,672,602,480,786,599	411,345,391,528,636,240	465,354,363,532,699,240	250	149	1.56707912167e-05	0.0008951293708176	0.213,0.198,0.204,0.201,0.19,0.224	0.345,0.367,0.391,0.372,0.352,0.373	-0.162
3163	AT1G27770		chr1	-	9673280	9675363	9673280	9675232	9675308	9675363	3163	0,7,5	102,174,143	57,44,41	122,160,125	225	149	1.43172139466e-05	0.00176835947643	0.0,0.026,0.023	0.236,0.154,0.178	-0.173	3191		9673280	9675232	9675308	9675363	3191	11,25,13,15,12,18	259,282,271,309,404,287	73,79,65,154,130,66	258,200,273,380,378,127	225	149	8.62760670683e-08	6.899430717246514e-06	0.027,0.055,0.031,0.031,0.019,0.04	0.158,0.207,0.136,0.212,0.186,0.256	-0.159
3186	AT4G31150		chr4	-	15144188	15144609	15144188	15144317	15144492	15144609	3186	8,15,16	53,67,75	54,66,51	69,60,48	324	149	1.00133542396e-05	0.0013781236392043	0.065,0.093,0.089	0.265,0.336,0.328	-0.227	3214		15144188	15144317	15144492	15144609	3214	47,61,37,43,57,57	139,190,188,125,248,189	179,140,174,219,215,97	140,108,107,155,194,83	324	149	0.0	0.0	0.135,0.129,0.083,0.137,0.096,0.122	0.37,0.373,0.428,0.394,0.338,0.35	-0.259
3449	AT1G16560		chr1	+	5668572	5669039	5668572	5668709	5668918	5669039	3449	14,19,31	1,2,2	17,17,29	10,13,10	358	149	0.000253635868626	0.0187963689103298	0.854,0.798,0.866	0.414,0.352,0.547	0.402	3477		5668572	5668739	5668918	5669039	3477	18,28,41,33,49,41	15,17,25,20,17,15	26,47,28,50,46,14	1,0,2,0,7,0	328	149	7.187583861420001e-12	9.831858134647675e-10	0.353,0.428,0.427,0.428,0.567,0.554	0.922,1.0,0.864,1.0,0.749,1.0	-0.463
3827	AT1G12750		chr1	-	4347423	4348390	4347423	4347790	4348240	4348390	3827	16,22,28	8,28,30	64,55,41	8,13,12	599	149	0.000585553298736	0.0366313018183287	0.332,0.163,0.188	0.666,0.513,0.459	-0.318	3857		4347423	4347790	4348240	4348390	3857	27,37,38,22,30,26	49,74,61,63,73,52	81,56,55,111,89,45	34,20,33,39,44,17	599	149	2.22841745057e-11	2.8958284770157153e-09	0.121,0.111,0.134,0.08,0.093,0.111	0.372,0.411,0.293,0.415,0.335,0.397	-0.262
3973	AT3G23480		chr3	+	8420277	8420595	8420277	8420426	8420495	8420595	3973	13,9,12	26,56,83	20,32,34	5,12,5	218	149	9.39248678833e-14	9.048721771877122e-11	0.255,0.099,0.09	0.732,0.646,0.823	-0.586	4007		8420277	8420426	8420495	8420595	4007	10,2,4,4,11,7	40,27,24,12,26,32	12,3,14,10,31,4	5,0,3,0,2,2	218	149	1.91402449445e-13	3.0148785824700296e-11	0.146,0.048,0.102,0.186,0.224,0.13	0.621,1.0,0.761,1.0,0.914,0.578	-0.673
4052	AT1G14970		chr1	-	5164277	5165139	5164277	5164347	5164536	5165139	4052	5,12,3	2,2,8	11,9,6	2,0,0	338	149	0.000184121083033	0.0152915733960338	0.524,0.726,0.142	0.708,1.0,1.0	-0.439	4086		5164277	5164347	5164536	5165139	4086	24,19,45,29,26,8	6,19,11,12,7,10	10,5,8,25,22,11	2,0,0,2,0,2	338	149	6.46965247042e-06	0.0003910378318749	0.638,0.306,0.643,0.516,0.621,0.261	0.688,1.0,1.0,0.846,1.0,0.708	-0.376
4154	AT2G03140		chr2	+	949989	950717	949989	950208	950308	950717	4154	5,4,5	3,11,6	4,9,11	0,0,0	249	149	3.57799345707e-11	2.1543993103382742e-08	0.499,0.179,0.333	1.0,1.0,1.0	-0.663	4188		949989	950208	950308	950717	4188	32,26,21,17,26,12	13,23,18,10,33,19	16,13,13,41,34,9	0,1,4,3,1,0	249	149	1.10904396777e-10	1.3101842146519226e-08	0.596,0.403,0.411,0.504,0.32,0.274	1.0,0.886,0.66,0.891,0.953,1.0	-0.48
4202	AT4G01510		chr4	+	642942	643176	642942	642979	643086	643176	4202	5,6,10	4,4,7	11,11,12	1,0,0	256	149	2.13467690746e-07	5.411967717492011e-05	0.421,0.466,0.454	0.865,1.0,1.0	-0.508	4236		642942	642979	643086	643176	4236	14,61,21,18,3,16	12,15,20,11,16,11	9,10,6,24,11,11	0,0,0,0,2,0	256	149	0.0	0.0	0.404,0.703,0.379,0.488,0.098,0.458	1.0,1.0,1.0,1.0,0.762,1.0	-0.539
4311	AT5G10710		chr5	+	3382099	3382508	3382099	3382197	3382326	3382508	4311	16,11,28	32,70,62	64,67,59	41,49,33	278	149	1.47835315678e-06	0.0002455595571106	0.211,0.078,0.195	0.456,0.423,0.489	-0.295	4347		3382099	3382197	3382326	3382508	4347	77,82,83,79,73,96	146,268,214,153,294,210	165,161,153,300,287,97	138,110,111,213,209,42	278	149	7.638334409419999e-14	1.2807762019408116e-11	0.22,0.141,0.172,0.217,0.117,0.197	0.391,0.44,0.425,0.43,0.424,0.553	-0.266
4322	AT4G32590		chr4	+	15721693	15722300	15721693	15721807	15722015	15722300	4322	62,53,63	534,788,900	487,518,448	150,174,148	357	149	0.0	0.0	0.046,0.027,0.028	0.575,0.554,0.558	-0.529	4358		15721693	15721807	15722015	15722300	4358	21,52,25,34,36,21	827,1295,993,917,1295,1006	157,149,177,203,306,99	380,297,361,422,657,182	357	149	2.22044604925e-15	4.122099487143392e-13	0.01,0.016,0.01,0.015,0.011,0.009	0.147,0.173,0.17,0.167,0.163,0.185	-0.156
4366	AT2G25740		chr2	+	10980121	10980688	10980121	10980344	10980620	10980688	4366	20,27,24	10,24,13	238,208,202	24,26,14	425	149	2.66763885426e-08	8.566677573980278e-06	0.412,0.283,0.393	0.777,0.737,0.835	-0.42	4402		10980121	10980344	10980620	10980688	4402	84,135,124,117,132,89	98,147,133,121,161,129	704,614,689,1096,1229,466	91,79,101,103,143,45	425	149	0.0	0.0	0.231,0.244,0.246,0.253,0.223,0.195	0.731,0.732,0.705,0.789,0.751,0.784	-0.517
