Geneid	Chr	Start	End	Strand	Length	logFC	abs	exon.F	P.Value	FDR
AT3G21175	3	7423762	7424132	+	371	1.73200936128266	1.73200936128266	59.4313110536477	5.04833750675992E-11	3.44173679172002E-08
AT1G04270+AT1G04260	1	1140278	1141557	-	1280	-0.3870832229551	0.3870832229551	67.4302585076153	5.33040802246482E-11	3.61530802674175E-08
AT4G31780+AT4G31790	4	15377224	15377320	+	97	0.810627417632741	0.810627417632741	55.4928905681138	5.84865408258768E-11	3.94646182324515E-08
AT4G28240+AT4G28230	4	13995779	13997291	-	1513	0.543662834096654	0.543662834096654	82.2614846004294	6.53479964166894E-11	4.38695103087325E-08
AT4G26530+AT4G26520+AT4G26510	4	13392043	13392471	+	429	-0.233576726565566	0.233576726565566	48.568504888935	6.85216810621407E-11	4.57665699110427E-08
AT1G27450	1	9531839	9532178	+	340	-0.541404387247647	0.541404387247647	58.27358235373	6.98787966529615E-11	4.64372837616163E-08
AT4G26530+AT4G26520+AT4G26510	4	13392572	13393102	+	531	-0.237253552754407	0.237253552754407	48.4144077805722	7.28334199526041E-11	4.81575304720788E-08
AT4G26530+AT4G26520+AT4G26510	4	13391673	13391926	+	254	-0.232836632229828	0.232836632229828	48.1812550540453	7.98856364605085E-11	5.25563607991862E-08
AT3G24180+AT3G24170	3	8736727	8736788	-	62	-0.532874720175078	0.532874720175078	51.6743072248849	8.28625150574728E-11	5.42436162624239E-08
AT1G27450	1	9532179	9532201	+	23	-0.576424690568217	0.576424690568217	57.5239893040139	8.63885773943751E-11	5.6271894183042E-08
AT3G26890+AT3G26900	3	9910793	9910872	-	80	1.15459240433193	1.15459240433193	49.5189067724797	9.46293443130438E-11	6.13361305190443E-08
AT1G77060+AT1G77030	1	28952669	28952751	-	83	-0.740273131678498	0.740273131678498	52.6424772644849	9.99104475071832E-11	6.44417488850375E-08
AT3G26890+AT3G26900	3	9907639	9908052	-	414	0.319324203815469	0.319324203815469	49.2995358647444	1.02661514652243E-10	6.58931679825728E-08
AT3G26890+AT3G26900	3	9908835	9909083	-	249	0.390730689548681	0.390730689548681	49.2705237633227	1.03774433294118E-10	6.62841561087707E-08
AT1G59990+AT1G60000	1	22094345	22094562	-	218	-0.282169315525165	0.282169315525165	53.334402496258	1.15523108840716E-10	7.34319571891428E-08
AT1G27770	1	9675233	9675308	-	76	1.78168837990516	1.78168837990516	54.3071156159829	1.31465602916276E-10	8.3164002721734E-08
AT1G36180	1	13547263	13547424	+	162	2.51216494195975	2.51216494195975	47.4005932988621	1.36105352925501E-10	8.56871111606915E-08
AT4G31170	4	15155467	15155575	-	109	0.813516741875237	0.813516741875237	55.1326850244437	1.7140195021935E-10	1.07394748609104E-07
AT3G09600	3	2948156	2948177	+	22	0.503375506343165	0.503375506343165	51.8428251293665	1.86080290510067E-10	1.16039140023811E-07
AT1G68010	1	25495784	25496053	+	270	0.277291309720185	0.277291309720185	51.1817246603103	1.92094054262251E-10	1.19224262102702E-07
AT4G28706+AT4G28710	4	14169944	14170082	+	139	-0.427342079914632	0.427342079914632	44.0528145107864	1.9368600501479E-10	1.19647938280944E-07
AT5G44020+AT5G44030	5	17714858	17715050	+	193	0.954275541921266	0.954275541921266	50.7443097635625	2.21794066739962E-10	1.36371221998025E-07
AT1G69523+AT1G69520	1	26128811	26129032	+	222	-1.18249527011052	1.18249527011052	52.5554880841438	2.24776754546168E-10	1.37562328308978E-07
AT5G64980	5	25963011	25963189	-	179	2.07917960169211	2.07917960169211	54.0940887359231	2.31768810233644E-10	1.41184760563577E-07
AT1G59990+AT1G60000	1	22090492	22090543	-	52	0.479176116086927	0.479176116086927	51.0302388211605	2.41800559424353E-10	1.46616939209663E-07
AT3G22450+AT3G22440	3	7962443	7963398	+	956	1.02298064528764	1.02298064528764	62.989634045696	2.47527190993797E-10	1.4872912953011E-07
AT1G36180	1	13546976	13547182	+	207	4.74103141990923	4.74103141990923	45.8747970559207	2.47544664172049E-10	1.4872912953011E-07
AT1G77060+AT1G77030	1	28952527	28952551	-	25	-0.747233226871321	0.747233226871321	49.8931639860439	2.49483205542626E-10	1.49212503191332E-07
AT1G06680+AT1G06670	1	2042581	2042706	+	126	0.747727702600091	0.747727702600091	47.0711464062264	2.8396641945574E-10	1.69067952513877E-07
AT5G22450+AT5G22460	5	7445401	7445573	-	173	0.996967031105751	0.996967031105751	46.3124942762339	3.14608331772478E-10	1.86467791379689E-07
AT3G20730+AT3G20720	3	7247809	7248878	+	1070	1.06311495893508	1.06311495893508	51.1376247122839	3.17140194655713E-10	1.87125514226924E-07
AT1G42550+AT1G42540	1	15975262	15975539	+	278	-0.461706585147057	0.461706585147057	53.8735998133331	3.2702588076226E-10	1.92097046271506E-07
AT3G24180+AT3G24170	3	8737762	8737946	-	185	-0.356890602531346	0.356890602531346	47.7250408293754	4.31536591199221E-10	2.52360680592899E-07
AT1G10900	1	3636515	3636997	-	483	1.40507465460999	1.40507465460999	50.9877143004085	4.5662358974676E-10	2.65849890775615E-07
AT3G26890+AT3G26900	3	9913631	9913703	-	73	-0.380020723113398	0.380020723113398	45.2205139613111	4.76154649102048E-10	2.75999791075764E-07
AT5G44290	5	17842387	17842671	-	285	-0.45870236154544	0.45870236154544	47.8927695287117	4.91102043724333E-10	2.83415420224579E-07
AT1G49950	1	18497084	18497128	-	45	-1.8298944693572	1.8298944693572	52.2165908237851	5.26357229066452E-10	3.02434750407575E-07
AT5G44290	5	17842765	17843307	-	543	-0.370762404010186	0.370762404010186	47.6032143056828	5.42128517832213E-10	3.1014229672976E-07
AT2G45000+AT2G45010	2	18569029	18569297	+	269	-0.446467613012459	0.446467613012459	49.0299766228935	5.56608799896571E-10	3.17047745807753E-07
AT3G05160	3	1456699	1456883	-	185	2.10886184818441	2.10886184818441	46.6974904998373	5.65023671369349E-10	3.20453662306498E-07
AT5G53470+AT5G53460	5	21712215	21712614	+	400	-0.621896427803225	0.621896427803225	48.5876754703273	5.74335843900569E-10	3.24337064397395E-07
AT1G78960	1	29696514	29696707	+	194	4.48922056904187	4.48922056904187	46.4625164366509	6.13904185885963E-10	3.45200422541407E-07
AT1G79920	1	30062723	30062824	-	102	-0.741588889707789	0.741588889707789	49.2946909298932	6.22336288891134E-10	3.48452708748964E-07
AT5G57030+AT5G57020	5	23075448	23077119	+	1672	0.242857292003874	0.242857292003874	49.2690878606947	6.27398534676163E-10	3.49798609297266E-07
AT1G49600	1	18357545	18357642	-	98	-2.21488513069197	2.21488513069197	53.7593428478744	6.35768413834351E-10	3.52969502632532E-07
AT3G53140+AT3G53130	3	19697056	19697542	+	487	0.916527017491129	0.916527017491129	49.0571935930315	6.70949626600388E-10	3.70936474447279E-07
AT4G00620+AT4G00630	4	260608	261245	-	638	0.477929252202861	0.477929252202861	43.547256028423	7.80035780291055E-10	4.29440702656555E-07
AT1G78960	1	29696470	29696502	+	33	4.46961157994548	4.46961157994548	45.6969402646457	8.05226645980019E-10	4.4146215354752E-07
AT1G49660+AT1G49650	1	18377154	18378633	-	1480	0.412052693927725	0.412052693927725	66.542830791217	9.11251919013266E-10	4.97517079883181E-07
AT4G24730	4	12753644	12754010	-	367	1.35362813624383	1.35362813624383	62.5663453995999	9.22563135702307E-10	5.01611300961049E-07
AT1G50460	1	18696591	18696718	+	128	0.607678275165524	0.607678275165524	50.2131114843814	9.44423327489766E-10	5.11383855999078E-07
AT3G24180+AT3G24170	3	8736870	8736942	-	73	-0.509612628690592	0.509612628690592	45.7478326569621	9.86989272786962E-10	5.32242055426376E-07
AT3G47010+AT3G47000	3	17318037	17318280	-	244	-0.672599370788927	0.672599370788927	44.10885085267	1.03305650638242E-09	5.54810375727722E-07
AT4G34840+AT4G34850	4	16608313	16608532	+	220	2.56691381115299	2.56691381115299	46.9010565903599	1.11315019313263E-09	5.93863555011495E-07
AT1G72330+AT1G72340	1	27235279	27235416	+	138	0.70310811913021	0.70310811913021	44.170780729864	1.11605389959868E-09	5.93863555011495E-07
AT4G30993+AT4G08425	4	15100551	15100656	+	106	1.17681760313292	1.17681760313292	46.8842399529633	1.11931358076023E-09	5.93863555011495E-07
AT3G26890+AT3G26900	3	9913810	9913864	-	55	-0.363934632716214	0.363934632716214	42.9802411603603	1.12394201314239E-09	5.93924362037198E-07
AT5G14270+AT5G14280	5	4609431	4609730	+	300	0.822777587160786	0.822777587160786	44.7800293781527	1.26174394974719E-09	6.62413560011949E-07
AT5G11850	5	3818282	3818322	-	41	-0.725675542911745	0.725675542911745	47.0762154018453	1.26361960163095E-09	6.62413560011949E-07
AT5G46410+AT5G46420	5	18831033	18831293	+	261	-0.30598342898538	0.30598342898538	48.2477463890445	1.39633290984667E-09	7.2907971406633E-07
AT4G02120	4	942544	942609	+	66	0.78680771217158	0.78680771217158	42.7815435503792	1.42091299929777E-09	7.3898146851621E-07
AT2G01420	2	182005	182016	-	12	0.397202520560033	0.397202520560033	50.6795995633356	1.47699622800578E-09	7.65124750727451E-07
AT1G69550	1	26148021	26150968	-	2948	-0.434731236780861	0.434731236780861	57.3577955812439	1.50198266197668E-09	7.75017163451883E-07
AT5G22800	5	7620114	7620278	-	165	3.28098100672883	3.28098100672883	49.2415894738707	1.646695045425E-09	8.46369091335843E-07
AT1G77060+AT1G77030	1	28953000	28953073	-	74	-0.688991956481779	0.688991956481779	44.1874189487243	1.768218240581E-09	9.05293338044385E-07
AT5G39340+AT5G39350	5	15750892	15752962	+	2071	0.57973102205885	0.57973102205885	48.9061602669293	1.81482994905468E-09	9.23793496329574E-07
AT3G17460+AT3G17465	3	5976645	5977721	-	1077	-0.704749440678796	0.704749440678796	52.5933754070126	1.81839439081738E-09	9.23793496329574E-07
AT5G53470+AT5G53460	5	21711566	21711654	+	89	-0.740888417849259	0.740888417849259	45.4275336823294	2.06775932372701E-09	1.04643732329491E-06
AT5G44020+AT5G44030	5	17715131	17715249	+	119	0.805287143586298	0.805287143586298	43.9924954890193	2.16755728377845E-09	1.09273953962561E-06
AT4G34840+AT4G34850	4	16609721	16609829	+	109	4.99203954524575	4.99203954524575	44.6274378835544	2.36445938250138E-09	1.18745496599294E-06
AT2G41430	2	17269510	17269719	+	210	0.433432379522973	0.433432379522973	48.9433140149181	2.40118852905935E-09	1.20131553408783E-06
AT1G19000+AT1G18990	1	6559058	6560490	-	1433	-2.5240145970885	2.5240145970885	51.3279009998513	2.51533316688061E-09	1.2536553892613E-06
AT4G31150	4	15144318	15144492	-	175	1.38435682948547	1.38435682948547	45.3418621600844	2.67696991265686E-09	1.32918122316029E-06
AT5G44020+AT5G44030	5	17715337	17715406	+	70	0.683935496443059	0.683935496443059	43.2523752964735	2.80304321649974E-09	1.38654745633015E-06
AT1G72330+AT1G72340	1	27235490	27235685	+	196	0.776918164739678	0.776918164739678	41.5869566056177	2.90477192955835E-09	1.43148683790022E-06
AT1G47570	1	17477579	17478654	+	1076	1.00086222822894	1.00086222822894	43.0895618155801	2.96674088663528E-09	1.45657014597979E-06
AT5G22450+AT5G22460	5	7436932	7437599	-	668	-0.301416528175945	0.301416528175945	40.3708932516037	3.10277108837334E-09	1.51769337188504E-06
AT2G28550	2	12227014	12227119	-	106	1.00109868410106	1.00109868410106	43.2993157680309	3.17596321070894E-09	1.54774097519212E-06
AT4G00620+AT4G00630	4	259816	260052	-	237	0.414604126076886	0.414604126076886	39.7895268638417	3.43564131843828E-09	1.66811162006934E-06
AT3G47010+AT3G47000	3	17317847	17317951	-	105	-0.825836576652129	0.825836576652129	40.8603629422455	3.48991888177482E-09	1.68823542847444E-06
AT4G00620+AT4G00630	4	260130	260455	-	326	0.503667925845333	0.503667925845333	39.7286314430235	3.520164317282E-09	1.6966289403064E-06
AT2G35840+AT2G35850	2	15056996	15057426	+	431	-1.0286566601863	1.0286566601863	42.577905381144	3.54771964753183E-09	1.70366935584887E-06
AT1G31420	1	11252756	11252758	+	3	-0.374749987004842	0.374749987004842	45.7340168066496	3.62151702732989E-09	1.73278395977833E-06
AT5G05960+AT5G05950	5	1788738	1789537	+	800	-0.459881240507858	0.459881240507858	53.2282703451398	3.84173586709457E-09	1.83149189730593E-06
AT2G04690	2	1646032	1646066	+	35	0.560423036611756	0.560423036611756	45.5192767270195	3.87156752510704E-09	1.83905048153812E-06
AT2G04790	2	1679887	1679909	+	23	-1.3724055393177	1.3724055393177	46.2854544094518	3.91983024395416E-09	1.85527821463757E-06
AT1G59990+AT1G60000	1	22093573	22093807	-	235	-0.289929041334133	0.289929041334133	42.6581477279101	3.96026698582915E-09	1.86769881623088E-06
AT4G28706+AT4G28710	4	14168911	14169061	+	151	-0.362212298538974	0.362212298538974	37.1496355841592	4.06405272744492E-09	1.90979997794455E-06
AT5G61020	5	24559242	24559247	-	6	-0.42367745936857	0.42367745936857	47.0602567423131	4.10468493815839E-09	1.92202967785745E-06
AT3G23480+AT3G23470	3	8420427	8420495	+	69	1.82092838616856	1.82092838616856	40.8732470247753	4.16849684193598E-09	1.9449881062592E-06
AT1G19690+AT1G19700	1	6807715	6808192	-	478	-0.423492047162647	0.423492047162647	41.1123620805533	4.2181772099937E-09	1.9612139191299E-06
AT3G17185	3	5861606	5861997	+	392	1.01395064065441	1.01395064065441	54.9894858597604	4.46191063466044E-09	2.06723147675347E-06
AT1G19650	1	6798954	6799098	-	145	1.08873937324978	1.08873937324978	41.8993685872592	4.50231421503973E-09	2.07863158631829E-06
AT3G09600	3	2947984	2948155	+	172	0.832257223044769	0.832257223044769	42.1023514676675	4.79970509406391E-09	2.20818320479663E-06
AT1G21651+AT1G21650	1	7601665	7601901	-	237	-0.652074585776351	0.652074585776351	40.5361312451663	5.12361069093883E-09	2.34898805262383E-06
AT1G29970+AT1G29965	1	10501004	10501054	-	51	-0.685201211218265	0.685201211218265	43.7355433685135	5.45467442527188E-09	2.49208543820434E-06
AT2G46420	2	19054066	19054760	+	695	0.983525063723254	0.983525063723254	43.6283957005412	5.64439339242767E-09	2.56983957848526E-06
AT4G28706+AT4G28710	4	14169537	14169663	+	127	-0.376362617819126	0.376362617819126	36.3585241385783	5.79153801292558E-09	2.62774062138874E-06
AT5G46410+AT5G46420	5	18832546	18833060	+	515	-0.27690437509991	0.27690437509991	44.5125033070333	5.99984099239618E-09	2.71289717504638E-06
AT1G36180	1	13546515	13546897	+	383	2.21756023765447	2.21756023765447	37.7813284691863	6.43808472464065E-09	2.90108476021744E-06
AT4G26530+AT4G26520+AT4G26510	4	13391492	13391593	+	102	-0.226741984817028	0.226741984817028	37.3654730586151	6.58148612333621E-09	2.95558144239746E-06
AT5G37850	5	15065513	15065604	+	92	-0.79186992119989	0.79186992119989	40.7705048385953	6.71187798414087E-09	3.00388501114038E-06
AT1G29970+AT1G29965	1	10500819	10500894	-	76	-0.672121517561141	0.672121517561141	42.89736454279	7.13360842069695E-09	3.18180699114198E-06
AT3G26890+AT3G26900	3	9908348	9908428	-	81	0.371674201804485	0.371674201804485	38.6929796636743	7.20455699076518E-09	3.20259596043207E-06
AT1G07890	1	2437742	2437751	+	10	0.624278259064848	0.624278259064848	39.3788076024603	7.28749293477133E-09	3.22855566620968E-06
AT1G10360+AT1G10370	1	3396954	3397636	-	683	0.270048585282458	0.270048585282458	50.4292784409261	7.43323634102248E-09	3.28207316951476E-06
AT1G07700	1	2379730	2379798	+	69	-0.467070252735249	0.467070252735249	44.9129085350929	7.65684290902213E-09	3.36949743520476E-06
AT5G40810	5	16340260	16340588	+	329	1.57517353862496	1.57517353862496	44.0127628980207	7.76320021661375E-09	3.40410818738756E-06
AT5G44290	5	17843415	17843432	-	18	-1.39180821640889	1.39180821640889	40.0251871793024	7.78723477457388E-09	3.40410818738756E-06
AT4G28706+AT4G28710	4	14167755	14167887	+	133	-0.537966271901556	0.537966271901556	35.6541139926678	7.94679554013646E-09	3.46235566349542E-06
AT4G23570	4	12299878	12299923	+	46	-0.734032561638152	0.734032561638152	41.607774429239	8.17196569243954E-09	3.54870981467162E-06
AT3G06400	3	1944683	1944688	+	6	1.4342702853535	1.4342702853535	37.8733298273003	8.33158766991293E-09	3.60612491453774E-06
AT4G34150+AT4G34160	4	16357461	16358376	+	916	0.363723858599727	0.363723858599727	42.373030672333	8.44630464075951E-09	3.64379120762785E-06
AT4G37010+AT4G37000	4	17444878	17445030	+	153	-1.92960081484976	1.92960081484976	47.7535467466713	9.36778407876402E-09	4.02811654019507E-06
AT3G26890+AT3G26900	3	9913963	9914003	-	41	-0.35972574335724	0.35972574335724	38.034240401724	9.65842679698561E-09	4.13956397237971E-06
AT5G46410+AT5G46420	5	18830626	18830760	+	135	-0.327196515679848	0.327196515679848	43.1839126904169	1.00848035710128E-08	4.30827392555291E-06
AT1G59990+AT1G60000	1	22094094	22094344	-	251	-0.237291167614254	0.237291167614254	39.8535564762849	1.05421002884253E-08	4.48905829725149E-06
AT1G77060+AT1G77030	1	28949443	28949556	-	114	0.454605100116947	0.454605100116947	39.0691756177836	1.10213306935011E-08	4.67798603651672E-06
AT5G62000	5	24914814	24914816	+	3	-0.345421784875491	0.345421784875491	43.9803780088211	1.19165198269244E-08	5.04168412317326E-06
AT3G47010+AT3G47000	3	17319034	17319238	-	205	-0.775075449160278	0.775075449160278	37.6418272947759	1.19786682970737E-08	5.05173460211751E-06
AT4G28706+AT4G28710	4	14169762	14169764	+	3	-0.565871944323902	0.565871944323902	34.4996064529743	1.33738730795626E-08	5.62211132886827E-06
AT5G45472+AT5G45475+AT5G45469+AT5G45490	5	18421963	18424029	+	2067	0.392746695663139	0.392746695663139	37.3275889973939	1.35317090179348E-08	5.67034630850586E-06
AT5G16030	5	5238680	5238682	+	3	0.56584995459548	0.56584995459548	40.9109711948005	1.35862084972284E-08	5.67511024716447E-06
AT3G13120	3	4220273	4220288	-	16	-1.84327349828956	1.84327349828956	44.5195635229377	1.55076338922124E-08	6.45376299769562E-06
AT4G28706+AT4G28710	4	14178510	14178722	+	213	0.436756356774307	0.436756356774307	34.1665076241634	1.55483995946884E-08	6.45376299769562E-06
AT4G39260	4	18273899	18274005	-	107	0.727265070246805	0.727265070246805	41.0362425255078	1.5785400144119E-08	6.53153196717933E-06
AT1G06680+AT1G06670	1	2042962	2043014	+	53	0.795449572698665	0.795449572698665	36.5654577364711	1.58908622191062E-08	6.55455724115289E-06
AT5G15270	5	4960734	4960847	+	114	2.1457955207892	2.1457955207892	40.856189866559	1.67230684535799E-08	6.87626445016746E-06
AT1G59990+AT1G60000	1	22090238	22090418	-	181	0.545898331187363	0.545898331187363	38.5387536442497	1.68148113179278E-08	6.87978453819382E-06
AT1G28520	1	10029436	10029673	+	238	1.04898624549058	1.04898624549058	40.8351721350562	1.68362019873871E-08	6.87978453819382E-06
AT3G27830	3	10319153	10319432	+	280	0.369206589611434	0.369206589611434	46.9990433934544	1.71630499771912E-08	6.99163143327814E-06
AT5G26730	5	9300553	9300801	+	249	-1.56500365504359	1.56500365504359	50.0722737175386	1.74667583673026E-08	7.0729204010895E-06
AT5G46410+AT5G46420	5	18831674	18831944	+	271	-0.265452351562304	0.265452351562304	41.7793337923503	1.74701064026485E-08	7.0729204010895E-06
AT5G05960+AT5G05950	5	1789993	1790589	+	597	0.44365079624005	0.44365079624005	46.8644155116226	1.77477417467029E-08	7.15133866161942E-06
AT5G46410+AT5G46420	5	18830370	18830509	+	140	-0.333789033319158	0.333789033319158	41.7354856361046	1.77724997328567E-08	7.15133866161942E-06
AT4G12020	4	7201856	7202002	+	147	1.81145339294654	1.81145339294654	36.603825942665	1.79368945819441E-08	7.19548369572444E-06
AT1G10360+AT1G10370	1	3397953	3398358	-	406	0.265752693496902	0.265752693496902	46.598728035128	1.89635612669078E-08	7.57023859595779E-06
AT4G23250+AT4G23240	4	12161171	12161408	-	238	-1.25893245846132	1.25893245846132	37.0779731495791	1.89861508042018E-08	7.57023859595779E-06
AT5G48545+AT5G48543	5	19677601	19677693	+	93	0.917961863300564	0.917961863300564	40.9987098438451	1.96710484258111E-08	7.81962803873053E-06
AT1G52400	1	19518056	19518211	+	156	0.554724559532005	0.554724559532005	37.103657148732	2.05959913326819E-08	8.16265043241852E-06
AT5G60960+AT5G60950	5	24526847	24527197	-	351	-1.24227458569915	1.24227458569915	44.5680047565216	2.15811279404294E-08	8.52739709691819E-06
AT3G47010+AT3G47000	3	17318367	17318512	-	146	-0.684869107343019	0.684869107343019	36.1147271865032	2.17179255572926E-08	8.55575726617667E-06
AT5G22875	5	7650711	7651265	+	555	0.762598919096249	0.762598919096249	42.2119675473115	2.21937560694267E-08	8.71711113390775E-06
AT5G60960+AT5G60950	5	24527939	24528088	-	150	-1.26433658472847	1.26433658472847	44.4443436120393	2.23049895327412E-08	8.73472683847783E-06
AT4G32590	4	15722070	15722237	+	168	0.81496683366548	0.81496683366548	41.192369535701	2.32875097280716E-08	9.09242505195825E-06
AT4G34265	4	16402736	16402780	+	45	-1.30141514956104	1.30141514956104	41.0973613567418	2.39717720773464E-08	9.33189881113953E-06
AT1G77060+AT1G77030	1	28948357	28948483	-	127	0.351429832991975	0.351429832991975	36.9318451208577	2.41921368319169E-08	9.3899031628519E-06
AT4G00700+AT4G00690+AT4G00695	4	289078	289575	+	498	-1.81821824766872	1.81821824766872	36.9847234589173	2.70589904822918E-08	1.04717497313808E-05
AT1G43170	1	16268745	16268865	+	121	0.489504547228076	0.489504547228076	37.1580580378605	2.760940316559E-08	1.06534242203084E-05
AT4G09980	4	6249105	6249115	-	11	2.28985162461587	2.28985162461587	41.3816509817643	2.83373068807167E-08	1.08894209028689E-05
AT4G26965	4	13539829	13539832	+	4	1.05786649378961	1.05786649378961	39.2196610472262	2.83865310549862E-08	1.08894209028689E-05
AT1G50460	1	18697073	18697706	+	634	-0.275252003545473	0.275252003545473	39.2098723047538	2.84772410300873E-08	1.0892461911331E-05
AT4G28706+AT4G28710	4	14181660	14182168	+	509	0.465040137405414	0.465040137405414	32.8031972668096	2.88695563537192E-08	1.10105140738145E-05
AT3G04610	3	1254283	1254768	-	486	0.641369532304754	0.641369532304754	39.1469467367202	2.9067531670705E-08	1.10539790453748E-05
AT2G06025	2	2351549	2351671	+	123	0.626080711993279	0.626080711993279	36.4124085394084	2.9345964941708E-08	1.11039244648719E-05
AT2G35830+AT2G35820	2	15051482	15051818	+	337	0.290684432235848	0.290684432235848	39.1154570146869	2.93676476776341E-08	1.11039244648719E-05
AT2G45000+AT2G45010	2	18569376	18569857	+	482	-0.362571077684189	0.362571077684189	37.2708380597058	2.99073722938639E-08	1.12755935216456E-05
AT4G35100	4	16710107	16710289	+	183	1.20492801945886	1.20492801945886	41.9852579402607	3.15792311510383E-08	1.18522996444377E-05
AT4G18140+AT4G18130	4	10047639	10047976	-	338	-0.578313132072097	0.578313132072097	36.7834866180291	3.16171818846292E-08	1.18522996444377E-05
AT3G26890+AT3G26900	3	9912462	9912526	-	65	-0.404542300045472	0.404542300045472	35.076204206542	3.60818651012822E-08	1.34875446822773E-05
AT1G80780	1	30358296	30358378	+	83	0.424306373169287	0.424306373169287	42.646576408886	3.62214338819985E-08	0.0000135013599115
AT3G03350	3	791273	791509	+	237	3.07194461359967	3.07194461359967	38.4653376905648	3.63311337525867E-08	1.35039950509367E-05
AT4G37010+AT4G37000	4	17445136	17445238	+	103	-2.35448349565164	2.35448349565164	42.6244659184577	3.64403167678614E-08	1.35064237746435E-05
AT1G07890	1	2437752	2437833	+	82	0.510261474959705	0.510261474959705	35.1321134210198	3.68778675773258E-08	1.36302048819015E-05
AT2G45000+AT2G45010	2	18564017	18565626	+	1610	0.303144678618892	0.303144678618892	36.4623473592026	3.99218874877873E-08	1.46905566133269E-05
AT1G77060+AT1G77030	1	28949720	28949777	-	58	0.542609178087217	0.542609178087217	35.5859475120923	3.99700504455197E-08	1.46905566133269E-05
AT5G01410	5	172087	172560	-	474	0.364564685351388	0.364564685351388	47.34850948745	4.23541575089838E-08	1.5523447606893E-05
AT3G60600+AT3G60590	3	22398886	22399753	+	868	-0.310445567647299	0.310445567647299	36.2827880220216	4.48164782869165E-08	1.63802983236505E-05
AT1G50460	1	18696915	18696993	+	79	-0.298135884869074	0.298135884869074	37.7749265231248	4.56110943059842E-08	1.6623205231651E-05
AT1G70610	1	26622787	26622797	+	11	0.951737007830118	0.951737007830118	34.7765877859231	4.57337439398206E-08	1.6623205231651E-05
AT3G26890+AT3G26900	3	9910873	9910944	-	72	0.95797746311413	0.95797746311413	34.3016303835431	5.09787418691955E-08	1.84786002104872E-05
AT3G26890+AT3G26900	3	9907262	9907512	-	251	0.422005760789944	0.422005760789944	34.2831536106775	5.14009099368558E-08	1.85804404631361E-05
AT1G69523+AT1G69520	1	26128625	26128721	+	97	-1.31439243647617	1.31439243647617	36.0557185126068	5.22800301866913E-08	1.88464495669443E-05
AT4G28706+AT4G28710	4	14167969	14167974	+	6	-0.555191589903199	0.555191589903199	31.3459341316108	5.61653314350752E-08	2.01585898848492E-05
AT4G30993+AT4G08425	4	15099411	15099503	+	93	-0.735112756532077	0.735112756532077	35.5111873448641	5.62263164162948E-08	2.01585898848492E-05
AT1G72330+AT1G72340	1	27235765	27235919	+	155	0.737296885972777	0.737296885972777	33.7353677188316	5.93473017442758E-08	2.12197245005708E-05
AT5G50915	5	20710591	20710724	-	134	1.38349276933178	1.38349276933178	36.9014604648963	6.09589173875479E-08	2.17368926583636E-05
AT3G10420	3	3238996	3239179	+	184	-0.544273145251239	0.544273145251239	36.2440942232736	6.47751154488366E-08	2.30352565287634E-05
AT1G77060+AT1G77030	1	28947743	28948266	-	524	0.345476747257091	0.345476747257091	34.2437543692678	6.63159179163011E-08	2.351962847307E-05
AT4G33580+AT4G33565	4	16136749	16138250	+	1502	-0.259706360732341	0.259706360732341	35.2210285287642	7.03663650245006E-08	2.48890751170935E-05
AT1G12750	1	4347791	4348240	-	450	1.03076236458446	1.03076236458446	36.2300625825399	7.47337635312693E-08	2.63629862511552E-05
AT1G56500	1	21159744	21160129	+	386	-0.198902009388053	0.198902009388053	34.1049408518525	7.95333963551347E-08	2.79810822433483E-05
AT4G35750+AT4G35760	4	16941551	16942030	-	480	-0.29074505250348	0.29074505250348	35.426187859699	8.57982489686731E-08	3.01046608027975E-05
AT4G28706+AT4G28710	4	14168655	14168707	+	53	-0.382929061958125	0.382929061958125	30.2973205041845	9.09062836752971E-08	3.18121220737019E-05
AT1G79270	1	29816191	29816510	+	320	0.810104156777259	0.810104156777259	37.6668392780019	9.27649045425533E-08	3.23764280498796E-05
AT4G18140+AT4G18130	4	10047046	10047250	-	205	-0.678076187552424	0.678076187552424	33.8402916512857	9.31529859186671E-08	3.24258643761701E-05
AT3G57062	3	21122299	21122322	+	24	-0.842616876883461	0.842616876883461	39.1617797416335	9.54413069208237E-08	3.31347538874276E-05
AT2G43200+AT2G43190+AT2G43210	2	17958227	17958898	+	672	-0.322162808724272	0.322162808724272	34.5711175658692	9.6981031871416E-08	3.35807031384449E-05
AT5G25630	5	8947498	8947696	+	199	0.354170720806108	0.354170720806108	37.9903679667747	1.00991674186909E-07	3.4877646975956E-05
AT5G20720	5	7016457	7016481	+	25	0.74614261777635	0.74614261777635	34.8181397058689	1.05894215215424E-07	3.64750129419639E-05
AT1G77930	1	29302164	29302248	+	85	0.617256697925392	0.617256697925392	36.8477281525887	1.11959306587835E-07	3.84634297689838E-05
AT4G28706+AT4G28710	4	14178842	14178981	+	140	0.464259884301166	0.464259884301166	29.828264874554	1.12837853479621E-07	3.86643018827996E-05
AT1G70790+AT1G70800	1	26700852	26701418	+	567	0.774273384185499	0.774273384185499	34.9688897295828	1.16880533514853E-07	3.99455161541581E-05
AT3G25840	3	9456874	9456929	-	56	-1.24631237906566	1.24631237906566	34.0907473285187	1.1925271536241E-07	4.06506555302347E-05
