Name	Chr	Start	End	Strand	Score	Cai	Parker	Sun	Wang
AT4G21150	4	11278631	11278644	+	0.0200368613771233		-0.0891985005	-0.173663129	
AT4G39100	4	18218733	18218753	-	5.02030732842795E-06	-0.1266086026	-0.1343209969	-0.1332703849	-0.1342794122
AT1G08570	1	2712985	2713010	+	3.32695747915251E-06	-0.1146871445	-0.1849336035	-0.0980943204	
AT1G67950	1	25479375	25479378	-	0.0006664574558407	-0.137122631		-0.1300993682	
AT2G37480	2	15739250	15739253	+	4.39932935823739E-05	-0.1276520154	-0.1515770126	-0.1270842436	
AT1G62250	1	22995919	22996058	-	1.12153824812687E-06	-0.113967474	-0.1465616673	-0.1512647617	
AT1G29850	1	10448846	10448849	+	9.26719581899434E-10	-0.1371837377	-0.1440204224	-0.1325236708	
AT1G13980	1	4789461	4789492	+	0.0018247259911128	-0.1348029116	-0.14296835		
AT4G18740	4	10303631	10303725	-	0.0003953577979931	-0.3333333333	0.1658652369	-0.25	
AT4G09150	4	5831044	5831047	+	0.0266789801322138	-0.1658737807	-0.1136187229		
AT2G22250	2	9460285	9460338	-	0.0042417028071759			-0.4446109218	0.1647668014
AT1G29040_and_AT1G29041	1	10134536	10134581	+	1.15856761586567E-10	-0.1507941228	-0.0824346053	-0.1958914035	
AT1G79110	1	29759999	29760008	+	0.0012181583831805	-0.0791778152		-0.2078417272	
AT1G10600	1	3504359	3504488	+	0.0014701609026127		-0.1033183336	-0.1856221039	
AT4G33625	4	16153345	16153716	-	0.0247431589882911		-0.1350328001	-0.1577315799	
AT3G04610	3	1254282	1254769	-	0.0098201690869187		-0.1412617934	-0.1542290304	
AT3G01150	3	52645	52746	+	0.0162714851810359	-0.1719973633	-0.126678824		
AT3G21430	3	7548863	7548875	-	0.0176191960790609	-0.1420523186	-0.1581469522		
AT1G79270	1	29816190	29816515	+	0.0012845617765292	-0.1302061216	-0.1710234825		
AT3G05420	3	1563412	1563415	+	0.0001463426399885	-0.1615565942	-0.1546959933	-0.1449407938	
AT3G54010	3	20001313	20001384	+	0.000185551968929	-0.1536180053	-0.1267434577	-0.1874892914	
AT4G32330	4	15609106	15609117	+	0.0005297324667967	-0.1456394291	-0.1957738196	-0.1331796852	
AT5G51410	5	20881386	20881393	-	0.0244587816461482	0.38715986			-0.7046137381
AT1G54030	1	20169029	20169100	+	3.40503677558686E-07	-0.1463482667	-0.1679463121	-0.1620554882	
AT3G01150	3	53911	53958	+	0.0164273607227985	-0.2143121574	-0.1034540254		
AT2G34900	2	14725545	14725584	-	4.10451590870972E-05	-0.2138195904	-0.087292538		-0.1810575091
AT4G32900	4	15879538	15879546	-	0.0005487915103004	-0.1274844	-0.2332118017	-0.1265997346	
AT3G24740	3	9032064	9032377	+	0.0187677236322147	-0.2150006628	-0.1140235893		
AT5G20950	5	7110797	7110819	-	0.0012711777687686	-0.1824578125	-0.196676555	-0.1147198088	
AT2G21370	2	9139585	9139589	-	0.0084113569341965	-0.1636349783	-0.166417354		
AT1G80940	1	30411603	30411680	+	0.0013991093946507	-0.1009765213		-0.2294796545	
AT5G60570	5	24348368	24348380	+	0.0009592472464422	-0.1465696533	-0.1691196072	-0.182976349	
AT3G14010	3	4637143	4637147	+	0.0002795077176628	-0.145812801	-0.2312020843	-0.1218199998	
AT4G01330	4	552731	552734	+	0.0006121230453212	-0.1620822683	-0.1464553735	-0.1910171218	
AT4G26300	4	13312266	13312270	-	0.0219701020043031	-0.1746351849	-0.1637112976		
AT5G08580	5	2780725	2780808	-	0.001115668042617	-0.1568150107	-0.151105828	-0.2037367327	
AT2G26600	2	11316613	11316793	+	2.96271536056719E-05	-0.1335525819	-0.106980487		-0.2721391879
AT1G13450	1	4613516	4613755	-	9.80755472921715E-06	-0.1634617446	-0.105715985	-0.2438712602	
AT2G19080	2	8264194	8264305	+	9.79776082182596E-05	-0.2110932433	-0.1710385803	-0.1324001505	
AT1G17110	1	5848200	5848212	-	1.3812926584398E-05	-0.1340927325	-0.1226002688		-0.2656201094
AT5G02040	5	402556	402566	+	0.0011415304296844	-0.1587844732	-0.1561147475	-0.2090901109	
AT1G27770	1	9675232	9675309	-	2.35942595696076E-05	-0.1828780283	-0.1581346308	-0.1831383769	
AT3G02260	3	448168	448198	-	0.015502848896288	-0.2373423071	-0.1169178825		
AT1G68910	1	25908565	25908569	-	2.62475166802109E-06	-0.1319917917	-0.1456700094		-0.2556868328
AT3G61160	3	22636515	22636536	+	0.0135172747620943		-0.1552783	-0.2011905822	
AT4G31350	4	15212726	15212741	+	0.02389473212702	-0.1779383016	-0.1803463996		
AT3G04630	3	1259567	1259570	+	7.16512225616148E-07	-0.1942741791	-0.2064178175	-0.1350814567	-0.1880608676
AT3G24530	3	8947208	8947286	-	2.61706934672891E-06	-0.21203655	-0.1622581144	-0.1908722308	-0.1588184437
AT3G58050	3	21493245	21493248	+	0.0002066839700996	-0.1983321575	-0.125619876	-0.2202499655	
AT3G01310	3	101356	101532	-	0.0001235248208045	-0.1901906867	-0.1630218712	-0.1931181949	
AT5G27710	5	9814342	9814369	+	0.0443744974743661		-0.1065138714		-0.2579718671
AT2G06025	2	2351548	2351672	+	7.70775391378084E-05	-0.2392210055	-0.143718511	-0.1647016077	
AT3G02740	3	590808	591041	+	0.0002984261542963	-0.1210536113	-0.2725682286	-0.1609519733	
AT3G44665_and_AT3G44670	3	16217057	16217237	+	0.0105642570051139	-0.1505960355	-0.2211135103		
AT2G21195	2	9083261	9083339	+	0.0001053396046427	-0.1842018596	-0.1806378603	-0.1936611219	
AT3G53560_and_AT3G53570	3	19864114	19864153	-	0.0118628934383579		-0.1187346132		-0.2561495126
AT2G04690	2	1646031	1646066	+	4.64505639673355E-05	-0.1680687544	-0.1689154978	-0.2256212149	
AT4G18070	4	10032595	10032598	+	0.0138750629028675	-0.1712407559		-0.2051868156	
AT5G56180	5	22740141	22740256	-	0.0008867850453674	-0.2740198275	-0.1075056885	-0.1878176221	
AT1G04230	1	1127434	1127437	+	1.68505000582209E-05	-0.2024766535		-0.1772871884	
AT5G13800	5	4454310	4454360	-	0.0295053596285642	-0.1513607984			-0.2305679206
AT3G14860	3	4999229	4999232	-	0.0080757509557525			-0.144959696	-0.2373128546
AT3G14010	3	4636597	4636611	+	0.0002774560856497	-0.1501135803	-0.1067034932	-0.3204947083	
AT4G27900	4	13890726	13890819	+	0.0160390136807538	0.1740568531			-0.5593840086
AT2G38280	2	16033727	16033742	-	4.58279174941305E-05	-0.1497590714	-0.2296554345	-0.2011850052	
AT1G35515_and_AT1G35516	1	13078915	13078929	+	2.94091279519384E-08	-0.2243494542	-0.1820588266	-0.1766520058	
AT1G30410	1	10739689	10739823	+	8.0790546620254E-06	-0.2402585923	-0.1494374979		
AT1G15280	1	5253546	5253549	+	2.81328836655972E-08	-0.1921149217	-0.2117187769	-0.2298942641	-0.1517016687
AT2G47640	2	19537860	19537863	+	7.19428447930521E-05	-0.1995876593	-0.2104619445	-0.1791041044	
AT1G54310	1	20274535	20274561	+	4.16799107976842E-07	-0.2243770189	-0.2195409163	-0.1460131659	
AT4G31170	4	15155467	15155576	-	0.0005141883551908	-0.2085885235	-0.1523244638	-0.2303371328	
AT1G23360	1	8296342	8296419	-	5.77905141496332E-08	-0.1848437046	-0.2354848745	-0.1843193051	-0.1862494428
AT5G48520	5	19663927	19663930	+	0.0008180309175278	-0.2127980463	-0.1796938234	-0.2038617765	
AT3G26690	3	9805408	9805473	-	0.0003700418872381	-0.2527426936	-0.1893476019	-0.1546228343	
AT1G19650	1	6798953	6799099	-	0.0026150563977841	-0.2111520047	-0.1873903149		
AT1G18840	1	6504071	6504081	-	1.6798101106771E-05	-0.1860495672	-0.2026668653		-0.2210178408
AT5G44290	5	17843433	17843493	-	0.0007972909332126	-0.2048853722	-0.1628847573	-0.2454512607	
AT2G27350	2	11699994	11699997	-	0.0038469829284793	-0.1861717412	-0.2257581469		
AT5G09860	5	3069216	3069219	+	0.0209050412602914			-0.23082183	-0.1835737381
AT4G24740	4	12755048	12755142	-	0.021345739164022	-0.2206855421	-0.1950418326		
AT3G13062_and_AT3G13065	3	4185358	4185382	+	0.0152004144358483	-0.2319520091	-0.1863109551		
AT4G11840	4	7125245	7125336	-	0.0196945320931034	-0.1647026861		-0.2550892903	
AT4G10970	4	6722029	6722138	-	0.0006401706392533	-0.2015279055	-0.1738739225	-0.2552351829	
AT2G41720	2	17403808	17403905	-	5.43656714027542E-05	-0.2278514462	-0.1137379416	-0.2896164066	
AT2G04690	2	1646066	1646155	+	4.77126625523278E-05	-0.3069972213	-0.1014139539	-0.2228665155	
AT2G02960	2	864020	864248	-	0.0081868801008235		-0.1524791134	-0.2693550475	
AT3G27260	3	10070619	10070646	+	0.0090438973200484	-0.1459636689	-0.2865197714		
AT2G05590	2	2068646	2068651	+	0.0065978303638378		-0.2571867514	-0.1847458374	
AT3G19770	3	6867839	6867843	+	0.0127460533877401	-0.1810823182			-0.2615690811
AT4G17150	4	9638820	9638824	+	0.0006987857483565	-0.2843816286	-0.1731334332	-0.2089331538	
AT1G02080	1	375122	375125	+	0.0016174841138637		-0.0965401517	-0.3504792465	
AT1G27630	1	9611876	9612429	+	0.0030111400386718		-0.208616439	-0.2384381675	
AT2G23980_and_AT2G23987	2	10204040	10204388	-	0.0032548760726518		-0.2257535639	-0.2224028765	
AT4G10100	4	6308816	6308849	+	0.0006330808240001	-0.2353720816	-0.1723385493	-0.2657636437	
AT4G18740	4	10303631	10303725	-	0.0003953577979931	-0.3333333333	-0.0929097613	-0.25	
AT5G40530	5	16235813	16235883	+	0.0303376718345647		-0.269926731	-0.1815352461	
AT3G52170	3	19349132	19349146	-	0.0001747911012525	-0.1570240591	-0.322028711		-0.2062469565
AT3G05600	3	1623752	1623820	-	0.0050878020974122			-0.249945568	-0.2070485
AT2G39730	2	16571180	16571191	-	1.80507241492431E-07	-0.251396423	-0.2517537881	-0.2397589348	-0.194432213
AT4G16990	4	9560115	9560992	+	0.0284804275440811		0.1780139676		-0.6473338768
AT4G22320	4	11793275	11793278	-	0.0004164158270723	-0.297701779	-0.2335054334	-0.1744162659	
AT4G39390	4	18315838	18315860	+	0.0005882579135903	-0.3253641741	-0.2281427391	-0.1530961058	
AT1G70610	1	26622786	26622797	+	3.21980110240858E-06	-0.222148023		-0.2477719115	-0.23687002
AT1G08060	1	2507815	2507818	-	0.0006032311489204	0.2616218744			-0.7335516595
AT4G23270	4	12173873	12173941	+	0.0004244998469861	-0.3558046509	-0.0954647423	-0.2798784068	
AT5G16280	5	5326521	5326524	-	0.0012106147833725	-0.2090374839	-0.2161332299	-0.3103349398	
AT5G26940	5	9480308	9480786	+	0.000851950305372	-0.1661657117		-0.2132719801	-0.3610313901
AT4G10100	4	6308832	6308849	+	0.0006366192116148	-0.2378428676	-0.2628594046	-0.2500546107	
AT3G01310	3	101514	101532	-	0.0001247257709316	-0.2275763141	-0.257441359	-0.2679206803	
AT2G23980_and_AT2G23987	2	10202911	10202981	-	2.48107848092866E-05	-0.2687256973	-0.1969029554	-0.2890804142	
AT4G31150	4	15144317	15144493	-	0.0005080561495645	-0.2549060977	-0.2172449608	-0.2838582934	
AT5G57860	5	23437920	23437925	+	0.0009135188219722	-0.253194622	-0.2851888239	-0.2262682517	
AT2G37510	2	15743353	15743429	-	4.45993069553193E-05	-0.2411138154	-0.1945594672	-0.3301222665	
AT1G67700	1	25375712	25375726	+	2.97852293320939E-09	-0.2757009132	-0.2870261118	-0.2568373866	-0.2069172612
AT1G68820	1	25866864	25866882	+	2.53332199470896E-06	-0.2839293888	-0.2158547953	-0.2750922913	
AT1G62290	1	23013416	23013601	-	0.0004193803234933		-0.1992698462	-0.3283764619	
AT5G50565	5	20580493	20580565	+	0.0323583150755911		-0.1734173323		-0.3555635986
AT1G18660	1	6421303	6421398	+	1.61698152864862E-05	-0.2123105394	-0.3172664871	-0.2720904471	
AT1G68910	1	25910492	25910538	-	0.0006664574558407		-0.1361061311		-0.4060748273
AT5G26240	5	9194101	9194106	+	0.0013107380608947	-0.3151649856	-0.3001602906	-0.1992381997	
AT1G13880	1	4749835	4749838	+	2.23089980873116E-08	-0.2564870458	-0.2581393271	-0.2841929189	-0.2905004079
AT1G61010	1	22474630	22474669	-	0.0003816603259389	-0.2811986271	-0.2704104251		
AT3G05165	3	1462783	1462786	-	0.0076386388649612	-0.3470392965			-0.2099352179
AT1G27900	1	9716339	9716538	-	2.3995255175755E-05	-0.2388069147	-0.3126824158	-0.2852917462	
AT3G48060	3	17748019	17748022	-	0.011139613010757	-0.3304434528	-0.2305478769		
AT3G07300	3	2326719	2326725	-	0.0002275528327801	-0.2752183953	-0.2831775715	-0.293703419	
AT2G16930	2	7341210	7341247	+	8.7112038311344E-05	-0.3201131551	-0.2701567333	-0.2696330688	
AT1G53200	1	19842634	19842651	-	0.000159161041328		-0.1704517946	-0.4120314196	
AT2G21385_and_AT2G21390	2	9149976	9150112	+	0.008524703821784	-0.2807941067	-0.3042020728		
AT4G08980	4	5758484	5758982	+	0.0265805414575246		-0.2893683001	-0.2987059489	
AT5G13360	5	4283694	4283699	+	0.0400918242217817		-0.2135107963	-0.3867910593	
AT2G04690	2	1646031	1646155	+	4.70788041063296E-05	-0.3295384823	-0.2554600037	-0.3295204691	
AT5G10710	5	3382197	3382327	+	0.0011208092854062	-0.2983582874	-0.2734506784	-0.356222681	
AT2G21385_and_AT2G21390	2	9149885	9150092	+	0.0084679380471118	-0.1217492304	-0.5034710435		
AT3G10250	3	3170842	3170892	-	0.0109461836944822	-0.2843929033		-0.3501834522	
AT1G52370	1	19506356	19506765	+	0.0001289648571461			-0.1801696358	-0.4545066838
AT1G29040_and_AT1G29041	1	10135051	10135058	+	5.36322001638E-10	-0.3150104097	-0.3709764101	-0.2727669858	
AT3G21215	3	7442975	7443073	-	0.0174579663858447		-0.1506193209	-0.5009097124	
AT5G60940	5	24523687	24523780	+	0.00097325428697	-0.3127346889	-0.3385247297	-0.3304304307	
AT4G26400	4	13346388	13346405	-	3.67304139031069E-06	-0.2878146618	-0.4412861039	-0.3317578726	-0.2535952647
AT4G35560	4	16884321	16884324	+	0.0176191960790609	-0.3568080697		-0.3006882632	
AT1G34065	1	12400965	12400986	-	2.8805437158037E-05	-0.2380164084			-0.4297440091
AT3G59360	3	21935804	21935812	-	0.0002169521865425	-0.3444619836	-0.3488328027	-0.3194626799	
AT2G46270	2	19002161	19002230	+	6.86491041453596E-05	-0.4039033062	-0.252250185	-0.3582432818	
AT2G01420	2	182005	182017	-	2.37313441084854E-07	-0.3571709625	-0.3495297986	-0.3836747273	-0.2750388337
AT5G61880	5	24850426	24850431	+	0.0010112643879266	-0.2875851957	-0.3334624486	-0.4089019774	
AT2G36680	2	15369361	15369449	-	4.27977273236916E-05	-0.4206063573	-0.3662212072	-0.2524451019	
AT2G32320	2	13729206	13729242	+	3.60748568409774E-05	-0.3407541667	-0.3950011113	-0.3198397675	
AT5G63700	5	25494407	25494578	-	0.0010453154680274	-0.2810953055	-0.4010391958	-0.382040501	
AT1G05400	1	1584581	1584588	+	2.24302378736222E-05		0.2814840039		-1
AT1G08040	1	2498480	2498484	-	1.87699023897802E-06	-0.2919159315	-0.3240991865	-0.4626234342	
AT2G22570	2	9589982	9590081	-	0.0001141921905219	-0.4511201153	-0.3319732445	-0.302950455	
AT1G03310	1	813581	813604	+	5.51185773633497E-08	-0.4507000005	-0.4403807361	-0.2713843653	-0.2958404251
AT2G27340	2	11697163	11697449	+	0.0038085525667708		-0.3037803086	-0.4312088786	
AT3G54500	3	20178804	20178941	-	0.0001902949779792	-0.1261480804	-0.3398923341	-0.6447358244	
AT1G78690	1	29597210	29597235	+	0.0012181583831805	-0.4261959545	-0.3256813586		
AT1G06960	1	2137146	2137264	+	0.0002897213927011		-0.2835139299		-0.4789525842
AT4G40050	4	18561989	18561993	-	5.13739412583025E-06	-0.3654910974	-0.4056264065	-0.4406550647	-0.3370854639
AT4G15090	4	8614273	8614344	+	0.0279744164216327	-0.4554960873	-0.3579223625		
AT2G33540	2	14208049	14208175	-	3.87834895447501E-05	-0.4069634929	-0.3624376558	-0.4518013374	
AT2G36680	2	15369366	15369449	-	4.33927752605394E-05	-0.338709427	-0.3874508032	-0.4956822599	
AT1G23080	1	8182206	8182218	-	5.6442688394824E-08	-0.4502530475	-0.4583543155	-0.4390448702	-0.3161140986
AT4G09980	4	6249105	6249116	-	0.000622543670356	-0.4145428306	-0.4144532977	-0.4379109177	
AT1G52370	1	19506356	19506765	+	0.0001289648571461			-0.395222261	-0.4545066838
AT3G22900	3	8115269	8115279	+	0.0092794403568183			-0.3392553455	-0.5202757251
AT3G19460	3	6748909	6748991	+	0.0003114978827108	-0.400566273	-0.493225665	-0.4437224226	
AT1G52370	1	19506356	19506765	+	0.0001289648571461			-0.1801696358	-0.7183079128
AT1G15490	1	5323153	5323158	-	0.0020442993551299		-0.4228459379	-0.496009323	
AT1G14970	1	5164532	5164537	-	1.14481506170103E-05	-0.3606305875	-0.4110862053	-0.6093034392	
AT2G02960	2	864020	864087	-	0.0001021411102942		-0.235009163	-0.2848364461	-0.869644878
AT4G26965	4	13539828	13539832	+	3.76573188670341E-06	-0.5302885976	-0.4855635692	-0.5282396035	-0.309819381
AT4G38380	4	17974505	17974519	-	0.0254127962670933		-0.4773913459	-0.4502592407	
AT1G49950	1	18496922	18497084	-	8.96052040229216E-05	-0.6600236531	-0.2715838921		
AT1G79270	1	29816510	29816515	+	0.0013070839063734	-0.5430984206	-0.4057881885		
AT5G06670	5	2055286	2055367	-	0.024175972251517	-0.4382775492		-0.5328790746	
AT3G23470_and_AT3G23480	3	8420426	8420496	+	0.000348195771634	-0.3937319194	-0.5730254929	-0.4959204178	
AT2G25740	2	10980344	10980621	+	2.82570601771343E-05	-0.4618883104	-0.5018931378	-0.5231658113	
AT5G18620	5	6196327	6196336	-	1.36950684877159E-05	-0.3593029906	-0.6212469963	-0.6797052897	-0.3406284889
AT4G17570	4	9785984	9785996	-	6.42417234816208E-06	-0.5635815132	-0.5120605804	-0.6084964585	-0.3234830366
AT2G02080	2	520977	520981	-	7.88416421059131E-05	-0.6120559816	-0.5127818722	-0.3961254819	
AT1G79190	1	29792210	29792228	+	5.99674567970072E-06	-0.4199774551	-0.6309078514	-0.6030391521	
AT5G53900	5	21882734	21882857	-	0.0333369541090955		-0.4319658203		-0.675858644
AT1G14970	1	5164347	5164537	-	0.0018514988170485	-0.3433615807		-0.769389184	
AT1G52370	1	19506356	19506765	+	0.0001289648571461			-0.395222261	-0.7183079128
AT4G38380	4	17974419	17974519	-	0.0253166122266417		-0.6357990934	-0.4825860993	
AT2G45830	2	18866503	18866607	+	0.0061537698001312	-0.6414262673	-0.5275709588		
AT3G63480	3	23442678	23442690	-	0.0140194418443682	-0.7631915639	-0.5217846077		
AT1G18950	1	6550669	6550681	+	1.71182409329829E-05	-0.6217520006	-0.5461762214	-0.7850327767	
AT3G19460	3	6747663	6747929	+	0.0003070993904763	-0.9131888344		-0.9727149167	
