Name	featureID	Chr	Start	End	Strand	Score	Cai	Parker	Sun	Wang
AT1G76020	E006	1	28533072	28533291	-	7.42310323825376e-07	1.23373253741832	1.16477354857211	1.2134854914021	
AT5G46410+AT5G46420	E005	5	18826296	18826417	+	2.16391473798619e-05	1.81561863602429	0.517939076943161	1.26261686530568	
AT4G19880	E011	4	10786440	10786556	-	0.0006287022827266	1.45584262507068	0.932119113769419		
AT5G46410+AT5G46420	E009	5	18827998	18828786	+	1.358155766977e-08	1.56012141044005	0.716569896323801	1.22895527323439	1.26990247342967
AT1G55500	E013	1	20722293	20722308	+	0.0003770292815288	1.27144519755399	1.09621328345931		
AT5G64460	E016	5	25775306	25775354	-	0.0004438615172445	0.863889153388345	1.49874122176403		
AT2G40550+AT2G40540	E008	2	16931333	16931412	+	0.0018348326615687		0.645314320247589	1.71107810576249	
AT1G45688	E004	1	17192393	17192516	+	0.0007191143086137	1.45513805188548	0.889352902502008		
AT4G00180	E008	4	74868	74975	-	0.001992643445954		0.622739161601701	1.71975704027538	
AT3G04700+AT3G04710	E001	3	1276668	1277443	+	0.0015979738714035		0.678509488123806	1.66190614301758	
AT1G23360	E007	1	8296343	8296418	-	0.0022115829982237		0.597732702077997		1.73736608346626
AT5G03120	E003	5	734380	734678	+	0.0002782228806978	1.06199591126811		1.26455401443028	
AT5G46410+AT5G46420	E010	5	18828787	18828890	+	0.0006018297268864	1.37431998518855	0.947716409990024		
AT5G46410+AT5G46420	E007	5	18826658	18827152	+	1.26354189969282e-05	1.65971132221703	0.618802049663408	1.19711948148256	
AT1G14380	E013	1	4921459	4921467	-	0.0003139457884593	1.15090258129816	1.16142780922012		
AT5G09240	E001	5	2873660	2873694	-	0.0002329713603858		1.62978932631624	0.677804998823711	
AT2G42890	E017	2	17854533	17854553	+	0.0016604461642936	1.63595808385907	0.670080697214034		
AT2G32280	E006	2	13714727	13715208	+	0.0002417019467121		1.24059022095589	1.06398450245236	
AT5G46410+AT5G46420	E006	5	18826498	18826579	+	1.67725574823403e-05	1.78151989144452	0.565210010190468	1.080085626571	
AT3G13100+AT3G13110	E003	3	4209074	4209313	-	0.0001254261973017			0.976539009515498	1.3079321342735
AT5G10965	E006	5	3468389	3468487	-	0.0005846182420503	1.31950504351007	0.956109183652925		
AT5G08120	E002	5	2600899	2600994	-	0.0006928442833648		0.902362366531762	1.35435851095828	
AT5G53900	E008	5	21882735	21882856	-	0.0005778030996249		0.959008494621748	1.2964290104737	
AT1G14710	E009	1	5064812	5064971	-	0.0003518145546472	0.952866272736975	1.30214643187379		
AT4G32590	E008	4	15722070	15722237	+	2.26723630758938e-05	1.25366732305976	0.509763157493185	1.61246417536536	
AT3G14415	E010	3	4819755	4819772	+	6.20201656726363e-10	1.68199877384361	1.17448587142906	0.838755730342649	0.802201780642613
AT1G02100	E013	1	392073	392076	+	2.43855875344096e-06	1.03373478692093	0.906298981265715	1.42385970967774	
AT3G55740	E003	3	20695930	20696495	+	0.0003509300838167	0.95474274272731	1.28100731206733		
AT3G09800	E010	3	3007939	3008263	-	2.4715631279913203e-09	0.761052108006729	1.18902226017676	0.72621650610432	1.78917310748643
AT3G45190	E019	3	16547232	16547518	-	0.0004359492875334	1.17132378165437	1.04663891832256		
AT2G40550+AT2G40540	E007	2	16931165	16931332	+	0.0009906256860631		0.810934703838393	1.40197583182539	
AT3G01310	E032	3	101514	101531	-	0.0003377959294989		1.14063360163342	1.05716749203462	
AT1G30410	E007	1	10739690	10739822	+	0.0021852409457504	1.59270446923056	0.601156420325966		
AT1G10900	E011	1	3636998	3637022	-	0.0003816232392387	0.919210998056083	1.26179789898646		
AT3G07300	E009	3	2326719	2326724	-	0.0004803418077762	1.16411113417203	1.01213072655162		
AT5G51960	E002	5	21110421	21110702	+	0.0005043981577306		0.992749491919374	1.17284654540183	
AT5G05930	E006	5	1780845	1781089	-	9.97559637557774e-07	1.244270205291	1.09840872041883	0.899202303134889	
AT4G40050	E005	4	18561989	18561992	-	1.71751297531405e-06	1.03555155047248	0.978534396198342	1.18215655581977	
AT4G31170	E010	4	15155467	15155575	-	2.33429293857019e-06	1.17157461210094	0.915739847207592	1.10658281603754	
AT4G02120	E015	4	942544	942609	+	0.0005366536835424	1.148400205307	0.979899473435499		
AT5G46410+AT5G46420	E008	5	18827427	18827764	+	4.54554781543502e-08	1.66140588330804	0.55699947510187	1.21916047750546	0.790419020399718
AT3G29350	E003	3	11264631	11264685	-	1.42213067430937e-06	0.83638863029812	1.07015699147065	1.25063643796407	
AT4G08980	E006	4	5758485	5758589	+	1.16268399687558e-06	0.884937031777404	1.37955366597717	0.890275941568202	
AT3G57530	E004	3	21297376	21297469	-	0.0005665327391764	0.778557901515172	1.32331602133282		
AT5G46510	E011	5	18866526	18866697	+	1.96975769424995e-06	0.762056923666787	0.965993527253139	1.41419929090248	
AT1G02205	E005	1	418878	418986	+	0.0005388393671651	1.11439184197478	0.978713452918112		
AT5G22875	E003	5	7650682	7650710	+	0.0006181175164106	0.748816722890129	1.3435231687426		
AT1G30690	E003	1	10887828	10887850	+	0.0004155163370073	1.02773288170665	1.06363453335349		
AT1G55810	E006	1	20860832	20861207	+	0.0014229758666504	1.38079442839004	0.70968712770685		
AT3G10490	E004	3	3268295	3268565	+	0.0010953455825758		0.7828871740193	1.30754482151282	
AT3G08840	E023	3	2682479	2682619	-	0.0011568401167844	1.28886784191903	0.76713643262952		
AT3G10350	E008	3	3209460	3209476	+	0.0005949153709373	1.10398663913993	0.951353667060023		
AT3G10490	E005	3	3268566	3268719	+	5.64057018052782e-06	0.873723572154844	0.757619697808393	1.44751740914012	
AT3G24740	E004	3	9031588	9031846	+	0.0018048388916528	1.38700976287683	0.649810706707189		
AT1G13450	E004	1	4613708	4613754	-	0.0020031131644661		0.621431353994143	1.39810759868535	
AT5G60600	E004	5	24359234	24359324	+	0.0005710276507792	1.05339151196144	0.962550457573591		
AT1G79270	E004	1	29816191	29816510	+	0.0009525189178296	1.16349870285302	0.823197619361234		
AT5G16280	E011	5	5326522	5326524	-	0.0016130099009892		0.677422866506423	1.30105833132234	
AT3G53460	E008	3	19820724	19820786	-	0.0007875715948339		0.869515199618568	1.10614838300776	
AT5G22620	E005	5	7517481	7517502	-	0.0025610828518426	1.41113362053372	0.552687534511553		
AT2G22990	E019	2	9789747	9789750	+	3.11426174569379e-06	0.649408879373736	1.22938179903753	1.05992556403559	
AT4G32620	E006	4	15736696	15736698	+	0.0022669624314981	1.31808227067304	0.592779153771764		
AT5G16030	E006	5	5238680	5238682	+	1.66056420837111e-06	0.811111808215418	0.982754668605637	1.06768665431396	
AT3G60286	E007	3	22282703	22282720	-	0.0010370287661905	1.10585141538948	0.797707688275458		
AT5G55390+AT5G55380	E001	5	22446624	22447936	-	0.0006780507272341	0.71346611493019	1.17044886685591		
AT5G66100+AT5G66110	E014	5	26430392	26430815	+	0.0021547054362494		0.604004749624701	1.27879417689994	
AT5G20950	E011	5	7110798	7110819	-	0.0005542627187162	0.903244558256767	0.970436407429237		
AT1G52510	E013	1	19564837	19564981	-	0.0005553726602871	0.892260146081929	0.969695592336643		
AT3G24120	E003	3	8706336	8706344	-	0.0021721283328669		0.602213618964436	1.2596219505106	
AT3G13672	E002	3	4473541	4473882	-	0.0002097870191179			0.723396505424814	1.13786143889031
AT4G32850	E018	4	15853961	15854043	+	3.57059055296912e-06	1.08673305247215	0.846647893959453	0.856377743665695	
AT1G78580	E021	1	29557884	29559555	-	0.00123315865857	0.507385878906635	1.3289387792418		
AT3G44485+AT3G44480	E012	3	16096047	16096225	-	0.0010324921407103	1.03159910949496	0.798768134595007		
AT4G10100	E004	4	6308833	6308849	+	5.32319925633782e-06	0.843135257318488	0.76972862281025	1.12939134041509	
AT3G04610	E009	3	1254283	1254768	-	8.753695916646941e-09	0.93000610506962	0.778651006081152	0.795776124343392	1.13981894579845
AT1G20510	E006	1	7104011	7104418	-	0.0009080525711013	0.605222918221316	1.21582250922661		
AT5G44190	E006	5	17800382	17800500	+	0.0015037565137982	1.12350169751566	0.693871973951269		
AT4G22320	E003	4	11793276	11793278	-	0.0010069707928788	1.00748368779302	0.805725902115177		
AT5G22300	E003	5	7379825	7380727	+	3.09794428844439e-05	0.464188963553073	0.457933798586867	1.75826386675341	
AT3G09800	E011	3	3008264	3008347	-	0.0012397653136154		0.74758288165956	1.03232423961948	
AT1G58180	E017	1	21539301	21539393	-	0.0011314103226377		0.774132582388024	0.998295224229601	
AT4G00700+AT4G00690+AT4G00695	E004	4	282058	282156	+	0.0010583299936095	0.979809012860745	0.791330287759272		
AT2G41720	E003	2	17403809	17403904	-	0.0008715710709323	0.913433134583384	0.847298421775688		
AT2G38170	E003	2	15989509	15990228	-	1.94298952495493e-05	0.685538006407524	0.539772270476403	1.41182909009193	
AT2G13975	E003	2	5865237	5865318	-	0.0012381120112749		0.747671107438578	1.00888959814885	
AT3G27470	E003	3	10163171	10163270	+	0.0012747369624821	1.016568125029	0.739328185878024		
AT1G04733+AT1G09800	E014	1	3180548	3180734	-	2.01757356566966e-05	0.912710291856827	0.533966724369435		1.1842732515272
AT1G18660	E006	1	6421304	6421381	+	5.89858333139452e-06	0.510355371668458	0.912185529023915	1.20536841634093	
AT4G15233+AT4G15230	E017	4	8683431	8683534	+	0.0018068308773534		-0.649686088429204	2.38743829380646	
AT3G45240	E014	3	16573244	16573555	-	0.0011000168560278		0.781490022077231	0.953348305904377	
AT4G33150	E019	4	15988752	15988812	-	0.0053745766014032		-0.357850279595315		2.08794310601011
AT2G06025	E015	2	2351549	2351671	+	9.76088675616785e-09	0.925081369742976	0.763619669194355	0.857997800073092	0.912370181396388
AT3G26890+AT3G26900	E014	3	9911415	9911606	-	0.0005312087843518	0.7964981340732		0.915218273222287	
AT3G27700	E001	3	10256895	10257116	-	0.0002009860491316			1.11331952901878	0.592832006029615
AT1G71310	E005	1	26878861	26879289	-	1.88496931202705e-06	0.821385007990947	0.961583283863504	0.766581308509239	
AT2G38780	E011	2	16213256	16213263	+	0.0011298302568341	0.921002068730829	0.774455457314587		
AT1G77080	E019	1	28959372	28959577	+	0.0061096886775572		0.326158922767899		1.36814156524752
AT1G22930	E002	1	8117732	8117828	+	0.0039517729458645	1.25734160129737	0.435960526486904		
AT1G06960	E010	1	2137147	2137263	+	1.04266813161501e-05	0.370605930984938	0.691209282282747		1.46377195096441
AT5G06265	E010	5	1906244	1906424	+	0.0003283226264002	0.986654342711714		0.685280345924971	
AT2G03870+AT2G03880	E010	2	1181513	1183703	+	0.0016509045373231	0.99617446301883	0.671786351867471		
AT3G13062+AT3G13065	E024	3	4190115	4190235	+	0.0022937845571608		0.587673737960059	1.07514839610655	
AT2G32179	E006	2	13672896	13673022	+	0.00114250140828		0.770335696578458	0.888182765548931	
AT3G06770	E010	3	2136821	2136961	-	0.0009151532739159	0.823141387480418	0.834234141996004		
AT1G04230	E011	1	1128169	1128788	+	0.0051120539591234		0.372128120126662	1.28506626610979	
AT4G08980	E007	4	5758590	5758690	+	3.29666453781375e-06	0.633046249677231	1.02548083563961	0.820852387745068	
AT4G33625	E006	4	16153346	16153715	-	8.19132721430951e-06	0.427652641393963	0.920446822187916	1.10679299594382	
AT2G40550+AT2G40540	E006	2	16931048	16931164	+	0.0017416687057483	0.971892516589859	0.659784487639339		
AT2G33540	E012	2	14208050	14208174	-	0.0020707607376759	1.01405912910241	0.613608124740127		
AT2G46200	E016	2	18976939	18979061	-	0.0006298838764035		0.932053619539138	0.692788929113481	
AT4G00700+AT4G00690+AT4G00695	E009	4	283067	283591	+	8.73609296608731e-06	0.722438671199041	0.680908748412472	1.02481344498008	
AT1G77930	E006	1	29302164	29302248	+	3.5876621553682e-06	0.879446346742405	0.845069068303269	0.69147961735763	
AT3G59060	E009	3	21829903	21829913	-	0.0007941892207818	0.654238532190126	0.953981305566829		
AT2G26980	E011	2	11516208	11516696	-	0.0021961978720714		0.599514028353656	0.991987764582904	
AT4G28706+AT4G28710	E048	4	14178842	14178981	+	0.0007305214092716	0.681792484251774			0.895050167644647
AT1G18200+AT1G18210	E001	1	6265416	6265884	-	0.0002596427708586			0.634020834454876	0.937689479738039
AT3G09600	E013	3	2948156	2948177	+	0.0008618758818347	0.719582723093435	0.849229821519773		
AT3G26440	E028	3	9681137	9683499	+	0.0032606641753433	1.0765506930365	0.487876927910428		
AT1G76050	E006	1	28542016	28542034	+	0.0013409616797044	0.833785954916709	0.726586224186685		
AT1G13450	E003	1	4613517	4613707	-	2.09127348498867e-05	0.822186416775964	0.526840091761636	0.974148849764272	
AT4G32900	E008	4	15879538	15879545	-	0.0008687955287436	0.689539204507905	0.847860475000769		
AT3G25070	E003	3	9132464	9132935	+	8.00030580271673e-06	0.432835280974404	1.04353929462632	0.824494444108329	
AT4G01330	E009	4	552731	552733	+	0.0010568013604209		0.791876356849405		0.740723299798405
AT3G05600	E002	3	1623753	1623819	-	0.0022270211185695		0.597021668266602	0.92952054722793	
AT5G05970	E009	5	1798958	1798960	+	0.002284826555252	0.935176829964772	0.588566581904344		
AT1G14650	E008	1	5030793	5030896	+	0.003607861140744		0.462634851246582	1.05719464529089	
AT1G27960	E007	1	9744663	9745109	-	0.0022049828832157	0.917754334044206	0.59864200837012		
AT5G43710	E004	5	17552651	17552774	-	0.0018248076007305	0.868956347429209	0.646874002320821		
AT3G06770	E009	3	2136818	2136820	-	0.0009995247640497	0.704924359482302	0.807668617122636		
AT4G00700+AT4G00690+AT4G00695	E006	4	282397	282519	+	0.0018148096765298	0.861904249915648	0.648404251015153		
AT2G18960	E002	2	8222153	8222800	+	0.0027245225252358	0.970810426977127	0.538536270445787		
AT4G00700+AT4G00690+AT4G00695	E007	4	282594	282697	+	0.0017475436645691	0.848203321344304	0.659150255265423		
AT2G27340	E003	2	11697164	11697448	+	1.91680341482297e-05	0.827404913913727	0.541145377919002	0.866290270504366	
AT1G48380	E001	1	17876989	17877412	-	0.0012003875956331		0.756519724978477		0.715997305405335
AT3G53560+AT3G53570	E019	3	19864154	19864362	-	0.0058157778722414		0.339762664230398	1.12996954074911	
AT3G24180+AT3G24170	E018	3	8734242	8734317	-	0.0026445839587834	0.925854153623194	0.543682860012594		
AT5G48545+AT5G48543	E008	5	19677035	19677544	+	0.0013564800218047	0.743175629535926	0.721013928385689		
AT2G38040	E013	2	15920848	15920855	+	0.0009700145875923	0.580508810394525	0.881716530055945		
AT4G08980	E008	4	5758691	5758981	+	2.88661323880991e-06	0.745858608662887	0.878577928705878	0.563779407150395	
AT4G08460	E004	4	5378203	5378205	-	0.0021743110637216		0.602167987957514	0.852344824679669	
AT4G28706+AT4G28710	E040	4	14176655	14176786	+	0.0008249840712808	0.637511685627407		0.802277091694087	
AT1G29850	E005	1	10448846	10448848	+	8.81360871293533e-06	0.704886786119737	0.678199256725836	0.772501659320407	
AT3G28690	E004	3	10755620	10755909	+	0.0021157571404908	0.812740516913683	0.607726746976827		
AT2G20410	E001	2	8802091	8802422	+	0.0003172997594527	1.00307897477246			0.417305686110788
AT1G23730	E002	1	8395509	8395643	+	0.0006841954477495		-0.906005314471134		2.32420777937395
AT3G08840	E028	3	2683281	2683387	-	0.0018630471759635	0.770342775920184	0.642479109260886		
AT4G32850	E016	4	15853754	15853891	+	2.90481930182765e-05	0.812682689367631	0.466747498671984	0.835968319094294	
AT4G09000	E005	4	5777000	5777085	+	0.0008632576158658		0.849189503032862	0.548025703135822	
AT4G32850	E017	4	15853892	15853960	+	2.39488297605345e-05	0.821263458042353	0.50037904999673	0.771144500482925	
AT3G26890+AT3G26900	E007	3	9908835	9909083	-	2.14419512839069e-05	0.639319127952316	0.520251517381331	0.91979118089364	
AT2G05830	E004	2	2229831	2229910	+	0.0030225186431798		0.508872897545448	0.874571818513838	
AT1G70100	E010	1	26405497	26405597	+	5.49169805811962e-06	0.838829807025364	0.764297538104298	0.46926498984734	
AT3G26890+AT3G26900	E009	3	9909318	9910792	-	8.61918509493827e-08	0.721706259132189	0.470552542937185	0.886763629852489	0.68312566523479
AT2G39090	E016	2	16316274	16316336	-	0.0046348225430252		-0.395797642072207		1.77586093624522
AT3G27260	E009	3	10070619	10070645	+	1.04266813161501e-05	0.684254848238965	0.652260100610201	0.733370468780452	
AT2G23980	E011	2	10204041	10204301	-	0.002329789466303		0.583186225785682	0.790145375174557	
AT4G11970	E013	4	7183003	7183006	+	0.0028879167132737	0.848526190391143	0.520877449959401		
AT3G26890+AT3G26900	E006	3	9908348	9908428	-	1.89085301182265e-05	0.606975174676023	0.542791966667901	0.892693479763153	
AT3G01090+AT3G01100	E027	3	36950	37138	-	0.0002845582623622			0.603097958535026	0.755480110075186
AT1G69587	E002	1	26175654	26176145	-	0.0043785806831845		0.412972403556477		0.945113793944761
AT2G41060+AT2G41070	E022	2	17132128	17132370	+	0.0074516397638154		0.278603667135219	1.07943208110846	
AT3G26890+AT3G26900	E004	3	9907262	9907512	-	2.4009335048024e-05	0.676603149755441	0.500208639972174	0.855590290730557	
AT1G16720	E012	1	5725726	5725824	+	0.0032234480388833	0.857905817879072	0.491885439600506		
AT4G28706+AT4G28710	E042	4	14177063	14177144	+	0.0097754768792933		0.218438362005141		1.12680823408093
AT4G00700+AT4G00690+AT4G00695	E008	4	282765	282837	+	0.0017279984923895	0.682348248560574	0.661759580478235		
AT1G58602	E010	1	21764770	21765050	+	0.005865456039398		0.337194454704457	0.997001577507628	
AT2G29290	E002	2	12586042	12586522	+	0.0008674094040543		0.848412510613537	0.483370310657101	
AT5G26240	E023	5	9194102	9194106	+	0.0010922368716856	0.545667922913906	0.783081371047619		
AT1G58602	E002	1	21746373	21746499	+	0.0007003004909533	0.696469229761581		0.631281531119965	
AT2G38280	E002	2	16033727	16033741	-	8.62833485394142e-06	0.506893829171712	0.682704910237048	0.793761469415341	
AT3G54500	E010	3	20177691	20177704	-	0.0014711794991969	0.62128990971741	0.698605878942283		
AT1G26180	E006	1	9055961	9056052	+	7.44507099242746e-06	0.676282335953375	0.706808130015237	0.583570830931157	
AT1G79270	E003	1	29815874	29816190	+	0.0025848055720838	0.761013604682183	0.549479325458511		
AT4G16380	E008	4	9255189	9255294	+	0.0058761282508781		0.336175327208753	0.97000323108959	
AT2G21370	E011	2	9139586	9139589	-	0.001986374619122	0.667000360541609	0.623417369172836		
AT2G21195	E002	2	9083262	9083338	+	6.33752534990226e-06	0.492542121122896	0.832482351804139	0.609893083535198	
AT1G74600+AT1G74590	E004	1	28024861	28027869	-	0.0029561102562546	0.762584411532625	0.513787220318495		
AT3G19290	E012	3	6689707	6689709	+	0.0037350251615332	0.81139657439363	0.454701735146703		
AT4G18070	E012	4	10032595	10032597	+	0.0026349741539481	0.716679908861883	0.544865195939887		
AT3G13740	E010	3	4505544	4505647	+	0.0066618592894006		0.305763360962075	0.952875273016292	
AT2G01420	E008	2	182005	182016	-	1.18993346239779e-05	0.569579831583361	0.62788457948856	0.687158121663456	
AT4G10970	E020	4	6722053	6722137	-	4.71223818814522e-05	0.521008278693128	0.382791087067456	0.977336484200956	
AT1G20920	E012	1	7289310	7289385	+	0.0019180614099442	0.616347961336928	0.633408296790847		
AT4G32850	E019	4	15854044	15854164	+	0.0026110250746312		0.546812665656919	0.700871626365055	
AT1G80780	E003	1	30358296	30358378	+	6.31258779270157e-06	0.544700321758778	0.73664594508446	0.58959639057859	
AT2G47640	E007	2	19537860	19537862	+	7.45897713421248e-06	0.519820935041865	0.706734287538907	0.625876638787775	
AT5G39340+AT5G39350	E016	5	15750892	15752962	+	0.0054703852496482	0.878156122308256	0.352529482807693		
AT3G54440+AT3G54430	E002	3	20147506	20148207	-	0.0010370287661905	0.562219370540975		0.667355174527901	
AT3G26890+AT3G26900	E005	3	9907639	9908052	-	6.83506079611134e-08	0.534506590244728	0.501737578513678	0.896439879928462	0.525901416280021
AT1G67800	E018	1	25423288	25423430	-	0.0038701512042575	0.786224172612517	0.442639610271896		
AT2G27350	E005	2	11699995	11699997	-	0.0016243326117491	0.544886536016818	0.676658431562929		
AT2G04690	E010	2	1646032	1646066	+	0.0047881326627944	0.833467940566025	0.387996764226729		
AT4G10970	E019	4	6722029	6722052	-	3.59583493544074e-05	0.461931188476638	0.428063990189717	0.93262938853613	
AT3G30390	E006	3	11978927	11979037	-	8.19048454943024e-05		0.294492324508049	0.714673737907619	0.812377723732112
AT4G32570	E002	4	15716666	15716730	-	0.001648999473979	0.403173797991428	0.803839591160505		
AT1G67060	E006	1	25037199	25038083	+	0.0039987895553096		0.431971100400811	0.773734723304585	
AT4G28706+AT4G28710	E028	4	14173722	14173878	+	0.0014496575854597	0.444660109832649			0.757930119412224
AT3G30390	E007	3	11979038	11979357	-	0.0052425104742329	0.834973626887429	0.364599258859357		
AT1G03310	E002	1	813582	813604	+	0.0026325743966061	0.649946661350992	0.545240776965289		
AT1G53450	E001	1	19951006	19951234	-	0.001846898551154		0.643899450169716	0.540982289119546	
AT4G28706+AT4G28710	E061	4	14181476	14181558	+	3.08940880427112e-07	0.545127818946805	0.311982128591399	0.689420134522384	0.81852785495439
AT4G30310	E005	4	14832274	14832315	+	0.0034416785763176	0.703884266394878	0.472084646929453		
AT1G27660	E006	1	9625326	9625385	+	1.4197190047222e-05		0.599495801979982	0.501271803777406	0.658787626914956
AT3G26690	E006	3	9805409	9805472	-	0.0052458766836564	0.803287630305809	0.364211126227215		
AT1G20810+AT1G20816	E007	1	7233179	7233301	+	0.0015330100932098	0.427006097976041	0.734211457797747		
AT3G52075+AT3G52060+AT3G52072	E009	3	19312602	19313125	-	0.0168967017997578	1.03259185411152	0.117503565088782		
AT4G00700+AT4G00690+AT4G00695	E001	4	281132	281615	+	0.0042531418186338	0.732035673013319	0.417383350009678		
AT1G77080	E021	1	28959628	28959743	+	0.0058264057927607	0.807833826348396	0.339372190942908		
AT1G22885+AT1G22882	E005	1	8101465	8101592	+	0.0040224002647491	0.7151463398507	0.430865462553068		
AT3G59360	E003	3	21935804	21935811	-	0.0024765739893992	0.579450814197638	0.562794435053598		
AT4G35040	E009	4	16682559	16682881	+	0.0049406179629332		0.379784460021019	0.748171505854118	
AT5G53150	E006	5	21554440	21554712	+	0.0037151019182548	0.661836577042198	0.456691336128638		
AT1G77080	E012	1	28958664	28958744	+	0.0067758556086733	0.813087554194676	0.302163129692746		
AT1G64430	E014	1	23936364	23936694	+	0.0018996354684189	0.471802516228847	0.637092344570784		
AT1G58602	E003	1	21753884	21754088	+	0.0013495720712954	0.473758778105692		0.631704813133329	
AT1G31910	E015	1	11461826	11463896	+	0.0019905527532775		0.622858010430638	0.481621451633398	
AT2G39730	E003	2	16571180	16571190	-	4.87822808914422e-08	0.61762616019457	0.546708251729122	0.537657428335537	0.506742671267084
AT1G15280	E005	1	5253546	5253548	+	3.83456105578242e-05	0.575887701890029	0.417390544383604	0.652059864232403	
AT3G44670+AT3G44665	E006	3	16217058	16217236	+	0.0020516227462161	0.473856919919081	0.616551563499571		
AT4G23895+AT4G23900	E024	4	12426195	12426475	+	0.0023343095285335	0.28836180065968		0.788905735201983	
AT4G34150+AT4G34160	E011	4	16358777	16358907	+	0.0010174412453071	0.56800103215353		0.50907733369841	
AT2G47935	E002	2	19617589	19617721	+	0.0071509032344478		0.289461658090332	0.787054083087764	
AT4G28240+AT4G28230	E001	4	13995779	13997291	-	0.0007165914973518	0.686170251596986		0.387480694281237	
AT3G17040	E006	3	5810359	5810514	-	0.0018108181057097	0.421723574275179	0.649079021455689		
AT4G21660	E013	4	11508387	11508668	-	0.0019572490717096	0.436520142696476	0.627739109522318		
AT1G53450	E002	1	19951235	19951481	-	0.0025398245919016		0.55412720568148	0.505803887484008	
AT1G67700	E010	1	25375713	25375726	+	2.24938694896654e-08	0.580672750265057	0.654033275266023	0.458510434588717	0.425886315512669
AT3G59410	E018	3	21953954	21954008	+	0.0157339427140499		-0.131631017958077		1.19115393884849
AT5G63370	E012	5	25385078	25385150	-	0.0029231784968791	0.539643244875572	0.516854916796555		
AT4G25500	E009	4	13025834	13025856	+	0.0061532941778358		0.324975150814447	0.729042025888856	
AT1G56612	E005	1	21214790	21215106	-	2.11066867627506e-05	0.362642598310076	0.525696535885718	0.684418197123683	
AT4G28706+AT4G28710	E043	4	14177258	14177435	+	0.0156593732061714	0.912618230241329	0.132732093332226		
AT4G34150+AT4G34160	E012	4	16358981	16359565	+	0.0008453807016754	0.62860824730121		0.405288695828862	
AT4G34150+AT4G34160	E009	4	16357461	16358376	+	0.0011777079437087	0.524624167490504		0.506471215399399	
AT5G22040	E007	5	7298387	7298994	-	0.0045402463675757	0.630002149775411	0.401012415583896		
AT1G27630	E005	1	9611877	9612008	+	0.0032367153862114		0.49013013656189	0.531255835192511	
AT2G41060+AT2G41070	E005	2	17129206	17129294	+	0.0045874149194182	0.615515392959842	0.398989225977043		
AT4G18372	E001	4	10151116	10151348	-	0.0021830528057154		0.601238359610873	0.404663778970066	
AT5G53440	E001	5	21683144	21683492	-	0.0039488434763709		0.436235700591521	0.569451170410793	
AT4G28706+AT4G28710	E062	4	14181660	14182168	+	0.0063995432388814	0.686665394111954	0.316613472414451		
AT4G17410	E023	4	9721082	9721700	+	0.002497570145051	0.435529322904826	0.560174741190493		
AT5G48440+AT5G48450	E020	5	19633299	19633501	-	0.0062997404778735	0.675326601060092	0.319812711283404		
AT3G23590+AT3G23600	E012	3	8472349	8473626	+	0.0023072539812019	0.390316644291396	0.585854714523903		
AT3G23590+AT3G23600	E010	3	8471127	8471784	+	0.0029688246853775	0.462351704548613	0.51167114457358		
AT4G30310	E006	4	14832316	14832351	+	0.0041504769590645	0.544503729666524	0.42323302483225		
AT4G28706+AT4G28710	E059	4	14181146	14181202	+	5.16179132154377e-05	0.482303139230824	0.367723120723069	0.597360896388102	
AT1G02840	E016	1	628777	628856	+	0.0014070845557166	0.456418047388826		0.497287308011397	
AT4G28706+AT4G28710	E060	4	14181303	14181383	+	6.97638405855306e-05	0.48698362475819	0.319236215163018	0.607693844012359	
AT3G01790	E001	3	283179	283660	-	1.14124958549555e-05		0.636132306998372	0.363744698319257	0.407487751973747
AT4G15233+AT4G15230	E026	4	8685806	8685977	+	0.0043940004916749	1.3490915059915	-0.412212014007858		
AT4G31940	E003	4	15453340	15454224	+	0.0076892705205671		0.270863429394872		0.664086235362895
AT1G55310	E007	1	20631120	20631352	+	0.0053168115016941	0.572943083863898	0.360637117239143		
AT3G04630	E005	3	1259567	1259569	+	0.0044714984295473		0.407004904914166	0.500205977214058	
AT2G21595	E001	2	9242205	9242261	-	0.0111416791929701		0.193795269419843	0.71197337548192	
AT1G47720	E001	1	17561286	17561776	-	0.0024835629976822	0.269771815431613			0.635649449274481
AT3G02780	E009	3	604745	605506	-	0.0024302287998036		0.568430189145442	0.334348415194567	
AT2G46100+AT2G46090	E016	2	18953754	18953908	+	0.0025919434104872		0.548825611963826	0.353469154909114	
AT1G66520	E001	1	24816128	24816419	-	0.0044839597814125		0.405709651814897	0.494757211652704	
AT4G28706+AT4G28710	E057	4	14180765	14180864	+	0.0064889002166713	0.58351234684292	0.313269402616317		
AT2G25670	E004	2	10930720	10930827	-	0.0059367833412827	0.559581328567501	0.333820592229534		
AT4G32660	E008	4	15757020	15757111	+	0.0042137422106952	0.464683965647227	0.4188418815883		
AT4G28706+AT4G28710	E056	4	14180613	14180683	+	0.008827388330229	0.631843861582178	0.239792653001777		
AT3G01920	E010	3	319002	319121	+	0.0057310962879903	0.522969149779962	0.342463655181831		
AT2G47935	E001	2	19617250	19617549	+	0.0068792596590073		0.298739692392481	0.564986852398443	
AT4G13100	E013	4	7637727	7637896	-	0.0041264995062396	0.437583350255228	0.424663613917785		
AT4G28706+AT4G28710	E047	4	14178510	14178722	+	0.0098440142529296	0.642258613910037	0.216933789589822		
