Name	chr	start	end	strand	Cai	Parker	Sun	Wang	average
AT1G47550:E019	1	17462225	17462227	+		-1.69077436733167	-1.65014519434551		-1.67045978083859
AT4G14710:E012	4	8426151	8426275	-	-1.99110689885218		-1.41194658647874		-1.7015267426654601
AT4G21585+AT4G21580:E023	4	11479114	11479206	+	-1.3842583748829	-2.20270563234588		-1.58805780452269	-1.7250072705838235
AT4G21585+AT4G21580:E019	4	11478618	11478728	+	-1.51546531776494	-2.06924264847146			-1.7923539831182
AT1G20060:E013	1	6952306	6952308	-	-1.8074102262601	-1.78742356280231			-1.797416894531205
AT4G21585+AT4G21580:E021	4	11478946	11479029	+	-1.530882143426	-2.06413566894128			-1.79750890618364
AT4G23910:E003	4	12426712	12426729	+	-1.99238851552013	-1.40787298324806	-2.02648763833901		-1.8089163790357332
AT4G33650:E015	4	16164960	16164962	+	-1.10155198934242	-1.51381999556488		-2.95224466647224	-1.8558722171265132
AT2G04790:E008	2	1679887	1679909	+	-1.99991861957788	-1.67999650502496	-1.9178142420131		-1.8659097888719798
AT4G02430:E004	4	1069273	1069457	+	-1.76928813854892	-2.00684683147726			-1.88806748501309
AT3G13120:E005	3	4220273	4220288	-	-2.6598822722478	-1.15552719243374	-1.87463023139423		-1.8966798986919233
AT5G10940:E012	5	3452076	3452084	-	-1.46924799622441	-2.33072587751217			-1.8999869368682902
AT2G06025:E006	2	2350116	2350118	+	-1.62018329782098	-1.75615769669577	-2.40915446352451		-1.928498486013753
AT1G49950:E010	1	18497084	18497128	-	-2.65733562379785	-1.63972160089793	-1.61234338937945		-1.969800204691743
AT4G31870:E004	4	15410871	15410884	+	-1.79757628973675	-2.21350412126878			-2.005540205502765
AT3G19460:E011	3	6748905	6748909	+	-1.80125246323364	-1.68972614005905	-2.60934471929284		-2.03344110752851
AT4G03205:E006	4	1413844	1414037	+	-1.64119266539086	-1.5783092052143	-3.00495172101625		-2.0748178638738035
AT2G41640+AT2G41650:E008	2	17362891	17363788	+	-3.72587318205593	0.319378510630752	-2.80720917342257	-2.3481261600515	-2.140457501224812
AT5G63190:E003	5	25345803	25345811	+	-2.24560956207075	-1.84644045446305	-2.52196004878969		-2.2046700217744966
AT3G01340:E003	3	128880	128891	-	-2.36398168335444	-2.08887929728846			-2.22643049032145
AT1G53800:E008	1	20082696	20082705	+	-2.87767393130038	-2.10368155094291	-1.86886461594398		-2.2834066993957562
AT5G44290:E014	5	17843415	17843432	-	-2.01256020314359	-2.56922254874767			-2.29089137594563
AT1G31850:E004	1	11430449	11430452	+		-2.07724225498635	-2.51464301944248		-2.2959426372144147
AT1G22300:E004	1	7879225	7879249	-		-1.64561633842219		-3.13148294098456	-2.388549639703375
AT4G19040:E009	4	10433202	10433216	-		-2.27392570099272	-2.92289976471683		-2.598412732854775
AT1G19000+AT1G18990:E002	1	6559058	6560490	-	-3.77920567212277	-1.52627554587238			-2.652740608997575
AT4G37553:E009	4	17648940	17649004	-		-1.50986236111534		-3.80113849011107	-2.655500425613205
AT1G10590:E005	1	3503370	3503373	-	-3.11281374358364	-2.41755064933472	-3.18572982581246		-2.90536473957694
AT2G41640+AT2G41650:E007	2	17362645	17362890	+	-3.5611379207154		-2.68437153478895	-2.63771804494787	-2.9610758334840734
AT2G43500:E010	2	18062596	18062599	+	-2.75146013190038	-2.7695032215396	-3.39284447717738		-2.9712692768724533
AT3G14010:E015	3	4638933	4638938	+	-2.88321940865744	-3.2397389472622	-3.42199803132216		-3.1816521290805997
AT2G30480:E013	2	12988670	12988673	-	-1.62868296819147			-4.84831592036883	-3.2384994442801505
AT3G14150:E018	3	4692927	4692930	-	-5.01966677621348	-2.27940092080407	-2.80755471347002		-3.36887413682919
AT1G20060:E016	1	6952653	6952655	-		-2.34358358521007	-5.19426516130988		-3.768924373259975
AT4G26630:E013	4	13435596	13435651	-	-4.07356330342077	-4.54720875500305	-4.26012863842157		-4.2936335656151305
AT3G09670:E003	3	2966514	2966520	+		-3.60300281690229	-4.67550447045097	-14.7377834047525	-7.672096897368587
AT2G36360:E019	2	15246850	15246857	-	-14.0265502532483	-1.77921078490551			-7.902880519076906
AT2G21070:E002	2	9040863	9041166	+	-15.6005831992892	-1.31573294855791			-8.458158073923554
AT5G25800:E012	5	8982082	8982087	-	-12.081475386497	-5.73870049446862			-8.91008794048281
