groupID	featureID	exonBaseMean	dispersion	stat	pvalue	padj	Col_0	fio1	log2fold_fio1_Col_0	abs_logFC	genomicData.seqnames	genomicData.start	genomicData.end	genomicData.width	genomicData.strand	countData.Cai_Col.0_1.bam	countData.Cai_Col.0_2.bam	countData.Cai_Col.0_3.bam	countData.Cai_fio1_1.bam	countData.Cai_fio1_2.bam	countData.Cai_fio1_3.bam	transcripts
AT1G55490	E017	17.338698400479	0.0211045562521258	25.0321680766055	5.63817715445088E-07	0.000113006441060424	3.88333492826675	8.17055733030654	2.15023983383901	2.15023983383901	1	20718831	20718847	17	-	4	9	2	40	30	26	"c(""AT1G55490.3"", ""AT1G55490.5"")"
AT1G21170	E011	18.6957552440678	0.00976277581630096	35.5913159442726	2.43370060439844E-09	7.94991603815514E-07	4.16517234875573	8.74502459751895	2.1447066093907	2.1447066093907	1	7415873	7415924	52	+	7	4	8	41	34	25	AT1G21170.2
AT2G01760	E003	28.561904193828	0.016176239418028	29.9717527863881	4.38386182939216E-08	1.14660018171478E-05	4.54801103903424	9.53539030236593	2.14149823039512	2.14149823039512	2	333150	333212	63	+	3	7	6	75	46	48	AT2G01760.2
AT1G54390	E013	14.6502346945816	0.0138819489346931	26.0014768492624	3.41156283025789E-07	7.30512191533464E-05	7.4844442051722	3.58065436588294	-2.13065673427242	2.13065673427242	1	20306636	20306697	62	-	21	26	21	5	4	6	"c(""AT1G54390.7"", ""AT1G54390.8"", ""AT1G54390.5"")"
AT3G50860	E007	6.19358826858749	0.030945736316229	11.6186328680273	0.000652943776000522	0.0390976824997504	4.98700041799998	2.39118624598626	-2.12236082727539	2.12236082727539	3	18903803	18903892	90	+	8	7	14	3	2	2	AT3G50860.2
AT3G13970	E004	8.53188376195571	0.0232279521380968	14.5911910860155	0.000133537315302817	0.011968467027695	2.78084553195617	5.78065923012628	2.11339087199852	2.11339087199852	3	4613756	4613905	150	-	3	4	1	21	12	13	"c(""AT3G13970.4"", ""AT3G13970.2"")"
AT1G68862	E010	20.9968973275756	0.0106343993677728	38.9119432214149	4.43359786742109E-10	1.60162418961214E-07	4.46738393792987	9.24762521594036	2.10433257187468	2.10433257187468	1	25888930	25889024	95	-	8	5	9	33	46	32	"c(""AT1G68862.1"", ""AT1G68862.4"")"
AT3G06160+AT3G06170	E012	106.241372788744	0.0108314888794624	91.4524967003755	1.14303466497717E-21	1.24461072421238E-18	10.133912645694	20.8133065863035	2.10191453554388	2.10191453554388	3	1866932	1867192	261	+	33	47	36	195	224	143	"c(""AT3G06160.5"", ""AT3G06160.1"", ""AT3G06160.2"", ""AT3G06160.4"", ""AT3G06160.3"")"
AT3G11040+AT3G11050	E017	8.23238819755669	0.0229704242746023	14.2123537451504	0.000163294942727974	0.0140059623223608	2.69308786491499	5.57130786210988	2.0993340932007	2.0993340932007	3	3463477	3463484	8	+	0	4	3	15	13	18	"c(""AT3G11040.2"", ""AT3G11050.1"")"
AT1G16705+AT1G16700	E018	14.4288108530619	0.0241744074490357	22.7986765470514	1.79889540850116E-06	0.000317818656003663	3.76350269786604	7.76848685080856	2.09465729621947	2.09465729621947	1	5713451	5713752	302	+	1	4	11	25	24	28	"c(""AT1G16705.3"", ""AT1G16705.1"", ""AT1G16705.2"")"
AT5G02840	E010	12.5755638126023	0.0851510018193574	11.8949254452073	0.00056287081007149	0.0351005505565702	3.51287624010104	7.24417626768181	2.09141622319601	2.09141622319601	5	650790	650855	66	+	1	11	2	24	23	20	AT5G02840.5
AT3G19820+AT3G19810	E004	9.75074188678273	0.0193408833486162	16.957557841553	3.8224841339445E-05	0.0044059008189527	3.04531145786697	6.26557129876105	2.08401237138637	2.08401237138637	3	6878939	6878954	16	-	3	2	5	21	15	16	AT3G19810.2
AT3G61220	E002	14.9489452858868	0.016491658954482	27.5223631373674	1.55288523527327E-07	3.57442983765376E-05	8.00302434783046	3.89248304824517	-2.08345901819994	2.08345901819994	3	22662877	22662952	76	+	18	26	22	4	12	5	"c(""AT3G61220.1"", ""AT3G61220.3"")"
AT3G20970	E006	6.87695597600944	0.0246865104851694	13.485211235733	0.000240451067674277	0.0188642795668508	2.62638140444329	5.40115820573141	2.0820933777995	2.0820933777995	3	7349624	7349627	4	+	2	1	5	14	12	10	AT3G20970.2
AT1G61370+AT1G61360	E016	6.73865864591798	0.0285294347451024	12.5493311052856	0.00039634815092729	0.0273642555198858	2.54366978816645	5.22135112961175	2.07661852419323	2.07661852419323	1	22641843	22641999	157	-	1	2	4	10	12	14	"c(""AT1G61370.2"", ""AT1G61360.4"", ""AT1G61360.3"")"
AT3G06400	E016	35.3220161406114	0.0384107935101898	24.7268880238258	6.60561707201368E-07	0.000129192406250479	5.71723606755958	11.6923961607042	2.0723356369658	2.0723356369658	3	1944683	1944688	6	+	15	12	6	78	69	44	AT3G06400.3
AT5G23320	E003	6.74893973841357	0.0252874197780863	14.6920877546012	0.000126576607168537	0.0114786216766601	2.72435949637469	5.57123361287449	2.06597100190155	2.06597100190155	5	7853368	7853374	7	+	2	2	6	11	12	10	AT5G23320.1
AT1G17610	E001	10.7063245497588	0.0169106728942162	24.0415010361253	9.42814924709797E-07	0.000177826013993483	3.29989670438579	6.72708231901402	2.05775583524365	2.05775583524365	1	6054922	6055903	982	+	5	2	6	20	16	18	AT1G17610.1
AT2G43930	E002	11.0659953093605	0.0530959625839603	17.7216137160807	2.55704671369607E-05	0.00317110970883487	6.99309407970495	3.44085154562705	-2.04917325960965	2.04917325960965	2	18193151	18193356	206	+	10	15	24	7	2	8	"c(""AT2G43930.1"", ""AT2G43930.2"")"
AT5G27610	E004	10.9330842374271	0.0194057543432531	16.9993068889124	3.73934662767582E-05	0.00432957683067171	3.16988043570757	6.42293630767699	2.04000268790135	2.04000268790135	5	9765258	9765323	66	+	3	4	3	24	13	22	AT5G27610.1
AT3G27730	E024	8.91660680876879	0.0320756465787023	13.6099420152929	0.000224990838466921	0.0179629971033939	2.92186218421861	5.9073220052021	2.03325412836111	2.03325412836111	3	10278122	10278334	213	-	2	4	3	17	9	21	"c(""AT3G27730.3"", ""AT3G27730.6"", ""AT3G27730.1"", ""AT3G27730.4"", ""AT3G27730.2"", ""AT3G27730.5"", ""AT3G27730.7"")"
AT2G20810+AT2G20815	E013	7.21300094468561	0.0233836077379735	13.2765899181449	0.000268740877938111	0.0204763210867683	5.2817149047323	2.61251879677562	-2.03274637339348	2.03274637339348	2	8961645	8961647	3	+	9	10	15	3	3	2	"c(""AT2G20815.3"", ""AT2G20815.2"")"
AT5G51220	E005	6.02553815603879	0.0310596333564261	12.4910925248884	0.000408896992735125	0.0279634544742199	5.35498965384758	2.65079661175071	-2.03057628577198	2.03057628577198	5	20821877	20821923	47	-	5	12	7	5	3	4	AT5G51220.3
AT2G43470	E001	5.58053780222298	0.0397564121194653	11.4428412233007	0.000717699657176597	0.0418490043168716	2.42639831874672	4.89880914209135	2.02861866362813	2.02861866362813	2	18049799	18050064	266	-	2	0	5	13	11	5	AT2G43470.1
AT4G00700+AT4G00690+AT4G00695	E027	241.23357277221	0.00915103764754943	177.808502167076	1.4585760469546E-40	4.30644577863345E-37	32.2490127812334	16.3076617039178	-2.0263901702392	2.0263901702392	4	286200	288988	2789	+	225	362	437	144	158	116	"c(""AT4G00700.1"", ""AT4G00700.2"")"
AT2G16365	E004	9.08982026089541	0.0195043764313098	18.3675642774183	1.82132194615552E-05	0.00238386665296894	6.41191426706413	3.1804017926855	-2.02546977644276	2.02546977644276	2	7074425	7074446	22	+	10	15	12	4	5	7	"c(""AT2G16365.1"", ""AT2G16365.4"", ""AT2G16365.5"", ""AT2G16365.2"", ""AT2G16365.3"")"
AT1G10900	E010	34.5511185959255	0.0102318341185329	50.318643165881	1.3070193827011E-12	6.60087782322697E-10	5.91446548539486	11.89625124962	2.02454102950293	2.02454102950293	1	3636515	3636997	483	-	12	17	11	49	64	64	AT1G10900.2
AT1G32790	E014	7.33839511758419	0.0404613245669166	11.5186608863557	0.000689010058153214	0.0406016554162237	2.74522143925711	5.52567758119125	2.02022174295465	2.02022174295465	1	11877388	11877549	162	-	5	2	2	15	9	12	AT1G32790.1
AT3G24530	E007	11.1103743929241	0.0199904615069756	16.9600992134754	3.81737064198736E-05	0.0044059008189527	3.2229835808389	6.48539656765738	2.02002525657702	2.02002525657702	3	8947209	8947285	77	-	0	6	4	23	26	14	AT3G24530.3
AT5G53140	E003	19.4733727114668	0.0102619190876896	31.8881564320964	1.633098761037E-08	4.64314171818539E-06	4.37239916720588	8.77841982243314	2.015515568074	2.015515568074	5	21548797	21549020	224	+	2	8	10	33	42	31	AT5G53140.2
AT5G44290	E014	35.3122614832046	0.0128169472499003	45.6137766305945	1.44025030372021E-11	6.44669472682695E-09	11.8249990702147	5.90325879570361	-2.01256020314359	2.01256020314359	5	17843415	17843432	18	-	43	45	75	19	10	14	"c(""AT5G44290.3"", ""AT5G44290.5"")"
AT3G15180+AT3G15190	E012	10.9080803131059	0.0157754716565485	20.4242393175035	6.20390185844577E-06	0.000952485052327179	3.26989665876246	6.55430818369769	2.00887182478618	2.00887182478618	3	5114006	5114101	96	+	0	6	5	20	22	18	AT3G15180.2
AT3G52075+AT3G52060+AT3G52072	E017	10.1917617869119	0.0872196084923667	11.6450411925654	0.000643739085104581	0.038742948544142	3.32231139816193	6.64962330295702	2.00471552015355	2.00471552015355	3	19314053	19314090	38	-	8	1	5	12	19	17	"c(""AT3G52072.6"", ""AT3G52072.7"", ""AT3G52072.2"", ""AT3G52072.1"")"
AT2G04790	E008	38.905894966296	0.0168195910402564	44.7621228885547	2.22485177005978E-11	9.75947120735081E-09	12.7446629349185	6.39311909884805	-1.99991861957788	1.99991861957788	2	1679887	1679909	23	+	56	54	55	14	27	16	"c(""AT2G04790.11"", ""AT2G04790.9"", ""AT2G04790.4"", ""AT2G04790.6"", ""AT2G04790.12"", ""AT2G04790.3"", ""AT2G04790.5"", ""AT2G04790.16"", ""AT2G04790.7"")"
AT5G50915	E004	29.9290795922647	0.00917201091589737	45.8262100095239	1.29222952146949E-11	5.81806447012347E-09	5.48456340916275	10.9316751295341	1.99698679540825	1.99698679540825	5	20710591	20710724	134	-	9	14	10	58	44	54	"c(""AT5G50915.4"", ""AT5G50915.2"")"
AT3G53140+AT3G53130	E010	139.711186000569	0.00526919411771834	122.161688432273	2.12771694137059E-28	3.55074328270247E-25	10.9191954175922	21.5987569860644	1.99472498308792	1.99472498308792	3	19695643	19696069	427	+	30	46	27	256	293	242	"c(""AT3G53130.1"", ""AT3G53140.1"")"
AT1G51670+AT1G51660	E004	8.72281537747865	0.0691163829589299	13.1619505112843	0.000285691344992611	0.0214589981392933	2.87138676306574	5.72491910279359	1.99289686513445	1.99289686513445	1	19156666	19157141	476	+	0	6	2	25	12	12	AT1G51670.2
AT4G23910	E003	85.657510922356	0.00294389624865864	139.577907100547	3.29243088243345E-32	6.56476510883127E-29	18.0067454268516	9.08523167819766	-1.99238851552013	1.99238851552013	4	12426712	12426729	18	+	94	132	181	37	22	37	AT4G23910.1
AT4G14710	E012	9.15811621725017	0.034447217204567	12.4925484662463	0.000408578443374661	0.0279541213954152	5.92961621945423	2.97604035120295	-1.99110689885218	1.99110689885218	4	8426151	8426275	125	-	8	13	24	5	1	4	"c(""AT4G14710.5"", ""AT4G14710.6"")"
AT4G31150	E006	34.7563870112554	0.00594277715943431	59.7690723810086	1.06666461237761E-14	6.47292561021083E-12	5.92058252356077	11.7695430343463	1.99042564971896	1.99042564971896	4	15144318	15144492	175	-	8	16	14	60	68	56	AT4G31150.3
AT3G56230	E001	9.24100975350392	0.0271480864958896	14.8471700973553	0.000116582857178763	0.0108085543856615	2.50799818387713	4.96433289391234	1.9715350972532	1.9715350972532	3	20860720	20861354	635	-	2	2	0	16	21	18	AT3G56230.1
AT1G52030	E002	10.789828229678	0.022148807786579	15.3615287504315	8.87775582142754E-05	0.00878426502920101	3.26789642999657	6.42325529622246	1.95223021928096	1.95223021928096	1	19345882	19345939	58	-	4	5	2	14	25	18	"c(""AT1G52030.3"", ""AT1G52030.1"")"
AT3G06160+AT3G06170	E011	84.0938517558702	0.0120863193423988	67.108488328868	2.56969599567562E-16	1.85223204796281E-13	9.41234145604216	18.368989181077	1.94834100660889	1.94834100660889	3	1866738	1866832	95	+	29	38	33	165	167	104	"c(""AT3G06160.5"", ""AT3G06160.1"", ""AT3G06160.2"", ""AT3G06160.4"", ""AT3G06160.3"")"
AT4G27800	E002	8.05187947453759	0.0356749337000396	11.9831122209744	0.000536848489200053	0.0340230897751371	2.99017953289004	5.86853881112103	1.94749432773783	1.94749432773783	4	13851799	13851869	71	-	3	5	3	20	10	10	"c(""AT4G27800.1"", ""AT4G27800.2"")"
AT4G37010+AT4G37000	E009	9.25618165323217	0.022356945863051	14.8442239028281	0.00011676510783031	0.0108189179270896	6.00123175100947	3.06079903129438	-1.9447445283995	1.9447445283995	4	17444744	17444771	28	+	8	18	18	2	3	6	"c(""AT4G37010.1"", ""AT4G37010.2"")"
AT2G20510+AT2G20500	E001	171.804687678491	0.0474283417836741	61.7430738454177	3.91325597886844E-15	2.50334246014863E-12	28.6689131801867	14.8681139622865	-1.94037624129556	1.94037624129556	2	8835120	8836017	898	-	122	206	178	169	213	160	AT2G20500.1
AT2G22570	E004	14.1776234692871	0.0160197140767923	24.3578834547247	7.99986860233042E-07	0.000153912258961878	4.0018990255019	7.8104572699701	1.93289469357915	1.93289469357915	2	9589983	9590080	98	-	4	10	6	22	27	21	AT2G22570.2
AT1G66960	E024	10.8071577520639	0.0231541976559801	19.3837085365519	1.06915244554639E-05	0.00151009176600494	7.40398258678343	3.79401691761174	-1.93225111291718	1.93225111291718	1	24991643	24991766	124	-	5	11	14	11	19	8	"c(""AT1G66960.2"", ""AT1G66960.4"")"
AT3G11040+AT3G11050	E016	7.41281220409286	0.0233715951831702	11.6463914861253	0.000643271974210393	0.0387300181178516	2.69298823904089	5.25534252355706	1.93071601569869	1.93071601569869	3	3463476	3463476	1	+	0	4	3	14	13	14	AT3G11040.2
AT2G35390	E011	301.125562773306	0.000822391032233661	362.023141605398	1.021066614664E-80	1.11974540963832E-76	16.0589848501828	30.7869600137317	1.93047601922939	1.93047601922939	2	14897108	14897215	108	-	55	81	80	585	627	508	AT2G35390.1
AT1G74600+AT1G74590	E001	28.930445415498	0.15265500938494	12.7227008312034	0.000361243692100666	0.0256504153784183	10.1357335440368	5.20485036042834	-1.92884333582612	1.92884333582612	1	28023627	28024261	635	-	36	41	63	3	22	4	AT1G74590.1
AT4G21323+AT4G21320	E010	8.61859691384221	0.0240658461334624	12.6496060631319	0.00037564482273943	0.0264725211843641	5.6857472168513	2.91669185025779	-1.92786116208726	1.92786116208726	4	11343205	11343366	162	+	12	17	10	3	4	3	AT4G21323.1
AT5G16780	E001	16.44680594755	0.0115264338538344	27.2498361552418	1.78790279847735E-07	4.06060231731106E-05	8.01612720235661	4.11542195210632	-1.92735916889604	1.92735916889604	5	5515707	5516726	1020	-	22	24	28	7	10	4	AT5G16780.2
AT1G77080	E007	86.9787620895289	0.0102074939191858	83.0529047750825	7.98864593027286E-20	7.57096796095551E-17	10.2858259399983	19.898661728078	1.92623014772505	1.92623014772505	1	28955864	28958310	2447	+	34	75	50	137	124	125	"c(""AT1G77080.10"", ""AT1G77080.9"", ""AT1G77080.6"", ""AT1G77080.7"")"
AT5G02840	E008	15.6414816299355	0.0221439866202574	20.7122715526411	5.33728545196649E-06	0.000837866498405333	4.10573950058748	7.97376868188397	1.91882257314616	1.91882257314616	5	650544	650685	142	+	2	11	6	32	21	28	AT5G02840.4
AT5G22730	E004	11.3330495903898	0.0186194319237778	16.0284125317225	6.2399007932392E-05	0.00655274944450078	3.36138090189635	6.48739780522055	1.89953317569098	1.89953317569098	5	7551902	7552009	108	-	2	1	8	23	20	19	AT5G22730.2
AT4G17470	E001	10.4814800411858	0.0193102432595928	17.4007673898781	3.02703737727563E-05	0.00363931909579583	3.46513283441865	6.67933032358786	1.89608650532546	1.89608650532546	4	9742350	9742735	386	-	4	7	4	22	14	15	AT4G17470.1
AT5G65050	E003	65.3224283370577	0.00947116224714589	69.0724358258107	9.49126487492457E-17	7.14310733454494E-14	8.66570838128879	16.5787417546998	1.88718757219756	1.88718757219756	5	25982600	25984680	2081	+	27	40	28	98	104	111	AT5G65050.4
AT3G02170	E004	8.75683011246577	0.0231680675911995	13.9074778355665	0.000192032938787925	0.015884583061964	3.1599085269217	6.07230263617265	1.8867841942693	1.8867841942693	3	397225	397316	92	-	2	3	7	11	19	14	AT3G02170.3
AT4G34265	E005	30.3749272356624	0.0408381262041968	20.315032179145	6.56825196286333E-06	0.000995777861033697	11.0790938130873	5.77573770148524	-1.88637785731485	1.88637785731485	4	16402736	16402780	45	+	39	30	63	10	15	19	"c(""AT4G34265.3"", ""AT4G34265.5"", ""AT4G34265.4"")"
AT4G23250+AT4G23240	E003	25.9229130466042	0.00738502694453852	41.5096154617028	1.1729259611393E-10	4.7766398624328E-08	10.0646889007037	5.25069051229775	-1.88309978655564	1.88309978655564	4	12160929	12161082	154	-	30	43	45	13	15	6	"c(""AT4G23240.2"", ""AT4G23240.1"")"
AT5G63700	E005	94.0569427646752	0.00710914979271013	85.6945956304057	2.0998602175344E-20	2.09345155323413E-17	9.67722033792808	18.4505763740349	1.88089227641581	1.88089227641581	5	25494408	25494577	170	-	16	27	48	162	203	150	AT5G63700.2
AT1G31360	E024	23.3601395813681	0.0166884607376269	28.4454628953379	9.63753560493856E-08	2.33015880539562E-05	5.02872693395221	9.63029887122511	1.87994677139408	1.87994677139408	1	11236536	11236644	109	+	7	10	11	48	33	39	"c(""AT1G31360.4"", ""AT1G31360.5"")"
AT1G65985	E008	10.7467456315122	0.0598202437216531	12.1366456191494	0.000494406225601413	0.0320956396687462	3.71867562430938	7.11549296837001	1.8751721671933	1.8751721671933	1	24568757	24568966	210	-	8	10	6	19	7	15	AT1G65985.2
AT1G74600+AT1G74590	E002	35.1430244018058	0.0122739523369845	57.9091679056731	2.74504782539922E-14	1.60246080849256E-11	11.1509831342856	5.84181124660503	-1.87228245223871	1.87228245223871	1	28024343	28024839	497	-	38	69	63	14	11	11	AT1G74590.1
AT4G21750	E005	27.90078131377	0.0762194136230145	12.9071916615255	0.000327322036057698	0.0238169441686912	5.68562543372201	10.8379086003338	1.86791736225333	1.86791736225333	4	11556190	11556838	649	+	20	9	10	46	60	28	AT4G21750.3
AT1G65450	E006	11.622926036859	0.0380334288729787	12.3006308149755	0.000452805229455919	0.0300558525198302	3.39849539279138	6.47970847119126	1.86440001456577	1.86440001456577	1	24317170	24318004	835	+	2	2	7	22	16	25	AT1G65450.3
AT5G04050+AT5G04060	E006	8.12546981351149	0.0232433092785473	12.1847905205662	0.000481807494578731	0.0315310761477718	5.66929449771274	2.97322816130384	-1.86406538568556	1.86406538568556	5	1098921	1099028	108	+	9	10	18	4	4	3	AT5G04050.1
AT3G06160+AT3G06170	E010	140.990935218046	0.00147093802230664	221.3894820838	4.50097246875394E-50	1.97438372322226E-46	12.5244207824926	23.5637549086261	1.85410162610183	1.85410162610183	3	1866137	1866659	523	+	34	72	73	253	260	209	"c(""AT3G06160.5"", ""AT3G06160.1"", ""AT3G06160.2"", ""AT3G06160.4"", ""AT3G06160.3"")"
AT2G40030	E017	10.1131091870973	0.0171823734066489	13.3792697964135	0.000254420762354643	0.0196881147400748	3.1323883324861	5.95134753847381	1.85387072286104	1.85387072286104	2	16722527	16722653	127	+	4	3	2	21	19	15	AT2G40030.2
AT1G69523+AT1G69520	E003	33.2014897810119	0.00510065351921429	57.5950741026814	3.22031059402561E-14	1.8587003214314E-11	11.5538993617014	6.10341206010597	-1.84876104881653	1.84876104881653	1	26128625	26128721	97	+	37	55	54	18	19	12	"c(""AT1G69520.2"", ""AT1G69520.1"")"
AT2G21230	E005	9.6453549601838	0.0231243357936148	14.7928910307095	0.000119986973944666	0.0110242968939106	3.37887242129253	6.39854271465242	1.84466755001919	1.84466755001919	2	9094174	9094540	367	-	2	6	6	22	14	12	AT2G21230.2
AT4G24730	E003	58.5693972607355	0.00360400896724696	93.5432449558922	3.97421696067622E-22	4.42146036212043E-19	7.60959722254944	14.3208924656761	1.83573526549404	1.83573526549404	4	12753644	12754010	367	-	20	16	18	101	118	98	AT4G24730.1
AT4G08040	E002	13.399932070558	0.0143417218548519	13.8586134120706	0.000197091277915762	0.0162161971588462	3.13236888739613	5.90972085360502	1.83359801209205	1.83359801209205	4	4887362	4887493	132	+	0	1	5	24	36	22	AT4G08040.1
AT1G72930	E003	136.62535611994	0.00189181109535514	229.800743675053	6.58866075343155E-52	3.06532450143741E-48	13.4606808049289	25.0999798396751	1.83215676192335	1.83215676192335	1	27439931	27439973	43	+	67	117	138	172	191	166	AT1G72930.2
AT1G23950	E005	17.3843140341976	0.0105912129731688	28.055875031471	1.17862756276575E-07	2.77964193105109E-05	4.56539058292864	8.58828681339926	1.82732197335758	1.82732197335758	1	8470045	8470134	90	-	5	10	11	29	34	22	AT1G23950.1
AT5G46410+AT5G46420	E005	84.9556157054936	0.00610098776359535	100.924782707862	9.55436025698964E-24	1.17350474420449E-20	10.6385635772627	19.8126878079468	1.81561863602429	1.81561863602429	5	18826296	18826417	122	+	66	77	70	90	120	93	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"
AT2G20510+AT2G20500	E012	9.41196680336048	0.0322964554501315	20.4466572863866	6.13165557026587E-06	0.000943751993091488	2.60269924660685	4.88033893652317	1.81525289306304	1.81525289306304	2	8837322	8837750	429	-	0	4	0	26	20	12	"c(""AT2G20510.1"", ""AT2G20510.2"", ""AT2G20510.4"", ""AT2G20510.3"")"
AT4G00700+AT4G00690+AT4G00695	E003	18.9449763676821	0.0458014401387238	19.4212454286395	1.04834338245736E-05	0.00149306270416214	4.33683042570863	8.10855893548612	1.80920881045439	1.80920881045439	4	281885	281978	94	+	8	7	2	23	47	32	AT4G00690.1
AT1G20060	E013	8.55670004405588	0.0219101356962399	13.9050860366045	0.000192277461103363	0.0158882446734119	6.11651743861165	3.27167544467676	-1.8074102262601	1.8074102262601	1	6952306	6952308	3	-	6	13	17	6	4	6	"c(""AT1G20060.2"", ""AT1G20060.3"", ""AT1G20060.7"", ""AT1G20060.8"", ""AT1G20060.6"")"
AT3G45040	E003	15.310939914245	0.013622561320108	23.6981860028916	1.12688703079854E-06	0.000209203102585853	4.30217612405411	8.03533247835801	1.80611439153548	1.80611439153548	3	16473016	16473100	85	-	10	5	9	28	25	18	AT3G45040.2
AT3G25520	E010	9.47448982303922	0.0222382588322703	12.0072853855255	0.000529929882171835	0.0337174201449821	3.12180141694006	5.83164861478065	1.8049111025803	1.8049111025803	3	9271172	9271324	153	-	0	6	3	20	20	13	AT3G25520.3
AT3G19460	E011	57.0074260156864	0.0136836027003279	47.3451778241281	5.95243716692259E-12	2.82934265708243E-09	14.6185715668606	7.86214178880419	-1.80125246323364	1.80125246323364	3	6748905	6748909	5	+	59	103	100	25	18	30	"c(""AT3G19460.4"", ""AT3G19460.2"", ""AT3G19460.5"", ""AT3G19460.7"")"
AT3G25840	E016	28.9356069975984	0.0229446216565471	24.9505597244556	5.88194513574373E-07	0.000116673777350224	10.3297608596068	5.54643464303555	-1.80017070089509	1.80017070089509	3	9456874	9456929	56	-	42	35	52	8	15	13	AT3G25840.2
AT3G14415	E003	47.0678109050867	0.0124533059652781	45.8441684056397	1.28043732386529E-11	5.78192771567761E-09	7.404865119786	13.7680179324671	1.79987421163705	1.79987421163705	3	4818537	4818576	40	+	11	19	34	68	89	79	AT3G14415.3
AT4G31870	E004	18.491446141973	0.0105482620010032	29.7866755919841	4.82295360722169E-08	1.25290705129737E-05	9.36782896484402	5.03265604420733	-1.79757628973675	1.79757628973675	4	15410871	15410884	14	+	12	19	24	15	21	22	AT4G31870.2
AT3G59710+AT3G09225	E001	8.47306405328663	0.0208212356964369	14.5273466817908	0.000138139661525573	0.0122592960890296	3.15857911801737	5.88293310215369	1.79640925084866	1.79640925084866	3	22054667	22054745	79	-	4	5	3	16	13	12	AT3G59710.2
AT1G76740	E001	12.7375600315851	0.0163900904350486	19.8585409189115	8.33893211756255E-06	0.00123221968047101	7.31519023399761	3.93204808548336	-1.79414714574067	1.79414714574067	1	28805114	28805348	235	+	13	15	26	9	8	5	AT1G76740.1
AT5G01620	E002	9.96465534458955	0.0229160795212663	13.616532567787	0.000224202387859153	0.0179280169833416	3.38717995489677	6.29812890273919	1.7918397887729	1.7918397887729	5	232585	232659	75	+	2	5	6	13	16	21	"c(""AT5G01620.1"", ""AT5G01620.2"")"
AT4G23250+AT4G23240	E004	44.1549281457927	0.0214664687581678	32.2649413492413	1.34518686169001E-08	3.88207779840727E-06	13.1124363961426	7.07441202707955	-1.7898478686738	1.7898478686738	4	12161171	12161408	238	-	34	90	81	23	27	12	"c(""AT4G23240.2"", ""AT4G23240.1"")"
AT4G23250+AT4G23240	E012	19.1417160202746	0.049096008934134	13.6636251135435	0.000218648974856281	0.0175846920427893	8.51816098207507	4.58868106425936	-1.78887441331392	1.78887441331392	4	12162752	12162829	78	-	29	34	19	10	10	6	AT4G23240.1
AT2G30480	E023	13.1306300627779	0.0332420954218607	12.0604239219338	0.000515035787874815	0.0329472685468418	3.64412142472196	6.76610409103935	1.78800143106701	1.78800143106701	2	12991238	12991339	102	-	1	5	6	33	18	22	"c(""AT2G30480.12"", ""AT2G30480.4"")"
AT1G47230	E004	14.6786418808104	0.0255167658245487	17.4040249599098	3.02185394964052E-05	0.00363593445837233	4.13061475834766	7.66348655897852	1.7864843103632	1.7864843103632	1	17307672	17307674	3	+	9	3	8	18	31	22	AT1G47230.2
AT1G31360	E023	18.7690286254534	0.0112393059485033	26.0044587145298	3.40629764136599E-07	7.30403459328101E-05	4.65036319293742	8.61218357323651	1.78210061132437	1.78210061132437	1	11236471	11236535	65	+	4	10	10	38	29	29	"c(""AT1G31360.4"", ""AT1G31360.8"", ""AT1G31360.5"")"
AT5G46410+AT5G46420	E006	110.836686145606	0.00427285783964536	133.871932245494	5.82758913506247E-31	1.06513066655493E-27	12.2390002627641	22.4801701902258	1.78151989144452	1.78151989144452	5	18826498	18826579	82	+	83	109	91	138	147	108	"c(""AT5G46410.3"", ""AT5G46410.1"", ""AT5G46410.2"")"
AT4G13670	E004	13.8598528031348	0.02483861293563	17.5746947107959	2.76239924259227E-05	0.00337937175868678	7.77501840452922	4.19830311920859	-1.78136381683259	1.78136381683259	4	7949874	7950049	176	+	11	17	29	6	12	9	"c(""AT4G13670.2"", ""AT4G13670.4"")"
AT3G20330	E007	9.8713984177737	0.0192475665610979	14.6252848028839	0.000131143156317918	0.0118023011142045	6.30806415061062	3.40624921906368	-1.78018883479526	1.78018883479526	3	7091962	7091964	3	-	12	14	15	5	3	8	AT3G20330.2
AT5G38000	E009	17.3979114854464	0.0125370439869104	11.0898160337853	0.000868030951808088	0.0478867380636348	3.39207981496872	6.26491527598611	1.77237770869801	1.77237770869801	5	15143324	15143407	84	+	0	2	4	36	42	30	"c(""AT5G38000.1"", ""AT5G38000.2"")"
AT5G56180	E011	19.994989242823	0.0107868900781015	30.7924931422185	2.87146525323539E-08	7.80276212972087E-06	5.00680650944409	9.2364062738487	1.77150116893665	1.77150116893665	5	22740142	22740255	114	-	7	12	14	26	36	31	AT5G56180.3
AT4G02430	E004	9.00224459286212	0.0210635251774543	12.7109684148486	0.000363517130550941	0.0257429820357408	5.81974548062942	3.15410223419829	-1.76928813854892	1.76928813854892	4	1069273	1069457	185	+	12	14	14	3	7	2	AT4G02430.2
